CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AWE_MEAN	SPANISH_RELIEF_MEAN	SPANISH_EXCITEMENT_MEAN	SPANISH_AMUSEMENT_MEAN	SPANISH_PLEASURE_MEAN	SPANISH_CONTENTMENT_MEAN	SPANISH_SERENITY_MEAN	LINE_IN_SOURCE
1381	SHOE	zapato	1.76923	1.95000	2.09091	2.08333	2.54167	2.80000	2.15000	8989
1382	NEEDLE (FOR SEWING)	aguja	1.55000	1.50000	1.55000	1.35000	1.90000	1.60000	1.30000	283
1383	GRANDFATHER	abuelo	4.30000	3.80000	3.69565	2.95652	3.45000	4.10000	3.60000	53
1384	SECOND	segundo	2.40000	1.60000	2.10000	1.85000	2.39130	2.05000	2.25000	7857
1385	PEPPER	pimienta	1.75000	1.85000	1.95000	1.55000	2.15000	1.80000	1.76190	6611
1386	LION	león	3.15000	1.70000	2.80000	2.20000	2.35000	2.75000	1.95000	5162
1387	ARRIVE	llegar	2.10000	3.66667	3.00000	2.90000	3.90000	3.00000	3.00000	5270
1388	SHADE	sombra	1.80000	2.05000	1.65000	1.82609	2.08333	1.85000	2.75000	8087
1390	WRONG	incorrecto	1.65000	1.65000	1.25000	1.65000	1.30000	1.20000	1.28571	4620
1392	LOUSE	piojo	1.45000	1.18182	1.20000	1.35000	1.35000	1.10000	1.10000	6626
1393	HORN (ANATOMY)	cuerno	1.35000	1.35000	1.40000	1.95000	1.20000	1.50000	1.65000	2320
1394	BONE	hueso	1.70000	1.80000	1.30000	1.40000	2.00000	1.85000	1.60000	4428
1396	SHARP	agudo	1.65000	1.58333	1.86957	1.80000	1.95000	1.85000	1.70000	280
1398	DRY	seco	1.65000	1.35000	1.25000	1.40909	1.50000	1.36364	1.70000	7828
14	YOKE	yugo	1.93750	1.60000	1.36364	1.35294	1.33333	1.50000	1.64706	8983
1400	THIN (SLIM)	delgado	2.10000	2.05000	2.15000	1.85714	2.70000	2.45000	2.50000	2451
1401	DRINK	beber	2.65000	3.50000	2.35000	3.39130	3.30000	3.30000	2.25000	1034
1402	BREAST	seno	2.30000	2.00000	2.20000	2.50000	3.00000	2.50000	2.70000	7889
1403	BITE	morder	1.60000	1.80000	1.47619	2.50000	2.70000	2.20000	1.70000	5785
1404	STRAIGHT	recto	1.95455	2.05000	1.76190	1.50000	2.20000	2.60000	2.20000	7314
1405	NAME	nombre	1.90000	2.10000	2.35000	1.59091	2.70000	2.90000	2.40000	5996
1406	FAR	lejos	2.15000	1.80769	2.13636	2.25000	1.95000	1.65000	2.13043	5151
1407	BREATHE	respirar	3.35000	4.08696	3.35000	2.85714	3.90000	3.85000	4.55000	7554
1408	HEAR	oír	3.20000	3.55000	3.45000	2.90000	3.65000	3.40000	3.40909	6116
1409	SEE	ver	3.05000	3.10000	3.10000	3.09524	3.80000	4.05000	3.75000	8811
141	BURN (SOMETHING)	quemar	1.50000	1.65000	1.60000	1.70000	1.95000	1.65000	1.55000	7148
1410	KNOW (SOMETHING)	saber	3.71429	3.70000	3.75000	3.52381	3.85000	4.25000	3.27273	7730
1412	RUDE	grosero	1.25000	1.25000	1.38095	1.35000	1.15000	1.28000	1.13636	4217
1413	PLAY	jugar	2.70000	3.56522	4.10000	4.65000	3.90000	3.65217	3.45000	5038
1414	SQUEEZE	apretar	1.85714	1.80000	1.90000	1.54545	2.30000	1.90000	1.45455	603
1416	SIT	sentar	1.60000	2.95000	1.82609	2.14286	3.05000	2.47368	3.30000	7900
1417	KILL	matar	1.45000	1.25000	1.13636	1.28571	1.40000	1.15000	1.16667	5506
1418	DIG	cavar	1.73913	1.75000	1.59091	1.75000	1.50000	1.60870	1.50000	1480
1419	FEAR (BE AFRAID)	temer	1.60000	1.52174	1.40000	1.40000	1.45000	1.23810	1.39130	8337
1420	COUNT	contar	2.35000	2.50000	2.25000	2.55000	2.20000	2.50000	2.60000	2076
1421	SUCK	chupar	1.95000	2.25000	2.75000	3.33333	3.35000	2.60000	2.00000	1607
1422	BE ALIVE	vivir	3.76190	4.38095	4.45000	4.50000	4.47826	4.50000	3.80000	8943
1423	FIGHT	pelear	1.60000	1.70000	2.13043	1.50000	1.35000	1.25000	1.47619	6450
1424	YELLOW	amarillo	1.85000	2.55000	2.50000	2.80000	2.80000	2.15000	2.15000	423
1425	GREEN	verde	2.20000	2.95000	2.45000	2.85000	3.45000	2.57143	2.87500	8820
1426	EXPENSIVE	costoso	2.55000	1.65217	1.55000	1.65000	1.45000	1.60000	1.45455	2226
1427	BEAUTIFUL	hermoso	4.20000	3.30000	3.80000	3.35000	4.30000	3.95000	3.71429	4316
1428	BURNING	arder	1.71429	1.25000	1.90000	1.70000	2.00000	1.95000	1.80000	635
1429	FULL	lleno	2.45000	2.95000	3.15000	2.55000	3.25000	3.40000	3.09524	5272
1430	STAR	estrella	3.60000	2.95000	3.10000	3.00000	3.50000	3.40000	3.80000	3498
1432	CUT	cortar	1.35000	1.80000	1.40000	2.00000	2.04348	2.05000	1.65000	2203
1435	HUNT	cazar	1.60000	1.55000	2.20000	1.66667	1.15000	1.45000	1.25000	1486
1439	SWIM	nadar	2.40000	3.55000	2.85000	3.52174	3.55000	3.30000	3.40000	5900
144	MACHINE	máquina	2.95000	2.05000	2.32000	1.95000	2.30000	2.30000	1.77273	5450
1440	SPIT	escupir	1.55000	1.55000	1.30000	1.60000	1.25000	1.35000	1.28571	3359
1441	FLY (MOVE THROUGH AIR)	volar	3.30000	3.65000	3.90000	3.75000	4.35000	3.76190	3.31818	8953
1442	STAND	estar	2.80000	2.55000	3.00000	2.50000	2.90000	3.60000	3.20000	3460
1443	WALK	andar	2.60000	3.45000	2.50000	2.90000	3.10000	3.00000	3.72727	477
1444	TURN AROUND	volver	2.15000	3.40909	2.90000	2.25000	2.75000	2.76190	2.66667	8963
1446	COME	venir	2.47619	3.00000	2.70000	2.40909	2.60000	2.90000	2.56522	8803
1447	GIVE	dar	3.60000	3.30000	3.30000	3.00000	3.75000	3.50000	3.30435	2377
1448	HOLD	sostener	1.85000	2.40000	2.35000	1.70000	2.45000	2.20000	2.59091	8125
1451	SMILE	sonreír	3.80000	4.39130	4.25000	4.57143	4.80000	4.60000	3.95455	8101
1452	PUSH	empujar	1.70000	1.60000	2.20000	1.90000	1.75000	1.75000	1.62500	3122
1453	WASH	lavar	1.85714	2.90000	1.55000	1.70000	2.85000	2.55000	2.90000	5119
1455	PULL	tirar	1.40000	1.95000	1.15000	2.14286	2.30000	2.15000	1.83333	8444
1456	THROW	echar	1.50000	2.35000	1.50000	1.35000	1.80000	2.05000	1.75000	2985
1457	SEW	coser	2.10000	1.95000	2.35000	2.15000	2.20000	2.08333	2.83333	2216
1458	SAY	decir	2.35000	3.05000	2.85000	2.55000	2.60000	3.15000	2.55000	2404
146	SUGAR CANE	caña	2.15000	2.15000	2.25000	3.05000	3.05000	2.25000	2.09524	1348
1463	DRUNK	borracho	1.31818	2.10000	2.15000	3.19048	1.75000	1.95000	1.45000	1128
1465	BOX	caja	1.65000	1.85000	1.95000	2.12500	1.95000	1.55000	1.70000	1237
1467	CIRCLE	círculo	1.95652	2.26087	2.15000	2.15000	2.35000	2.90476	2.65000	1643
1468	LOOK FOR	buscar	1.90000	2.75000	2.90000	2.65000	2.95000	2.25000	2.15000	1203
1469	WEEK	semana	1.65000	1.75000	1.75000	2.21739	2.50000	1.85000	1.65000	7869
1470	FOLD	doblar	1.85000	2.35000	1.75000	1.94737	2.45455	1.90000	1.70000	2902
1471	WINTER	invierno	2.95652	2.50000	3.15000	2.45000	3.10000	3.25000	3.34783	4960
1472	KEY	llave	1.60000	2.95000	2.35000	2.20000	2.10000	2.70000	2.70000	5268
1473	FIST	puño	1.60000	1.30000	1.25000	1.15000	1.35000	1.25000	1.59091	7128
1474	SEA	mar	3.45000	3.85000	3.70000	3.52381	4.45000	3.65000	4.55000	5454
1475	COMB	peine	1.70000	1.90000	1.60000	1.80952	2.45000	1.90000	2.26087	6447
1476	CHAIR	silla	1.40000	2.55000	1.80000	1.95000	2.25000	1.80000	2.45000	7970
1477	KEEP	guardar	2.65000	3.20000	2.95000	1.85000	3.20000	2.55000	2.75000	4230
1479	DOLPHIN	delfín	2.60000	3.20000	2.95000	3.23810	3.65000	2.86364	3.35000	2450
1480	BODY	cuerpo	3.60000	2.43478	2.85000	2.39130	3.35000	2.90000	2.95000	2322
1481	HAMMER	martillo	1.10000	1.50000	1.70000	1.75000	1.45000	1.60000	1.55000	5485
1482	SHOULDER	hombro	1.30000	2.55000	1.68182	1.65000	1.80000	2.40000	2.60000	4371
1484	OIL (ORGANIC SUBSTANCE)	aceite	2.19048	1.95000	1.65000	2.05000	3.15000	2.35000	2.35000	77
1487	POUR	servir	2.70000	2.25000	2.10000	1.90000	2.30000	2.60000	2.43478	7943
1488	FAUCET	grifo	1.90000	1.70000	1.50000	1.95455	1.75000	2.00000	1.75000	4211
1489	CLOUD	nube	2.80000	3.35000	1.90000	2.95000	3.40000	3.05000	4.00000	6026
1490	RAT	rata	1.50000	1.52381	1.25000	1.66667	1.70000	1.47826	1.25000	7208
1491	MOUSE	ratón	1.50000	1.36364	1.80000	1.85000	2.00000	1.45000	1.55000	7211
1492	DUMB	tonto	1.80000	1.35000	1.55000	1.90000	1.40000	1.40000	1.37500	8475
1494	DIE	morir	1.90000	1.90000	1.24000	1.14286	1.60000	1.10000	1.82609	5792
1495	HAPPY	feliz	4.41667	4.70000	4.55000	4.55000	4.90000	4.85000	4.20000	3769
1496	GRANDMOTHER	abuela	4.35000	3.35000	3.85000	3.95000	4.15000	3.90000	3.75000	52
1499	JUICE	jugo	2.05000	2.30000	2.25000	2.14286	3.10000	2.63158	2.55000	5039
15	OTTER	nutria	1.40000	2.30000	2.35000	2.95000	2.25000	2.75000	3.38095	6044
1502	GOAT	cabra	1.55000	1.92000	1.86957	2.40000	2.20000	2.10000	1.95000	1219
1503	SALIVA	saliva	1.70000	2.05000	2.45000	1.81818	2.05000	1.70000	1.95000	7765
1504	FLY (INSECT)	mosca	1.35000	1.45000	1.70000	1.47619	1.30000	1.15000	1.70000	5800
1506	MEASURE	medir	1.85000	2.40000	1.70000	2.10000	2.30000	2.35000	2.29167	5566
1507	FRUIT	fruta	2.45000	3.45000	2.55000	1.90000	3.55000	3.30000	3.20000	3974
1508	KING	rey	2.85000	1.60000	2.28571	1.90000	1.62500	2.20000	1.95000	7637
1509	MOSQUITO	mosquito	1.60000	1.55000	1.28571	1.20000	1.20000	1.10000	1.35000	5802
151	RAZOR	cuchilla	1.20000	1.23810	1.25000	1.35000	1.35000	1.73913	1.23810	2313
1510	CHIN	mentón	1.94737	1.95000	1.65000	1.55000	1.81818	1.94737	1.50000	5600
1511	ROOSTER	gallo	1.65000	1.70000	1.65000	2.20000	1.95000	1.80000	1.25000	4038
1514	HEN	gallina	1.45455	1.75000	1.55000	1.90000	1.85000	1.95000	2.04348	4036
1517	WASP	avispa	1.45000	1.45000	1.85000	1.50000	1.15000	1.95000	1.54545	920
1518	STUPID	estúpido	1.45000	1.25000	1.20000	2.40000	1.20000	1.20000	1.36000	3524
1519	RUN	correr	2.80000	2.75000	2.72727	3.05000	2.40000	3.00000	2.25000	2193
1521	SEEM	parecer	1.50000	2.42857	2.27273	1.90000	2.12500	2.20000	2.69565	6330
1522	SOCK	calcetín	1.70000	2.40000	1.68182	2.20000	1.80000	2.05000	1.95000	1245
1523	FORGET	olvidar	2.20000	2.15000	2.20000	1.95238	1.95000	1.90000	2.36364	6132
1524	WINE	vino	2.10000	2.15000	2.55000	3.25000	3.00000	2.75000	2.40909	8900
1525	COAST	costa	3.22727	3.20000	3.25000	3.30000	3.52174	3.00000	3.60000	2219
1527	TICK	garrapata	1.25000	1.40000	1.12500	1.04762	1.15000	1.20000	1.05000	4060
1528	FORGIVE	perdonar	4.31818	3.95000	3.35000	2.69565	3.70000	4.20000	4.20000	6507
1529	LAST (FINAL)	último	1.72727	1.60000	2.65217	1.80952	2.10000	1.55000	1.72727	8672
1530	BOWL	cuenco	1.25000	1.80000	1.45000	1.71429	2.05000	1.70000	2.08333	2316
1531	BRANCH	rama	1.60000	1.61905	1.59091	2.00000	2.20000	2.10000	2.31818	7187
1533	BE HUNGRY	hambriento	1.80952	1.70000	2.20000	1.25000	1.15000	1.40000	1.45455	4275
1534	FEVER	fiebre	1.35000	1.50000	1.25000	1.30000	1.00000	1.20000	1.15000	3810
1535	SWORD	espada	1.65000	1.50000	1.90000	1.95455	2.10000	2.00000	1.80000	3374
1536	UNDERSTAND	entender	3.85714	4.45455	3.75000	3.71429	3.70000	4.25000	3.78261	3219
1537	SPRINGTIME	primavera	3.30435	3.43478	3.55000	3.95000	4.18182	3.70000	4.00000	6907
1538	SCORPION	escorpión	1.95000	1.40000	2.25000	1.66667	1.70000	1.35000	1.78261	3340
1539	BASKET	cesta	1.54545	2.25000	1.75000	1.45000	1.80000	2.05000	2.40000	1561
1542	ACCOMPANY	acompañar	3.60000	3.90000	3.55000	3.36364	3.80000	3.70000	3.10000	107
1543	SNAIL	caracol	1.95000	1.95238	1.85000	2.45000	2.20000	2.35000	3.00000	1376
1547	SOUP	sopa	1.75000	3.00000	2.30000	2.35000	2.45000	2.70000	2.86364	8106
1548	UGLY	feo	1.65000	1.60000	1.25000	1.85000	1.65000	1.15000	1.90909	3775
1554	MAN	hombre	2.50000	1.95000	2.18182	2.39130	3.00000	2.86364	2.40000	4370
1555	CHAMELEON	camaleón	2.75000	2.04762	2.55000	2.60000	2.25000	1.75000	2.40000	1282
1558	SIMILAR	parecido	2.25000	2.75000	2.05000	1.95000	2.60000	2.35000	2.50000	6331
1559	MONEY	dinero	3.09524	3.05000	3.52381	3.50000	3.75000	3.80000	3.00000	2796
156	RED	rojo	2.10000	1.90000	2.95000	2.43478	3.45000	2.30000	1.85000	7680
1560	FACE	cara	3.13636	2.15000	2.70000	3.10000	2.75000	2.65217	2.85000	1375
1562	MIND	mente	4.05000	3.80000	3.60000	3.19048	3.45000	3.70000	3.80000	5596
1564	LAZY	perezoso	1.50000	1.90000	1.40000	2.04348	1.90000	1.30000	2.20000	6515
1566	GUN	pistola	1.68182	1.15000	1.45455	1.20833	1.55000	1.20000	1.34783	6642
1567	DOOR	puerta	1.70000	1.80000	2.25000	1.76190	1.85000	1.95000	2.45000	7104
1569	CHEESE	queso	2.85000	3.10000	2.40000	2.00000	3.65000	3.00000	2.55000	7154
1571	SELL	vender	2.10000	2.70000	2.45455	2.18182	2.35000	2.55000	2.33333	8797
1575	COCKROACH	cucaracha	1.30000	1.05000	1.15000	1.81818	1.60000	1.35000	1.09524	2311
1578	IGUANA	iguana	2.25000	1.45000	2.05000	2.50000	2.15000	1.96000	2.60000	4482
1583	BRAIN	cerebro	3.45833	2.47619	3.50000	2.60000	3.10000	3.65000	2.60000	1541
1584	BLISTER	ampolla	1.60000	1.27273	1.10000	1.31579	1.45000	1.25000	1.60000	453
1585	SLEEP	dormir	2.55000	4.30000	3.60000	3.00000	4.28571	4.35000	4.25000	2940
1590	WAIT (FOR)	esperar	2.55000	1.70000	2.21739	1.70000	1.85000	2.10000	2.60000	3404
1592	CHEST	pecho	2.10000	2.60870	2.20000	2.17391	2.75000	2.65217	2.50000	6430
1593	DEEP	hondo	2.05000	1.65000	1.85000	1.75000	1.85000	1.85000	2.05000	4381
1594	FLOUR	harina	1.80000	1.95000	1.65000	2.60000	2.55000	2.25000	2.95652	4279
1595	SOUTH	sur	2.57143	3.00000	2.85000	2.63636	3.30000	2.52174	2.50000	8228
1596	LOCK	candado	1.50000	2.10000	1.65000	1.55000	1.90000	1.50000	1.80000	1325
1597	AIRPLANE	avión	2.42857	2.35000	3.15000	3.05000	2.90000	3.10000	2.65000	916
1598	NORTH	norte	1.90000	2.33333	2.65000	2.23810	2.70000	3.15000	3.00000	6007
1599	WORD	palabra	2.60000	2.75000	2.55000	2.35000	2.00000	2.30000	2.27273	6264
1600	SKIRT	falda	2.20000	1.90000	2.05000	2.25000	3.15000	1.79167	2.10000	3700
1601	WEAK	débil	1.85000	1.20000	1.20000	1.55000	1.33333	1.95000	1.45000	2384
1602	WAKE UP	despertar	2.52174	3.15000	3.15000	2.66667	2.78571	3.25000	3.31818	2666
1605	SKULL	calavera	1.60000	1.33333	1.72727	1.65000	1.30000	1.50000	1.45000	1244
1607	HATE	odiar	1.30000	1.30000	1.25000	1.35000	1.25000	1.05000	1.35000	6099
1608	LISTEN	escuchar	3.60000	3.50000	2.95000	3.14286	4.10000	3.80000	3.69565	3352
1609	IDEA	idea	3.80000	3.75000	3.85000	3.20000	3.70000	3.80000	3.15000	4459
161	MISS (A TARGET)	perder	1.45455	1.90909	1.55000	1.54545	1.35000	1.25000	1.20000	6501
1610	PROSTITUTE	prostituta	1.70000	1.35000	1.45000	1.36364	1.55000	1.40000	1.43478	7041
1612	LETTER	carta	2.56000	2.60000	2.90000	2.15000	3.25000	2.24000	2.65000	1426
1613	COLOR	color	2.15000	2.30000	3.50000	2.69565	3.95000	2.50000	3.14286	1768
1616	CLOTH	tela	2.05000	1.70000	2.00000	1.70000	2.15000	2.04348	2.70000	8319
1618	GRANDSON	nieto	2.30000	2.75000	2.65217	3.15000	3.20000	3.45000	2.30435	5977
1619	GRANDDAUGHTER	nieta	3.05000	2.30000	3.54545	2.54545	3.60000	3.40000	3.14286	5976
1620	SON	hijo	3.42857	2.15000	2.55000	2.60000	3.30000	3.30000	2.81818	4342
1622	SHIRT	camisa	1.70000	2.15000	2.00000	2.05000	2.35000	2.52174	2.85000	1297
1623	SPEAK	hablar	2.30000	3.75000	3.71429	3.35000	3.35000	3.75000	3.59091	4262
1624	EMPTY	vacío	2.05000	1.90000	1.60000	1.55000	1.50000	1.70000	2.95238	8724
1625	DEAD	muerto	1.30000	1.15000	1.30000	1.04545	1.17391	1.25000	1.60000	5838
1626	EXPLAIN	explicar	2.85000	3.25000	2.50000	2.45000	2.45000	3.21739	3.09091	3623
1627	CHAIN	cadena	1.75000	1.75000	1.55000	1.75000	1.85000	1.73913	1.85000	1227
1628	SQUIRREL	ardilla	2.40000	2.60000	2.65000	2.90000	3.00000	2.95000	2.35000	637
163	BLACK	negro	2.25000	1.90000	2.55000	2.10000	2.85000	2.25000	2.68421	5953
1631	FAST	ágil	3.75000	3.30000	3.30000	3.40000	3.65000	3.60000	2.72000	243
1633	FLAT	plano	1.76190	2.05000	1.40000	1.70000	1.91304	1.85000	2.22727	6660
1635	OBEY	obedecer	1.75000	2.00000	1.70000	1.75000	2.00000	2.15000	1.85000	6048
1637	AUTHORITY	autoridad	2.40000	2.39130	1.95238	1.59091	1.90000	2.50000	1.73913	888
1638	TRUTH	verdad	3.60000	4.12500	4.20000	3.13636	4.00000	4.30000	3.80000	8818
1639	BEER	cerveza	2.95000	2.90000	3.35000	3.66667	3.80952	3.22727	2.90476	1557
164	KANGAROO	canguro	2.35000	2.20000	2.70000	2.50000	3.00000	2.65000	2.47826	1332
1641	SILK	seda	2.65000	2.80000	2.10000	1.70833	3.26087	3.30435	3.42105	7846
1642	NIECE	sobrina	2.10000	2.40000	2.30000	3.00000	3.30000	2.85000	2.05000	8038
1643	COUSIN	prima	2.55000	2.55000	2.66667	3.19048	3.00000	2.40000	2.08696	6904
1644	RELATIVES	pariente	2.40000	2.60000	3.15000	2.86364	2.85000	2.90000	2.80000	6337
1645	SHORT	corto	1.45000	2.65000	1.90000	2.22727	1.80000	1.65000	2.40000	2211
1646	GIRL	niña	2.54545	2.40000	3.00000	3.14286	2.55000	2.80000	2.80000	5982
1648	ANVIL	yunque	1.45000	1.61111	1.66667	1.63158	1.73684	1.61111	2.35000	8984
1650	WATCH	mirar	2.85000	3.25000	2.50000	2.60000	3.35000	2.50000	3.16667	5687
1651	TEAR (OF EYE)	lágrima	2.85000	2.70000	2.15000	2.15000	1.70000	2.05000	2.13043	5081
1654	LIGHTNING	relámpago	3.25000	1.95000	2.25000	2.25000	2.50000	2.20000	1.80000	7411
1657	TRUE	verdadero	3.85000	3.78261	3.25000	3.25000	3.85000	3.90000	3.56522	8819
166	MAINLAND	continente	2.45000	2.25000	2.40000	2.15000	2.04348	2.85000	2.25000	2093
1663	BED	cama	2.05000	3.90000	3.40000	2.95000	3.95000	3.60000	4.45000	1281
1664	RAFT	balsa	1.60000	1.90000	1.95000	2.47368	2.38889	2.34783	2.90000	966
1666	MUTE	mudo	2.00000	1.45000	1.52381	1.52381	1.36000	1.35000	2.30000	5832
1667	HOLE	agujero	1.55000	1.70000	1.90000	2.13043	1.85000	1.85000	1.65000	284
1671	TOWER	torre	1.90000	1.61905	2.10000	2.00000	1.90000	2.30000	2.10000	8497
1672	WRITE	escribir	3.00000	3.35000	3.45000	2.77273	3.50000	3.05000	3.57143	3343
1673	ARM	brazo	1.80000	1.95000	2.13636	1.90000	2.45000	2.15000	2.75000	1148
1674	POOR	pobre	1.65000	1.45000	1.20000	1.31818	1.30000	1.45000	1.60000	6700
1675	PROMISE	prometer	3.20000	3.10000	2.85714	2.19048	2.95000	3.40000	2.80000	6998
1676	ALWAYS	siempre	3.14286	2.75000	2.71429	2.71429	3.35000	3.25000	3.30000	7954
1678	HUT	choza	2.10000	2.04348	1.60000	2.10526	1.85000	2.05263	2.00000	1604
168	REST	descansar	2.10000	4.45000	3.25000	2.78261	4.34615	4.10000	4.45000	2559
1680	HELMET	casco	1.50000	2.20000	2.25000	2.09524	2.12500	2.14286	2.43478	1440
1681	WAIST	cintura	1.95000	2.20000	1.95455	2.00000	2.90000	2.13043	2.21739	1637
1682	GUILTY	culpable	1.60000	1.25000	1.35000	1.15000	1.54545	1.55000	1.20000	2339
1683	BUSH	monte	2.50000	3.20000	2.95000	2.09524	3.55000	3.00000	3.50000	5769
1689	SMOKE (INHALE)	fumar	1.40000	1.95000	1.90000	1.55000	1.75000	1.40000	1.35000	3986
1690	FENCE	valla	1.39130	1.60000	1.50000	2.20000	1.75000	1.60000	1.86364	8742
1691	FLEXIBLE	flexible	3.25000	3.30000	2.45000	2.90000	3.30000	3.30000	3.25000	3871
1700	SATURDAY	sábado	3.15000	3.90000	4.00000	4.20000	4.35000	4.00000	2.95000	7728
1702	HOLY	sagrado	3.10000	2.30000	2.75000	2.05000	2.65000	2.35000	2.75000	7755
1712	OATH	juramento	2.65000	2.70000	2.35000	2.30000	2.73913	2.65000	2.30000	5048
1719	BURY	enterrar	1.85000	1.60000	1.65000	1.40000	1.10000	1.25000	1.90000	3226
1720	SIGN	firmar	1.66667	2.45000	2.80000	1.81818	2.45000	2.35000	2.10000	3850
1726	WET	mojado	1.95000	1.65000	2.60000	2.00000	1.95000	1.60000	1.88000	5736
1728	ROTTEN	podrido	1.05000	1.05000	1.40000	1.19048	1.22727	1.10000	1.15000	6708
1730	CHEEK	mejilla	1.65000	2.20000	2.15000	2.36000	3.00000	2.80000	2.65000	5572
1732	SKY	cielo	3.35000	4.10000	3.52174	3.10000	3.80000	3.70000	4.65000	1615
174	PROUD	orgulloso	3.60000	3.15000	3.45000	3.23810	3.60000	3.95000	3.04545	6194
1740	PINE	pino	2.10000	2.30000	1.65000	1.95238	2.75000	2.15000	3.20000	6617
1743	JOIN	juntar	2.20000	2.55000	3.00000	3.20000	3.25000	2.81818	2.60000	5045
1745	HIP	cadera	1.65000	2.20000	1.50000	2.50000	2.05000	1.78947	1.47826	1229
1747	CUSTOM	costumbre	2.85000	3.15000	2.10000	2.40000	2.50000	3.00000	3.30000	2227
1749	TAKE	tomar	2.20000	2.75000	2.25000	2.63636	2.43478	2.60000	2.45000	8466
175	BLOW (OF WIND)	soplar	1.50000	2.70000	2.10000	2.40000	2.10000	2.80000	2.71429	8107
1750	CHOOSE	escoger	2.45000	2.85000	3.30000	2.14286	3.10000	3.25000	2.40000	3330
1753	TOP	cima	3.35000	3.39130	3.16667	2.63636	3.08333	4.20000	3.36364	1630
1754	BRACELET	pulsera	2.55000	2.30000	2.09091	2.70000	2.80000	2.25000	1.95000	7115
1756	WIDOW	viuda	1.95000	1.45000	1.39130	1.15000	1.30000	1.26087	1.60000	8935
1757	TIRED	cansado	1.70000	1.65000	1.61905	1.57143	1.35000	1.50000	1.75000	1337
1763	CLUB	club	1.65000	2.27273	2.75000	3.18182	3.00000	2.95000	2.20000	1693
1764	OBSCURE	obscuro	1.77778	1.47059	1.66667	1.81250	1.43750	1.69231	1.93750	6069
1766	FINISH	terminar	2.20000	3.90476	3.30000	1.85000	2.95000	3.90000	3.40000	8385
1768	FOAM	espuma	2.00000	2.37500	2.75000	3.35000	3.28571	2.75000	3.00000	3424
1769	AXLE	eje	1.70000	2.04545	1.52632	1.75000	1.85000	2.40000	2.20000	3029
1773	GRAVE	sepulcro	2.00000	1.50000	1.35000	1.36842	1.50000	1.35000	1.66667	7923
1775	TABLE	escritorio	1.65000	2.45000	2.18182	1.71429	2.40000	2.60000	2.40000	3347
1776	SHAME	vergüenza	1.80000	1.15000	1.80000	1.75000	1.35000	1.45000	1.29167	8826
178	RIPE	maduro	3.35000	3.15000	2.18182	2.90909	3.40000	3.70000	3.30000	5348
1781	THUMB	pulgar	1.45000	1.90000	2.10000	2.13636	2.00000	1.70000	2.20000	7109
1782	GUEST	huésped	1.80000	2.10000	2.15000	2.26087	2.09091	2.65000	1.85000	4429
1783	PAIN	dolor	1.95000	1.45000	1.40000	1.50000	1.60000	1.15000	1.27273	2920
1786	DRY UP	secar	1.40000	2.05000	1.22727	1.65000	1.85000	1.95000	1.90000	7825
1788	TELEVISION	tele	2.55000	2.55000	2.30000	3.80000	3.15000	2.30000	2.05000	8320
1789	AGE	edad	2.15000	2.35000	1.95000	2.85000	2.65000	2.65000	2.83333	3000
1791	BUTTERFLY	mariposa	3.45000	3.08333	3.55000	3.40000	3.90000	3.05000	3.90000	5477
1793	BAT	murciélago	1.90000	1.35000	1.60000	1.80000	1.60000	1.45000	1.40000	5867
1794	FURROW	surco	1.42105	1.77273	1.80000	1.45000	2.10000	2.09524	1.85000	8229
1797	HEDGEHOG	erizo	2.26087	1.95652	1.90909	2.78261	2.21739	2.05000	2.33333	3287
1803	WOOD	madera	1.95000	2.30000	1.85000	2.19048	2.60000	2.40000	2.59091	5337
1804	BOMB	bomba	1.35000	1.15000	1.60000	1.60000	1.30000	1.15000	1.10000	1115
1808	PUS	pus	1.27778	1.35000	1.20000	1.23810	1.53846	1.50000	1.35000	7138
1810	DANGER	peligro	2.05000	1.40000	1.70000	1.90909	1.40909	1.15000	1.15000	6454
1812	TRY	tratar	3.15000	3.23810	2.40000	2.21739	2.50000	2.55000	2.59091	8590
1814	ACCUSE	acusar	1.35000	1.35000	1.40000	1.40000	1.31818	1.60000	1.25000	153
1818	ADJUDICATE	juzgar	2.00000	1.55000	1.60000	1.45000	1.65000	1.55000	1.63636	5060
1819	LOOK	indagar	2.80000	2.35000	2.90000	2.68421	2.65000	2.57895	2.62500	4632
1820	BEAR	oso	2.55000	1.95833	2.35000	2.13043	2.60000	2.35000	2.30000	6220
1821	BRUSH	cepillo	1.80000	2.00000	2.15000	1.72727	2.00000	2.45000	2.43478	1530
1828	ASK (REQUEST)	pedir	1.90000	2.31579	1.85000	1.80000	1.80000	2.35000	2.35000	6440
1829	JUMP	saltar	2.75000	2.50000	3.55000	3.33333	3.15000	3.15000	1.77273	7770
183	BAKE	hornear	1.85000	2.59091	2.60000	3.04348	3.50000	3.15000	2.90909	4403
1833	DINNER (SUPPER)	cena	1.90000	3.10000	3.05000	3.50000	4.00000	3.20000	3.05000	1513
1836	VAGINA	vagina	2.95000	2.65000	1.85000	2.35000	3.70000	2.95000	2.23810	8729
1838	NAVEL	ombligo	1.85000	2.00000	1.55000	2.04545	1.90000	2.05000	2.00000	6134
