CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_MEAN	ENGLISH_AOA_WRITING_MEAN	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
161	MISS (A TARGET)	miss	6.3829201101928374	7.390625	6.5	7.5	4.5	5.1	5.2	4.9	173
1611	INVITE	invite	8.636363636363637	9.243342516069788	7.5	8.5	4.5	6.1	6.4	6	2158
1612	LETTER	letter	6.585714285714285	7.131117604090577	5.5	6.5	4.5	5	5	5	737
1613	COLOR	color	4.676799999999999	5.471111111111111	5.2	6.5	3.5	4.5	4.5	4	318
1615	ESCAPE	escape	7.2272727272727275	7.625	7.5	8.5	5.2	7.1	7.4	7	900
1616	CLOTH	cloth	5.185555555555555	5.755918367346939	5.8	6.5	3.5	6.1	6.4	6	1915
1617	GRANDCHILD	grandchild	5.780023781212842	6.46142578125	8.5	9.5	5.5	6.5	6.7	5.9	5961
1618	GRANDSON	grandson	7.011446409989595	7.322916666666667	7.5	8.5	5.2	6.3	6.7	6	5304
1619	GRANDDAUGHTER	granddaughter	5.66650390625	6.79455017301038	8.5	9.5	5.5	7.1	7.5	6.9	4089
162	HICCOUGH	hiccup	7.701224489795918	8.407894736842104	7.5	8.5	4.5	6.4	6.7	6	4779
1620	SON	son	5.405817174515236	5.491675338189387	5.2	6.5	3.5	5	5.1	3.9	600
1621	SNEEZE	sneeze	6.05712890625	6.6787755102040816	6.5	7.5	3.5	5.3	6	4.9	1020
1622	SHIRT	shirt	5.844993141289438	7.0283203125	5.2	6.5	3.5	4.9	5	3.9	1293
1623	SPEAK	speak	4.96	5.484375	6.5	6.5	3.5	5.5	6	5	771
1624	EMPTY	empty	6.357960457856399	6.947755102040817	5.8	7.5	3.5	5.5	6	5	711
1625	DEAD	dead	5.793685121107266	6.7726530612244895	6.5	6.5	4.5	5.1	5.2	4.9	1253
1626	EXPLAIN	explain	7.857142857142857	7.445945945945946	7.5	8.5	5.2	7.1	7.4	7	1194
1627	CHAIN	chain	6.423666910153397	7.4868421052631575	7.5	7.5	5.2	6.1	6.4	6	2529
1628	SQUIRREL	squirrel	6.8984375	7.361632653061224	7.2	8.5	5.2	6.4	7	6	404
1629	EVENING	evening	5.4032653061224485	6.112024221453288	6.5	8.5	4.5	6.1	6.4	6	729
163	BLACK	black	5.452653485952133	6.0419921875	5.2	5.5	3.5	4.5	5	4	232
1630	MACAW	macaw	9.275	10	9.5	10.5	8.5	10.5	11	10	6585
1631	FAST	fast	4.975206611570248	5.3388888888888895	5.2	6.5	3.5	5.1	5.2	4.9	253
1632	FLOOR	floor	5.548751486325803	6.039591836734695	5.5	6.5	3.5	4.5	5	4	373
1633	FLAT	flat	7.838709677419355	7.80078125	6.5	6.5	4.5	6.1	6.2	5.9	1256
1634	HUNDRED	hundred	6.055555555555555	6.470588235294118	7.2	8.5	6.5	6.1	6.2	6	982
1635	OBEY	obey	6.594693028095734	7.041666666666667	7.5	8.5	5.5	6.5	7	6	3444
1636	MOTIONLESS	motionless	9.978395061728396	10.763157894736842	9.5	10.5	8.5	9.5	10	9	5097
1637	AUTHORITY	authority	8.472972972972974	9.407894736842104	10.5	11.5	8.5	9.1	9.4	8.9	4920
1638	TRUTH	truth	7.233333333333333	7.273469387755101	8.5	8.5	5.2	6.1	6.4	6	928
1639	BEER	beer	8.242857142857142	8.76388888888889	15.5	12.5	8.5	8.5	9	7.9	1715
164	KANGAROO	kangaroo	7.378787878787879	7.618421052631579	7.2	8.5	5.5	6.2	6.7	6	2534
1640	SIBLING	sibling	7.274193548387097	7.557142857142857	8.5	8.5	5.5	6.5	6.9	6	3921
1641	SILK	silk	6.797662527392257	7.035062089116143	7.5	7.5	5.5	7.1	7.3	7	2164
1642	NIECE	niece	7.163580246913581	8.202702702702704	8.5	10.5	6.5	8.1	8.5	7.9	4871
1643	COUSIN	cousin	6.233333333333333	7.166666666666667	7.5	8.5	5	6.1	6.2	5.9	1346
1644	RELATIVES	relative	7.213061224489796	8.414285714285715	9.2	10.5	7.5	8.1	8.4	7.9	4434
1645	SHORT	short	6.494260204081633	7.293964620187305	6.5	6.5	4.5	5.1	5.2	4.9	780
1646	GIRL	girl	4.904999999999999	5.410150891632373	5.2	5.2	3.5	4.1	4.2	3.9	222
1647	FOAL	pony	7.647058823529412	8.5	5.5	6.5	4.5	5.2	5.6	4.9	1826
1650	WATCH	watch	5.998810939357907	6.517447199265381	6.5	7.5	4.5	5.4	6	4.9	387
1651	TEAR (OF EYE)	tear	5.883379247015611	6.6334693877551025	6.5	8.5	4.5	5.5	6	5	1472
1652	INSTEAD	instead	7.521604938271604	8.219723183391004	7.5	9.5	5.5				334
1653	BLIND	blind	6.4605263157894735	7.355263157894737	7.5	7.5	4.5	6.1	6.2	5.9	3493
1654	LIGHTNING	lightning	5.963673469387755	6.484567901234568	7.5	8.5	5.5	6.4	6.7	6	1015
1655	BLINK	blink	6.2642746913580245	6.963734567901235	5.2	6.5	3.5	5.5	6	5	1922
1656	NEVER	never	6.2666015625	7.150137741046832	6.5	7.5	3.5	5.1	5.2	4.9	102
1657	TRUE	real	5.923875432525952	6.721453287197232	7.2	8.5	5.2	6.1	6.2	5.9	416
1659	DOLL	doll	5.011284722222222	5.2041015625	4.5	5	3.5	4.4	4.7	3.9	1619
1662	CAPE	cape	7.679981634527089	8.360816326530612	7.5	6.5	5.5	6.1	6.2	5.9	1495
1663	BED	bed	6.714876033057852	6.737244897959184	5.2	5	3.5	4.1	4.2	3.9	146
1664	RAFT	raft	7.513888888888889	8.047114682249816	7.5	7.5	5.2	7.1	7.3	7	3182
1665	BEAT	beat	6.6623309053069715	7.183195592286501	6.5	7.5	4.5	6.1	6.3	5.9	661
1666	MUTE	mute	8.32857142857143	9.114285714285714	9.5	9.5	6.5	9	9.1	8.9	7019
1667	HOLE	hole	6.725806451612903	6.919367283950617	6.2	6.5	3.5	5.1	5.2	4.9	550
1668	GRIEF	grief	8.033601168736304	8.796932067202336	10.5	10.5	8.5	9	9.2	8.9	2870
1669	ANCESTORS	ancestor	9.697368421052632	10.144736842105264	10.5	10.5	8.5	9.1	9.4	9	8682
167	MAIL	mail	7.054054054054054	7.434210526315789	6.5	7.5	5.5	6	6.1	5.9	1136
1671	TOWER	tower	6.857208448117539	7.721450617283951	7.2	7.5	5.5	6.1	6.2	6	1334
1672	WRITE	write	5.676470588235294	6.66712580348944	6.5	7.5	5.2	5	5	5	740
1673	ARM	arm	5.431952662721893	5.86474609375	5.2	5	2.5	4.4	4.5	3.9	1004
1674	POOR	poor	6.107421875	6.834490740740741	7.5	7.5	4.5	6.1	6.2	6	443
1675	PROMISE	promise	6.926638917793965	8.104683195592287	7.5	8.5	5.5	6.1	6.4	6	756
1676	ALWAYS	always	7.235294117647059	7.493441358024692	6.5	7.5	4.5	6.1	6.3	5.9	122
1678	HUT	hut	7.7442607897153355	9	6.5	6.5	5.5	7.1	7.3	7	2587
1679	LOAD	load	7.428571428571429	8.106095679012347	7.5	8.5	5.5	7.1	7.3	7	1612
168	REST	rest	6.172413793103448	6.779411764705882	5.5	6.5	3.5	5.5	5.5	5	385
1680	HELMET	helmet	6.852447041636231	7.465373961218837	6.5	7.5	5.5	6	6.5	5	2142
1681	WAIST	waist	8.43425605536332	9.024653979238755	7.5	8.5	5.5	7.1	7.4	7	3857
1682	GUILTY	guilty	7.545524691358025	8.635802469135804	9.5	10.5	6.5	7.1	7.3	7	3205
1683	BUSH	bush	5.706302021403092	6.038567493112947	6.5	6.5	4.5	5.5	6	5	1277
1684	BUD	bud	7.338235294117647	7.363425925925927	6.5	6.5	5.5	6.1	6.2	6	4873
1685	AFTER	after	5.6494140625	6.614784205693296	6.2	6.5	3.5	5.1	5.2	4.9	107
1686	BEHIND	behind	5.6623309053069715	6.084022038567493	6.5	7.5	4.5	5.5	6	5	295
1687	PRAISE	praise	10	10.592105263157896	8.5	9.5	5.2	7.1	7.5	7	4220
1689	SMOKE (INHALE)	smoking	7.818181818181818	8.055555555555555	10.5	9.5	6.5	8.1	8.3	7.9	4847
169	IT	it	4.992	5.334705075445816	4.5	5	1.5	4	4	3.9	10
1690	FENCE	fence	7.130401234567902	7.964937910883857	6.5	7.2	4.5	5.5	6	5	1104
1691	FLEXIBLE	flexible	8.256391526661796	8.811541271000731	10.5	10.5	8.5	8.1	8.5	8	4187
1696	SURRENDER	surrender	8.585141354372123	9.666666666666666	10.5	10.5	8.5	8.1	8.4	8	6209
1698	CURVED	curved	7.7	8.272727272727273	8.5	8.5	5.5	7.1	7.3	7	3476
1699	SUNDAY	sunday	5.61734693877551	5.941111111111112	6.5	6.5	4.5	4.5	4.5	4	1187
17	EYELID	eyelid	6.598255280073462	7.730968858131488	7.5	8.5	4.5	6.5	6.9	6	7241
1700	SATURDAY	saturday	5.6755555555555555	6.679012345679013	6.5	7.5	4.5	5	5.1	4.9	1188
1702	HOLY	holy	5.943359375	6.562222222222222	8.5	9.5	6.5	6.1	6.2	6	2139
1703	SIX	six	6.014030612244897	5.790633608815427	5.2	5	3.5	4	4	4	400
1704	SEVEN	seven	6.634615384615385	6.237024221453288	5.2	6	3.5	5	5.1	4.9	503
1705	EIGHT	eight	5.606995884773663	6.612903225806452	5.5	6.5	4.5	5.1	5.2	4.9	515
1706	ELEVEN	eleven	6.215	6.598615916955018	6.2	6.5	5	5	5.1	5	2817
1707	TWELVE	twelve	6.109375	6.735339506172839	6.5	7.5	5	6	6.1	5.9	3429
1709	FIFTEEN	fifteen	7.580645161290323	7.705882352941177	6.5	7.5	5	6.1	6.2	6	6003
1711	TELL	tell	5.326397146254458	5.69742883379247	5.2	6.5	3.5	5	5.1	4.9	152
1715	THIRTY	thirty	6.248699271592092	6.896734693877551	7.5	7.5	5.5	7	7.1	6.9	5993
1716	FORTY	forty	5.838383838383839	6.700876552227904	7.5	9.5	6.5	7	7.1	6.9	3861
1717	FIFTY	fifty	6.939349112426035	7.0673828125	6.5	7.5	5.5	6.1	6.2	6	3634
1718	SIXTY	sixty	6.942777777777778	7.509083044982699	6.5	7.5	5.5	7	7.1	6.9	4791
1719	BURY	bury	7.649678604224059	8.48611111111111	8.5	9.5	5.2	7.1	7.4	6.9	3136
1720	SIGN	sign	6.442857142857143	6.885714285714286	6.5	8.5	4.5	6.1	6.3	5.9	591
1722	EIGHTY	eighty	6.207175925925926	6.875918367346938	7.5	8.5	6.5	7.1	7.4	7	4795
1724	NINETY	ninety	7.224376731301939	8.007232084155161	7.5	8.5	6.5	7.1	7.2	6.9	7342
1725	CORRECT (RIGHT)	correct	6.213647959183674	6.695133149678604	7.2	8.5	5.5	6.1	6.2	5.9	2196
1726	WET	wet	5.266581632653062	5.6318359375	5.2	5.2	3.5	4.6	5	3.9	598
1728	ROTTEN	rotten	8.241632653061224	8.875	7.5	8.5	5.5	6.5	7	6	1496
1730	CHEEK	cheek	7.049744897959184	7.155918367346938	6.5	7.5	4.5	5.5	6	5	2000
1732	SKY	sky	5.158790170132326	4.917360285374554	5.2	5.5	3.5	5.1	5.2	4.9	209
1733	RAINBOW	rainbow	5.34	6.073877551020408	5.5	6.5	4.5	5.1	5.3	4.9	622
1739	DECORATE	decorate	8.67142857142857	9.041666666666666	8.5	9.5	5.5	7	7.2	6.9	1287
174	PROUD	proud	6.222222222222222	7.172839506172839	7.5	7.5	5.2	6.1	6.2	6	513
1740	PINE	pine	6.5693296602387505	6.94945987654321	7.5	7.5	6.5	6.1	6.2	6	1791
1741	ABOVE	above	5.782222222222222	6.549740484429066	6.5	7.5	4.5	6.1	6.2	5.9	557
1743	JOIN	join	6.9130859375	7.611836734693878	6.5	7.5	4.5	6.1	6.2	5.9	673
1745	HIP	hip	5.9130859375	7.132352941176471	6.5	6.5	8.5	7	7.1	6.9	1542
1747	CUSTOM	custom	8.571428571428571	9.121621621621621	10.5	10.5	8.5	9.5	10	9	5597
1748	RIDGE	ridge	7.534626038781163	8.422067901234568	9.5	9.5	7.5	9.1	9.5	9	4656
1749	TAKE	take	5.258399999999999	5.663911845730027	5.2	6	3.5	5.1	5.2	4.9	113
175	BLOW (OF WIND)	blow	5.014444444444445	5.560262965668372	5.8	6.5	4.5	5.1	5.3	4.9	901
1750	CHOOSE	choose	6.042663891779396	6.183673469387756	7.5	8.5	4.5	6.1	6.3	5.9	633
1751	BIRTHMARK	birthmark	7.322916666666667	8.107253086419753	8.5	9.5	6.5	7.5	7.9	7	6090
1752	LEAVE	leave	6.313735691987513	6.976124885215794	6.5	7.5	3.5	5.5	6	5	333
1753	TOP	top	5.648148148148148	5.878787878787879	5.2	5	3.5	4.5	4.5	4	240
1754	BRACELET	bracelet	7.419354838709677	8.242424242424242	7.5	8.5	6.5	6.5	6.9	6	2455
1755	UNDRESS	undress	6.229795918367347	6.910518626734843	8.5	8.5	5.5	7.1	7.4	6.9	7118
1756	WIDOW	widow	9.242857142857142	9.674740484429066	9.5	10.5	8.5	8.1	8.5	8	4025
1757	TIRED	tired	7.183333333333334	7.260330578512397	6.5	7.5	3.5	5.1	5.2	4.9	463
1763	CLUB	club	7.552631578947368	8.355263157894736	6.5	7.5	5.2	6.1	6.2	6	1541
1766	FINISH	finish	7.131666666666666	6.9541015625	7.2	7.5	4.5	6	6.1	5.9	1064
1767	SCRAPE	scrape	8.277777777777779	8.76923076923077	6.5	8.5	4.5	6.5	7	6	3463
1768	FOAM	foam	7.049671292914535	7.849922839506173	6.5	7.5	5.5	7	7.1	6.5	3134
1771	TASTELESS	tasteless	9.472972972972974	9.93421052631579	10.5	10.5	8.5	9	9.2	8.9	10158
1772	ELK	elk	7.010204081632653	8.033950617283951	9.5	8.5	7.5	8.5	8.7	8	5391
1773	GRAVE	grave	7.775969529085872	8.438711911357341	9.2	9.5	6.5	7.1	7.4	7	3165
1774	STINGY	stingy	8.220679012345679	9.171052631578947	9.5	10.5	8.5	9	9.5	8.5	6246
1775	TABLE	table	5.185871056241427	5.58204081632653	5.2	6.5	3.5	5.1	5.2	4.9	384
1776	SHAME	shame	6.7773919753086425	7.218425605536332	7.5	8.5	5.5	7.1	7.4	7	1739
1778	APPROACH	approach	8.48611111111111	9.305555555555555	8.5	10.5	6.5	9.5	10	9	3378
1779	DARE	dare	7.296875	7.741224489795919	7.5	7.5	5.5	6.1	6.2	6	1219
178	RIPE	ripe	7.930555555555555	8.569444444444445	7.5	7.5	5.5	6.1	6.2	6	1769
1781	THUMB	thumb	6.320216049382716	7.393939393939394	6.5	7.5	3.5	5.1	5.3	4.9	2036
1782	GUEST	guest	7.629032258064516	8.22021484375	7.5	8.5	5.2	6.1	6.4	6	1717
1783	PAIN	pain	6.383928571428571	6.895421436004162	7.5	7.5	4.5	5.1	5.2	4.9	1562
1784	WANT	want	5.103373702422145	5.758367346938775	4.5	5.5	2.5	4.1	4.2	3.9	91
1787	LOOM	loom	8.35135135135135	8.922936449963476	9.2	9.5	8.5	9.5	10	9	5086
1788	TELEVISION	television	5.343112244897959	6.366850321395776	6.5	8.5	3.5	5.6	6	4.9	2249
1789	AGE	age	5.1466666666666665	5.737024221453288	6.5	7.5	4.5	5	5	5	1342
179	RIPEN	ripen	8.45945945945946	8.68918918918919	9.5	10.5	7.5	8.1	8.3	8	5421
1791	BUTTERFLY	butterfly	5.86576482830385	6.531020408163266	6.5	6.5	5.2	5.5	6	5	803
1793	BAT	bat	5.7188888888888885	6.513333333333334	6.2	5	4.5	5.1	5.2	5	713
1796	SLAUGHTER	slaughter	9.512820512820513	10.487179487179487	11.5	11.5	9.5	10.1	10.5	9.9	10231
1797	HEDGEHOG	hedgehog	8.391518737672582	9.559171597633137	7.5	8.5	6.5	8.5	9	8	886
1798	GUNPOWDER	gunpowder	10.61111111111111	11.166666666666666	11.5	10.5	10.5	9	9.2	8.9	10598
1799	HYENA	hyena	7.2897153351698805	8.124489795918368	9.5	10.5	7.5	9.3	9.7	9	3867
18	EARLOBE	earlobe	7.5732421875	8.415059687786961	8.5	9.5	6.5	7.5	7.9	7	7186
1800	DANDELION	dandelion	7.59591836734694	8.621621621621621	8.5	9.5	6.5	6.5	7	6	2446
1802	SCREW	screw	8.149678604224059	8.716216216216216	8.5	8.5	5.5	7	7.2	6.9	4446
1803	WOOD	wood	7.033333333333333	7.953125	6.5	6.5	4.5	5.5	5.5	5	877
1804	BOMB	bomb	7.932047750229568	8.824324324324325	9.5	10.5	6.5	7.1	7.3	6.9	2298
1806	BEGIN	begin	6.250865051903114	6.957959183673469	6.5	7.5	4.5	6.1	6.2	5.9	712
1807	AFTERNOON	afternoon	6.6103017689906345	7.306244260789715	6.5	7.5	4.5	6.1	6.2	6	651
1808	PUS	pus	9.3	10.041666666666666	8.5	8.5	6.5	8.5	9	8	6248
1809	PIMPLE	pimple	9.970588235294118	10.271428571428572	10.5	10.5	9.5	9.1	9.3	9	10248
181	ANTEATER	anteater	9.347222222222221	10.430555555555555	8.5	9.5	7.5	8.1	8.5	8	6466
1810	DANGER	danger	5.340790842872008	6.023356401384084	7.5	8.5	5.2	5.5	6	5	1753
1812	TRY	try	5.393004115226337	6.388888888888889	5.2	6.5	3.5	5	5	5	210
1813	TASTY	tasty	6.570239334027056	7.195501730103806	6.5	7.5	4.5	5.5	6	5	1023
1814	ACCUSE	accuse	7.922936449963477	9.08108108108108	9.5	10.5	7.5	9	9.2	8.5	6700
1815	ACHE	ache	7.7272727272727275	8.31081081081081	7.5	8.5	5.5	7.1	7.5	7	3450
1816	BESIDE	beside	7.444444444444445	8.135135135135135	7.2	8.5	5	6.1	6.2	5.9	941
1817	WEST	west	5.9688888888888885	6.380853277835588	7.5	7.5	4.5	6.1	6.2	6	1540
1819	LOOK	look	5.844827586206897	5.991735537190082	4.5	5.2	2.5	5	5.1	4.9	73
182	SPOKE	spoke	8.1	8.235294117647058	6.5	7.5	5.5	6.7	7	6.5	1036
1820	BEAR	bear	5.139120095124851	5.663452708907254	5.2	5.5	3.5	5.1	5.2	4.9	110
1821	BRUSH	brush	4.672022684310019	5.200555555555555	5.2	6.5	3.5	5.1	5.2	4.9	826
1823	BORROW	borrow	7.491512345679013	8.12037037037037	7.5	9.5	5.5	7.1	7.5	7	1767
1825	COPPER	copper	8.287878787878787	8.941176470588236	9.5	9.5	6.5	8.1	8.3	8	3951
1826	ANGRY	angry	4.679012345679013	5.51171875	5.2	6.5	3.5	5.1	5.2	4.9	474
1828	ASK (REQUEST)	request	7.979938271604938	8.546679815910585	8.5	9.5	6.5	8.1	8.4	8	4644
1829	JUMP	jump	5.788461538461538	6.05712890625	5.2	5.5	3.5	4.5	4.5	4	465
183	BAKE	bake	7.361224489795918	8	6.5	6.5	4.5	6	6.1	5.9	1139
1830	CRANE	crane	7.964937910883857	8.237187500000001	7.5	8.5	5.5	8	8.1	7.9	2223
1831	MEET	meet	6.38427734375	6.890138408304498	7.5	7.5	5.2	6.1	6.2	5.9	475
1833	DINNER (SUPPER)	dinner	5.145659928656361	5.859001040582727	5.5	6.5	4.5	4.9	5	4	377
1834	SHE	she	5.1689750692520775	5.1646090534979425	5.2	5	2.5	4.4	4.5	3.9	14
1836	VAGINA	vagina	9.242857142857142	9.9	12.5	11.5	11.5	10.1	10.5	9.9	9044
1838	NAVEL	navel	8.67142857142857	8.705128205128204	10.5	10.5	6.5	8.5	9	8	10305
1839	CRY	cry	4.642857142857143	5.380952380952381	5.2	5.5	2.5	4.6	4.9	3.9	516
1840	BUILD	build	6.269770408163266	6.508650519031143	6.5	7.5	4.5	6.1	6.2	5.9	612
1841	SUSPECT	suspect	9.257142857142858	9.64864864864865	10.5	10.5	8.5	9.1	9.5	9	4630
1843	THOUSAND	thousand	5.594723183391004	6.043392504930966	8.5	9.5	6.5	7	7.1	6.9	1206
1844	BOAT	boat	6.427734375	6.5588235294117645	5.2	6.5	3.5	5.1	5.2	4.9	671
1845	BALL	ball	8.029411764705882	7.3173076923076925	4.5	5	2.5	4.1	4.2	3.9	386
1846	RULE	rule	6.427222222222222	6.979338842975206	7.2	7.5	5.2	5.5	5.7	5	767
1847	SICK	sick	5.8566666666666665	6.1171875	5.2	6.5	3.5	5	5	4	584
1848	QUARREL	quarrel	9.13888888888889	9.828947368421053	9.5	10.5	7.5	10.5	11	10	6410
1849	ROW	row	6.432958477508651	6.87962962962963	5.5	6.5	4.5	6.1	6.2	6	1335
185	FIREPLACE	fireplace	7.857698961937717	8.18882395909423	7.5	8.5	5.5	7	7.1	6.9	2348
1850	COTTON	cotton	6.902857142857143	7.777391975308642	7.5	8.5	5.5	6.1	6.3	6	1519
1851	POCKET	pocket	6.010030864197531	6.578524470416363	6.5	7.5	4.5	5.1	5.3	4.9	1014
1852	OFTEN	often	7.363636363636363	8.147058823529411	7.5	8.5	5.5	7	7.2	6.9	683
1853	DOVE	dove	6.924032140248356	7.194944598337949	7.5	8.5	5.5	7	7.1	6.9	1544
1854	SPARROW	sparrow	7.509515570934256	8.277008310249307	7.5	8.5	6.5	7.5	8	7	2409
1856	SOFT	soft	4.85	5.1230677764566	5.2	6.5	3.5	4.5	5	4	523
1857	CROCODILE	crocodile	6.72067901234568	7.4777209642074505	7.5	8.5	5.5	6.5	7	6	847
1858	FISHERMAN	fisherman	6.821329639889197	7.966875	7.5	8.5	5.5	6.9	7.1	6.5	4096
1859	THIRD	third	5.937130177514793	6.644770408163266	6.5	7.5	4.5	6.1	6.2	5.9	734
186	SHIN	shin	8.347222222222221	8.975	7.5	7.5	5.5	6.5	6.9	6	3978
1860	BEAD	bead	6.921875	7.257487216946677	6.5	7.5	5.5	5.5	6	5	2904
1861	ACTIVE	active	6.783418553688824	6.820841551610783	7.5	8.5	4.5	7.1	7.3	7	3473
1862	DONKEY	donkey	6.310956790123457	7.175925925925927	6.5	7.5	5.2	6.4	6.7	6	2052
1863	AMAZING	amazing	7.128460207612457	7.520447530864197	8.5	9.5	6.5	7.1	7.3	7	592
1864	HUNGER	hunger	6.7724609375	7.2223183391003465	7.5	8.5	4.5	5.5	6	5	2546
1865	BUZZARD	buzzard	8.993060628195764	9.855263157894736	10.5	10.5	9.5	9.5	10	9	5908
1866	STUTTER	stutter	10.157142857142857	10.897058823529411	9.5	10.5	6.5	8.5	9	8	6569
1867	COIN	coin	5.155954631379962	5.936213991769547	7.5	7.5	5.2	5.1	5.2	4.9	1782
1868	VISIBLE	visible	6.734861591695502	7.5973183391003465	9.5	9.5	6.5	8.1	8.4	8	5534
1869	BUY	buy	6.4296875	7.387975778546712	6.5	6.5	3.5	5.1	5.2	4.9	668
1870	ANCHOR	anchor	7.709677419354839	8.264705882352942	8.5	9.5	6.5	7.1	7.5	7	4404
1871	CAMEL	camel	5.655510204081633	6.3371913580246915	6.5	7.5	5.5	6.5	6.7	6	2372
1873	ANTHILL	anthill	8.424242424242424	8.803265306122448	7.5	8.5	5.5	6.5	6.7	6	7444
1874	SAUSAGE	sausage	6.814285714285714	7.226938775510204	7.5	8.5	5.2	6.5	7	6	1927
1875	REGRET	sorry	5.0625	5.510380622837371	5.2	6.5	3.5	4.4	4.7	3.9	273
1876	REINDEER	reindeer	6.341262975778547	6.853535353535353	7.5	8.5	5.5	6.1	6.5	5.9	570
1877	EAST	east	9.10344827586207	9.693548387096774	7.5	7.5	4.5	6.9	7	6.5	1584
1879	DANCE	dance	5.338709677419355	6.121621621621622	6.5	6.5	3.5	5.1	5.2	4.9	414
1881	ENOUGH	enough	7.984848484848484	8.941176470588236	7.2	8.5	4.5	6.4	7	5.9	250
1882	BEFORE	before	6.751730103806229	7.0256410256410255	6.5	7.2	4.5	5.4	5.7	4.9	115
1884	HARD	hard	7.05908203125	7.566938775510205	5.2	6.5	4.5	5.1	5.2	4.9	189
1885	ARMADILLO	armadillo	9.2	10.136363636363637	10.5	10.5	8.5	8.5	9	8	5630
1886	ARMPIT	armpit	7.207561728395062	7.402249134948097	8.5	7.5	5.5	6.5	7	6	7187
1887	CHEAP	cheap	7.12109375	7.186851211072665	7.5	7.5	5.2	7	7.1	6.9	3684
1888	PAIR	pair	6.112382934443288	6.473370064279155	6.5	8.5	5	6.1	6.2	5.9	863
1890	BELIEVE	believe	7.042240587695133	7.955882352941177	7.5	9.5	5	6.7	7	6.5	363
1891	PUMA	puma	8.684897959183674	10.1	9.5	9.5	7.5	9.7	10	9.5	9213
1892	TOUCH	touch	5.346153846153846	5.96969696969697	5.2	7.2	2.5	4.9	5	4	659
1893	QUAIL	quail	8.77027027027027	9.421052631578947	10.5	10.5	8.5	10.5	11	10	5882
1894	ASHAMED	ashamed	8.651620370370372	8.841490138787435	7.5	9.5	5.5	8.1	8.4	7.9	3169
1895	CLOTHES	clothes	5.5924556213017755	5.98576675849403	5.5	7.5	3.5	5.1	5.4	4.9	575
1897	HELP	help	5.272222222222222	5.633608815426998	5.2	5	3.5	4.4	4.5	3.9	89
1898	SPECTACLES	glasses	5.595	6.47509765625	6.5	6.5	4.5	5.5	6	5	1058
1899	MAD	mad	4.987882653061225	5.673010380622837	5.5	5.5	4.5	4.9	5	3.9	639
190	MOW	reap	9.86111111111111	10.14864864864865	11.5	10.5	9.5	10	10.2	9.9	7013
1901	SHOVEL	shovel	7.863811728395062	8.75	5.8	7.5	4.5	5.4	5.7	4.9	1895
1902	BETRAY	betray	8.284514243973703	9.006208911614317	10.5	10.5	8.5	9.5	10	9	5800
1903	SWELLING	bump	6.101928374655648	6.4529085872576175	5.2	6.5	3.5	5.5	6	4.9	739
1904	DROWN	drown	7.70949074074074	8.451774691358025	8.5	8.5	5.5	7.1	7.3	6.9	4155
1905	EAGLE	eagle	6.90625	7.206404320987654	7.5	8.5	6.5	6.1	6.3	6	2009
1906	SOUR	sour	5.544921875	5.82530612244898	6.5	7.5	4.5	6	6	5	1913
1907	MOLE	mole	6.811906501095691	7.852812271731191	7.2	8.5	6.5	7.1	7.3	7	1198
1908	ATTENTIVE	attentive	8.340759678597516	9.14196675900277	9.5	10.5	7.5	9.5	10	9	5796
1909	SHAKE	shake	5.864095500459136	6.749567474048443	5.2	6.5	3.5	5.1	5.2	4.9	1033
191	NUT	nut	5.551020408163265	6.16358024691358	5.2	6.5	4.5	5.1	5.2	4.9	1534
1913	PRESS	press	6.573921028466483	6.791666666666667	7.5	7.5	4.5	7.1	7.3	7	1836
1915	FIR	fir	11	11.393939393939394	8.5	8.5	6.5	8.1	8.5	8	5659
1916	GILL	gill	6.3955078125	7.484375	8.5	8.5	7.5	8.1	8.3	8	6176
1917	TIE	tie	6.76	6.3955078125	5.2	6.5	3.5	5.5	5.5	5	1169
1918	MANE	mane	7.728191000918273	8.318367346938775	7.5	8.5	6.5	7.1	7.5	7	3268
1919	TORCH	torch	7.455882352941177	7.973684210526316	7.5	7.5	5.5	7.5	7.9	7	3199
192	CORNER	corner	6.1571428571428575	6.61496913580247	6.2	7.5	4.5	6.1	6.2	5.9	832
1923	ROUGH	rough	7.493441358024692	7.952216066481994	7.5	8.5	5.2	6.5	7	6	1688
1924	VEIN	vein	9.14864864864865	10.094594594594595	10.5	10.5	9.5	8.4	8.7	8	8581
1926	OINTMENT	ointment	9.941176470588236	10.397058823529411	9.5	10.5	7.5	8.5	9	8	5517
1927	BAMBOO	bamboo	8.958333333333334	9.662162162162161	8.5	10.5	7.5	9.1	9.3	9	4704
1928	CEASE	cease	8.01388888888889	8.808823529411764	10.5	11.5	9.5	10.5	11	10	5770
1929	STUDY	study	6.123724489795919	6.383379247015611	7.5	7.5	5.5	6.1	6.2	6	1690
