CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_POS	ENGLISH_SPECIFICITY_SCORE	LINE_IN_SOURCE
2393	JOURNEY	journey	Noun	-0.506	731
2396	KNOCK	knock	Verb	0.441	5423
2397	LOBSTER	lobster	Noun	0.792	864
24	PRAY	pray	Verb	0.161	5691
240	ELECTION	election	Noun	0.015	3767
2405	CHRISTMAS	christmas	Noun	0.407	115
2407	BIRTHDAY	birthday	Noun	0.439	3055
2410	GOOD-LOOKING	attractive	Adjective	-0.225	6662
2412	THANK (SOMEBODY)	thank	Verb	0.052	6250
242	COST	cost	Verb	-0.333	5644
2423	CHANNEL	channel	Noun	-0.215	4443
2424	MEMBER	member	Noun	-0.312	761
2425	PROBLEM	problem	Noun	-0.662	5266
2426	CLIMATE	climate	Noun	-0.27	1238
2429	LOGIC	logic	Noun	-0.526	871
2430	OFFICE	office	Noun	0.246	3402
2431	REVOLUTION	revolution	Noun	-0.333	1641
2432	MARRIAGE	marriage	Noun	0.238	3374
2433	THEORY	theory	Noun	-0.679	592
2434	TRAGEDY	tragedy	Noun	-0.292	1650
2435	UNIVERSITY	university	Noun	0.077	3551
2440	PINEAPPLE	pineapple	Noun	0.81	209
2447	WOODPECKER	woodpecker	Noun	0.767	1599
2459	GRINDSTONE	millstone	Noun	0.129	2266
246	THRUST	thrust	Verb	0.443	5371
2461	WOLF-LIKE ANIMAL	jackal	Noun	0.389	1826
2465	DISGUST	disgust	Noun	-0.246	2393
2467	GAME	game	Noun	-0.211	1956
2481	FEMALE DOG	bitch	Noun	-0.018	3662
2483	COLD (OF WEATHER)	cool	Adjective	-0.574	7679
2485	HIDE (ONESELF)	hide	Verb	-0.057	6283
2498	OPIUM	opium	Noun	0.486	1846
2503	LAUNDER (WASH CLOTHES)	launder	Verb	0.033	5887
2505	BEDROOM	bedroom	Noun	0.333	3070
2506	LOOSE	loose	Adjective	-0.377	7560
2509	EXCHANGE	exchange	Noun	-0.455	736
251	SHARPEN (SOMETHING)	sharpen	Verb	0.279	5408
2510	PORCUPINE	porcupine	Noun	0.754	2620
2516	WATER BUFFALO	water	Noun	0.458	1833
2517	CROWDED	crowded	Adjective	0.163	7073
2519	SEEING (VISUAL SENSE)	sight	Noun	-0.218	641
252	FRIGHTEN	frighten	Verb	0.079	5670
2524	JOY	joy	Noun	-0.236	1690
2526	POWER	power	Noun	-0.45	5020
2527	ABILITY	ability	Noun	-0.551	595
2534	DEPTH	depth	Noun	-0.292	4744
2537	LENGTH	length	Noun	-0.41	4978
2541	MIRACLE	miracle	Noun	-0.175	4522
2544	SHEPHERD	shepherd	Noun	0.316	975
2546	BORDER	boundary	Noun	-0.279	4587
2547	CITY	city	Noun	-0.102	4049
255	SERVANT	servant	Noun	0.187	1140
2553	MISERY	misery	Noun	-0.319	1669
2554	PRINCE (RULER)	prince	Noun	0.486	1836
2559	FEEL (TACTUALLY)	feel	Verb	-0.482	6597
256	FOOD	food	Noun	-0.455	750
2564	PIGLET	piglet	Noun	0.711	1000
257	WORSHIP	worship	Verb	0.333	6067
2572	SENSE (PERCEIVE BY SENSES)	sense	Noun	-0.533	1006
2573	FEELING (EMOTION)	emotion	Noun	-0.552	5213
2575	DO OR MAKE	make	Verb	-0.418	5454
2578	PENCIL	pencil	Noun	0.786	2593
2579	TOOTHBRUSH	toothbrush	Noun	0.808	725
258	CALM	calm	Verb	-0.181	5278
2588	GLOBE	globe	Noun	0.312	3250
2590	HARMONICA	harmonica	Noun	0.531	2766
2591	RHINOCEROS	rhinoceros	Noun	0.803	2588
2595	CACTUS	cactus	Noun	0.671	1593
2597	HARP	harp	Noun	0.577	708
2599	STETHOSCOPE	stethoscope	Noun	0.865	2579
26	UNPLEASANT	unpleasant	Adjective	-0.222	6831
2601	UNICORN	unicorn	Noun	0.765	2617
2603	ACCORDION	accordion	Noun	0.395	113
2605	ASPARAGUS	asparagus	Noun	0.761	2108
2606	COMPASS	compass	Noun	0.375	1817
2618	CAMERA	camera	Noun	0.492	2908
2620	CARRIAGE	carriage	Noun	0.151	1553
2621	CURTAIN	curtain	Noun	0.293	1157
2628	PLANT STEM	stalk	Verb	0.228	6091
2651	BE IGNORANT	ignorant	Adjective	-0.238	6708
2652	BROAD OR WIDE	wide	Adjective	-0.211	7968
2656	MIDNIGHT	midnight	Noun	0.474	983
2664	SCAB	scab	Noun	0.141	3458
2668	SKELETON	skeleton	Noun	0.565	2815
2669	POINT (WITH FINGER)	point	Noun	-0.323	4697
2678	HAIR OR FUR	hair	Noun	0.225	2057
268	DRIBBLE	dribble	Verb	0.431	5510
2680	MACHETE	machete	Noun	0.722	590
2689	LADDER OR STAIRS	escalator	Noun	0.551	2546
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	Verb	-0.218	6487
27	AIR	air	Noun	0.026	941
270	JUG	pitcher	Noun	0.273	3348
2704	FADE (LOOSE COLOR)	fade	Verb	-0.127	5631
271	SAUCER	saucer	Noun	0.38	2062
2712	GET DIZZY	dizzy	Adjective	0	7307
2715	DESPISE	despise	Verb	0.244	6092
2716	BLAME (SOMEBODY)	blame	Verb	-0.131	5792
272	TONGS	tongs	Noun	0.5	2890
2755	BUSY	busy	Adjective	-0.492	8438
2756	IDLE	idle	Adjective	-0.175	7960
2757	ANGULAR (SQUAREFORMED)	square	Noun	0.436	3056
2758	CAREFUL	cautious	Adjective	-0.098	8248
2759	RECOMMEND	recommend	Verb	-0.354	5517
2762	BLOCK (THE WAY)	obstruct	Verb	0	5460
2765	CHERRY	cherry	Noun	0.564	712
2766	WATERMELON	watermelon	Noun	0.865	1407
2770	JACKET	jacket	Noun	0.257	1358
2790	HIGH OR TALL	high	Adjective	-0.462	7449
2797	SESAME	sesame	Noun	0.403	1820
2804	AMULET	amulet	Noun	0.525	2819
2805	BIRTH (ACCOUCHEMENT)	childbirth	Noun	0.361	1809
2808	BLACKEN	blacken	Verb	0.169	5915
2815	DIALECT	dialect	Noun	-0.271	2183
2819	GRASSLAND	prairie	Noun	0.177	561
2821	JEALOUS	jealous	Adjective	0.02	7084
2828	MOTH	moth	Noun	0.714	2652
2831	PENGUIN	penguin	Noun	0.573	1182
2833	RUM	rum	Noun	0.556	2809
2836	STARLIGHT	starlight	Noun	0.145	956
284	HOE	hoe	Noun	0.607	2758
2843	CAULIFLOWER	cauliflower	Noun	0.779	2612
2845	SIZE (OF OBJECT)	size	Noun	-0.492	5061
2856	CHANGE (SOMETHING)	alter	Verb	-0.234	5578
2857	CHANGE (BECOME DIFFERENT)	change	Verb	-0.527	6600
2860	BOLT (MOVE IN HASTE)	rush	Noun	-0.293	1064
2861	BUDGE (ONESELF)	budge	Verb	0.069	6209
2862	CONNECT	connect	Verb	-0.333	6533
2863	DASH (OF VEHICLE)	dash	Noun	-0.278	509
2864	DECREASE	decrease	Verb	-0.209	5433
2865	DIE (FROM ACCIDENT)	perish	Verb	0.095	5305
2867	CALCULATE	calculate	Verb	-0.103	6366
2870	RECOGNIZE (SOMEBODY)	recognize	Verb	-0.1	5899
2872	IMPROVE (SOMETHING)	improve	Verb	-0.3	5876
2873	MOVE (AFFECT EMOTIONALLY)	move	Verb	-0.312	6530
2877	RUSTLE (OF LEAVES)	rustle	Verb	0.352	6046
288	FORGE	forge	Verb	-0.075	5469
2881	URGE (SOMEONE)	urge	Noun	-0.366	1897
2882	ADD	add	Verb	-0.379	6569
2883	DISTURB	disturb	Verb	-0.139	5321
2886	PRODUCE	produce	Verb	-0.464	6591
2888	TINKLE	tinkle	Noun	-0.083	3933
2889	TWINKLE	sparkle	Noun	0.016	3833
2892	MAKE ANGRY (ANNOY)	annoy	Verb	-0.15	5836
2893	NOTICE (SOMETHING)	notice	Verb	-0.379	5494
2894	TUMBLE (FALL DOWN)	tumble	Verb	0.083	5334
2897	CHIME (ACTION)	chime	Verb	0.092	5530
2898	CONVEY (A MESSAGE)	convey	Verb	-0.429	6586
2900	PROTECT	protect	Verb	-0.288	5947
2902	BRAWL (FIGHT)	fight	Verb	0.127	5667
2906	TRANSLATE	translate	Verb	0.217	5396
2907	ROT	wither	Verb	0.17	6134
2909	PREPARE	prepare	Verb	-0.258	5737
2924	A LITTLE	bit	Noun	-0.4	5012
2929	BENEFIT	profit	Noun	-0.138	423
2931	BUSINESS	business	Noun	-0.187	1073
2932	COLD (CHILL)	chill	Noun	-0.321	4806
2933	CONVERSATION	conversation	Noun	-0.373	4775
2935	CURRENT (STREAM)	current	Adjective	-0.464	7898
2936	ELEVATION	elevation	Noun	-0.298	168
2937	FAIRY TALE	tale	Noun	-0.427	1031
2938	FLAVOR	flavor	Noun	-0.273	763
2939	FLOCK (OF ANIMALS)	flock	Noun	-0.061	3859
2941	HAPPINESS	happiness	Noun	-0.283	4568
2945	COUNT (QUANTITY)	quantity	Noun	-0.492	5107
2947	DAMAGE (INJURY)	damage	Noun	-0.35	384
2949	LAIR	lair	Noun	-0.107	1098
2950	MEANING	meaning	Noun	-0.663	211
2953	SLEEVE	sleeve	Noun	0.113	3421
2955	STATE (POLITICS)	state	Noun	-0.2	4375
2960	LONGING (WISH)	desire	Noun	-0.523	5122
2961	MESSAGE	message	Noun	-0.087	2426
2964	NEWS	news	Noun	-0.391	64
2968	REASON	reason	Noun	-0.552	5217
2969	RIBBON	ribbon	Noun	0.25	972
297	CROOKED	crooked	Adjective	0.05	6651
2970	RIDDLE	riddle	Noun	-0.056	1987
2971	SIN	sin	Noun	-0.304	4572
2976	VIOLENCE	violence	Noun	-0.274	1460
2977	WORKER	worker	Noun	-0.263	4184
2978	DISTANCE	distance	Noun	-0.347	1651
298	SHRIEK	shriek	Noun	0	2014
2980	AREA	plane	Noun	0.1	446
2982	GIFT	present	Noun	-0.386	2147
2983	COMPANIONSHIP	company	Noun	-0.407	4872
2985	HEIGHT	height	Noun	-0.118	3966
2987	AMOUNT	amount	Noun	-0.615	5216
2988	PATTERN	pattern	Noun	-0.239	1918
2989	FRINGE	fringe	Noun	-0.295	4593
299	SCOLD	scold	Verb	0.443	5798
2992	TIP (OF OBJECT)	head	Noun	0.258	3369
2995	TONE (MUSIC)	tone	Noun	-0.525	5154
2996	WEALTH	wealth	Noun	-0.317	4842
3	BRAVE	brave	Adjective	-0.167	7651
300	RATTLE	rattle	Verb	0.276	6069
3001	POWERFUL	powerful	Adjective	-0.123	7963
3002	PRECIOUS	precious	Adjective	-0.23	8254
3006	SPACE (AVAILABLE)	space	Noun	-0.282	1924
302	CLAN	clan	Noun	-0.105	925
3020	BREAK (BREAKING)	burst	Verb	0.18	6135
303	ABSTAIN FROM FOOD	abstain	Verb	0.102	5936
3032	STARFISH	starfish	Noun	0.786	2606
3033	SCARED	scared	Adjective	0.019	7622
304	PREACH	preach	Verb	0.149	5450
3049	COURAGE	courage	Noun	-0.161	4253
3058	GRAZE	graze	Verb	0.259	6074
3059	MALARIA	malaria	Noun	0.661	2735
3060	PHEASANT	pheasant	Noun	0.547	2905
3062	TURNIP	turnip	Noun	0.76	2605
3069	FALSE	fraud	Noun	-0.216	1276
3071	INSERT	insert	Verb	-0.032	5730
3073	MANAGE	manage	Verb	-0.365	6568
3074	FIX	fix	Verb	0.028	5323
3076	SLOPE	slope	Noun	-0.068	1514
3078	IRRIGATE	irrigate	Verb	0.237	5913
3083	BALLOON	balloon	Noun	0.628	716
3084	BLACKBOARD	blackboard	Noun	0.383	3007
3085	CARROT	carrot	Noun	0.857	865
3086	COMPUTER	computer	Noun	0.436	701
3087	PACIFIER	pacifier	Noun	-0.031	3653
3088	ENVELOPE	envelope	Noun	0.338	2069
3089	GIRAFFE	giraffe	Noun	0.825	2581
3093	LIPSTICK	lipstick	Noun	0.727	2609
3094	PAINTBRUSH	paintbrush	Noun	0.579	2747
3095	POSTMAN	postman	Noun	0.538	713
3096	RACKET	rocket	Noun	0.512	295
3098	SNOWMAN	snowman	Noun	0.576	2752
3099	SOFA	couch	Noun	0.341	150
3100	SUNGLASSES	sunglasses	Noun	0.696	2560
3104	THERMOMETER	thermometer	Noun	0.696	2568
3105	UMBRELLA	umbrella	Noun	0.684	2654
3107	WHISTLE (INSTRUMENT)	whistle	Noun	0.364	840
3111	CONDUCT	conduct	Verb	-0.154	6422
3112	ERUPT	erupt	Verb	0.122	6173
3114	GRATE (SOMETHING)	grate	Noun	0.095	1339
3117	HITCHHIKE	hitchhike	Verb	0.698	5982
3119	MASSAGE (SOMEBODY)	massage	Noun	0.198	343
3121	OPERATE (MEDICINE)	operate	Verb	-0.167	5482
3127	RAKE (SOMETHING)	rake	Verb	0.205	6119
3128	SHOWER (ACTION)	shower	Noun	0.175	3344
3134	TYPE (ON SOMETHING)	type	Noun	-0.583	160
3137	OAR	paddle	Noun	0.078	822
3138	STRAWBERRY	strawberry	Noun	0.736	1870
3139	LADYBUG	ladybug	Noun	0.786	2339
3141	TAMBOURINE	tambourine	Noun	0.687	2680
3144	GORILLA	gorilla	Noun	0.765	2603
3145	HIPPOPOTAMUS	hippopotamus	Noun	0.795	1600
3146	CHEETAH	cheetah	Noun	0.807	249
3147	HAMSTER	hamster	Noun	0.797	1406
3153	LORD	lord	Noun	-0.125	1721
3154	WILD BOAR	boar	Noun	0.277	3096
3167	SERMON	sermon	Noun	-0.032	3750
3169	TREATY	treaty	Noun	-0.048	3987
3174	WAKE UP (SOMEONE)	wake	Verb	0.172	5597
3176	RACK (FOR STORING FOOD)	rack	Noun	0.147	3573
318	FOOTPRINT	footprint	Noun	0.232	2512
3181	MUSTARD	mustard	Noun	0.62	583
3188	MIGHTY OR POWERFUL OR STRONG	mighty	Adjective	-0.348	6901
3189	STAB TO DEATH	stab	Verb	0.646	5565
3193	CROSSBOW	crossbow	Noun	0.677	2688
320	LAME	lame	Adjective	-0.48	7263
3200	COUNTRYSIDE	countryside	Noun	-0.185	4193
3204	INSULT	insult	Verb	0.203	5907
321	CHEW	chew	Verb	0.452	5675
3215	CREEP	creep	Noun	-0.034	3792
3223	BRANCH OR TWIG	branch	Noun	-0.258	4642
3230	DECEIVE	deceive	Verb	-0.083	5842
3231	DEITY	spirit	Noun	-0.393	4873
3238	ALLOW	allow	Verb	-0.352	5357
3247	KIWIFRUIT	kiwi	Noun	0.705	62
3248	MAPLE TREE	maple	Noun	0.247	355
3252	PANCREAS	pancreas	Noun	0.681	1867
3257	CLITORIS	clitoris	Noun	0.758	2602
326	CLOAK	cloak	Noun	0.524	2926
3268	QUESTION	question	Noun	-0.292	1672
3269	PORCH	veranda	Noun	0.2	3273
327	PONCHO	poncho	Noun	0.593	2742
3274	ENCIRCLE	surround	Verb	-0.355	5736
3276	SUNSHINE	sunshine	Noun	0.339	3172
3282	GROOM	bridegroom	Noun	0.417	200
3284	GRAVEYARD	cemetery	Noun	0.557	2810
329	STOCKING	stocking	Noun	0.016	3732
3302	QUARREL (VERB)	argue	Verb	-0.167	5878
3303	PICTURE (PAINTING)	picture	Noun	0	1114
3304	PICTURE (PHOTOGRAPH)	photograph	Noun	0.462	2978
3309	STRIKE (SOMETHING)	hit	Verb	0.385	5562
3311	FLOWING BODY OF WATER	river	Noun	0.236	1791
3317	ELM	elm	Noun	0.569	2853
3333	BELIEF (RELIGIOUS)	belief	Noun	-0.657	5252
3334	RITE	ritual	Noun	-0.36	1045
3336	FUNERAL	funeral	Noun	0.379	2987
3349	WRISTWATCH	wristwatch	Noun	0.895	2578
3357	CUPBOARD	cupboard	Noun	0.594	2561
336	PADLOCK	padlock	Noun	0.603	2697
3361	OFFICIAL	official	Adjective	-0.109	7737
337	PITCHFORK	pitchfork	Noun	0.678	2683
3372	GALL BLADDER	gall	Noun	-0.07	1994
3375	PATIENT (SICK PERSON)	patient	Noun	0	3883
3376	ROBBER	robber	Noun	0.264	1793
3384	WEASEL	weasel	Noun	0.439	2988
3388	PLACENTA	placenta	Noun	0.757	2336
34	STAIRS	staircase	Noun	0.443	2951
3425	JOKE	joke	Noun	-0.176	4131
3426	SURNAME	surname	Noun	0.06	3574
3427	DIRECTION	direction	Noun	-0.345	4905
3429	COMPARE	compare	Verb	-0.387	5683
3435	COW DUNG	excrement	Noun	0.017	3675
3447	BEGIN OR START	begin	Verb	-0.382	6567
3455	COMMEND	praise	Verb	-0.06	6341
3458	SILENCE	silence	Noun	-0.045	3900
3466	DANGEROUS	dangerous	Adjective	0.059	7304
3468	KINDNESS	kindness	Noun	-0.365	4900
3469	LEVEL	level	Noun	-0.348	2384
3470	LIAR	liar	Noun	0.21	342
3471	OBLIGATION (DUTY)	duty	Noun	-0.377	741
3475	SUFFICE	suffice	Verb	-0.246	6491
352	UNTIE	untie	Verb	0.409	5476
3533	ONE MILLION	million	Noun	0.096	1540
3534	BEG	beg	Verb	0.302	5650
3535	BE DEFEATED	defeated	Verb	-0.123	6373
3536	DOUBT (SOMETHING)	doubt	Verb	-0.295	5754
3541	HARVEST OR HARVEST SEASON	harvest	Noun	-0.019	3751
3543	SAW (SOMETHING)	saw	Verb	-0.148	6377
3545	WATERY	watery	Adjective	-0.204	7649
3551	FETCH	fetch	Verb	0.163	6120
3552	GREET	greet	Verb	0.2	6089
3554	GOODBYE	farewell	Noun	-0.108	3956
356	SHEARS	scissors	Noun	0.721	2640
357	HANG UP	hang	Verb	-0.071	6354
3602	TRILLION	trillion	Noun	0.024	143
3608	WARRIOR	warrior	Noun	0.068	1535
3615	BLEED	bleed	Verb	0.352	6050
3619	LEAN	lean	Verb	-0.035	6304
3620	SLEEPY	sleepy	Adjective	0.149	6931
3624	LEPROSY	leprosy	Noun	0.629	2756
3628	HONOR (SOMEBODY)	honor	Noun	-0.311	1232
3629	HESITATE	hesitate	Verb	0.138	6189
363	DWELL (LIVE, RESIDE)	dwell	Verb	-0.212	6477
3630	PLAN	plan	Noun	-0.515	5172
3632	GENEROUS	generous	Adjective	-0.442	6746
3634	STUBBORN	stubborn	Adjective	-0.036	7860
3639	AVOID	avoid	Verb	-0.255	6494
3640	GOSSIP	gossip	Noun	-0.36	1040
3643	AGREE	agree	Verb	-0.436	6587
3644	AGREEMENT	agreement	Noun	-0.362	4911
3645	PERSUADE	persuade	Verb	-0.035	6297
3646	PROVERB	proverb	Noun	-0.239	4542
3649	PUNISH	punish	Verb	0.115	5780
3651	MUSH (FOOD)	porridge	Noun	0.667	2702
3664	INHERIT	inherit	Verb	-0.06	6306
3666	WANDER	wander	Verb	0.033	5852
3667	LOST	lost	Verb	-0.489	6589
3670	PLUNDER	plunder	Verb	0.158	6163
3673	MOURNING	mourning	Noun	-0.164	4178
3674	ANTELOPE	antelope	Noun	0.696	2571
3675	ZEBRA	zebra	Noun	0.779	861
3681	PARTRIDGE	partridge	Noun	0.271	2290
3685	HISS	hiss	Verb	0.77	5797
3687	DESERT	desert	Noun	0.2	454
369	OWE	owe	Verb	-0.125	6394
3703	STICKY	sticky	Adjective	0.228	7922
3704	ODOR (SMELL)	odor	Noun	-0.222	1706
3705	SCATTER	scatter	Verb	0.309	5421
3707	BEIGE	beige	Adjective	0.242	8283
3708	FEELING SORE	sore	Adjective	-0.359	8513
3709	BRILLIANT	brilliant	Adjective	-0.164	7755
3712	RAINCOAT	raincoat	Noun	0.721	2627
3717	BADGER	badger	Noun	0.358	3075
3719	MARMOT	groundhog	Noun	0.439	2912
3722	FLAMINGO	flamingo	Noun	0.569	2681
3726	BROCCOLI	broccoli	Noun	0.791	2584
3729	LETTUCE	lettuce	Noun	0.744	723
3730	APRICOT	apricot	Noun	0.817	2604
3733	FERRY	ferryboat	Noun	0.614	248
3734	CHIMPANZEE	chimpanzee	Noun	0.857	2585
3735	NEAR (IN SPACE)	close	Adjective	-0.468	8328
3740	WHIRLWIND	whirlwind	Noun	-0.13	2435
3744	INTERPRETER	interpreter	Noun	0.138	3531
3747	SHAPE	shape	Noun	-0.355	890
375	SNIFF	sniff	Verb	0.6	5544
3752	LILAC	lilac	Adjective	0.54	7152
3753	MAGENTA	magenta	Noun	0.377	2537
3754	TRANSPARENT	transparent	Adjective	0.102	8092
3756	FLORAL	floral	Adjective	0.15	8163
376	FRAGRANT	fragrant	Adjective	-0.02	7202
3760	THUNDERY	thunderbolt	Noun	0.257	1361
3762	SAFE	safe	Adjective	-0.426	6960
3777	CATFISH	catfish	Noun	0.547	1175
379	BLUNT	blunt	Adjective	-0.125	8505
3796	ALBATROSS	albatross	Noun	0.429	2306
3800	IVORY	ivory	Noun	0.351	2931
3801	DATE (FRUIT)	date	Noun	-0.388	389
3802	FERN	fern	Noun	0.559	2847
3803	RASPBERRY	raspberry	Noun	0.747	1188
3804	GRAPEFRUIT OR POMELO	grapefruit	Noun	0.744	726
3807	EYEBALL	eyeball	Noun	0.714	2332
3808	JUNGLE	jungle	Noun	0.137	1537
3812	COWARDLY	cowardly	Adjective	-0.179	7879
3814	HANDSOME	handsome	Adjective	-0.208	7540
3815	ALMOND	almond	Noun	0.524	2698
382	GOVERN	govern	Verb	-0.333	5621
3823	FEMALE COUSIN	cousin	Noun	0.571	2821
3827	PREGNANT (OF ANIMALS)	pregnant	Adjective	0.479	6970
3829	DINNER (MAIN MEAL)	dinner	Noun	0.265	3349
3831	RENT (SOMETHING)	hire	Verb	0.204	6114
3833	PUT (IN A STANDING POSITION)	put	Verb	-0.422	6578
384	FREEMAN	freeman	Noun	-0.204	4121
3840	CRANBERRY	cranberry	Noun	0.767	1601
3841	WINDMILL	windmill	Noun	0.548	205
3844	CONTEMPT	contempt	Noun	-0.211	911
3845	DISAPPOINTMENT	disappointment	Noun	-0.234	4487
3847	INTEREST (FEELING)	interest	Noun	-0.584	728
3848	SURPRISE (FEELING)	surprise	Noun	-0.172	4311
3849	TRIUMPH	triumph	Noun	-0.369	4794
385	RESPECT (SOMEBODY)	respect	Noun	-0.354	4659
3854	SADNESS	sadness	Noun	-0.288	4674
3857	EGGSHELL	eggshell	Noun	0.672	2649
3859	MIDWIFE	midwife	Noun	0.525	2800
3860	POSSESSIONS	belongings	Noun	-0.386	2146
3861	FAIL	fail	Verb	-0.277	5542
3866	ABORTION	abortion	Noun	0.414	2949
3867	ALCOHOLIC (PERSON)	alcoholic	Noun	0.31	3265
387	SLING	sling	Noun	0.189	1349
3871	MURDERER	assassin	Noun	0.278	1813
3872	BLOND	blond	Adjective	0.351	6617
3873	CHOCOLATE	chocolate	Noun	0.463	2910
3874	KNOWLEDGE	knowledge	Noun	-0.466	5102
3875	CRIMINAL	criminal	Adjective	0.308	7376
3876	DENTIST	dentist	Noun	0.781	1602
3878	DIAMOND	diamond	Noun	0.727	2647
3879	IMAGINE	imagine	Verb	-0.354	6561
3882	ROSE	rose	Noun	0.544	2838
3886	TARANTULA	tarantula	Noun	0.603	1591
3892	ACQUIRE (SOMETHING)	acquire	Verb	0	6273
3893	AFFORD	afford	Verb	-0.393	6585
3894	ATTACH	attach	Verb	-0.017	6257
3895	DETECT	detect	Verb	-0.236	6516
3897	NATURE	nature	Noun	-0.377	4996
39	KEEN	keen	Adjective	-0.286	8494
390	PUNISHMENT	punishment	Noun	-0.346	314
3902	TRUST (SOMEBODY)	trust	Verb	-0.295	5796
3903	SYMPATHIZE	sympathize	Verb	0.118	6174
3904	ENCOUNTER (MEET)	encounter	Noun	-0.507	1013
391	BLESS	bless	Verb	-0.097	5699
3913	COUGH (ACT OF COUGHING)	cough	Noun	0.349	3060
3914	TURQUOISE	turquoise	Noun	0.488	203
3915	PRIDE	pride	Noun	-0.333	67
392	MAGIC	magic	Noun	-0.259	129
393	CIRCUMCISION	circumcision	Noun	0.429	24
3947	HONEYCOMB	honeycomb	Noun	0.723	2665
3953	CHARITY	charity	Noun	-0.293	4654
3954	FRIENDSHIP	friendship	Noun	-0.242	4402
3955	HOSTILITY	hostility	Noun	-0.333	1652
3956	DISPUTE	dispute	Noun	-0.529	2120
3957	SYSTEM	system	Noun	-0.569	1611
3958	SOCIETY	society	Noun	-0.594	2344
3959	RELATIONSHIP	relationship	Noun	-0.376	125
3961	TEAM	team	Noun	-0.024	272
3962	DISCIPLINE	discipline	Noun	-0.319	2387
3963	SCENERY	scenery	Noun	-0.235	4702
3964	SPLENDOR	splendor	Noun	-0.31	4638
3965	TRAUMA	trauma	Noun	-0.514	2123
3966	CONCEPT	concept	Noun	-0.653	1610
3967	CONTENT	content	Noun	-0.6	1003
3968	EFFECT	effect	Noun	-0.508	5148
3969	RESULT	result	Noun	-0.397	1436
3970	PROCESS	process	Noun	-0.644	1409
3971	METHOD	method	Noun	-0.486	1200
3972	EXCITED	enthusiastic	Adjective	0.24	7169
3974	UNHAPPY	unhappy	Adjective	-0.244	6837
3977	SHINY	shiny	Adjective	0.191	6916
3978	COMPANION	companion	Noun	-0.197	1948
3986	COLLAPSE	collapse	Verb	0.13	6170
3987	HOARSE	hoarse	Adjective	0.094	7493
3988	PLATEAU	plateau	Noun	0.028	1750
399	PLANTAIN	banana	Noun	0.845	2112
3992	SARDINE	sardine	Noun	0.519	581
3993	JINGLE (INSTRUMENT)	jingle	Noun	-0.173	1107
3994	PIANO (INSTRUMENT)	piano	Noun	0.667	2686
3997	ARTICHOKE	artichoke	Noun	0.649	854
4	COURTYARD	courtyard	Noun	0.377	3093
40	ENVY	envy	Verb	-0.136	5939
4005	SUITCASE	suitcase	Noun	0.606	2100
4006	ROBOT	robot	Noun	0.2	3185
4007	WALRUS	walrus	Noun	0.691	2645
4008	SANDWICH	sandwich	Noun	0.436	3002
4010	TOASTER	toaster	Noun	0.677	2770
4011	TRUCK	truck	Noun	0.423	700
4012	TELESCOPE	telescope	Noun	0.655	2668
4013	AMBULANCE	ambulance	Noun	0.6	2764
4015	PIRATE	pirate	Noun	0.364	3121
4016	MICROSCOPE	microscope	Noun	0.681	2562
4017	JELLYFISH	jellyfish	Noun	0.641	2636
4018	BLOUSE	blouse	Noun	0.631	2709
4021	DINOSAUR	dinosaur	Noun	0.474	2989
4022	SUBMARINE	submarine	Noun	0.569	2700
4024	SAXOPHONE	saxophone	Noun	0.727	2595
4025	LANTERN	lantern	Noun	0.72	300
4026	SAILBOAT	sailboat	Noun	0.662	484
4030	DOORKNOB	doorknob	Noun	0.676	2660
4033	ELEVATOR	elevator	Noun	0.536	2550
4035	SWEATER	sweater	Noun	0.541	2833
404	ALCOHOL (FERMENTED DRINK)	alcohol	Noun	0.256	687
41	IGNORE	ignore	Verb	0.136	5963
419	SEVERE	severe	Adjective	-0.148	7646
42	STINKING	smelly	Adjective	-0.163	6735
420	FOREST	forest	Noun	0.174	2494
421	RETREAT	retreat	Noun	-0.246	2405
425	BE LATE	late	Adjective	-0.362	8064
43	LEAD (GUIDE)	pilot	Noun	0.115	3375
44	INJURE	injure	Verb	0.105	6200
446	LOWER ARM	forearm	Noun	0.74	1595
448	STORM CLOUDS	cloud	Noun	0.305	286
449	CORN FIELD	cornfield	Noun	0.474	988
45	EVIL	wicked	Adjective	-0.192	7430
472	PELICAN	pelican	Noun	0.639	2693
478	LIP	lip	Noun	0.413	3084
479	GROW	grow	Verb	-0.236	6489
483	COMPOUND	compound	Noun	-0.311	4829
484	CONDEMN	condemn	Verb	-0.153	5910
485	DISAPPEAR	disappear	Verb	-0.103	6333
486	MINISTER	minister	Noun	0.302	3224
487	SHY	shy	Adjective	-0.143	7125
488	MANNER	manner	Noun	-0.507	1882
49	REFUSE	refuse	Verb	-0.093	6404
490	DESCENDANTS	descendant	Noun	-0.188	4476
494	FLIRT	flirt	Verb	0.222	6105
495	REVENGE	revenge	Noun	-0.122	269
496	CUCUMBER	cucumber	Noun	0.802	368
499	CURE	cure	Noun	-0.29	4658
500	CRUEL	cruel	Adjective	-0.042	7007
504	LEARN	learn	Verb	-0.183	5347
507	MELON	melon	Noun	0.616	1594
508	PERIOD	period	Noun	-0.348	4783
52	SHIVER	shiver	Verb	0.618	5988
528	DREADFUL	dreadful	Adjective	-0.096	7410
