CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_FREQUENCY	DUTCH_CD	DUTCH_SUBTITLE_FREQUENCY	DUTCH_FREQUENCY_LOG	DUTCH_SUBTITLE_CD	DUTCH_CD_LOG	LINE_IN_SOURCE
771	HAT	hoed	2e+03	9e+02	35.9483	3.1967	10.9542	2.9469	1757
772	BELT	riem	6e+02	4e+02	14.1552	2.7924	5.539	2.6513	3663
785	STRONG	sterk	4e+03	3e+03	95.2219	3.6196	33.2342	3.4286	824
787	SAIL	zeilen	4e+02	2e+02	9.353	2.6128	2.5898	2.3222	4966
789	PEOPLE	mensen	5e+04	8e+03	1089.4038	4.678	93.5688	3.8781	119
794	PEN	pen	9e+02	7e+02	21.6559	2.9768	8.0917	2.8156	2639
809	TROUSERS	broek	3e+03	2e+03	67.2774	3.4688	22.4659	3.2586	1073
816	HALF	half	5e+03	3e+03	104.7578	3.6611	34.684	3.4472	753
825	AWAKE	wakker	9e+03	4e+03	201.3747	3.9448	52.3792	3.6261	470
837	BLUE	blauw	1e+03	1e+03	32.9069	3.1584	12.5403	3.0056	1884
846	TIGER	tijger	5e+02	3e+02	11.6855	2.7093	3.5564	2.4594	4223
847	THIRSTY	dorst	8e+02	6e+02	19.1404	2.9232	7.9678	2.8089	2893
857	STONE	steen	2e+03	9e+02	35.7197	3.194	11.0905	2.9523	1766
868	BANANA	banaan	2e+02	2e+02	5.3282	2.3692	2.057	2.2227	7562
887	BITTER	bitter	2e+02	2e+02	4.322	2.2788	1.9083	2.1903	8801
905	BORING	saai	1e+03	1e+03	31.4662	3.1389	12.6518	3.0095	1951
906	TREE	boom	2e+03	1e+03	52.2531	3.3591	14.9071	3.0806	1311
908	DRUM	trommel	8e+01	7e+01	1.8523	1.9138	0.8178	1.8261	15601
922	PEAR	peer	9e+01	7e+01	1.9895	1.9445	0.8178	1.8261	14914
928	EMBRACE	knuffelen	3e+02	2e+02	5.8771	2.4116	2.6022	2.3243	7047
93	DRAW MILK	melken	1e+02	7e+01	2.3325	2.0128	0.9046	1.8692	13468
937	BIRD	vogel	1e+03	8e+02	32.2666	3.1498	9.2937	2.8756	1918
946	BLOOD	bloed	8e+03	3e+03	185.3215	3.9088	41.9827	3.5301	501
948	WATER	water	1e+04	4e+03	244.5036	4.0291	50.1239	3.607	407
96	CRAWL	kruipen	5e+02	5e+02	12.2801	2.7308	5.7993	2.6712	4070
962	WOMAN	vrouw	4e+04	7e+03	821.6665	4.5555	82.0942	3.8213	153
963	BOOK	boek	7e+03	2e+03	150.9281	3.8196	27.5093	3.3465	581
971	MUST	moeten	8e+04	8e+03	1776.1497	4.8903	98.7608	3.9015	85
972	BE ABLE	kunnen	7e+04	8e+03	1704.8019	4.8725	98.5502	3.9006	88
978	WAVE	golf	8e+02	5e+02	17.5397	2.8854	5.824	2.673	3096
986	TOMATO	tomaat	1e+02	8e+01	2.9728	2.1173	1.0533	1.9345	11351
991	FRY	bakken	5e+02	4e+02	11.8456	2.7152	5.2788	2.6304	4181
996	DEAF	doof	8e+02	6e+02	18.5916	2.9106	7.6704	2.7924	2958
