CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	ENGLISH_AOA_MEAN	LINE_IN_SOURCE
1465	BOX	box	4.5	4.5	4	4.3	2851
1466	EXACT	exact	8.11	8.5	8	8.16	8489
1467	CIRCLE	circle	5.11	5.22	4.89	3.67	4203
1468	LOOK FOR	search	7.11	7.37	6.95	8.72	21649
1469	WEEK	week	5.5	5.67	5	5.11	27429
1470	FOLD	fold	5.5	6	5	4.95	9498
1471	WINTER	winter	5.11	5.22	4.89	4.38	27697
1472	KEY	key	5.5	6	5	3.58	13469
1473	FIST	fist	6.33	6.67	5.95	4.58	9255
1474	SEA	sea	6.11	6.22	5.89	4.74	21623
1475	COMB	comb	5.37	5.68	4.89	5.5	4623
1476	CHAIR	chair	4.5	5	4	3.43	3866
1477	KEEP	keep	5	5.11	4.89	4.42	13451
1478	WITHOUT	without	6	6.5	5	6.53077	27739
1479	DOLPHIN	dolphin	6.11	6.33	6	6.05	7290
1480	BODY	body	5.37	5.68	4.95	4.28	2659
1481	HAMMER	hammer	5.5	5.67	5	5.42	10979
1482	SHOULDER	shoulder	6.22	6.5	5.95	4.5	22137
1483	NINE	nine	5	5.11	4.89	3.2271	16266
1484	OIL (ORGANIC SUBSTANCE)	oil	6.11	6.22	6	7.33	16736
1485	BELOW OR UNDER	below	6.11	6.22	5.89	5.838065000000001	2194
1487	POUR	pour	6.11	6.33	5.89	5	18694
1488	FAUCET	tap	5.11	5.22	5	5.84	24396
1489	CLOUD	cloud	5.11	5.22	4.89	3.63	4396
149	ITCHY	itchy	5.37	5.68	4.95	5.16	13201
1490	RAT	rat	5.5	6	5	5.11	19790
1491	MOUSE	mouse	5.11	5.33	4.89	4.94	15759
1492	DUMB	dumb	6.11	6.22	5.89	4.5	7576
1493	ONE	one	4	4	4	3.2271	16781
1494	DIE	die	5.11	5.22	4.89	4.53	6729
1495	HAPPY	happy	4.11	4.22	3.89	2.72	11057
1496	GRANDMOTHER	grandmother	5.11	5.47	4.89	3.67	10585
1497	POSTCARD	postcard	7.11	7.33	6.89	6.74	18626
1498	TWO	two	4	4	4	4.239515000000001	25631
1499	JUICE	juice	4.61	5	3.89	4.4	13381
15	OTTER	otter	7.11	7.37	7	5.47	16971
150	WORRY	worry	6.37	6.68	5.95	6.61	27860
1500	FOUR	four	4	4	4	4.93222	9713
1501	BORE	bore	8	8.22	7.89	8.907281	2778
1502	GOAT	goat	5.61	6	4.89	5.21	10429
1503	SALIVA	saliva	7.47	7.95	7	8.42	21247
1505	SPERM	sperm	11.5	11.8	11	11.14	23038
1506	MEASURE	measure	7.11	7.5	7	7.53	14935
1507	FRUIT	fruit	5	5.11	4.89	3.63	9877
1508	KING	king	5	5.11	5	5.42	13530
1509	MOSQUITO	mosquito	6.5	7	6	6.1	15700
151	RAZOR	razor	7.5	7.89	7	7.11	19829
1510	CHIN	chin	5.5	5.67	5	4.22	4072
1511	ROOSTER	rooster	6.47	6.95	5.95	6.41	21026
1512	RISE (ONESELF)	arise	10	10.22	9.89	6.89	1245
1514	HEN	hen	5.11	5.33	4.89	6.39	11333
1515	TEN	ten	4	4	4	3.578781	24592
1517	WASP	wasp	7.11	7.37	6.95	5.58	27320
1518	STUPID	stupid	6.11	6.22	5.89	4.4	23715
1519	RUN	run	4	4	4	4.47	21131
152	HOOF	hoof	7.11	7.44	6.89	6.9	11616
1520	CRUSH	crush	7.68	7.89	7.47	7.58	5773
1521	SEEM	seem	7.11	7.33	7	6.74	21728
1522	SOCK	sock	4.61	5	3.89	2.94	22754
1523	FORGET	forget	5.11	5.37	4.95	4.78	9639
1524	WINE	wine	8.47	8.95	8	7.9	27673
1525	COAST	coast	7.47	7.68	7.47	6.43	4439
1526	MEAL	meal	5.37	5.68	4.89	4.74	14919
1527	TICK	tick	6.11	6.22	6	6.05	24878
1528	FORGIVE	forgive	6.5	6.7	6	5.44	9644
1529	LAST (FINAL)	last	5.11	5.22	5	4.346085	13759
153	GREY	gray	6.11	6.22	5.89	5.74	10645
1530	BOWL	bowl	5.11	5.22	4.89	4.26	2843
1531	BRANCH	branch	6.11	6.37	5.95	5.11	2899
1532	SHEAR	shear	10.47	10.95	10	8.67	22001
1533	BE HUNGRY	hungry	5.11	5.22	4.89	3.63	11826
1534	FEVER	fever	6.22	6.5	5.95	5.84	9088
1535	SWORD	sword	7	7.22	6.89	5.45	24212
1536	UNDERSTAND	understand	6.11	6.37	5.89	6.17	25991
1537	SPRINGTIME	spring	5	5	5	5.5	23169
1538	SCORPION	scorpion	8.47	8.95	8	7.84	21535
1539	BASKET	basket	5.5	6	5	5.67	1979
154	UDDER	udder	8	8.37	7.89	7.29	25663
1540	EYELASH	eyelash	6.33	6.67	5.95	5.8	8779
1541	CULTIVATE	cultivate	10.95	11.16	10.47	12.39	5831
1542	ACCOMPANY	accompany	10.11	10.47	9.89	10.75	151
1543	SNAIL	snail	6.11	6.33	5.95	5.79	22638
1544	SOMETIMES	sometimes	6.11	6.37	6	6.370915000000001	22827
1545	HOST	host	8.11	8.33	8	8.05	11688
1546	TWICE	twice	7	7.11	6.89	5.891350000000001	25612
1547	SOUP	soup	4.5	5	4	5.37	22892
1548	UGLY	ugly	5.5	5.67	5	4.17	25665
1549	TRIBE	tribe	8.11	8.5	8	8.17	25390
155	CHOP	chop	6.11	6.22	5.95	6.74	4121
1550	PREVENT	prevent	8.11	8.33	8	8.6	18946
1551	FEMALE	female	6.5	6.7	6	5.89	9026
1552	GLOOMY	gloomy	8.11	8.37	8	9.28	10376
1553	MALE	male	6.5	6.5	6	5.63	14604
1554	MAN	man	4.37	4.68	3.89	3.11	14641
1555	CHAMELEON	chameleon	8.47	8.95	8	10.18	3884
1556	YOLK	yolk	7.47	7.95	7	5.89	27984
1557	BEGINNING	beginning	6.89	7.11	6.53	5.4	2142
1558	SIMILAR	similar	8.11	8.5	8	7.33	22299
1559	MONEY	money	5.11	5.22	4.89	5.11	15569
156	RED	red	4.11	4.22	3.89	3.68	20068
1560	FACE	face	4.37	4.68	3.89	3.75	8799
1561	ARMY	army	6.37	6.68	5.95	7.15	1272
1562	MIND	mind	6.11	6.37	5.95	5.37	15291
1563	PYTHON	python	10	10.22	9.89	7.89	19512
1564	LAZY	lazy	6.37	6.68	5.95	6.39	13833
1565	HEAVEN	heaven	5.5	6	5	4.22	11256
1566	GUN	gun	6	6	5	5.58	10841
1567	DOOR	door	4	4	4	3.05	7324
1568	ARRANGE	arrange	8.11	8.47	8	8.28	1282
1569	CHEESE	cheese	4.89	5	4	4.33	4003
157	DYE	dye	6.95	7.11	6.53	7.56	7635
1570	EQUAL	equal	7.11	7.37	6.95	6.47	8279
1571	SELL	sell	6.11	6.22	6	7.05	21763
1572	SURPRISED	surprised	7	7.47	6.53	6.63	24090
1573	SWELL	swell	7.11	7.33	7	7.42	24178
1574	FLOAT	float	7	7.11	6.89	5.39	9397
1575	COCKROACH	cockroach	7.5	8	7	6.25	4474
1577	AND	and	4	4	3.89	4.569882000000001	878
1578	IGUANA	iguana	8.47	8.95	8	7.61	12039
1579	BE	be	4	4	4	5.11	2039
158	PUT ON	clothe	8.5	9	8	8.83	4389
1580	ONLY	only	6	6.11	5.53	4.953534000000001	16788
1581	ALLIGATOR	alligator	6.11	6.47	5.95	4.78	667
1583	BRAIN	brain	7	7.11	6.79	5.76	2881
1584	BLISTER	blister	7.37	7.68	7	6.74	2519
1585	SLEEP	sleep	4.37	4.53	3.89	2.79	22479
1587	SMELL (STINK)	stink	5.11	5.33	4.89	4.3	23484
1588	TURN	turn	5.11	5.22	4.89	4.11	25563
1589	HUMMINGBIRD	hummingbird	7.11	7.47	6.95	6.95	11809
1590	WAIT (FOR)	wait	5.11	5.22	4.89	4.3	27223
1591	UP	up	4.11	4.22	3.89	2.918047	26669
1592	CHEST	chest	6.11	6.33	5.89	5.05	4028
1593	DEEP	deep	6.11	6.22	5.95	5.47	6211
1594	FLOUR	flour	6.5	7	6	6.89	9426
1595	SOUTH	south	6.11	6.22	6	6.06	22900
1596	LOCK	lock	5.5	6	5	5.74	14238
1597	AIRPLANE	airplane	5.22	5.67	4.89	3.94	576
1598	NORTH	north	6.11	6.22	5.95	6.55	16441
1599	WORD	word	5	5	5	4.42	27814
16	SLED	sleigh	6.5	7	6	6	22494
160	SET (HEAVENLY BODIES)	set	6.11	6.22	5.89	6	21901
1600	SKIRT	skirt	5.5	6	5	5.67	22416
1601	WEAK	weak	6.11	6.22	6	5.58	27387
1602	WAKE UP	waken	7.47	8	7	8.2	27232
1603	MOSQUE	mosque	11.5	12	11	14.12	15699
1605	SKULL	skull	7.11	7.37	6.95	6.33	22424
1606	INSIDE	inside	5.11	5.22	4.89	4.772365000000001	12767
1607	HATE	hate	5	5.11	5	5.53	11133
1608	LISTEN	listen	5.11	5.22	4.89	5.4	14164
1609	IDEA	idea	6.11	6.22	6	5.95	11992
161	MISS (A TARGET)	miss	5.11	5.22	4.89	6.33	15433
1610	PROSTITUTE	prostitute	12.5	12.8	12	11.78	19221
1611	INVITE	invite	6.11	6.37	6	6.79	13102
1612	LETTER	letter	5	5	5	4.74	13968
1613	COLOR	color	4.5	4.5	4	4	4604
1614	SUMMIT	summit	10.47	10.95	10	10.11	23938
1615	ESCAPE	escape	7.11	7.37	6.95	6.6	8354
1616	CLOTH	cloth	6.11	6.37	5.95	5.3	4388
1617	GRANDCHILD	grandchild	6.5	6.72	5.89	5.26	10574
1618	GRANDSON	grandson	6.33	6.67	5.95	5.89	10590
1619	GRANDDAUGHTER	granddaughter	7.11	7.47	6.89	4.68	10577
162	HICCOUGH	hiccough	11.5	12	11	10.2	11409
1620	SON	son	5	5.11	3.89	3.78	22831
1621	SNEEZE	sneeze	5.33	6	4.89	4.17	22661
1622	SHIRT	shirt	4.89	5	3.89	3.53	22075
1623	SPEAK	speak	5.5	6	5	3.56	22968
1624	EMPTY	empty	5.5	6	5	4.79	8014
1625	DEAD	dead	5.11	5.22	4.89	5.17	6068
1626	EXPLAIN	explain	7.11	7.37	6.95	6.5	8658
1627	CHAIN	chain	6.11	6.37	5.95	5.22	3864
1628	SQUIRREL	squirrel	6.37	7	5.95	4.44	23232
1629	EVENING	evening	6.11	6.37	5.95	5.84	8447
163	BLACK	black	4.5	5	4	3.56	2441
1630	MACAW	macaw	10.5	11	10	8.8	14483
1631	FAST	fast	5.11	5.22	4.89	3.738636	8922
1632	FLOOR	floor	4.5	5	4	4.44	9407
1633	FLAT	flat	6.11	6.22	5.89	5.68	9325
1634	HUNDRED	hundred	6.11	6.22	6	5.47	11823
1635	OBEY	obey	6.5	7	6	5.44	16586
1636	MOTIONLESS	motionless	9.47	9.95	9	8.83	15722
1637	AUTHORITY	authority	9.11	9.44	8.89	7.5	1572
1638	TRUTH	truth	6.11	6.37	5.95	4.42	25501
1639	BEER	beer	8.47	8.95	7.89	6.11	2127
164	KANGAROO	kangaroo	6.22	6.67	5.95	5.55	13432
1640	SIBLING	sibling	6.53	6.89	5.95	7.58	22206
1641	SILK	silk	7.11	7.33	7	7.39	22282
1642	NIECE	niece	8.11	8.47	7.89	7	16236
1643	COUSIN	cousin	6.11	6.22	5.89	4.95	5493
1644	RELATIVES	relative	8.11	8.37	7.89	6.47	20314
1645	SHORT	short	5.11	5.22	4.89	4.32	22117
1646	GIRL	girl	4.11	4.22	3.89	4	10296
1647	FOAL	pony	5.22	5.61	4.89	5.39	18527
1648	ANVIL	anvil	9.47	10	9	10.79	1058
165	WALLABY	wallaby	10.47	10.95	10	12.36	27242
1650	WATCH	watch	5.37	6	4.89	4.33	27330
1651	TEAR (OF EYE)	tear	5.5	6	5	4.89	24481
1653	BLIND	blind	6.11	6.22	5.89	7	2508
1654	LIGHTNING	lightning	6.37	6.68	5.95	4.76	14070
1655	BLINK	blink	5.5	6	5	5.63	2513
1656	NEVER	never	5.11	5.22	4.89	5.070761000000001	16187
1657	TRUE	real	6.11	6.22	5.89	4.95	19862
1659	DOLL	doll	4.37	4.68	3.89	3.68	7284
166	MAINLAND	mainland	9.11	9.5	9	11.63	14566
1661	STRAIT	strait	10.47	10.95	10	11.11	23585
1662	CAPE	cape	6.11	6.22	5.89	6.903765000000001	3492
1663	BED	bed	4.11	4.22	3.89	2.89	2095
1664	RAFT	raft	7.11	7.33	7	7.35	19691
1665	BEAT	beat	6.11	6.33	5.89	6.15	2076
1666	MUTE	mute	9	9.11	8.89	9.84	15915
1667	HOLE	hole	5.11	5.22	4.89	5.05	11523
1668	GRIEF	grief	9	9.22	8.89	8.39	10684
1669	ANCESTORS	ancestor	9.11	9.44	9	8.61	867
167	MAIL	mail	6	6.11	5.89	4.65	14557
1671	TOWER	tower	6.11	6.22	6	6.33	25153
1672	WRITE	write	5	5	5	4.89	27912
1673	ARM	arm	4.37	4.53	3.89	3.26	1252
1674	POOR	poor	6.11	6.22	5.95	6.11	18537
1675	PROMISE	promise	6.11	6.37	5.95	5.67	19133
1676	ALWAYS	always	6.11	6.33	5.89	6.2643450000000005	735
1678	HUT	hut	7.11	7.33	7	8.1	11856
1679	LOAD	load	7.11	7.33	7	7.78	14207
168	REST	rest	5.5	5.5	5	4.22	20639
1680	HELMET	helmet	6	6.5	5	5.71	11306
1681	WAIST	waist	7.11	7.37	7	6.42	27219
1682	GUILTY	guilty	7.11	7.33	7	8.05	10819
1683	BUSH	bush	5.5	6	5	4.9	3247
1684	BUD	bud	6.11	6.22	6	7.010335	3120
1685	AFTER	after	5.11	5.22	4.89	5.997920000000001	469
1686	BEHIND	behind	5.5	6	5	4.900249000000001	2154
1687	PRAISE	praise	7.11	7.5	7	7.95	18720
1688	FATE	fate	9.11	9.33	9	10.3	8937
1689	SMOKE (INHALE)	smoking	8.11	8.33	7.89	6.733883	22616
169	IT	it	4	4	3.89	4.39937	13197
1690	FENCE	fence	5.5	6	5	6.28	9038
1691	FLEXIBLE	flexible	8.11	8.5	8	7.58	9370
1696	SURRENDER	surrender	8.11	8.44	8	7.61	24096
1698	CURVED	curved	7.11	7.33	7	6.67	5896
1699	SUNDAY	sunday	4.5	4.5	4	5.4401340000000005	23955
17	EYELID	eyelid	6.5	6.89	6	6.33	8781
1700	SATURDAY	saturday	5	5.11	4.89	5.480882	21361
1702	HOLY	holy	6.11	6.22	6	5.55	11539
1703	SIX	six	4	4	4	5.251930000000001	22366
1704	SEVEN	seven	5	5.11	4.89	5.3585	21909
1705	EIGHT	eight	5.11	5.22	4.89	5.3585	7817
1706	ELEVEN	eleven	5	5.11	5	5.784780000000001	7888
1707	TWELVE	twelve	6	6.11	5.89	4.4846260000000004	25610
1709	FIFTEEN	fifteen	6.11	6.22	5.95	6.104490000000001	9131
1711	TELL	tell	5	5.11	4.89	4.26	24564
1712	OATH	oath	9.11	9.44	9	11.39	16577
1715	THIRTY	thirty	7	7.11	6.89	5.944635000000001	24781
1716	FORTY	forty	7	7.11	6.89	6.53077	9692
1717	FIFTY	fifty	6.11	6.22	6	5.550326	9133
1718	SIXTY	sixty	7	7.11	6.89	5.742152000000001	22370
1719	BURY	bury	7.11	7.37	6.89	6.28	3244
1720	SIGN	sign	6.11	6.33	5.89	4.32	22258
1722	EIGHTY	eighty	7.11	7.37	6.95	5.870036000000002	7820
1724	NINETY	ninety	7.11	7.22	6.89	6.690625000000001	16268
1725	CORRECT (RIGHT)	correct	6.11	6.22	5.89	5.37	5344
1726	WET	wet	4.61	5	3.89	2.47	27477
1727	THRESHOLD	threshold	11.47	11.95	11	11.9	24817
1728	ROTTEN	rotten	6.5	7	6	6.95	21049
1730	CHEEK	cheek	5.5	6	5	5.06	3991
1732	SKY	sky	5.11	5.22	4.89	4.17	22428
1733	RAINBOW	rainbow	5.11	5.33	4.89	4.26	19716
1737	OKRA	okra	10.47	10.95	10	12.61	16747
1739	DECORATE	decorate	7	7.22	6.89	7	6187
174	PROUD	proud	6.11	6.22	5.95	5.44	19252
1740	PINE	pine	6.11	6.22	6	5.53	18165
1741	ABOVE	above	6.11	6.22	5.89	4.548568000000001	56
1743	JOIN	join	6.11	6.22	5.89	5.83	13328
1744	SPLEEN	spleen	11.5	12	11	11.35	23100
1745	HIP	hip	7	7.11	6.89	6.17	11464
1746	BLADDER	bladder	10	10.47	9.89	10.78	2460
1747	CUSTOM	custom	9.47	9.95	9	8.36	5907
1748	RIDGE	ridge	9.11	9.47	9	8.84	20868
1749	TAKE	take	5.11	5.22	4.89	4.37	24337
175	BLOW (OF WIND)	blow	5.11	5.33	4.89	4	2576
1750	CHOOSE	choose	6.11	6.33	5.89	4.74	4118
1751	BIRTHMARK	birthmark	7.5	7.89	7	6.85	2409
1752	LEAVE	leave	5.5	6	5	5.58	13871
1753	TOP	top	4.5	4.5	4	3.89	25070
1754	BRACELET	bracelet	6.5	6.89	6	5.68	2867
1755	UNDRESS	undress	7.11	7.37	6.89	5.28	26047
1756	WIDOW	widow	8.11	8.5	8	9	27605
1757	TIRED	tired	5.11	5.22	4.89	4.62	24968
1763	CLUB	club	6.11	6.22	6	5.89	4410
1764	OBSCURE	obscure	11.5	12	11	11.87	16619
1766	FINISH	finish	6	6.11	5.89	6.32	9188
1767	SCRAPE	scrape	6.5	7	6	6.21	21552
1768	FOAM	foam	7	7.11	6.47	6.15	9483
1769	AXLE	axle	10.47	10.95	10	10.85	1671
1770	CARCASS	carcass	10.47	11	10	12.25	3548
1771	TASTELESS	tasteless	9	9.22	8.89	9.53	24431
1772	ELK	elk	8.47	8.68	8	7.05	7901
1773	GRAVE	grave	7.11	7.37	6.95	7.06	10630
1774	STINGY	stingy	9	9.47	8.47	7.78	23483
1775	TABLE	table	5.11	5.22	4.89	4.39	24284
1776	SHAME	shame	7.11	7.37	6.95	6.55	21965
1777	RESEMBLE	resemble	10	10.37	9.89	10.05	20573
1778	APPROACH	approach	9.47	9.95	9	8.5	1161
1779	DARE	dare	6.11	6.22	6	6.63	6011
178	RIPE	ripe	6.11	6.22	6	7.11	20915
1780	BILE	bile	11.5	12	11	11.67	2317
1781	THUMB	thumb	5.11	5.33	4.89	4.42	24851
1782	GUEST	guest	6.11	6.37	5.95	6.21	10800
1783	PAIN	pain	5.11	5.22	4.89	4.26	17317
1784	WANT	want	4.11	4.22	3.89	4.16	27260
1787	LOOM	loom	9.47	9.95	9	8.78	14318
1788	TELEVISION	television	5.61	6	4.89	4.11	24562
1789	AGE	age	5	5	5	4.38	491
179	RIPEN	ripen	8.11	8.33	8	7.22	20916
1791	BUTTERFLY	butterfly	5.5	6	5	3.67	3281
1792	PERJURY	perjury	13.5	13.89	13	12.78	17865
1793	BAT	bat	5.11	5.22	5	4.85	1992
1794	FURROW	furrow	10.47	11	10	13	9959
1796	SLAUGHTER	slaughter	10.11	10.47	9.89	9.56	22462
1797	HEDGEHOG	hedgehog	8.47	8.95	8	8.63	11268
1798	GUNPOWDER	gunpowder	9	9.22	8.89	9.74	10855
1799	HYENA	hyena	9.33	9.67	9	6.61	11891
18	EARLOBE	earlobe	7.5	7.89	7	6	7662
1800	DANDELION	dandelion	6.5	7	6	5.11	5999
1801	CHILD (DESCENDANT)	offspring	10.5	10.89	10	11.65	16729
1802	SCREW	screw	7	7.22	6.89	6.65	21572
1803	WOOD	wood	5.5	5.5	5	4.58	27783
1804	BOMB	bomb	7.11	7.33	6.89	8	2690
1806	BEGIN	begin	6.11	6.22	5.89	4.84	2140
1807	AFTERNOON	afternoon	6.11	6.22	5.95	4.65	479
1808	PUS	pus	8.47	8.95	8	7.78	19469
1809	PIMPLE	pimple	9.11	9.33	9	9.57	18156
181	ANTEATER	anteater	8.11	8.5	8	8.5	973
1810	DANGER	danger	5.5	6	5	4.61	6003
1812	TRY	try	5	5	5	3.44	25504
1813	TASTY	tasty	5.5	6	5	5.4	24434
1814	ACCUSE	accuse	8.95	9.16	8.47	9.1	181
1815	ACHE	ache	7.11	7.47	6.95	5.79	193
1816	BESIDE	beside	6.11	6.22	5.89	7.2234750000000005	2239
1817	WEST	west	6.11	6.22	6	5.89	27470
1819	LOOK	look	5	5.11	4.89	4.05	14312
182	SPOKE	spoke	6.68	6.95	6.53	6.232374000000001	23118
1820	BEAR	bear	5.11	5.22	4.89	3.58	2062
1821	BRUSH	brush	5.11	5.22	4.89	3.78	3088
1823	BORROW	borrow	7.11	7.5	7	6.95	2789
1824	DEXTEROUS	skilful	9.5	10	9	10.06	22398
1825	COPPER	copper	8.11	8.33	8	7.95	5271
1826	ANGRY	angry	5.11	5.22	4.89	4.45	908
1828	ASK (REQUEST)	request	8.11	8.37	8	8.74	20545
1829	JUMP	jump	4.5	4.5	4	2.84	13392
183	BAKE	bake	6	6.11	5.89	5.5	1790
1830	CRANE	crane	8	8.11	7.89	6.775881000000001	5561
1831	MEET	meet	6.11	6.22	5.89	4.74	14982
1833	DINNER (SUPPER)	dinner	4.89	5	4	3.99	6815
1834	SHE	she	4.37	4.53	3.89	3.568124	21999
1835	MARROW	marrow	11.47	11.95	11	12.16	14783
1836	VAGINA	vagina	10.11	10.47	9.89	8.89	26791
1837	VULVA	vulva	12.5	12.67	12	13.11	27196
1838	NAVEL	navel	8.47	8.95	8	9.6	16041
1839	CRY	cry	4.61	4.89	3.89	2.78	5780
184	MAST	mast	9.47	9.95	9	10.59	14827
1840	BUILD	build	6.11	6.22	5.89	4.45	3141
1841	SUSPECT	suspect	9.11	9.5	9	8.58	24116
1842	OBSTINATE	obstinate	12.5	13	12	13.11	16643
1843	THOUSAND	thousand	7	7.11	6.89	6.6	24803
1844	BOAT	boat	5.11	5.22	4.89	3.84	2637
1845	BALL	ball	4.11	4.22	3.89	2.9	1810
1846	RULE	rule	5.5	5.7	5	4.72	21116
1847	SICK	sick	5	5	4	4.05	22207
1848	QUARREL	quarrel	10.47	10.95	10	8.32	19549
1849	ROW	row	6.11	6.22	6	7	21079
185	FIREPLACE	fireplace	7	7.11	6.89	7.37	9209
1850	COTTON	cotton	6.11	6.33	6	6	5406
1851	POCKET	pocket	5.11	5.33	4.89	4.74	18406
1852	OFTEN	often	7	7.22	6.89	6.53077	16731
1853	DOVE	dove	7	7.11	6.89	6.63	7376
1854	SPARROW	sparrow	7.47	7.95	7	7.489900000000001	22956
1855	BIRCH	birch	9.47	9.95	9	10.836198000000001	2395
1856	SOFT	soft	4.5	5	4	3.95	22765
1857	CROCODILE	crocodile	6.5	7	6	5.11	5696
1858	FISHERMAN	fisherman	6.89	7.11	6.53	5.16	9234
1859	THIRD	third	6.11	6.22	5.89	4.580539	24778
186	SHIN	shin	6.5	6.89	6	8.39	22049
1860	BEAD	bead	5.5	6	5	5.63	2048
1861	ACTIVE	active	7.11	7.33	7	6.53	246
1862	DONKEY	donkey	6.37	6.68	5.95	6	7313
1863	AMAZING	amazing	7.11	7.33	7	5.22	749
1864	HUNGER	hunger	5.5	6	5	6.06	11825
1865	BUZZARD	buzzard	9.47	9.95	9	9.83	3298
1866	STUTTER	stutter	8.47	8.95	8	8.78	23720
1867	COIN	coin	5.11	5.22	4.89	4.17	4537
1868	VISIBLE	visible	8.11	8.37	8	8.05	27104
1869	BUY	buy	5.11	5.22	4.89	5.56	3293
187	LOIN	loin	11.5	12	11	11.06	14278
1870	ANCHOR	anchor	7.11	7.5	7	5.72	871
1871	CAMEL	camel	6.5	6.67	6	5.11	3404
1873	ANTHILL	anthill	6.5	6.67	6	7	984
1874	SAUSAGE	sausage	6.47	7	5.95	6.05	21371
1875	REGRET	sorry	4.37	4.68	3.89	3.44	22876
1876	REINDEER	caribou	10.47	10.95	10	12.06	3582
1877	EAST	east	6.89	7	6.53	6.94	7691
1879	DANCE	dance	5.11	5.22	4.89	4.63	5995
1880	PASSIONATE	passionate	11	11.47	10.47	11.28	17566
1881	ENOUGH	enough	6.37	7	5.89	6.957050000000001	8153
1882	BEFORE	before	5.37	5.68	4.89	5.454413000000001	2134
1884	HARD	hard	5.11	5.22	4.89	4.39	11065
1885	ARMADILLO	armadillo	8.47	8.95	8	8.608885	1254
1886	ARMPIT	armpit	6.5	7	6	6	1269
1887	CHEAP	cheap	7	7.11	6.89	7.11	3967
1888	PAIR	pair	6.11	6.22	5.89	5.94	17332
1889	ARSON	arson	11.5	12	11	11.2	1299
1890	BELIEVE	believe	6.67	7	6.53	5.78	2172
1891	PUMA	puma	9.68	10	9.47	9	19395
1892	TOUCH	touch	4.89	5	4	5.16	25130
1893	QUAIL	quail	10.47	10.95	10	9.72	19529
1894	ASHAMED	ashamed	8.11	8.37	7.89	7.11	1348
1895	CLOTHES	clothes	5.11	5.37	4.89	3.11	4390
1897	HELP	help	4.37	4.53	3.89	3.65	11308
1898	SPECTACLES	glasses	5.5	6	5	4.346085	10330
1899	MAD	mad	4.89	5	3.89	3.55	14504
190	MOW	reap	10	10.22	9.89	9.83	19881
1901	SHOVEL	shovel	5.37	5.68	4.89	6.28	22141
1902	BETRAY	betray	9.47	9.95	9	9.39	2250
1903	SWELLING	bump	5.5	6	4.89	4.35	3182
1904	DROWN	drown	7.11	7.33	6.89	7	7514
1905	EAGLE	eagle	6.11	6.33	6	5.83	7654
1906	SOUR	sour	6	6	5	4.89	22894
1907	MOLE	mole	7.11	7.33	7	7.33	15541
1908	ATTENTIVE	attentive	9.47	10	9	9.37	1502
1909	SHAKE	shake	5.11	5.22	4.89	5.26	21948
191	NUT	nut	5.11	5.22	4.89	5.21	16547
1913	PRESS	press	7.11	7.33	7	6.4	18911
1914	DEBT	debt	10.5	11	10	10.44	6114
1915	FIR	fir	8.11	8.5	8	8.75	9192
1916	GILL	gill	8.11	8.33	8	7.393987000000001	10276
1917	TIE	tie	5.5	5.5	5	4.74	24893
1918	MANE	mane	7.11	7.47	7	5.6	14658
1919	TORCH	torch	7.5	7.89	7	7.84	25090
192	CORNER	corner	6.11	6.22	5.89	5.21	5312
1923	ROUGH	rough	6.5	7	6	6.21	21054
1924	VEIN	vein	8.37	8.68	8	8.53	26902
1925	ARTERY	artery	10.47	10.95	10	13.06	1304
1926	OINTMENT	ointment	8.47	8.95	8	7.9	16744
1927	BAMBOO	bamboo	9.11	9.33	9	9.28	1838
1928	CEASE	cease	10.47	10.95	10	9.26	3764
1929	STUDY	study	6.11	6.22	6	6.58	23699
193	SHALLOW	shallow	8.11	8.5	8	7	21956
1930	RAVINE	ravine	11.47	11.95	11	10.61	19819
1931	BEESWAX	beeswax	8.47	8.95	8	8.5	2129
1932	GUESS	guess	6.11	6.22	5.89	5.44	10796
1933	LOOSEN	loosen	8	8.32	7.47	7.22	14326
1934	BEGGAR	beggar	8.37	8.95	8	7.63	2139
1935	ANUS	anus	10.5	10.89	10	11.17	1057
1936	DEER	deer	6.11	6.22	5.89	5.17	6215
1937	THERE	there	5.37	5.67	4.89	5.251930000000001	24735
1938	FORTRESS	castle	6.37	6.68	5.95	5.8	3670
1939	SWEAR	swear	7.5	7.89	7	7.21	24158
194	FAMILY	family	4.89	5	4	3.38	8873
1940	GUARD	guard	7.11	7.37	6.95	6.25	10786
1941	SOLDIER	soldier	6.11	6.47	5.95	6.94	22783
1942	NEAR	near	5.11	5.22	4.89	5.411785000000001	16051
1943	CROWN (OF HEAD)	crown	6.11	6.22	5.89	7.8	5741
1944	GOD	god	5	5	4	4.346085	10442
1945	IDOL	idol	9	9.22	8.89	8.37	12020
1947	BASTARD	bastard	11.5	12	11	10.45	1988
1948	SAW	saw	5.11	5.22	5	5.3585	21383
1949	BEDBUG	bedbug	8.11	8.33	8	6.78	2096
195	MAT	mat	5.11	5.22	4.89	4.62	14842
1950	BEECH	beech	10.47	11	10	11.69	2117
1951	PASS	pass	6.11	6.22	5.89	5.39	17556
1952	TORTURE	torture	10.5	11	10	10.7	25112
