CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_AoA_MEAN	LINE_IN_SOURCE
973	NOODLE	面条	6.411764705882353	9722
974	TOBACCO	烟草	10.952380952380953	16497
975	SPINACH	菠菜	6.714285714285714	918
977	ARROW	箭头	8.473684210526315	6925
978	WAVE	波浪	8.5	909
979	FARMER	农民	8	10288
98	ALL	全部	10.3157895	11597
980	HEEL	脚跟	6.913043478260869	7072
984	WORK (LABOUR)	劳动	8.6875	8523
986	TOMATO	番茄	6.45	3638
987	REMAIN	留下	8.565217391304348	9118
989	CLEAR	清楚	7.722222222222222	11391
99	HUNCHBACK	驼背	10.476190476190476	14622
992	CLIFF	悬崖	8.045454545454545	16302
998	PUT	放置	10.818181818181818	3869
999	JOINT	关节	8.421052631578947	5062
