CONCEPTICON_ID	CONCEPTICON_GLOSS	PICTURE_CODE	ENGLISH	ENGLISH_RESPONSE_NUMBER	ENGLISH_SHANNON_DIVERSITY	ENGLISH_MODAL_RESPONSE_PERCENTAGE	ENGLISH_DUNNO_PERCENTAGE	ENGLISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	ENGLISH_FAMILIARITY	CZECH	CZECH_RESPONSE_NUMBER	CZECH_SHANNON_DIVERSITY	CZECH_MODAL_RESPONSE_PERCENTAGE	CZECH_DUNNO_PERCENTAGE	CZECH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	CZECH_FAMILIARITY	FINNISH	FINNISH_RESPONSE_NUMBER	FINNISH_SHANNON_DIVERSITY	FINNISH_MODAL_RESPONSE_PERCENTAGE	FINNISH_DUNNO_PERCENTAGE	FINNISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	FINNISH_FAMILIARITY	ITALIAN	ITALIAN_RESPONSE_NUMBER	ITALIAN_SHANNON_DIVERSITY	ITALIAN_MODAL_RESPONSE_PERCENTAGE	ITALIAN_DUNNO_PERCENTAGE	ITALIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	ITALIAN_FAMILIARITY	KOREAN	KOREAN_RESPONSE_NUMBER	KOREAN_SHANNON_DIVERSITY	KOREAN_MODAL_RESPONSE_PERCENTAGE	KOREAN_DUNNO_PERCENTAGE	KOREAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	KOREAN_FAMILIARITY	GERMAN	GERMAN_RESPONSE_NUMBER	GERMAN_SHANNON_DIVERSITY	GERMAN_MODAL_RESPONSE_PERCENTAGE	GERMAN_DUNNO_PERCENTAGE	GERMAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	GERMAN_FAMILIARITY	CATALAN	CATALAN_RESPONSE_NUMBER	CATALAN_SHANNON_DIVERSITY	CATALAN_MODAL_RESPONSE_PERCENTAGE	CATALAN_DUNNO_PERCENTAGE	CATALAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	CATALAN_FAMILIARITY	DUTCH	DUTCH_RESPONSE_NUMBER	DUTCH_SHANNON_DIVERSITY	DUTCH_MODAL_RESPONSE_PERCENTAGE	DUTCH_DUNNO_PERCENTAGE	DUTCH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	DUTCH_FAMILIARITY	MANDARIN	MANDARIN_RESPONSE_NUMBER	MANDARIN_SHANNON_DIVERSITY	MANDARIN_MODAL_RESPONSE_PERCENTAGE	MANDARIN_DUNNO_PERCENTAGE	MANDARIN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	MANDARIN_FAMILIARITY	CGREEK	CGREEK_RESPONSE_NUMBER	CGREEK_SHANNON_DIVERSITY	CGREEK_MODAL_RESPONSE_PERCENTAGE	CGREEK_DUNNO_PERCENTAGE	CGREEK_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	CGREEK_FAMILIARITY	FRENCH	FRENCH_RESPONSE_NUMBER	FRENCH_SHANNON_DIVERSITY	FRENCH_MODAL_RESPONSE_PERCENTAGE	FRENCH_DUNNO_PERCENTAGE	FRENCH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	FRENCH_FAMILIARITY	GREEK	GREEK_RESPONSE_NUMBER	GREEK_SHANNON_DIVERSITY	GREEK_MODAL_RESPONSE_PERCENTAGE	GREEK_DUNNO_PERCENTAGE	GREEK_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	GREEK_FAMILIARITY	HEBREW	HEBREW_RESPONSE_NUMBER	HEBREW_SHANNON_DIVERSITY	HEBREW_MODAL_RESPONSE_PERCENTAGE	HEBREW_DUNNO_PERCENTAGE	HEBREW_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	HEBREW_FAMILIARITY	HUNGARIAN	HUNGARIAN_RESPONSE_NUMBER	HUNGARIAN_SHANNON_DIVERSITY	HUNGARIAN_MODAL_RESPONSE_PERCENTAGE	HUNGARIAN_DUNNO_PERCENTAGE	HUNGARIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	HUNGARIAN_FAMILIARITY	ARABIC	ARABIC_RESPONSE_NUMBER	ARABIC_SHANNON_DIVERSITY	ARABIC_MODAL_RESPONSE_PERCENTAGE	ARABIC_DUNNO_PERCENTAGE	ARABIC_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	ARABIC_FAMILIARITY	MALAYSIAN	MALAYSIAN_RESPONSE_NUMBER	MALAYSIAN_SHANNON_DIVERSITY	MALAYSIAN_MODAL_RESPONSE_PERCENTAGE	MALAYSIAN_DUNNO_PERCENTAGE	MALAYSIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	MALAYSIAN_FAMILIARITY	NORWEGIAN	NORWEGIAN_RESPONSE_NUMBER	NORWEGIAN_SHANNON_DIVERSITY	NORWEGIAN_MODAL_RESPONSE_PERCENTAGE	NORWEGIAN_DUNNO_PERCENTAGE	NORWEGIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	NORWEGIAN_FAMILIARITY	POLISH	POLISH_RESPONSE_NUMBER	POLISH_SHANNON_DIVERSITY	POLISH_MODAL_RESPONSE_PERCENTAGE	POLISH_DUNNO_PERCENTAGE	POLISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	POLISH_FAMILIARITY	PORTUGUESE	PORTUGUESE_RESPONSE_NUMBER	PORTUGUESE_SHANNON_DIVERSITY	PORTUGUESE_MODAL_RESPONSE_PERCENTAGE	PORTUGUESE_DUNNO_PERCENTAGE	PORTUGUESE_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	PORTUGUESE_FAMILIARITY	RUSSIAN	RUSSIAN_RESPONSE_NUMBER	RUSSIAN_SHANNON_DIVERSITY	RUSSIAN_MODAL_RESPONSE_PERCENTAGE	RUSSIAN_DUNNO_PERCENTAGE	RUSSIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	RUSSIAN_FAMILIARITY	SERBIAN	SERBIAN_RESPONSE_NUMBER	SERBIAN_SHANNON_DIVERSITY	SERBIAN_MODAL_RESPONSE_PERCENTAGE	SERBIAN_DUNNO_PERCENTAGE	SERBIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	SERBIAN_FAMILIARITY	SLOVAK	SLOVAK_RESPONSE_NUMBER	SLOVAK_SHANNON_DIVERSITY	SLOVAK_MODAL_RESPONSE_PERCENTAGE	SLOVAK_DUNNO_PERCENTAGE	SLOVAK_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	SLOVAK_FAMILIARITY	SPANISH	SPANISH_RESPONSE_NUMBER	SPANISH_SHANNON_DIVERSITY	SPANISH_MODAL_RESPONSE_PERCENTAGE	SPANISH_DUNNO_PERCENTAGE	SPANISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	SPANISH_FAMILIARITY	TURKISH	TURKISH_RESPONSE_NUMBER	TURKISH_SHANNON_DIVERSITY	TURKISH_MODAL_RESPONSE_PERCENTAGE	TURKISH_DUNNO_PERCENTAGE	TURKISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	TURKISH_FAMILIARITY	WELSH	WELSH_RESPONSE_NUMBER	WELSH_SHANNON_DIVERSITY	WELSH_MODAL_RESPONSE_PERCENTAGE	WELSH_DUNNO_PERCENTAGE	WELSH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	WELSH_FAMILIARITY	BASQUE	BASQUE_RESPONSE_NUMBER	BASQUE_SHANNON_DIVERSITY	BASQUE_MODAL_RESPONSE_PERCENTAGE	BASQUE_DUNNO_PERCENTAGE	BASQUE_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	BASQUE_FAMILIARITY	FLEMISH	FLEMISH_RESPONSE_NUMBER	FLEMISH_SHANNON_DIVERSITY	FLEMISH_MODAL_RESPONSE_PERCENTAGE	FLEMISH_DUNNO_PERCENTAGE	FLEMISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	FLEMISH_FAMILIARITY
3349	WRISTWATCH	452	watch	100	0	100	0	0		hodinky	83	0	100	0	0	88.3253012	rannekello	84	0.56004432	86.9047619	0	0	87.20238095	orologio	100	0	100	0	0		시계	78	0.999878332	50.64935065	0	1.282051282	79.49	uhr	100	0.934068055	65	0	0		rellotge	98	0.00	100	0	0	82.9								手表	80	0.384311544	92.5	0	0	80.5875	ρολόι	80	0	98.75	0	0	90.07407407	montre	100	0	100	0	0		ρολόι 	80	0	100	0	0	91.925	שעון	80	0	100	1.25	0	93.8	karóra	78	0.95204028	62.82051282	0	0	93.3974359	ساعة	40	0	100	0	7.5	90.6	jam tangan	80	0.291818257	94.87179487	1.25	1.25	87.2125	klokke	80	0.835406525	73.41772152	0	1.25	86.7625	zegarek	89	0	100	0	0	91.08888889	relógio	88	0	100	0	0	87.92045455	часы	82	0	100	0	0	90.74390244	sat	95	0.74248757	78.94736842	0	0	92.17894737	hodinky	80	0.235193382	96.15384615	0	2.5	93.02469136	reloj	100	0	100	0	0		saat	80	0.970950594	60	0	0	95.01	oriawr	36	0.775512658	77.14285714	2.777777778	0	81.86111111	erloju	80	0.543564443	87.5	0	0	81.0625	horloge	60	0.851573769	81.3559322	0	0	
356	SHEARS	453	scissors	100	0	100	2	0		nůžky	83	0	100	0	0	92.80722892	sakset	84	0.163860513	97.59036145	0	1.19047619	90.63095238	forbici	100	0	100	0	0		가위	78	0	100	0	2.564102564	83.01	schere	100	0	100	0	0		tisores	98	0.51	88.7755102	0	0	80.8								剪刀	80	0.170330576	97.46835443	0	1.25	81.4375	ψαλίδι	80	0	100	0	1.25	89.58024691	ciseaux	100	0.14257333	97.97979798	0	1		ψαλίδι	80	0	100	0	1.25	91.15	מספריים	80	0	100	0	0	94.1625	olló	78	0	100	0	0	93.17948718	مأص	40	0	100	0	5	88.4	gunting	80	0.286396957	95	0	0	87.3125	saks	80	0	100	0	1.25	91.15	nożyczki	89	0	100	0	0	91.3	tesoura	88	0	100	0	0	87.61363636	ножницы	82	0	100	0	0	93.57317073	makaze	95	0	100	0	1.052631579	93.01052632	nožnice	80	0.170330576	97.46835443	0	1.25	94.03703704	tijeras	100	0	100	0	0		makas	80	0	100	0	0	96.04	siswrn	36	0	100	0	0	88.27777778	guraizak	80	1.061463503	68.75	0	0	82.25	schaar	60	0	100	0	0	
1318	CHICKEN	454	chicken	100	1.270400262	70.70707071	0	1		slepice	83	0.540365126	90.24390244	0	0	87.56626506	kana	84	0.453716339	90.47619048	0	0	87.83333333	gallina	100	0.694816731	85	0	0		닭	78	0.524805135	88.15789474	0	2.564102564	77.88	huhn	100	1.288845279	64.64646465	0	1		gallina	98	0.67	82.65306122	0	0	80.5								母鸡	80	1.562499785	40.25974026	0	3.75	78.5375	κότα	80	0.431804994	91.13924051	0	1.25	86.71604938	poule	100	0.725950145	79.7979798	0	1		κότα	80	0.640256944	83.75	0	0	84.3	תרנגול	80	0	100	0	1.25	93.025	tyúk	78	1.187137192	67.53246753	0	1.282051282	89.87179487	دجاجي	40	0.821280942	74.35897436	0	2.5	89.075	ayam	80	0.232927855	96.20253165	0	1.25	87.1	høne	80	1.021642276	74.6835443	0	1.25	80.3875	kura	89	0.43609466	91.01123596	0	0	91.9	galinha	88	0.439496987	90.90909091	0	0	83.94318182	курица	82	0.741246691	79.01234568	0	1.219512195	90.59756098	kokoška	95	0.60078462	88.29787234	0	1.052631579	90.71578947	sleipka	80	0.235193382	96.15384615	0	2.5	92.04938272	gallina	100	0.468995594	90	0	0		tavuk	80	0.795881274	75.94936709	1.25	0	92.19	iâr	36	0	100	0	5.555555556	86.44444444	oilo	80	1.09225595	66.25	0	0	81.1125	kip	60	0.29367631	94.82758621	1.694915254	0	
1301	FOOT	455	foot	100	0.286396957	95	0	0		chodidlo	83	0.654992141	86.74698795	0	0	92.5060241	jalkapohja	84	0.709717494	87.95180723	0	1.19047619	88.38095238	piede	100	0.529360865	88	0	0		발바닥	78	0.949452015	63.15789474	0	2.564102564	81.58	fuss	100	0.930821719	75.75757576	0	1		peu	98	0.60	85.56701031	0	1.020408163	85.5								脚	80	2.275459487	51.25	0	0	81.9125	πατούσα	80	0.695516555	85.52631579	0	5	87.20987654	pied	100	0.14372617	97.95918367	0	2		πατούσα	80	0.337290067	93.75	0	0	89.925	כף רגל	80	0.428069629	91.25	0	0	94.1625	talp	78	0.294615206	94.80519481	0	1.282051282	89.44871795	اجر	40	0.590723919	89.47368421	0	5	91.425	tapak kaki	80	0.947219695	75.94936709	0	1.25	87.4625	fot	80	1.071548179	73.75	0	0	87.2375	stopa	89	0	100	0	0	90.85555556	pé	88	0.157906374	97.70114943	0	1.136363636	89.5	стопа	82	1.259960425	58.75	0	2.43902439	91.7804878	stopalo	95	0.780753625	76.84210526	0	0	92.71578947	chodidlo	80	0.683179388	87.01298701	0	3.75	91.79012346	pie	100	0.242292189	96	0	0		ayak	80	0.830495523	73.75	0	0	95	troed	36	0	100	0	2.777777778	89.19444444	oin	80	1.727646345	62.66666667	1.25	5	79.9125	voet	60	0.656540281	83.05084746	1.666666667	0	
1484	OIL (ORGANIC SUBSTANCE)	456	oil	100	1.448994985	66.66666667	9	4		olej	83	1.350809196	77.21518987	0	4.819277108	77.3253012	öljy	84	2.338486084	48.61111111	3.571428571	10.71428571	73.94047619	olio	100	1.253831044	77.52808989	3	8		주스	78	3.598471084	24.13793103	12.82051282	12.82051282	51.79	oel	100	1.688644963	71.95121951	3	15		oli	98	0.44	90.81632653	0	0	86.8								油	80	1.373090901	62.5	0	10	74.5875	λάδι	80	0.508284032	91.13924051	0	1.25	86.91358025	huile	100	1.444163576	73.56321839	7	6		λάδι	80	0	100	0	3.75	91.0375	שמן	80	0.356780014	93.24324324	3.75	3.75	85.4875	olaj	78	0.772633103	82.66666667	1.282051282	2.564102564	85.62820513	زيت	40	1.300780065	69.23076923	0	2.5	91.425	minyak masak	80	0.230709956	96.25	0	0	86.3125	olje	80	1.300140057	61.42857143	2.5	10	69.8125	olej	89	0.22641095	94.04761905	2.247191011	3.370786517	85.18888889	azeite	88	1.052177481	73.56321839	1.136363636	0	78.05681818	масло	82	2.091944732	52.77777778	2.43902439	9.756097561	69.76829268	ulje	95	1.543357796	65.85365854	3.157894737	10.52631579	72.42105263	olej	80	0.36121925	94.52054795	3.75	5	83.07407407	aceite	100	0.474132766	91.83673469	1	1		yağ	80	1.162053874	69.8630137	8.75	0	79.03	olew	36	0.387740371	90.32258065	5.555555556	8.333333333	70.77777778	olio	80	0	100	0	2.5	81.6625	olie	60	1.520883693	66.66666667	1.666666667	13.33333333	
2600	PYRAMID	457	pyramid	100	1.003776107	81.39534884	11	3		pyramida	83	0.707682195	86.25	2.409638554	1.204819277	72.79518072	pyramidi	84	0.61800386	88.23529412	8.333333333	10.71428571	65.70238095	piramide	100	1.148157435	74.69879518	11	6		피라미드	78	1.305170994	76.19047619	3.846153846	15.38461538	55.60	pyramide	100	0.889964306	85.05747126	4	9		piràmide	98	0.58	90.2173913	2.040816327	4.081632653	69.3								金字塔	80	2.249915177	51.85185185	15	17.5	57.3	πυραμίδα	80	0.377308401	94.20289855	5	8.75	70.54320988	pyramide	100	1.194849855	72.82608696	4	4		πυραμίδα	80	0.183122068	97.22222222	1.25	8.75	64.6625	פירמידה	80	0.655942076	83.07692308	10	8.75	72.9875	piramis	78	0.783003173	83.58208955	6.41025641	7.692307692	76.26923077	هرم	40	1.453850698	65.2173913	27.5	15	66.95	piramid	80	1.641529141	81.03448276	18.75	8.75	65.0625	pyramide	80	0.650022422	83.33333333	6.25	3.75	62.525	piramida	89	1.02995359	76.19047619	1.123595506	4.494382022	79.23333333	pirâmide	88	0.297472249	94.73684211	6.818181818	6.818181818	60.72727273	пирамида	82	0.63706982	92	2.43902439	6.097560976	75.31707317	piramida	95	1.003217772	80.23255814	3.157894737	6.315789474	78.69473684	pyramída	80	0.417864262	91.54929577	1.25	10	78.40740741	pirámide	100	0.379524378	92.63157895	3	2		piramit	80	0.991958679	73.68421053	0	5	84.6	pyramid	36	0.387740371	90.32258065	11.11111111	2.777777778	61.47222222	piramidea	80	0.353724751	94.66666667	5	1.25	68.5375	piramide	60	0.337290067	93.75	6.779661017	11.86440678	
3106	WARDROBE	458	wardrobe	100	1.236612493	71.57894737	2	3		skříň	83	0.716099223	87.80487805	0	0	89.59036145	kaappi	84	1.177355661	74.07407407	0	3.571428571	82.66666667	armadio	100	0.334767613	93.81443299	1	2		장롱	78	1.18754475	55.40540541	0	5.128205128	75.62	schrank	100	0.244141642	95.95959596	0	1		armari	98	0.00	100	0	1.020408163	85.5								衣柜	80	1.302237977	58.44155844	0	3.75	76.6625	ντουλάπα	80	1.537817379	48.10126582	0	1.25	88.07407407	armoire	100	1.053457973	78.57142857	0	2		ντουλάπα	80	0.239873825	96.05263158	0	5	88.325	ארון	80	0.230709956	96.25	0	0	91.5875	szekrény	78	0.350103828	94.73684211	0	2.564102564	92.19230769	خزانه	40	0	100	0	2.5	88.225	almari	80	0.175565026	97.36842105	1.25	3.75	87.15	skap	80	1.420546736	70.51282051	1.25	1.25	81.6375	szafa	89	0.15935006	97.6744186	1.123595506	2.247191011	88.13333333	armário	88	0.586016231	90.69767442	0	2.272727273	82	шкаф	82	0.622983711	90	2.43902439	0	87.47560976	ormar	95	1.571219525	60.86956522	0	3.157894737	90.52631579	skriňa	80	0.529063181	90.90909091	0	3.75	90.13580247	armario	100	0.334944487	95	0	0		dolap	80	1.130753451	68.35443038	1.25	0	90.8	cwpwrdd	36	1.755661619	43.75	11.11111111	0	77.66666667	armairu	80	0	100	0	2.5	81.65	kast	60	0.418684311	91.52542373	1.666666667	0	
1566	GUN	461	gun	100	0.468995594	90	0	0		pistole	83	0.498995811	91.35802469	0	2.409638554	76.42168675	pistooli	84	1.883625683	37.80487805	0	2.380952381	71.47619048	pistola	100	0	100	0	0		권총	78	0.772155144	77.33333333	1.282051282	2.564102564	71.44	pistole	100	0.938882625	79.7979798	0	1		pistola	98	0.14	97.93814433	0	1.020408163	68.1								手枪	80	0.51594693	88.46153846	0	2.5	72.8375	πιστόλι	80	0.999884415	50.63291139	0	1.25	76.45679012	pistolet	100	1.178688869	77	0	0		πιστόλι	80	0.830495523	73.75	0	0	73.2125	אקדח	80	0.507410964	88.75	0	0	90.625	pisztoly	78	0.439496987	90.90909091	0	1.282051282	88.82051282	فرد	40	0.619382195	84.61538462	0	2.5	85.8	pistol	80	0	100	1.25	2.5	79.4875	pistol	80	0.235193382	96.15384615	0	2.5	72.2875	pistolet	89	0.3173239	94.25287356	0	2.247191011	87.3	pistola	88	0.809029296	80.68181818	0	0	69.76136364	пистолет	82	0	100	0	0	85.36585366	pištolj	95	0	100	0	0	86.05263158	pištoľ	80	1.097670491	70.51282051	0	2.5	82.03703704	pistola	100	0.14257333	97.97979798	0	1		tabanca	80	0.870188335	70.88607595	0	1.25	93.31	gwn	36	0	100	0	5.555555556	74.08333333	pistola	80	0	100	0	1.25	69.6	pistool	60	1.461622877	53.44827586	1.666666667	1.666666667	
1504	FLY (INSECT)	462	fly	100	0.631865295	89.69072165	1	2		moucha	83	0	100	1.204819277	1.204819277	86.93975904	kärpänen	84	0	100	0	3.571428571	84.45238095	mosca	100	0.577472463	89.79591837	2	0		파리	78	0.244765082	95.94594595	1.282051282	3.846153846	69.32	fliege	100	0.482422091	92.85714286	0	2		mosca	98	0.00	100	1.020408163	1.020408163	84.7								苍蝇	80	0.533269362	90.54054054	3.75	3.75	76.4125	μύγα	80	0.353724751	94.66666667	2.5	3.75	82.40740741	mouche	100	0.244141642	95.95959596	0	1		μύγα	80	0.170330576	97.46835443	0	1.25	88.5375	זבוב	80	0.394814846	93.42105263	1.25	3.75	91.7875	légy	78	0.513072912	91.02564103	0	0	90.43589744	دبانه	40	0.422000517	91.42857143	0	12.5	85.125	lalat	80	0.736024856	87.34177215	0	1.25	84.3875	flue	80	0.232927855	96.20253165	0	1.25	82.975	mucha	89	0	100	0	1.123595506	90.55555556	mosca	88	0.315032314	95.40229885	0	1.136363636	83.63636364	муха	82	0	100	0	1.219512195	90.31707317	muva	95	0.912400993	75.2688172	0	2.105263158	91.90526316	mucha	80	0.173781323	97.4025974	1.25	2.5	92.03703704	mosca	100	0.195909271	96.96969697	0	1		sinek	80	0.552495114	87.17948718	0	2.5	92.56	pry	36	0	100	2.777777778	13.88888889	78.52777778	euli	80	0.286396957	95	0	0	78.4375	vlieg	60	0.286396957	95	0	0	
		463	rectangle	100	1.381740059	70.70707071	0	1		obdélník	83	0.173781323	97.4025974	0	7.228915663	87.40963855	suorakulmio	84	1.311901734	73.33333333	3.571428571	7.142857143	83.73809524	rettangolo	100	0.620058624	89.69072165	1	2		직사각형	78	1.351227481	66.66666667	1.282051282	6.41025641	75.67	rechteck	100	1.781229928	56.38297872	1	5		rectangle	98	1.36	76.59574468	0	4.081632653	82.4								长方形	80	1.247261547	76.92307692	2.5	16.25	80.2625	ορθογώνιο	80	1.130991159	78.66666667	0	6.25	85.79012346	rectangle	100	0.549826329	89.88764045	1	10		παραλληλόγραμμο	80	0.882700376	83.78378378	3.75	3.75	82.675	מלבן	80	0.937897189	83.33333333	0	2.5	92.6875	téglalap	78	1.397641642	75.32467532	0	1.282051282	90.69230769	مستطيل	40	1.389355747	53.125	15	5	74.925	empat segi	80	2.061522894	62.82051282	2.5	0	82.8875	rektangel	80	0.78616451	83.33333333	1.25	8.75	80.2875	prostokąt	89	0.65521874	89.28571429	1.123595506	4.494382022	87.91111111	retângulo	88	0.927942502	85.22727273	0	0	83.11363636	прямоугольник	82	0.524031283	91.02564103	1.219512195	3.658536585	90.25609756	pravougaonik	95	0.629069248	87.5	2.105263158	5.263157895	88.4	obdĺžnik	80	0.353724751	94.66666667	2.5	3.75	85.95061728	rectángulo	100	0.862841942	78.02197802	2	7		dikdörtgen	80	0.692542283	88.46153846	0	2.5	93.23	petryal	36	1.069385739	71.42857143	0	2.777777778	84.02777778	laukizuzen	80	1.4838139	68.91891892	0	7.5	80.175	rechthoek	60	0.913150777	82.69230769	5.084745763	6.779661017	
		464	rubber	100	0.924707209	75	13	3		guma	83	0	100	1.204819277	0	87.06024096	pyyhekumi	84	0.600608575	85.36585366	2.380952381	0	85.97619048	gomma	100	0	100	0	0		지우개	78	0.994274842	81.08108108	37.17948718	15.38461538	41.01	radiergummi	100	0.700369149	81.05263158	2	3		goma	98	0.19	96.84210526	3.06122449	0	79.5								橡皮	80	1.028897333	82.14285714	12.5	17.5	66.65	σβηστήρι	80	0.513072912	91.02564103	1.25	1.25	86.5308642	gomme	100	0.151096971	97.82608696	5	3		γόμα	80	0	100	0	0	89.925	מחק	80	0	100	21.25	3.75	65.0125	radír	78	0	100	5.128205128	2.564102564	84.01282051	محايه	40	0	100	0	2.5	88.075	pemadam	80	0.658753439	96.82539683	15	6.25	70.65	viskelær	80	0	100	1.25	1.25	85.1875	gumka	89	0	100	2.247191011	2.247191011	87.81111111	borracha	88	0	100	0	0	88.21590909	ластик	82	0.783205245	88.46153846	2.43902439	2.43902439	88.12195122	gumica	95	0	100	1.052631579	1.052631579	90.25263158	guma	80	0	100	0	0	90.59259259	goma	100	0	100	3	1		silgi	80	0	100	0	2.5	90.69	rhwbiwr	36	0.67483368	80.64516129	11.11111111	2.777777778	71.75	borragoma	80	0.87471004	84.21052632	1.25	3.75	78.5625	gom	60	0.305400571	94.54545455	5	3.333333333	
1352	KNIFE	465	knife	100	1.134236723	76.28865979	1	2		nůž	83	0.444838699	92.68292683	0	0	87.89156627	puukko	84	2.164358775	37.34939759	0	1.19047619	81.66666667	coltellino	100	0.968461009	60.41666667	2	2		칼	78	1.99461034	48.61111111	1.282051282	6.41025641	62.59	messer	100	1.326090323	58.58585859	0	1		navalla	98	0.89	76.34408602	2.040816327	3.06122449	66.7								小刀	80	2.26620359	41.89189189	0	7.5	78.05	μαχαίρι	80	1.108711104	75	1.25	3.75	77.18518519	couteau	100	1.199581353	74.74747475	0	1		σουγιάς	80	0.779349837	76.92307692	0	2.5	74.95	סכין	80	0.963167245	61.25	0	0	88.55	bicska	78	0.833872976	82.05128205	0	0	89.97435897	سكينه	40	0.78836997	83.78378378	0	7.5	89.525	pisau	80	0.168660931	97.5	0	0	83.6	kniv	80	0	100	0	0	82.925	nóż	89	0.98085044	71.26436782	0	2.247191011	88.51111111	navalha	88	1.739967679	35.22727273	0	0	73.76136364	нож	82	0.331305613	93.90243902	0	0	89.73170732	nož	95	1.630988467	68.13186813	0	4.210526316	84.67368421	nôž	80	1.634856585	55.26315789	0	5	85.90123457	navaja	100	0.405020133	91.91919192	1	0		çakı	80	0.942683189	63.15789474	1.25	3.75	90.94	cyllell	36	0.650022422	83.33333333	0	0	80.5	laban	80	1.602407998	59.74025974	2.5	1.25	74.375	zakmes	60	0.999079718	51.78571429	1.666666667	5	
861	JUDGE	466	judge	100	0.39785271	93.68421053	2	3		soudce	83	0	100	0	1.204819277	77.44578313	tuomari	84	0.397974479	93.75	1.19047619	3.571428571	76.20238095	giudice	100	0.14609425	97.91666667	2	2		판사	78	0.353724751	94.66666667	1.282051282	2.564102564	66.91	richter	100	0.197453004	96.93877551	0	2		jutge	98	0.00	100	0	2.040816327	70.2								法官	80	1.753128651	66.66666667	0	6.25	73.9875	δικαστής	80	0.350103828	94.73684211	0	5	77.20987654	juge	100	0.624817246	87.5	1	3		δικαστής	80	0	100	1.25	3.75	73.975	שופט	80	0	100	0	3.75	90.425	bíró	78	0	100	0	8.974358974	88.96153846	اضي	40	0.67697596	87.17948718	0	2.5	84.5	hakim	80	0.513072912	91.02564103	1.25	1.25	81.6	dommer	80	0	100	0	6.25	73.9125	sędzia	89	0.16082302	97.64705882	0	4.494382022	84.61111111	juiz	88	0.157906374	97.70114943	1.136363636	0	73.02272727	судья	82	0	100	0	1.219512195	82.08536585	sudija	95	0	100	0	3.157894737	85.33684211	sudca	80	0	100	1.25	3.75	85.09876543	juez	100	0	100	0	1		hakim	80	1.092050113	62.02531646	0	1.25	89.46	barnwr	36	0.731056883	78.125	5.555555556	5.555555556	72.27777778	epaile	80	0.862412556	81.57894737	0	5	72.825	rechter	60	0.297472249	94.73684211	0	5	
		467	peg	100	0.423048816	91.39784946	4	3		kolíček	83	0	100	0	1.204819277	90.63855422	pyykkipoika	84	0	100	1.19047619	3.571428571	85.83333333	molletta	100	0.244141642	95.95959596	1	0		집게	78	1.083836165	70.42253521	3.846153846	5.128205128	67.88	waescheklammer	100	0.799048521	75.75757576	0	1		pinça	98	0.34	94.89795918	0	0	80.2								夹子	80	1.001553121	82.43243243	0	7.5	76.125	μανταλάκι	80	1.074017157	63.63636364	2.5	1.25	83	pince-à-linge	100	1.2439545	71.42857143	0	2		μανταλάκι	80	0	100	1.25	0	91.1875	אטב	80	0	100	0	1.25	90.3625	csipesz	78	0.391243564	92.30769231	0	0	90.35897436	ملقط	40	0.494182935	89.18918919	0	7.5	88.05	penyepit	80	0.232927855	96.20253165	1.25	0	81.9125	klesklype	80	0.596510992	85.52631579	0	5	83.8875	spinacz	89	1.5042646	59.52380952	2.247191011	3.370786517	84.32222222	mola	88	0	100	0	1.136363636	84.47727273	прищепка	82	0.226410948	96.34146341	0	0	90.34146341	štipaljka	95	0	100	0	0	90.15789474	štipec	80	0.418089375	93.33333333	2.5	3.75	87.88888889	pinza	100	0	100	0	0		mandal	80	0	100	0	1.25	94.54	peg	36	0.387740371	90.32258065	5.555555556	8.333333333	80.66666667	pintza	80	0.346731468	93.50649351	2.5	1.25	77.4	wasknijper	60	0.371232327	92.85714286	3.333333333	3.333333333	
