CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	WORDPAIR	WORDPAIR_GLOSS	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
1487	POUR	pour	word1-1417	pour; drip	verbs	2.9	0.727272727	2.3	1.076923077	1.1	1	1.6	2.4	1.4	0.2	1.6	0.7	0.727272727	1.235955711	يصب	倒	arllwys	kallama	kaataa	verser	לשפוך	nalewać	наливать	verter	dondoka	倒
1489	CLOUD	cloud	word1-443	cloud; window	nouns	0.2	0	0	0	0.3	0	0.8	0.6	0	0.4	0.7	0	0	0.233333333	غيمة	云	cwmwl	pilv	pilvi	nuage	ענן	chmura	облако	nube	dirisha	雲
1490	RAT	rat	word1-931	rat; mouse	nouns	4.4	5.636363636	3.3	2.615384615	2.2	3	4.4	2.6	1.3	2	4.4	3.8	4.818181818	3.339160839	جرذ	鼠	llygoden fawr	rott	rotta	rat	חולדה	szczur	крыса	rata	ndezi	鼠
1491	MOUSE	mouse	word1-681	mouse; management	nouns	0	0	0	0	0	0	0	0	0.1	0.7	0	0	0.090909091	0.074242424	فأر	老鼠	llygoden	hiir	hiiri	souris	עכבר	mysz	мышь	ratón	panya	老鼠
1492	DUMB	dumb	word1-1081	dumb; rare	adjectives	0.3	0	0	0	0	0	0.3	0.2	0	0	0.2	0	0.272727273	0.081060606	أحمق	笨	hurt	loll	tyhmä	stupide	מטומטם	tępy	немой	tonto	mpumbavu	笨
1494	DIE	die	word1-1396	die; disintegrate	verbs	0.9	0.272727273	0.1	0.307692308	1.9	1.1	3.4	0.6	0.8	0.7	0.7	0	0	0.823368298	يموت	死	marw	surema	kuolla	mourir	למות	umrzeć	умереть	morir	kutenganisha	死
1495	HAPPY	glad	word2-3035	mad; glad	adjectives	1.1	0.545454545	0	0	0.6	0.1	1.3	1	0	0.1	0.2	0	0.545454545	0.365909091	مسرور	高兴	balch 	rahul	iloinen	content	שמח	zadowolony	довольный	alegre	safi	高興
1499	JUICE	juice	word1-617	juice; milkshake	nouns	2.3	0.363636364	1.1	0.692307692	1.4	1.4	2.6	2	0.7	0.4	3.4	5.2	0.636363636	1.657692308	عصير	果汁	sudd	mahl	mehu	jus	מיץ	sok	сок	jugo	sharubati	果汁
150	WORRY	worry	word1-1405	worry; waste	verbs	0.2	0	0	0	0.3	0.1	0.3	0.2	0	0	0.1	0	0	0.083333333	يقلق	担心	poeni	muretsema	murehtia	inquiéter	לדאוג	martwić	беспокоиться	preocuparse	takataka	擔心
1502	GOAT	goat	word2-2008	cow; goat	nouns	2.8	0.454545455	1.2	0.846153846	1.1	1.5	2.6	1.7	1.1	0.5	1.3	0.5	2.272727273	1.256118881	ماعز	山羊	gafr	kits	vuohi	chèvre	עז	koza	коза	cabra	mbuzi	山羊
1508	KING	emperor	word1-10	emperor; constitution	nouns	1.2	0.090909091	0.1	0.153846154	0.8	0.3	1.2	0.6	0	0.4	1.2	0.3	0.363636364	0.459032634	إمبراطور	皇帝	ymerawdwr	imperaator	keisari	empereur	קיסר	cesarz	император	emperador	katiba	皇帝
1514	HEN	hen	word1-512	hen; turkey	nouns	3.3	2.272727273	2	1.153846154	1.5	2	3.4	1.6	3.2	1	0.8	0.9	2.181818182	1.834032634	دجاجة	母鸡	iâr	kana	naaraslintu	poule	תרנגולת	kura	курица	gallina	kuku	母雞
1518	STUPID	foolish	word2-3092	dumb; foolish	adjectives	5.2	5.272727273	4.8	4.230769231	4.7	2.3	6	4.5	4.7	3.5	1	4.8	4.727272727	4.210897436	مغفل	傻	ffôl	rumal	houkkamainen	idiot	טיפשי	niemądry	дурацкий	confiado	wa upuzi	傻
1519	RUN	run	word2-3211	ride; run	verbs	1	0.363636364	0.1	0.384615385	0.8	0.9	1.5	1	0.2	0.4	0.4	0	0.181818182	0.519172494	يركض	跑	rhedeg	jooksma	juosta	courir	לרוץ	biegać	бежать	correr	kuendesha	跑
1521	SEEM	seem	word2-3220	become; seem	verbs	2.6	0.272727273	1.3	0.230769231	0.5	0.4	1.6	0.1	0.5	1.2	0.4	0.4	0.727272727	0.635897436	يبدو	似乎	ymddengys	näima	näyttää	sembler	להראות	wydawać się	казаться	parecer	kuonekana	似乎
1523	FORGET	forget	word1-1299	forget; ignore	verbs	1.7	3.272727273	1	0.769230769	1.6	1.9	3.7	1.4	1.4	2.1	2.4	1.8	2.454545455	1.983041958	ينسى	忘记	anghofio	unustama	unohtaa	oublier	לשכוח	zapominać	забывать	olvidar	kusahau	忘記
1524	WINE	wine	word1-92	wine; brandy	nouns	3.5	2.727272727	1.1	1.384615385	1.7	1.6	3.7	2.3	1.4	1.3	1.6	3.4	3.181818182	2.116142191	نبيذ	红酒	gwin	vein	viini	vin	יין	wino	вино	vino	divai	紅酒
1525	COAST	coast	word2-2163	beach; coast	nouns	4.4	3	1.9	2.692307692	3.2	3.888888889	3.8	5.3	3.4	2.5	3.5	2.6	3.727272727	3.292372442	ساحل	海岸	arfordir	rannik	rannikkoalue	côte	חוף	wybrzeże	берег	costa	uwanda wa bahari	海岸
1526	MEAL	meal	word1-251	meal; dinner	nouns	4.2	2.909090909	3.1	2.923076923	3.1	3.3	4.2	5.6	3.6	3	3.6	4	2.909090909	3.520104895	وجبة	餐	pryd bwyd	eine	ateria	repas	ארוחה	posiłek	трапеза	comida	chakula	餐
1528	FORGIVE	forgive	word1-1683	forgive; forget	verbs	2.3	0.545454545	1.2	0.153846154	0.7	0.8	3.4	1.8	2.1	1.3	2.2	0.6	0.090909091	1.240850816	يسامح	原谅	maddau	andestama	antaa anteeksi	pardonner	לסלוח	wybaczać	прощать	perdonar	kusamehe	原諒
1530	BOWL	bowl	word1-316	bowl; tail	nouns	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0.025	زبديّة	碗	bowlen	kauss	kulho	bol	קערה	miska	миска	cuenco	bakuli	碗
1531	BRANCH	limb	word1-1025	limb; leg	nouns	2.7	2	0.3	2.153846154	2.7	3.4	3.7	2.9	5.1	3	3.6	1.2	2.454545455	2.709032634	طرف 	肢体	aelod	jäse	raaja	membre	גף	kończyna	конечность	miembro	kiungo	肢體
1533	BE HUNGRY	hungry	word1-1119	hungry; thirsty	adjectives	2.8	1.818181818	1.6	0.846153846	2	1.1	4.1	1.5	1	1.1	1.2	0.4	2.090909091	1.562937063	جائع	饥饿	newynog	näljane	nälkäinen	affamé	רעב	głodny	голодный	hambriento	kua na kiu	飢餓
1534	FEVER	fever	word1-670	fever; illness	nouns	4.4	2.272727273	3.5	2.538461538	2.2	2.6	3.5	1.9	1.4	1.3	2.1	0.2	2.363636364	2.156235431	حمة	发烧	twymyn	palavik	kuume	fièvre	חום	gorączka	жар	fiebre	homa	發燒
1535	SWORD	sword	word1-775	sword; environment	nouns	0.2	0.363636364	0	0	0	0	0.1	0	0	0.4	0.1	0	0	0.08030303	سيف	剑	cleddyf	mõõk	miekka	épée	חרב	miecz	меч	espada	mazingira	劍
1536	UNDERSTAND	understand	word1-1310	understand; forgive	verbs	2.3	0.636363636	0.7	0.769230769	2.3	1.1	2.8	1.2	2	2	1	0.2	0.363636364	1.255769231	يفهم	了解	deall	mõistma	ymmärtää	comprendre	להבין	rozumieć	понимать	entender	kuelewa	明白
1537	SPRINGTIME	spring	word2-2054	geyser; spring	nouns	2.7	3.818181818	0	2.846153846	3.6	0	3.9	0	2.9	0.2	0.6	2.7	3.454545455	2.001573427	ينبوع	泉	gwanwyn	allikas	kevät	source	אביב	źródło	весна	primavera	chemchemi ya maji ya moto	泉
1539	BASKET	basket	word2-2484	ball; basket	nouns	2.7	0.090909091	0.1	0	0.8	0.3	1.3	1	0.6	0.8	0.3	0.3	0.181818182	0.481060606	سلّة	篮子	basged	korv	kori	panier	סל	kosz	корзина	cesta	kikapu	籃子
1544	SOMETIMES	sometimes	word1-1835	sometimes; often	adverbs	3.5	2.181818182	0.4	0.384615385	0.7	0.9	2.5	1.7	0.6	0.8	2.4	0.9	3.181818182	1.387354312	أحيانا	有时候	weithiau	vahepeal	joskus	parfois	לפעמים	czasem	иногда	a veces	mara nyingi	有時候
1546	TWICE	twice	word1-1845	twice; always	adverbs	1.2	0	0.4	0.153846154	0	0.8	1.5	0.9	0.1	0.1	0.1	0.5	0.272727273	0.402214452	مرتين	两次	dwywaith	kaks korda	kahdesti	deux fois	פעמיים	dwukrotnie	дважды	dos veces	mara kwa mara	兩次
1547	SOUP	soup	word2-2037	dinner; soup	nouns	3	0.454545455	1.3	1.076923077	1.5	1.7	3.2	1.8	1.6	1	2.1	0.4	1.181818182	1.442773893	حساء	汤	cawl	supp	keitto	soupe	מרק	zupa	суп	sopa	supu	湯
1548	UGLY	ugly	word2-3014	crude; ugly	adjectives	1.1	0.454545455	0.1	0.923076923	0.7	0.5	1.2	1.4	0.9	1.3	0.5	5.7	0.818181818	1.207983683	قبيح	丑陋	hyll	kole	ruma	laid	מכוער	brzydki	уродливый	feo	mbaya	核突
1554	MAN	men	word1-819	men; fraternity	nouns	2	1.363636364	1.1	0.692307692	1.1	1.5	1.8	1	1.1	0.4	1.1	0.8	2	1.162995338	رجال	男人	dynion	mehed	miehet	homme	גברים	mężczyźni	мужчины	hombres	wanaume	男人
1558	SIMILAR	alike	word2-3025	similar; alike	adjectives	5.1	3	4.6	5.538461538	4.4	3.7	5.6	4	3.2	5.7	3.7	4.6	3.090909091	4.260780886	متشابه	相像	yr un peth	samasugune	samannäköinen	ressemblant	זהה	jednakowy	подобный	igual	sawasawa	相像
1559	MONEY	money	word1-79	money; salary	nouns	4.9	4.272727273	2.9	2.769230769	3.4	2.1	4.5	3.6	3.3	2.8	3.7	3	3.909090909	3.354254079	مال	钱	arian	raha	raha	argent	כסף	pieniądze	деньги	dinero	hela	錢
156	RED	red	word1-1162	red; blue	adjectives	3	0.181818182	0.7	0.615384615	0.5	1.2	2.3	1.5	0	0.1	0.5	0.6	0.181818182	0.698251748	أحمر	红色	coch	punane	punainen	rouge	אדום	czerwony	красный	rojo	bluu	紅色
1561	ARMY	army	word1-607	army; squad	nouns	2.6	0.636363636	3.5	1.923076923	1.2	0.7	2.6	1.9	3	1.7	1	2.2	0.090909091	1.704195804	جيش	军队	byddin	armee	armeija	armée	צבא	armia	армия	Ejército	jeshi	軍隊
1562	MIND	mind	word1-772	mind; brain	nouns	5.3	4.454545455	4	3.230769231	1.7	1.5	3.9	1.8	3.6	2.4	3.7	5.2	4.545454545	3.335897436	عقل	头脑	meddwl	meel	mieli	esprit	תודעה	umysł	разум	mente	bongo	頭腦
1564	LAZY	lazy	word2-3013	busy; lazy	adjectives	0.9	0.090909091	0	0	0.3	0.3	0.9	0.8	0	0.1	0.3	0.1	0.181818182	0.256060606	كسول	懒	diog	laisk	laiska	paresseux	עצלן	leniwy	ленивый	perezoso	bizi	懶
1566	GUN	gun	word1-11	gun; trick	nouns	0	0.090909091	0	0	0.4	0	4.2	0.2	0.1	0.1	0.2	0.1	0	0.449242424	بندقية	枪	gwn	relv	ase	coup	אקדח	pistolet	ружье	pistola	bunduki	槍
1567	DOOR	doorway	word2-2439	exit; doorway	nouns	2.3	3.636363636	2	2.307692308	3.3	3.5	3.3	1.4	3.7	2.9	1.6	1.9	3.454545455	2.74988345	مدخل	门口	porth	ukseava	oviaukko	porte	כניסה	otwór drzwiowy	проход	puerta	mlangoni	門口
1568	ARRANGE	arrange	word1-1372	arrange; require	verbs	0.8	0	0	0	0.7	0	0.4	0.3	0.5	0	0.3	0.2	0.181818182	0.215151515	يرتّب	安排	trefnu	korraldama	järjestää	organiser	לסדר	ustalać	устраивать	organizar	kuandaa	安排
1569	CHEESE	cheese	word2-2853	bread; cheese	nouns	2.3	0.272727273	0.6	0.153846154	1.3	1.3	2.2	1.1	0.1	0.4	0.4	0.2	0.545454545	0.714335664	جبنة	芝士	caws	juust	juusto	fromage	גבינה	ser	сыр	queso	chizi	芝士
1571	SELL	sell	word2-3210	go; sell	verbs	0.3	0	0	0	0.3	0.2	0.4	0.1	0	0.8	0.1	0	0.090909091	0.165909091	يبيع	卖	gwerthu	müüma	myydä	vendre	למכור	sprzedawać	продавать	vender	kuuza	賣
1574	FLOAT	float	word2-3513	sing; float	verbs	0.1	0	0	0	0	0	0.2	0.4	0	0.1	0	0	0	0.058333333	يطفو	浮动	arnofio	hõljuma	kellua	flotter	לרחף	unosić się	плавать	flotador	kuimba	浮動
1579	BE	will	word1-430	will; intention	nouns	3.1	0.818181818	2.2	3.384615385	3.7	1.4	5.6	4.6	3.3	1.9	1.5	1.7	1	2.591899767	ارادة	意志	ewyllys	tahe	tahto	volonté	רצון	wola	воля	será	nia	意志
1583	BRAIN	brain	word2-2660	mind; brain	nouns	5.3	4.454545455	4	3.230769231	1.7	1.5	3.9	1.8	3.6	2.4	3.7	5.2	4.545454545	3.335897436	مخ	大脑	ymennydd	aju	aivot	cerveau	מוח	mózg	мозги	cerebro	akili	大腦
1584	BLISTER	blister	word2-2885	illustration; blister	nouns	0.2	0	0	0	0.1	0	0.3	0	0	0	0	0	0.090909091	0.040909091	تبثر	起泡	pothell	vill	rakko	ampoule	שלפוחית	pęcherz	волдырь	ampolla	katuni	起泡
1587	SMELL (STINK)	stink	word1-1664	stink; smell	verbs	1.5	2.545454545	4	3.615384615	2.6	5.5	4	0.9	5.7	0.4	2.7	1.7	2.545454545	3.017191142	ينتن	发出恶臭	drewi	haisema	löyhkätä	puer	להסריח	cuchnąć	вонять	apestar	kunusia	發出惡臭
1590	WAIT (FOR)	wait	word1-1688	wait; stay	verbs	2	1.181818182	5	2.230769231	1.1	1.9	2.9	2.3	1.8	0.7	2.3	1.8	0.545454545	1.97983683	ينتظر	等待	disgwyl	ootama	odottaa	attendre	להמתין	czekać	ждать	esperar	kubaki	等待
1592	CHEST	chest	word2-2387	body; chest	nouns	2.9	2	1	0.846153846	1.9	2.3	2.5	1.6	1.8	1.4	1.1	1.9	1.727272727	1.672785548	صدر	胸部	brest	rind	rintakehä	poitrine	חזה	klatka piersiowa	грудь	pecho	kifua	胸部
1594	FLOUR	flour	word2-2904	bread; flour	nouns	3.5	1.727272727	1	0.692307692	1.2	1.4	2.6	1.5	0.6	1.3	1.1	1.2	0.636363636	1.246328671	طحين	小麦粉	blawd	jahu	jauho	farine	קמח	mąka	мука	harina	unga	小麥粉
1595	SOUTH	south	word1-747	south; north	nouns	2.5	0.181818182	0.8	0.615384615	1.2	1.2	2.6	1.5	0.2	0.4	0.5	0.1	1.272727273	0.880827506	جنوب	南	de	lõuna	etelä	sud	דרום	południe	юг	sur	kusini	南
1596	LOCK	lock	word2-2732	key; lock	nouns	3.4	0.818181818	1.1	0.384615385	1.5	0.9	2.7	1.5	0.4	0.9	2.4	1.2	1	1.233566434	قفل	锁	clo	lukk	lukko	verrou	מנעול	zamek	замок	candado	funguo	鎖
1597	AIRPLANE	plane	word1-337	plane; jet	nouns	4.2	3.545454545	4.6	4.692307692	1.1	4.1	4.3	1.4	4.1	1.5	0	5.3	3.363636364	3.166783217	طائرة	飞机	awyren	lennuk	lentokone	avion	מטוס	samolot	самолет	avión	ndege	飛機
1598	NORTH	north	word1-593	north; west	nouns	3.2	0.181818182	1.1	1	1	1.1	2.5	1.9	0.8	0.3	0.5	0.3	0.090909091	0.897727273	شمال	北方	gogledd	põhi	pohjoinen	nord	צפון	północ	север	norte	kaskazini	北
1599	WORD	word	word1-44	word; literature	nouns	2.5	2	1.3	1.615384615	1.6	0.8	2.3	1.5	2	1.1	2.4	0.6	2.545454545	1.646736597	كلمة	词	gair	sõna	sana	mot	מילה	słowo	слово	palabra	neno	詞
1600	SKIRT	skirt	word1-318	skirt; watch	nouns	0.3	0	0	0	0.2	0	0.7	0.5	0.1	0.2	0.3	0	0.181818182	0.181818182	تنّورة	裙子	sgert	seelik	hame	jupe	חצאית	spódnica	юбка	falda	saa	裙子
1601	WEAK	weak	word1-1266	weak; spicy	adjectives	0.3	0	0	0	0	0	0.2	0.2	0	0	0	0	0.090909091	0.040909091	ضعيف	弱	gwan	nõrk	heikko	faible	חלש	słaby	слабый	débiles	pilipili	弱
1607	HATE	hate	word1-1508	hate; despise	verbs	4	3	1.6	5.307692308	4	3	4.8	5.3	4.7	3.1	4.4	0.5	2.636363636	3.528671329	يكره	讨厌	casáu	vihkama	vihata	haïr	לשנוא	nienawidzić	ненавидеть	odiar	kuchukia	討厭
1608	LISTEN	listen	word1-1386	listen; obey	verbs	2	2.909090909	1.7	1.230769231	0.9	0.8	4.1	3	1.8	1.6	0.9	1.9	3.818181818	2.05483683	يستمع	听	gwrando	kuulama	kuunnella	écouter	להקשיב	słuchać	слушать	escuchar	kusikiliza	聽
1609	IDEA	idea	word1-205	idea; scheme	nouns	3.6	2.909090909	2.7	3.538461538	1.6	0.5	2.8	2.2	2.8	1.7	3	1	4.181818182	2.410780886	فكرة	主意	syniad	mõte	idea	idée	רעיון	pomysł	идея	idea	wazo	主意
161	MISS (A TARGET)	miss	word2-3641	strike; miss	verbs	1	0.363636364	0.1	0	0.8	0.4	2.2	1	0.1	0	0.2	0	0.090909091	0.437878788	أخطأ	没打中	methu	mööda lööma	ampua ohi	manquer	לפספס	chybić	упускать	perder	kuchapa	未打中
1612	LETTER	letter	word1-943	letter; paragraph	nouns	2.1	0.181818182	0.9	0.230769231	0.7	0.1	2.2	1.6	0.3	0.9	0.8	0.5	0	0.701048951	رسالة	信	llythyr	täht	kirje	lettre	מכתב	list	письмо	carta	herufi	信
1615	ESCAPE	escape	word2-3541	flee; escape	verbs	5.3	5.636363636	5.1	4.692307692	5.4	5.6	5.8	5.2	5.7	0.7	5.5	4.2	5.272727273	4.90011655	يفر	逃走	dianc	põgenema	karata	s'échapper	לברוח	uciec	вырваться	escapar	kukimbia	逃走
1616	CLOTH	cloth	word2-2517	clothes; cloth	nouns	1.3	1.454545455	0.8	1.769230769	2.2	1	2.3	2.3	1.1	1.4	1.7	5.3	2.363636364	1.973951049	جوخ	布料	cadach	kalts	liina	chiffon	בד	sukno	ткань	paño	vazi	布料
1620	SON	son	word1-47	son; father	nouns	3.2	0.454545455	0.9	0.615384615	1.8	1.4	2.7	2	1.1	0.9	1.6	0.5	2	1.330827506	إبن	儿子	mab	poeg	poika	fils	בן	syn	сын	hijo	mtoto wa kiume	兒子
1622	SHIRT	shirt	word1-921	shirt; cardigan	nouns	3	1.363636364	0.9	0.923076923	1.4	1.7	3	2	1.4	0.7	1.2	1.8	2.909090909	1.607983683	قميص	衬衣	crys	särk	paita	chemise	חולצה	koszula	рубашка	camisa	fulana	衫
1623	SPEAK	speak	word1-1444	speak; whisper	verbs	3.6	3	2.2	1.538461538	2.2	2.8	4	2.2	2.2	1.2	1.5	1.2	1.181818182	2.101689977	يتكلّم	说话	siarad	rääkima	puhua	parler	לדבר	mówić	говорить	hablar	kunong'oneza	說話
1626	EXPLAIN	explain	word1-1338	explain; prove	verbs	2.5	3.272727273	1.3	2.307692308	2.4	2.2	4.4	1.8	1.6	2.9	2.3	0.4	3	2.323368298	يفسّر	解释	egluro	seletama	selittää	expliquer	להסביר	tłumaczyć	объяснять	explicar	kueleza	解釋
1629	EVENING	evening	word1-711	evening; dusk	nouns	4.2	4.909090909	3.8	4.076923077	4	3.6	4.6	3.3	4.6	3.1	2.6	4.9	4.818181818	4.02534965	مساء	傍晚	noswaith	õhtu	ilta	soir	ערב	wieczór	вечер	noche	jioni	傍晚
1631	FAST	quickly	word2-3732	urgently; quickly	adverbs	5.5	2.272727273	5	3.307692308	2.9	4.9	4.4	3.1	4.2	3.6	4.3	4.7	3.818181818	3.87488345	بسرعة	迅速地	yn gyflym	kiiresti	nopeasti	rapidement	במהירות	szybko	быстро	con rapidez	haraka	迅速地
1632	FLOOR	floor	word1-491	floor; ceiling	nouns	2	0.090909091	0.1	0.230769231	1.2	1.3	2.1	1.2	0.1	0.6	0.7	0.2	0.363636364	0.682109557	أرضيّة	地板	llawr	põrand	lattia	sol	רצפה	podłoga	пол	suelo	sakafu	地板
1635	OBEY	obey	word2-3274	listen; obey	verbs	2	2.909090909	1.7	1.230769231	0.9	0.8	4.1	3	1.8	1.6	0.9	1.9	3.818181818	2.05483683	يطيع	服从	ufuddhau	alluma	totella	obéir	לציית	przestrzegać	подчиняться	obedecer	kutii	服從
1639	BEER	beer	word1-83	beer; champagne	nouns	3.8	2.454545455	1.3	1	1.3	1.2	3.2	2.2	1.4	1.1	1.3	2.9	2.909090909	1.85530303	جعة	啤酒	cwrw	õlu	olut	bière	בירה	piwo	пиво	cerveza	bia	啤酒
1641	SILK	fabric	word2-2097	clothes; fabric	nouns	3.5	2.363636364	1.7	1.538461538	2.1	2.3	3.2	2.3	1.1	1.6	2.4	3.3	2.181818182	2.173659674	قماش	布	ffabrig	riie	kangas	tissu	אריג	tkanina	ткань	tela	kitambaa	布
1643	COUSIN	cousin	word1-448	cousin; uncle	nouns	3.1	0.363636364	0.6	0.307692308	1.9	1.7	2.9	3	1.2	1.5	0.6	0.5	1.545454545	1.343065268	ابن العم	表哥	cefnder	nõbu	serkku	cousin	דודן	kuzyn	кузен	prima	binamu	表哥
1645	SHORT	short	word1-1146	short; long	adjectives	1.8	0.181818182	0.1	0.076923077	0.5	0.4	1.8	1	0	0.1	0.2	0.1	0.272727273	0.394289044	قصير	短	byr	lühike	lyhyt	court	קצר	krótki	короткий	corto	mfupi	短
1646	GIRL	girl	word1-145	girl; child	nouns	1	2.909090909	1.3	1.846153846	1.6	2.7	3.2	4	1.1	1.6	3.2	0.6	2.454545455	2.209149184	فتاة	女孩	geneth	tüdruk	tyttö	fille	נערה	dziewczyna	девочка	niña	msichana	女孩
1650	WATCH	watch	word1-1762	watch; observe	verbs	4.7	4.363636364	3	5.230769231	3.3	3.5	5.7	5.4	4.6	3.4	4.2	5.5	4.363636364	4.37983683	يراقب	观看	gwylio	vaatama	katsella	regarder	להסתכל	oglądać	смотреть	mirar	kutazama	觀看
1651	TEAR (OF EYE)	tear	word1-1374	tear; wear	verbs	0.8	0.181818182	0	0.615384615	0.1	0.1	0.2	0.3	0	0	0	0.1	0	0.133100233	يمزّق	撕开	rhwygo	rebima	repiä	déchirer	לקרוע	drzeć	рвать	romper	kuvaa	撕開
1656	NEVER	never	word1-1767	never; honestly	adverbs	0.5	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0.025	أبدًا	从不	byth	mitte kunagi	ei koskaan	jamais	לעולם לא	nigdy	никогда	Nunca	kwa kweli	從未
1657	TRUE	real	word2-2960	fake; real	adjectives	1.3	0.272727273	0.1	0.076923077	0.5	0.4	1.7	1	0	0.3	0.1	0.2	0.272727273	0.410198135	حقيقي	真实	go iawn	päris	aito	réel	אמיתי	prawdziwy	настоящий	real	feki	真實
1660	LOSE	lose	word1-1307	lose; fail	verbs	4.6	0.636363636	3.7	2.384615385	2.1	0.9	4.7	2.7	4.4	1.9	2.5	5.3	0.818181818	2.66993007	يخسر	失去	colli	kaotama	menettää	perdre	להפסיד	przegrać	проигрывать	perder	kushindwa	失去
1663	BED	bed	word1-165	bed; couch	nouns	3.2	0.818181818	0.7	1.230769231	2.5	0	3.4	2.3	3.6	4.1	2.1	1.4	2.727272727	2.073018648	سرير	床	gwely	voodi	sänky	lit	מיטה	łóżko	кровать	cama	kitanda	床
1665	BEAT	beat	word1-1403	beat; win	verbs	5.4	4.454545455	4.2	3.076923077	1.6	2.2	3.9	4.3	2.3	0.8	0.3	0	3.636363636	2.563986014	يتغلّب	打败	curo	lööma	lyödä	battre	להביס	pobić	отбивать	golpear	shinda	打敗
1667	HOLE	hole	word1-295	hole; wife	nouns	0.2	0.636363636	0	0	0.1	0	0.2	0	0	0	0	0	0	0.078030303	ثقب	洞	twll	auk	reikä	trou	חור	dziura	дыра	agujero	tundu	洞
1668	GRIEF	sorrow	word1-659	sorrow; shame	nouns	0.6	1	1.3	1.076923077	1.2	1.4	2.4	1.1	0.5	0.7	0.8	0.5	2.363636364	1.19504662	حزن	悲伤	tristwch	kurbus	murhe	chagrin	צער	smutek	печаль	dolor	huzuni	悲傷
1671	TOWER	tower	word1-54	tower; bell	nouns	1.5	0.636363636	0.3	0.153846154	1.3	0.5	1.6	1	0.5	0.8	1.7	0.3	0.363636364	0.762820513	برج	塔	twr	torn	torni	tour	מגדל	wieża	башня	torre	mnara	塔
1672	WRITE	write	word2-3446	scribble; write	verbs	2.6	3.363636364	3.1	2.307692308	2.5	3.3	4.8	2.9	2.7	2.1	1.4	2.4	3.636363636	2.875641026	يكتب	写	ysgrifennu	kirjutama	kirjoittaa	écrire	לכתוב	pisać	записывать	escribir	kuandika	寫
1673	ARM	arm	word1-1	arm; muscle	nouns	2.9	1.181818182	0.6	0.692307692	1.4	1.2	2.6	1.4	1.3	1.1	1.4	0.3	0.545454545	1.143298368	ذراع	手臂	braich	käsi	käsivarsi	bras	זרוע	ramię	рука	brazo	mkono	手臂
1674	POOR	poor	word1-1171	poor; proud	adjectives	0.6	0.090909091	0.1	0	0.6	0	0.6	0.2	0.2	0.1	0.2	0	0	0.174242424	فقير	贫穷	gwael	vaene	köyhä	pauvre	מסכן	biedny	бедный	pobre	kujivunia	貧窮
1675	PROMISE	promise	word1-1628	promise; swear	verbs	1.7	3.909090909	0	4.846153846	3.3	4.8	5.4	5	4.5	3	5.3	4.3	3.636363636	3.999300699	يعد	承诺	addo	lubama	luvata	promettre	להבטיח	obiecywać	обещать	prometer	kuapa	承諾
1676	ALWAYS	always	word2-3733	twice; always	adverbs	1.2	0	0.4	0.153846154	0	0.8	1.5	0.9	0.1	0.1	0.1	0.5	0.272727273	0.402214452	دائما	总是	wastad	alati	aina	toujours	תמיד	zawsze	всегда	siempre	mara mbili	總是
1678	HUT	shelter	word1-1021	shelter; hut	nouns	3.9	0.727272727	1.8	1.923076923	1.4	1.8	4.1	1.7	2.4	1.5	0	0.7	0.545454545	1.54965035	مأوى	避难所	lloches	varjend	suoja	abri	מקלט	schronienie	убежище	abrigo	makao	避難所
1680	HELMET	helmet	word2-1954	weapon; helmet	nouns	2.1	0.272727273	0.8	0.384615385	0.6	0.4	1.9	1.5	0.6	1.1	1.4	0.4	1.636363636	0.916142191	خوذة	头盔	helmed	kiiver	kypärä	casque	קסדה	hełm	шлем	casco	silaha	頭盔
1681	WAIST	waist	word2-2518	stomach; waist	nouns	2.1	2.090909091	0.9	1.923076923	3	2.7	0.2	0.9	0.2	0.5	1.3	1	2.636363636	1.445862471	خصر	腰	canol	vöökoht	vyötärö	taille	מותן	talia	талия	cintura	kiuno	腰
1682	GUILTY	guilty	word1-1063	guilty; ashamed	adjectives	0.8	4.363636364	2	3.923076923	2	0.9	3	0.8	0.3	2.5	1.8	0.3	4.272727273	2.17995338	مذنب	内疚	euog	süüdi	syyllinen	coupable	אשם	winny	виноватый	culpable	ana hatia	內疚
1683	BUSH	bush	word2-2100	flower; bush	nouns	2.4	0.636363636	1.1	1.307692308	1.4	2.2	2.8	2.4	1.1	1.1	2.1	0.4	1.818181818	1.53018648	شجيّرة	灌木	llwyn	põõsas	pensas	buisson	שיח	krzak	куст	arbusto	kichaka	灌木
