CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	LINE_IN_SOURCE
3411	OVER THERE	over there	2637
3416	EVERY (EACH)	each	2112
342	HAY	hay	1516
3426	SURNAME	surname	3209
3427	DIRECTION	direction	2199
3429	COMPARE	compare	2535
343	VINE	vine	1219
344	TREE TRUNK	tree trunk	1037
3446	PINK	pink	2749
3447	BEGIN OR START	start	939
345	SAP	sap	804
3452	MUCH	much	193
3455	COMMEND	praise	1026
3458	SILENCE	silence	1440
346	BANYAN	bough	5829
3460	BEACH	beach	1000
3463	RIVERBANK	river bank	7236
3466	DANGEROUS	dangerous	2592
3468	KINDNESS	kindness	3516
3469	LEVEL	level	1922
347	SORGHUM	sorghum	3754
3470	LIAR	liar	2100
3471	OBLIGATION (DUTY)	obligation	3703
3473	LONG (FOR SOMETHING)	long for	5420
3475	SUFFICE	suffice	6798
35	TAMARIND	tamarind	2910
351	TARO	taro	4386
3513	THREE HUNDRED	three hundred	6899
3515	FOUR HUNDRED	four hundred	4685
3516	FIVE HUNDRED	five hundred	4613
3519	EIGHT HUNDRED	eight hundred	6383
352	UNTIE	untie	718
3520	NINE HUNDRED	nine hundred	7114
353	STRIKE	strike	206
3533	ONE MILLION	million	3554
3534	BEG	beg	1465
354	POUND	pound	446
3545	WATERY	watery	5064
355	CUT DOWN	cut down	1596
3551	FETCH	fetch	1565
3552	GREET	greet	1802
3553	HELLO	hello	1628
3554	GOODBYE	farewell	3961
356	SHEARS	scissors	1064
357	HANG UP	hang up	1405
359	POTTER	potter	2574
3599	BILLION	billion	5998
36	PUBIC HAIR	pubic hair	1461
3608	WARRIOR	warrior	2996
361	PEG	peg	2425
3612	INDIGENOUS PEOPLES OF THE AMERICAS	Indian	4457
3614	PANT	pant	3599
3615	BLEED	bleed	1866
3616	FAINT (PASS OUT)	faint	1404
3617	STUMBLE	stumble	1637
362	STRING	string	535
3620	SLEEPY	sleepy	2412
3621	DISABLED PERSON	cripple	2007
3624	LEPROSY	leprosy	1921
3625	HEADACHE	headache	2649
3626	KNOW	know	105
3628	HONOR (SOMEBODY)	honor	1886
3629	HESITATE	hesitate	3341
363	DWELL (LIVE, RESIDE)	dwell	1098
3630	PLAN	plan	1924
3631	PRETEND	pretend	2784
3632	GENEROUS	generous	2173
3633	CURIOUS	curious	4676
3634	STUBBORN	stubborn	2815
3635	ADULT	adult	2286
3637	WEAVER	weaver	4796
3638	ASSEMBLE (GET TOGETHER)	assemble	1344
3639	AVOID	avoid	1358
3640	GOSSIP	gossip	1883
3642	COMPLAIN	complain	2306
3643	AGREE	agree	1589
3644	AGREEMENT	agreement	2287
3645	PERSUADE	persuade	2868
3646	PROVERB	proverb	2545
3647	TICKLE (SOMEBODY)	tickle	1763
3648	SERVE (SOMEONE)	serve	2120
3649	PUNISH	punish	2178
365	SPLASH	splash	1534
3653	COOKING POT	cooking vessel	1869
3654	TAKE OUT	take out	1770
3657	GRANARY	barn	4052
3658	BELLOWS	bellows	3949
3659	POLISH (SOMETHING)	polish	1759
366	LIMP	limp	1035
3664	INHERIT	inherit	3014
3665	TRAVEL	travel	1254
3666	WANDER	wander	2626
3667	LOST	lost	2055
367	RIDE	ride	1120
3670	PLUNDER	plunder	2492
3673	MOURNING	mourning	1953
3674	ANTELOPE	antelope	2038
3675	ZEBRA	zebra	2219
3676	SHREW	shrew	5874
3677	MONGOOSE	mongoose	5948
3679	GROWL	growl	2019
3680	RUMINATE	ruminate	7373
3681	PARTRIDGE	partridge	2865
3683	CACKLE	cackle	6732
3684	PECK	peck	2867
3685	HISS	hiss	5213
3687	DESERT	desert	1346
3688	MARSH	marsh	2405
3689	BUBBLE	bubble	2127
369	OWE	owe	1986
3690	FULL MOON	full moon	2158
3691	NEW MOON	new moon	2334
3695	MOVEMENT	movement	1908
3696	THROW AWAY	throw away	2153
3697	DIP	dip	1592
3698	SINGE	singe	2427
370	BARTER	barter	1703
3700	LENGTHEN	lengthen	2042
3701	HOLLOW	hollow	2241
3702	SLIPPERY	slippery	1714
3703	STICKY	sticky	2468
3704	ODOR (SMELL)	odor	3046
3705	SCATTER	scatter	1197
3709	BRILLIANT	brilliant	5079
371	PICK UP	pick up	743
3712	RAINCOAT	raincoat	5867
3713	PHARYNX	pharynx	8787
3714	LARYNX	larynx	3772
3716	OVARY	ovary	8422
3717	BADGER	badger	3165
3719	MARMOT	marmot	6521
372	POINTED	pointed	1595
3721	FINCH	finch	9478
3723	NIGHTINGALE	nightingale	3555
3724	STORK	stork	4037
3725	AVOCADO	avocado	5247
3727	CELERY	celery	4012
3729	LETTUCE	lettuce	4482
373	LONG AGO	long ago	2437
3730	APRICOT	apricot	3947
3732	POMEGRANATE	pomegranate	4973
3733	FERRY	ferry	4897
3734	CHIMPANZEE	chimp	6737
3739	MARTEN	marten	4770
374	ONE TIME	once	2044
3740	WHIRLWIND	whirlwind	2391
3743	BRASS	brass	2343
3744	INTERPRETER	interpreter	3969
3746	VASE	vase	5884
3747	SHAPE	shape	2511
375	SNIFF	sniff	370
3754	TRANSPARENT	transparent	4641
3758	WINDY	windy	6690
3759	FOGGY	foggy	5849
376	FRAGRANT	fragrant	1602
3762	SAFE	safe	2970
3763	PATERNAL UNCLE	paternal uncle	8111
377	LOUD	loud	1575
3777	CATFISH	catfish	4059
378	PINCH	pinch	685
3780	PET	pet	4561
379	BLUNT	blunt	397
38	SPREAD OUT	spread out	1168
380	WRINKLED	wrinkled	1370
381	BLAME	blame	1543
382	GOVERN	govern	1833
383	MASTER	master	956
384	FREEMAN	freeman	6389
385	RESPECT (SOMEBODY)	respect	1650
387	SLING	sling	2231
388	FISHNET	fishing net	7329
389	FISH TRAP	fish trap	2449
39	KEEN	keen	6303
391	BLESS	bless	1487
392	MAGIC	magic	997
394	SHAMAN (FOLK HEALER)	medicine man	3446
395	PILL	pill	3109
398	PIERCE	pierce	302
399	PLANTAIN	plantain	2638
4	COURTYARD	courtyard	1746
40	ENVY	envy	1287
402	SURPASS	surpass	1614
404	ALCOHOL (FERMENTED DRINK)	alcohol	2356
406	OLD MAN	old man	469
409	FORKED BRANCH	forked branch	3833
41	IGNORE	ignore	3744
410	YAM	yam	463
411	GOURD	calabash	1437
412	CARRY IN HAND	carry-in-hand	8513
413	CARRY ON SHOULDER	carry-on-shoulder	6276
417	THREE TIMES	three times	2581
418	FOR A LONG TIME	for a long time	8071
419	SEVERE	severe	4239
42	STINKING	stinking	1251
420	FOREST	jungle	2740
421	RETREAT	retreat	1935
423	GET LOST	get lost	2648
424	MARRIED MAN	married man	3044
425	BE LATE	be late	8036
426	MARRIED WOMAN	married woman	2743
427	YOUNGER SIBLING	younger sibling	8323
43	LEAD (GUIDE)	guide	2010
430	TWIST	twist	536
431	UPPER ARM	upper arm	1878
446	LOWER ARM	lower arm	3592
45	EVIL	wicked	2017
452	DRY SEASON	dry season	2065
453	RAINY SEASON	wet season	4644
456	GUINEA FOWL	guinea fowl	1508
457	BLIND PERSON	blind person	2776
459	SNAP (OF STICK)	snap	1808
46	HOLLOW OUT	hollow out	1642
467	CRAYFISH	crayfish	1498
470	POSSUM	possum	1860
472	PELICAN	pelican	3978
474	DRESS	dress	1006
476	CUP	cup	891
477	LATE	late	1237
478	LIP	lips	3306
479	GROW	grow	328
48	BE SILENT	shut up	5121
480	PLATE	plate	930
481	DISH	dish	1206
483	COMPOUND	compound	3656
484	CONDEMN	condemn	2538
485	DISAPPEAR	disappear	885
486	MINISTER	minister	2480
487	SHY	shy	974
489	KIDNEY	kidney	437
49	REFUSE	refuse	706
490	DESCENDANTS	descendant	3068
491	CENTER	centre	3655
492	THREE	three	39
493	FIVE	five	81
494	FLIRT	flirt	6956
495	REVENGE	revenge	2906
496	CUCUMBER	cucumber	1578
497	SCAR	scar	746
498	CALF OF LEG	calf of leg	2943
5	GAZELLE	gazelle	2925
500	CRUEL	cruel	3291
501	LIFT	lift	634
503	FROG	frog	245
504	LEARN	learn	503
505	PARENTS	parents	1559
506	MAIZE	maize	797
507	MELON	melon	2129
508	PERIOD	period	2176
509	CERTAIN	certainly	3004
51	SORE	sore	344
513	THIS YEAR	this year	2771
514	LAST YEAR	last year	2149
515	NEXT YEAR	next year	3229
518	SPARK	spark	1250
52	SHIVER	tremble	1139
522	WOLF	wolf	1066
525	BLOOD VESSEL	blood vessel	4597
526	HOWL	howl	1298
528	DREADFUL	fearful	5331
53	SPIRIT	spirit	608
530	FRECKLE	freckle	7773
531	HOW MUCH	how much	1804
533	GLUTTON	glutton	3964
539	NEST	nest	483
540	PALATE	palate	2311
541	POETRY	poetry	4230
543	SHUTTLE	shuttle	8811
544	SPICY	spicy	5963
547	SURFACE	surface	2640
549	COPULATE	copulate	1222
55	WHISPER	whisper	958
550	DILUTE	dilute	5567
552	GROW UP	grow up	1834
554	HINDER	hinder	1692
558	PASS BY	pass by	4028
56	BAD LUCK	misfortune	1846
568	RISE (MOVE UPWARDS)	rise	768
569	SPOIL (BECOME SPOILED)	rot	372
57	ATOP	upon	4043
570	STAND UP	stand up	693
571	STING	sting	1361
573	SWAY	sway	3891
575	TREAD	tread	4098
576	DANDRUFF	dandruff	1625
577	FOREFINGER	index finger	3380
578	KISS	kiss	642
579	BATTLE	battle	1147
58	LIQUID	liquid	1972
580	FUR	fur	655
581	COME BACK	come back	842
582	LEND	lend	906
583	KIND OR POLITE	polite	6048
584	DIFFICULT	difficult	954
585	BOOT	boot	1653
586	GARDEN	vegetable garden	7990
587	ANT	ant	333
588	BROKEN	broken	1285
589	CLOSED	closed	3367
59	ELECTRICITY	electricity	2066
590	NAKED	naked	792
592	PISS	piss	2931
593	POTATO	potato	740
594	PIECE	piece	973
596	POSTAGE STAMP	stamp	2605
597	PHYSICIAN	physician	1226
598	SHELL	shell	567
6	EARTHQUAKE	earthquake	962
60	OAT	oats	3136
600	STRANGE	odd	4426
602	HIDE (CONCEAL)	conceal	759
603	COAT	coat	1443
604	GLASS	glass	916
605	GRAIN	grain	971
606	GRASS	grass	151
607	GRASSHOPPER	grasshopper	757
608	GULF	gulf	3202
609	HAIL	hail	1179
610	PORT	port	2045
612	HEAT	hotness	6397
613	HIGH TIDE	flood	1094
614	HILL	hill	115
615	HORSE	horse	362
616	HOSPITAL	hospital	1612
617	ICE	ice	831
618	PRECIPICE	precipice	1604
619	ANIMAL	animal	292
620	INSECT	insect	1057
621	IRON	iron	478
622	ISLAND	island	513
623	LAGOON	lagoon	2781
624	LAKE	lake	250
625	LAMP	lamp	832
626	LAND	land	199
628	LEAF	leaf	64
629	LEATHER	leather	1209
63	RUMOUR	rumour	6142
631	LIVESTOCK	livestock	2031
632	LIZARD	lizard	495
633	MARKET	marketplace	3631
634	MEAT	meat	58
635	MILK	milk	288
636	MILL	mill	1732
637	MOSS	moss	1816
638	MOTORCYCLE	motorcycle	2747
639	MOUNTAIN	mountain	82
64	PIN	pin	1644
640	MUD	mud	361
641	MUSHROOM	fungus	2738
642	MUSIC	music	1528
644	OAK	oak	2103
645	OCEAN	ocean	334
646	ASH	ash	120
647	PAINT (PIGMENTS)	paint	766
648	PAPER	paper	729
649	PASTURE	pasture	1697
65	AMBUSH	ambush	2098
650	PETROLEUM	petroleum	2601
651	SEAL	seal	2071
652	PLAIN	plain	934
653	PLANT (VEGETATION)	plant	335
654	PLASTIC	plastic	4277
655	POISON	poison	616
657	PRICE	price	970
658	RAIN (PRECIPITATION)	rain	44
659	REED	reed	1213
66	KNEEL	kneel	777
660	REEF	reef	3182
661	RELIGION	religion	1319
662	BATTERY	battery	2828
663	BAY	bay	1939
664	RESIN	pitch	4086
665	BEE	honey-bee	9109
666	RIVER	river	217
667	ROAD	way	1065
668	ROCK	rock	59
67	EMBERS	embers	1148
670	ROOT	tuber	5128
671	SAND	sand	61
672	EARLY	early	1108
673	SCHOOL	school	908
674	MOUTH	mouth	24
675	FAECES (EXCREMENT)	faeces	4265
676	SHIT (DEFECATE)	shit	2467
677	AXE	hatchet	2128
678	BEARD	beard	309
679	BRIGHT	bright	862
68	TATTOO	tattoo	1839
680	BREAK (DESTROY OR GET DESTROYED)	break	280
681	DESTROY	demolish	3660
682	SIDE	side	518
683	PERSON	human being	127
684	OWN	own	1413
685	DECIDE	decide	1940
686	EASY	simple	2769
687	NOTHING	nothing	969
688	LUNG	lungs	825
689	BETWEEN	between	1372
69	SOBER	sober	5661
690	BOTTOM	bottom	914
691	SEASON	season	1071
692	BRING	bring	451
693	FROM	from	1648
694	GET	obtain	901
695	GO	going	8076
696	STIR	stir	715
698	WISE	wise	1282
699	SAD	unhappy	4042
7	GATHER	gather	485
70	BRACKISH	brackish	3867
700	CARRY	carry	403
701	SLOW	slow	534
702	CATCH	catch	474
703	SOON	soon	1138
704	CLEAN	cleanness	7179
705	GO UP (ASCEND)	mount	1510
706	DARK	dark	406
707	REMEMBER	remember	494
708	SHINE	shine	666
709	TEACH	teach	554
710	WHEEL	wheel	1146
711	TALL	tall	632
712	RICH	wealthy	3531
713	STEAL	stealing	9530
714	SEED	seed	187
715	SHOUT	yell	2303
716	GROAN	groan	964
717	SWEET	sweetness	3158
718	PAY	salary	3051
719	FIND	found	3914
72	CLAW	claw	320
720	GOOD LUCK	luck	1586
721	LOW	low	1175
722	ATTACK	attack	1378
723	PLACE (POSITION)	place	329
724	READ	read	702
725	OLD PERSON	old person	2000
726	WHILE	while	2372
727	WHICH	which	931
728	FIRST	first	580
729	DAWN	dawn	442
73	BEAK	beak	936
730	SNAKE	snake	50
732	YOUR (SINGULAR)	yours	2218
733	EARN	earn	2113
734	MAKE	make	366
735	OWL	owl	586
736	YARD	yard	1363
738	THING	thing	402
739	FEED	feed	1540
74	PUPPY	pup	3345
740	SHIP	ship	1010
741	DRIVE	drive	942
742	END (OF SPACE)	end	479
744	EGG	egg	37
745	SHELF	shelf	1554
746	SHOP	shop	1365
747	BICYCLE	bicycle	1563
749	ENTER	go in	904
75	DISGRACE	disgrace	2632
750	DROP	drop	311
751	SHRUB	shrub	2452
752	STORE	store	1118
753	PUPIL (STUDENT)	pupil	1211
754	HURRY	hasten	1663
755	DENY	deny	1028
756	DEPEND	depend	6010
757	BUTTON	button	1214
758	HERON	egret	3957
759	SILVER	silver	951
76	YOUNG MAN	young man	599
760	KNOT	knot	660
761	COVER	cover	456
762	OUTSIDE	outside	565
763	SKIN	skin	13
765	MOVE	move	752
766	MENSTRUATION	menstruation	3270
767	CORPSE	corpse	491
768	LUNCH	lunch	1657
769	ROOF	roof	395
77	YOUNG WOMAN	young woman	1202
770	EARRING	earring	1208
771	HAT	hat	624
772	BELT	belt	778
773	HAVE	have	809
774	CABBAGE	cabbage	1842
775	TRUMPET	trumpet	1711
777	FLUTE	flute	1221
778	SMOKE (EXHAUST)	smoke	29
779	PART	part	1036
78	THAT	that one	6801
780	OUR	ours	2522
782	DEFEAT	defeat	1591
783	VICTORY	victory	1864
784	SNOW	snow	865
785	STRONG	strong	414
787	SAIL	sail	1340
788	SOAP	soap	884
789	PEOPLE	nation	2333
79	WASTE	waste	1771
790	READY	ready	986
791	STRANGER	stranger	848
792	BOIL (OF LIQUID)	boiling	5999
794	PEN	pen	1180
795	TROUT	trout	5360
796	NIPPLE	teat	1436
797	TESTICLES	scrotum	2751
798	JAW	jawbone	7102
799	WRIST	wrist	882
8	CURSE	curse	1032
800	THIGH	thigh	225
801	RIB	ribs	5438
803	ANKLE	ankle	653
804	WOMB	womb	874
805	SPINE	spine	834
806	BLANKET	blanket	932
807	SKILLED	skilled	6795
809	TROUSERS	pants	1743
81	FATHOM	fathom	2186
810	LOCUST	locust	955
811	SOUL	soul	771
812	SLAVE	slave	670
813	DO	done	4358
815	GOVERNMENT	government	1769
816	HALF	half	788
817	THEY	they	164
818	WILLOW	willow	3646
819	STOMACH	stomach	273
82	ANGER	anger	605
820	LAMB	lamb	1199
821	POPLAR	poplar	5651
822	HOW MANY	how many	509
823	SORCERER	sorcerer	983
824	WITCH	witch	1291
825	AWAKE	awake	2376
827	ROLL	roll	993
828	RACCOON	raccoon	5043
829	RAFTER	rafter	1749
83	FORBID	forbid	1296
830	SOOT	soot	1490
831	BASE	base	1774
832	BEAN	beans	4351
833	ENDURE	endure	1670
834	BUTTOCKS	butt	2499
836	SCREWDRIVER	screwdriver	4570
837	BLUE	blue	530
838	REMAINS	remains	2274
84	JUST	just now	4552
840	CORMORANT	cormorant	5261
842	LIQUOR	liquor	3269
843	SPIDER	spider	220
844	KIND (THING)	sort	2453
845	MURDER	murder	1128
846	TIGER	tiger	1638
847	THIRSTY	be thirsty	9061
848	THIRST	thirst	561
849	SPRING (OF WATER)	source	2351
85	GIVE BACK	give back	1823
850	SQUARE	square	1570
851	STABLE	stall	2313
852	PRIEST	priest	1227
853	ALTAR	altar	2097
854	KETTLE	kettle	1517
855	SEIZE	grab	1160
857	STONE	stone	10
858	STORM	storm	782
859	STOVE	stove	1623
860	CAUSE	cause	1192
861	JUDGE	judge	845
862	SUGAR	sugar	813
863	EDGE	edge	869
864	PUMPKIN	squash	1299
865	FAME	fame	3804
866	WIN	win	1317
867	GLOVE	glove	2188
868	BANANA	banana	814
869	BLADE	blade	1486
870	BREATH	breath	289
871	RATTLESNAKE	rattlesnake	9708
873	TAX	tax	1415
874	CANDY	candy	2329
875	SHOEMAKER	shoemaker	2623
876	ARCH	arch	2941
877	MASON	mason	2951
878	HELL	hell	1406
879	COUGH	cough	269
88	BEEHIVE	hive	6626
880	REPEAT	repeat	2150
881	TAILOR	tailor	1863
882	PARROT	parrot	902
883	TERMITE	termite	674
884	SHARE	share	982
885	OPPOSITE	opposite	3230
887	BITTER	bitterness	2563
888	POISONOUS	poisonous	5650
889	FLAME	flame	781
890	MULE	mule	1873
891	TIDE	tide	2724
892	TIME	time	609
893	TIN (METAL)	tin	1350
894	TOAD	toad	1492
895	TORTOISE	tortoise	799
897	SWALLOW	swallow	310
898	TRADE	trade	1270
899	PRESIDENT	president	2805
9	ANNOUNCE	announce	1341
90	INNOCENT	innocent	1994
900	TRAIN	train	1536
901	ADOBE	adobe	5987
902	ADULTERY	adultery	1784
904	BERRY	berry	2699
905	BORING	bored	8187
906	TREE	tree	56
907	OLD WOMAN	old lady	3925
908	DRUM	drum	448
909	GARBAGE	rubbish	1629
910	DEATH	death	506
911	TEMPLE	temple	1164
912	COYOTE	coyote	3801
913	CROW	crow	468
914	SCULPTOR	sculptor	4185
915	SINK (BASIN)	basin	3121
916	LINEN	linen	3484
917	ORNAMENT	ornament	1735
919	CHILI PEPPER	chilli	5253
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	1304
920	GRAPE	grapes	6960
921	VALLEY	valley	723
922	PEAR	pear	2175
923	LOVE	love	404
924	VEGETABLES	vegetables	2193
925	CASSAVA	cassava	1248
926	RICE	rice	776
928	EMBRACE	embrace	827
93	DRAW MILK	to milk	8632
930	VILLAGE	village	286
931	MILLET	millet	1636
932	BARLEY	barley	1615
933	WALL (OF HOUSE)	wall	476
934	BUFFALO	buffalo	879
935	WAR	war	502
936	STALLION	stallion	2261
937	BIRD	bird	32
938	MARE	mare	1664
940	STRAIN	strain	1079
941	MEAD	mead	4173
942	HONEY	honey	343
943	WATERFALL	waterfall	1255
944	SALMON	salmon	4435
945	SPEAR	spear	255
946	BLOOD	blood	9
947	STREAM	stream	287
948	WATER	water	1
950	SEAGULL	gull	4844
951	WEAPONS	weapon	2165
952	WEATHER	weather	1172
953	RAPE	rape	1789
954	WELL	well	432
955	GREASY	greasy	4761
956	FLEE	flee	1155
957	WHALE	whale	1427
958	WILD ANIMAL	beast	1991
96	CRAWL	crawl	633
960	WIND	wind	62
961	PEBBLES	pebble	3049
962	WOMAN	women	4990
963	BOOK	book	687
964	WOOL	wool	1176
965	WORLD	world	836
966	BRAKE	brake	3723
967	YEAST	ferment	2067
968	ACORN	acorn	2695
969	CIGARETTE	cigarette	2039
97	THROUGH	through	2515
970	COCONUT	coconut	1308
971	MUST	must	2767
972	BE ABLE	may	3382
974	TOBACCO	tobacco	584
975	SPINACH	spinach	5055
976	WEAR	wear	1133
977	ARROW	arrow	263
978	WAVE	wave	614
979	FARMER	peasant	5169
98	ALL	everything	2540
980	HEEL	heel	462
981	ELBOW	elbow	285
983	CONVICT	convict	3222
984	WORK (LABOUR)	labour	3130
985	VINEGAR	vinegar	1980
986	TOMATO	tomato	1158
987	REMAIN	remain	682
988	ACQUIT	acquit	3572
989	CLEAR	clear	928
99	HUNCHBACK	hunchback	6025
990	CREEK (TIDAL)	creek	2322
991	FRY	fry	458
992	CLIFF	cliff	1205
994	BOW	bow	312
996	DEAF	deaf	496
998	PUT	put down	1605
999	JOINT	joint	2021
