CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_PM	CHINESE_CD	CHINESE_CD_LOG	CHINESE_CD_PERCENTAGE	LINE_IN_SOURCE
1441	FLY (MOVE THROUGH AIR)	飞	3894.0	3.5904	116.08	1785.0	3.2516	28.59	803
1442	STAND	立	532.0	2.7259	15.86	387.0	2.5877	6.2	3874
1443	WALK	走	65258.0	4.8146	1945.3	6158.0	3.7894	98.64	66
1444	TURN AROUND	转弯	242.0	2.3838	7.21	169.0	2.2279	2.71	6659
1445	TURN (SOMETHING)	转动	196.0	2.2923	5.84	145.0	2.1614	2.32	7622
1446	COME	來	13.0	1.1139	0.39	8.0	0.9031	0.13	32138
1447	GIVE	予	68.0	1.8325	2.03	57.0	1.7559	0.91	14347
1449	RUB	擦	1465.0	3.1658	43.67	926.0	2.9666	14.83	1790
1450	ROOM	屋子	1602.0	3.2047	47.75	1080.0	3.0334	17.3	1681
1451	SMILE	微笑	1027.0	3.0116	30.61	696.0	2.8426	11.15	2368
1452	PUSH	推	2249.0	3.352	67.04	1365.0	3.1351	21.86	1272
1453	WASH	洗	3495.0	3.5434	104.18	1918.0	3.2828	30.72	890
1455	PULL	拖	1857.0	3.2688	55.36	1275.0	3.1055	20.42	1490
1456	THROW	仍	1886.0	3.2755	56.22	1247.0	3.0959	19.97	1474
1457	SEW	缝	670.0	2.8261	19.97	448.0	2.6513	7.18	3241
1458	SAY	曰	18.0	1.2553	0.54	12.0	1.0792	0.19	27774
1459	IF	如果	76417.0	4.8832	2277.94	6157.0	3.7894	98.62	60
146	SUGAR CANE	甘蔗	40.0	1.6021	1.19	15.0	1.1761	0.24	19167
1460	IN	在	429766.0	5.6332	12811.05	6242.0	3.7953	99.98	7
1463	DRUNK	醉	2524.0	3.4021	75.24	1396.0	3.1449	22.36	1159
1464	LADDER	阶梯	56.0	1.7482	1.67	46.0	1.6628	0.74	16039
1465	BOX	盒子	1463.0	3.1652	43.61	726.0	2.8609	11.63	1794
1468	LOOK FOR	搜寻	420.0	2.6232	12.52	303.0	2.4814	4.85	4571
1470	FOLD	折	391.0	2.5922	11.66	298.0	2.4742	4.77	4804
1471	WINTER	冬	161.0	2.2068	4.8	60.0	1.7782	0.96	8578
1472	KEY	钥匙	3751.0	3.5741	111.81	1556.0	3.192	24.92	837
1473	FIST	拳	1370.0	3.1367	40.84	434.0	2.6375	6.95	1897
1474	SEA	海	1772.0	3.2485	52.82	795.0	2.9004	12.73	1546
1475	COMB	梳子	93.0	1.9685	2.77	52.0	1.716	0.83	11933
1476	CHAIR	椅子	1184.0	3.0734	35.29	762.0	2.882	12.21	2115
1479	DOLPHIN	海豚	208.0	2.3181	6.2	102.0	2.0086	1.63	7353
1480	BODY	身	4526.0	3.6557	134.92	2627.0	3.4195	42.08	698
1481	HAMMER	锤子	267.0	2.4265	7.96	155.0	2.1903	2.48	6222
1482	SHOULDER	肩膀	686.0	2.8363	20.45	511.0	2.7084	8.19	3180
1483	NINE	九	1234.0	3.0913	36.78	830.0	2.9191	13.29	2040
1484	OIL (ORGANIC SUBSTANCE)	油	1478.0	3.1697	44.06	879.0	2.944	14.08	1782
1485	BELOW OR UNDER	下边	49.0	1.6902	1.46	43.0	1.6335	0.69	17147
1486	PLANT (SOMETHING)	栽	143.0	2.1553	4.26	117.0	2.0682	1.87	9224
1487	POUR	倒	6092.0	3.7848	181.6	3315.0	3.5205	53.1	553
1489	CLOUD	云彩	50.0	1.699	1.49	36.0	1.5563	0.58	16963
149	ITCHY	痒	333.0	2.5224	9.93	249.0	2.3962	3.99	5344
1491	MOUSE	鼠	554.0	2.7435	16.51	302.0	2.48	4.84	3750
1493	ONE	一	203626.0	5.3088	6069.96	6240.0	3.7952	99.95	21
1494	DIE	死	44056.0	4.644	1313.28	5748.0	3.7595	92.07	103
1495	HAPPY	乐	1747.0	3.2423	52.08	1105.0	3.0434	17.7	1558
1496	GRANDMOTHER	奶奶	1910.0	3.281	56.94	734.0	2.8657	11.76	1459
1498	TWO	二	4849.0	3.6857	144.55	2359.0	3.3727	37.79	664
15	OTTER	水獭	72.0	1.8573	2.15	24.0	1.3802	0.38	13924
150	WORRY	发愁	47.0	1.6721	1.4	45.0	1.6532	0.72	17531
1500	FOUR	四	6979.0	3.8438	208.04	3040.0	3.4829	48.69	481
1502	GOAT	山羊	302.0	2.48	9.0	129.0	2.1106	2.07	5711
1503	SALIVA	口水	153.0	2.1847	4.56	126.0	2.1004	2.02	8874
1504	FLY (INSECT)	苍蝇	291.0	2.4639	8.67	205.0	2.3118	3.28	5851
1506	MEASURE	丈	25.0	1.3979	0.75	21.0	1.3222	0.34	24235
1507	FRUIT	果子	97.0	1.9868	2.89	75.0	1.8751	1.2	11682
1508	KING	王	2052.0	3.3122	61.17	834.0	2.9212	13.36	1381
1509	MOSQUITO	蚊子	128.0	2.1072	3.82	80.0	1.9031	1.28	9902
1510	CHIN	下巴	392.0	2.5933	11.69	292.0	2.4654	4.68	4799
1511	ROOSTER	公鸡	87.0	1.9395	2.59	58.0	1.7634	0.93	12447
1514	HEN	母鸡	61.0	1.7853	1.82	46.0	1.6628	0.74	15232
1515	TEN	十	3610.0	3.5575	107.61	2044.0	3.3105	32.74	865
1517	WASP	黄蜂	96.0	1.9823	2.86	37.0	1.5682	0.59	11784
1518	STUPID	蠢	2524.0	3.4021	75.24	1601.0	3.2044	25.64	1160
1519	RUN	跑	12332.0	4.091	367.61	4049.0	3.6073	64.86	290
152	HOOF	蹄子	37.0	1.5682	1.1	19.0	1.2788	0.3	20027
1522	SOCK	袜子	525.0	2.7202	15.65	342.0	2.534	5.48	3905
1523	FORGET	忘记	3632.0	3.5601	108.27	2202.0	3.3428	35.27	858
153	GREY	灰色	291.0	2.4639	8.67	199.0	2.2989	3.19	5857
1530	BOWL	碗	815.0	2.9112	24.29	494.0	2.6937	7.91	2815
1531	BRANCH	丫	161.0	2.2068	4.8	109.0	2.0374	1.75	8591
1533	BE HUNGRY	饿	2943.0	3.4688	87.73	1721.0	3.2358	27.57	1021
1536	UNDERSTAND	明白	24744.0	4.3935	737.6	5475.0	3.7384	87.7	175
1537	SPRINGTIME	春	241.0	2.382	7.18	141.0	2.1492	2.26	6682
1538	SCORPION	蝎子	73.0	1.8633	2.18	40.0	1.6021	0.64	13738
1539	BASKET	篮子	148.0	2.1703	4.41	113.0	2.0531	1.81	9056
1541	CULTIVATE	培育	55.0	1.7404	1.64	45.0	1.6532	0.72	16192
1542	ACCOMPANY	陪	3059.0	3.4856	91.19	1898.0	3.2783	30.4	988
1543	SNAIL	蜗牛	53.0	1.7243	1.58	35.0	1.5441	0.56	16523
1545	HOST	司仪	14.0	1.1461	0.42	11.0	1.0414	0.18	31165
1547	SOUP	湯	2.0	0.301	0.06	1.0	0.0	0.02	65996
1548	UGLY	丑陋	384.0	2.5843	11.45	310.0	2.4914	4.97	4871
155	CHOP	劈开	14.0	1.1461	0.42	13.0	1.1139	0.21	30960
1550	PREVENT	阻止	4179.0	3.6211	124.57	2176.0	3.3377	34.86	748
1552	GLOOMY	幽暗	9.0	0.9542	0.27	9.0	0.9542	0.14	37155
1554	MAN	男	5775.0	3.7616	172.15	2626.0	3.4193	42.06	574
1556	YOLK	蛋黄	86.0	1.9345	2.56	61.0	1.7853	0.98	12485
1559	MONEY	钱	29221.0	4.4657	871.06	4602.0	3.6629	73.71	148
156	RED	紅	3.0	0.4771	0.09	2.0	0.301	0.03	54194
1560	FACE	面	3906.0	3.5917	116.44	2269.0	3.3558	36.34	800
1561	ARMY	军队	1870.0	3.2718	55.74	800.0	2.9031	12.81	1485
1563	PYTHON	蟒蛇	37.0	1.5682	1.1	22.0	1.3424	0.35	19883
1564	LAZY	懒惰	98.0	1.9912	2.92	75.0	1.8751	1.2	11610
1566	GUN	手枪	617.0	2.7903	18.39	391.0	2.5922	6.26	3454
1567	DOOR	门	8879.0	3.9484	264.68	3504.0	3.5446	56.13	389
1568	ARRANGE	约定	436.0	2.6395	13.0	322.0	2.5079	5.16	4461
157	DYE	染	577.0	2.7612	17.2	411.0	2.6138	6.58	3633
1571	SELL	卖	7475.0	3.8736	222.82	2872.0	3.4582	46.0	448
1573	SWELL	膨胀	101.0	2.0043	3.01	87.0	1.9395	1.39	11367
1574	FLOAT	浮	310.0	2.4914	9.24	198.0	2.2967	3.17	5642
1575	COCKROACH	蟑螂	229.0	2.3598	6.83	103.0	2.0128	1.65	6913
1577	AND	和	150418.0	5.1773	4483.86	6214.0	3.7934	99.54	33
1579	BE	是	947807.0	5.9767	28253.52	6243.0	3.7954	100.0	4
158	PUT ON	穿	13586.0	4.1331	404.99	4351.0	3.6386	69.69	270
1580	ONLY	只	72698.0	4.8615	2167.08	6223.0	3.794	99.68	61
1583	BRAIN	脑子	2401.0	3.3804	71.57	1647.0	3.2167	26.38	1211
1585	SLEEP	睡觉	3999.0	3.602	119.21	2233.0	3.3489	35.77	780
1586	SMELL (PERCEIVE)	嗅	159.0	2.2014	4.74	101.0	2.0043	1.62	8662
159	SWEET POTATO	红薯	8.0	0.9031	0.24	6.0	0.7782	0.1	39608
1590	WAIT (FOR)	等候	339.0	2.5302	10.11	274.0	2.4378	4.39	5277
1592	CHEST	胸	1031.0	3.0133	30.73	655.0	2.8162	10.49	2361
1593	DEEP	深	2324.0	3.3662	69.28	1652.0	3.218	26.46	1244
1594	FLOUR	面粉	95.0	1.9777	2.83	69.0	1.8388	1.11	11819
1595	SOUTH	南	1094.0	3.039	32.61	565.0	2.752	9.05	2247
1596	LOCK	锁	2790.0	3.4456	83.17	1531.0	3.185	24.52	1072
1597	AIRPLANE	飞机	5020.0	3.7007	149.64	1616.0	3.2084	25.88	645
1598	NORTH	北	1011.0	3.0048	30.14	600.0	2.7782	9.61	2399
1599	WORD	字	2572.0	3.4103	76.67	1612.0	3.2074	25.82	1138
1600	SKIRT	裙子	1163.0	3.0656	34.67	619.0	2.7917	9.92	2152
1601	WEAK	衰弱	33.0	1.5185	0.98	31.0	1.4914	0.5	21215
1602	WAKE UP	醒	5457.0	3.737	162.67	2150.0	3.3324	34.44	604
1606	INSIDE	里	63276.0	4.8012	1886.22	6179.0	3.7909	98.97	69
1607	HATE	恨	3077.0	3.4881	91.72	1680.0	3.2253	26.91	985
1608	LISTEN	听	54888.0	4.7395	1636.18	6145.0	3.7885	98.43	75
1609	IDEA	想法	4574.0	3.6603	136.35	2586.0	3.4126	41.42	694
1610	PROSTITUTE	妓女	1224.0	3.0878	36.49	649.0	2.8122	10.4	2052
1612	LETTER	信	7450.0	3.8722	222.08	2883.0	3.4598	46.18	449
1613	COLOR	颜色	1703.0	3.2312	50.77	1138.0	3.0561	18.23	1603
1615	ESCAPE	逃走	888.0	2.9484	26.47	649.0	2.8122	10.4	2633
1616	CLOTH	布	1545.0	3.1889	46.06	748.0	2.8739	11.98	1729
1618	GRANDSON	孙子	549.0	2.7396	16.37	356.0	2.5514	5.7	3773
1619	GRANDDAUGHTER	孙女	202.0	2.3054	6.02	155.0	2.1903	2.48	7485
162	HICCOUGH	打嗝	126.0	2.1004	3.76	71.0	1.8513	1.14	9978
1620	SON	儿	6569.0	3.8175	195.82	2551.0	3.4067	40.86	509
1621	SNEEZE	打喷嚏	68.0	1.8325	2.03	57.0	1.7559	0.91	14346
1622	SHIRT	衬衫	848.0	2.9284	25.28	559.0	2.7474	8.95	2737
1623	SPEAK	讲	6785.0	3.8315	202.26	3074.0	3.4877	49.24	490
1624	EMPTY	空	2242.0	3.3506	66.83	1460.0	3.1644	23.39	1280
1625	DEAD	亡	247.0	2.3927	7.36	203.0	2.3075	3.25	6571
1627	CHAIN	链子	95.0	1.9777	2.83	73.0	1.8633	1.17	11834
1628	SQUIRREL	松鼠	241.0	2.382	7.18	138.0	2.1399	2.21	6681
163	BLACK	黑	4563.0	3.6593	136.02	2018.0	3.3049	32.32	697
1631	FAST	快快	206.0	2.3139	6.14	145.0	2.1614	2.32	7380
1633	FLAT	扁	549.0	2.7396	16.37	374.0	2.5729	5.99	3772
1634	HUNDRED	一百	657.0	2.8176	19.58	508.0	2.7059	8.14	3289
1638	TRUTH	真理	358.0	2.5539	10.67	201.0	2.3032	3.22	5085
1641	SILK	绸缎	10.0	1.0	0.3	10.0	1.0	0.16	35702
1642	NIECE	侄女	271.0	2.433	8.08	180.0	2.2553	2.88	6158
1644	RELATIVES	亲人	513.0	2.7101	15.29	392.0	2.5933	6.28	3985
1645	SHORT	短	2303.0	3.3623	68.65	1351.0	3.1307	21.64	1253
1646	GIRL	女孩子	1285.0	3.1089	38.31	791.0	2.8982	12.67	1984
1647	FOAL	马驹	65.0	1.8129	1.94	37.0	1.5682	0.59	14766
1649	SIT DOWN	坐下	2777.0	3.4436	82.78	1674.0	3.2238	26.81	1080
1651	TEAR (OF EYE)	眼泪	521.0	2.7168	15.53	372.0	2.5705	5.96	3928
1652	INSTEAD	替	3906.0	3.5917	116.44	2071.0	3.3162	33.17	799
1653	BLIND	瞎	1009.0	3.0039	30.08	776.0	2.8899	12.43	2404
1654	LIGHTNING	闪	941.0	2.9736	28.05	608.0	2.7839	9.74	2518
1655	BLINK	眨眼	243.0	2.3856	7.24	162.0	2.2095	2.59	6642
1657	TRUE	真实	2865.0	3.4571	85.4	1724.0	3.2365	27.61	1050
1660	LOSE	丧失	373.0	2.5717	11.12	304.0	2.4829	4.87	4963
1663	BED	床	6505.0	3.8132	193.91	2771.0	3.4426	44.39	516
1664	RAFT	木筏	26.0	1.415	0.78	17.0	1.2304	0.27	23844
1665	BEAT	拍打	62.0	1.7924	1.85	51.0	1.7076	0.82	15071
1666	MUTE	哑巴	107.0	2.0294	3.19	88.0	1.9445	1.41	11017
1667	HOLE	窟窿	27.0	1.4314	0.8	27.0	1.4314	0.43	23363
1669	ANCESTORS	祖先	221.0	2.3444	6.59	147.0	2.1673	2.35	7073
1671	TOWER	塔	1399.0	3.1458	41.7	607.0	2.7832	9.72	1865
1672	WRITE	写	13589.0	4.1332	405.08	3955.0	3.5971	63.35	269
1673	ARM	手臂	834.0	2.9212	24.86	582.0	2.7649	9.32	2769
1674	POOR	穷	429.0	2.6325	12.79	332.0	2.5211	5.32	4502
1675	PROMISE	答应	3241.0	3.5107	96.61	1962.0	3.2927	31.43	953
1679	LOAD	装	5006.0	3.6995	149.23	2820.0	3.4502	45.17	648
168	REST	歇	438.0	2.6415	13.06	314.0	2.4969	5.03	4440
1681	WAIST	腰	493.0	2.6928	14.7	360.0	2.5563	5.77	4087
1684	BUD	花蕾	19.0	1.2788	0.57	19.0	1.2788	0.3	27748
1686	BEHIND	后边	101.0	2.0043	3.01	89.0	1.9494	1.43	11377
1690	FENCE	栅栏	188.0	2.2742	5.6	138.0	2.1399	2.21	7786
1695	TUESDAY	星期二	298.0	2.4742	8.88	205.0	2.3118	3.28	5769
1697	MONDAY	星期一	382.0	2.5821	11.39	268.0	2.4281	4.29	4882
1699	SUNDAY	星期天	468.0	2.6702	13.95	295.0	2.4698	4.73	4238
1702	HOLY	圣洁	102.0	2.0086	3.04	72.0	1.8573	1.15	11313
1703	SIX	六	3898.0	3.5908	116.2	2070.0	3.316	33.16	802
1704	SEVEN	七	1972.0	3.2949	58.78	1146.0	3.0592	18.36	1419
1705	EIGHT	八	2090.0	3.3201	62.3	1289.0	3.1103	20.65	1362
1706	ELEVEN	十一	127.0	2.1038	3.79	100.0	2.0	1.6	9920
1707	TWELVE	十二	526.0	2.721	15.68	249.0	2.3962	3.99	3897
1708	THIRTEEN	十三	121.0	2.0828	3.61	99.0	1.9956	1.59	10223
1709	FIFTEEN	十五	278.0	2.444	8.29	213.0	2.3284	3.41	6050
1710	TWENTY	二十	618.0	2.791	18.42	408.0	2.6107	6.54	3453
1711	TELL	告诉	61222.0	4.7869	1824.99	6141.0	3.7882	98.37	71
1713	EIGHTEEN	十八	150.0	2.1761	4.47	119.0	2.0755	1.91	8964
1714	NINETEEN	十九	54.0	1.7324	1.61	47.0	1.6721	0.75	16243
1715	THIRTY	三十	418.0	2.6212	12.46	296.0	2.4713	4.74	4592
1716	FORTY	四十	235.0	2.3711	7.01	191.0	2.281	3.06	6805
1717	FIFTY	五十	287.0	2.4579	8.56	192.0	2.2833	3.08	5916
1718	SIXTY	六十	124.0	2.0934	3.7	99.0	1.9956	1.59	10109
1719	BURY	安葬	79.0	1.8976	2.35	62.0	1.7924	0.99	13120
1720	SIGN	记号	251.0	2.3997	7.48	194.0	2.2878	3.11	6490
1721	SEVENTY	七十	61.0	1.7853	1.82	54.0	1.7324	0.86	15256
1722	EIGHTY	八十	70.0	1.8451	2.09	61.0	1.7853	0.98	14074
1724	NINETY	九十	41.0	1.6128	1.22	35.0	1.5441	0.56	18961
1725	CORRECT (RIGHT)	正	19536.0	4.2908	582.36	5406.0	3.7329	86.59	211
1726	WET	湿	924.0	2.9657	27.54	676.0	2.8299	10.83	2551
1728	ROTTEN	溃烂	18.0	1.2553	0.54	17.0	1.2304	0.27	27827
1730	CHEEK	脸颊	107.0	2.0294	3.19	96.0	1.9823	1.54	11001
1732	SKY	天空	741.0	2.8698	22.09	462.0	2.6646	7.4	3009
1733	RAINBOW	彩虹	273.0	2.4362	8.14	126.0	2.1004	2.02	6126
1734	TWENTY ONE	二十一	26.0	1.415	0.78	22.0	1.3424	0.35	23863
1735	TEAR (SHRED)	撕	566.0	2.7528	16.87	424.0	2.6274	6.79	3693
174	PROUD	骄傲	2094.0	3.321	62.42	1357.0	3.1326	21.74	1358
1740	PINE	松树	77.0	1.8865	2.3	53.0	1.7243	0.85	13345
1741	ABOVE	上面	5363.0	3.7294	159.87	2941.0	3.4685	47.11	614
1745	HIP	臀部	339.0	2.5302	10.11	222.0	2.3464	3.56	5278
1746	BLADDER	膀胱	66.0	1.8195	1.97	58.0	1.7634	0.93	14622
1747	CUSTOM	传统	1269.0	3.1035	37.83	859.0	2.934	13.76	2005
1749	TAKE	拿走	2109.0	3.3241	62.87	1429.0	3.155	22.89	1352
175	BLOW (OF WIND)	刮	750.0	2.8751	22.36	512.0	2.7093	8.2	2977
1750	CHOOSE	选	6619.0	3.8208	197.31	2424.0	3.3845	38.83	505
1752	LEAVE	离开	20359.0	4.3088	606.89	5216.0	3.7173	83.55	202
1754	BRACELET	手镯	194.0	2.2878	5.78	97.0	1.9868	1.55	7659
1755	UNDRESS	脱	3062.0	3.486	91.28	1732.0	3.2385	27.74	987
1756	WIDOW	寡妇	285.0	2.4548	8.5	194.0	2.2878	3.11	5951
1757	TIRED	累	2375.0	3.3757	70.8	1495.0	3.1746	23.95	1222
1758	OLDER SISTER	姐姐	2655.0	3.4241	79.14	1114.0	3.0469	17.84	1112
1759	OLDER BROTHER	哥哥	3700.0	3.5682	110.29	1380.0	3.1399	22.1	846
1760	YOUNGER BROTHER	弟	200.0	2.301	5.96	76.0	1.8808	1.22	7521
1761	YOUNGER SISTER	妹妹	3262.0	3.5135	97.24	1359.0	3.1332	21.77	950
1762	STONE (OF FRUIT)	核	417.0	2.6201	12.43	236.0	2.3729	3.78	4604
1766	FINISH	了	946365.0	5.9761	28210.53	6243.0	3.7954	100.0	5
1768	FOAM	泡沫	158.0	2.1987	4.71	128.0	2.1072	2.05	8699
1773	GRAVE	坟	136.0	2.1335	4.05	97.0	1.9868	1.55	9545
1774	STINGY	吝啬	63.0	1.7993	1.88	60.0	1.7782	0.96	14985
1775	TABLE	桌子	1641.0	3.2151	48.92	1129.0	3.0527	18.08	1651
1776	SHAME	耻辱	297.0	2.4728	8.85	234.0	2.3692	3.75	5787
1777	RESEMBLE	像	50229.0	4.701	1497.29	6057.0	3.7823	97.02	89
1779	DARE	敢	8664.0	3.9377	258.27	4039.0	3.6063	64.7	399
1780	BILE	胆汁	18.0	1.2553	0.54	12.0	1.0792	0.19	28409
1781	THUMB	拇指	219.0	2.3404	6.53	125.0	2.0969	2.0	7122
1782	GUEST	嘉宾	305.0	2.4843	9.09	227.0	2.356	3.64	5691
1784	WANT	要	238656.0	5.3778	7114.18	6242.0	3.7953	99.98	16
1787	LOOM	织布机	9.0	0.9542	0.27	6.0	0.7782	0.1	36765
1789	AGE	岁	11556.0	4.0628	344.48	3915.0	3.5927	62.71	309
1791	BUTTERFLY	蝴蝶	393.0	2.5944	11.72	179.0	2.2529	2.87	4790
1793	BAT	蝙蝠	449.0	2.6522	13.38	209.0	2.3201	3.35	4358
1796	SLAUGHTER	宰	679.0	2.8319	20.24	379.0	2.5786	6.07	3210
1797	HEDGEHOG	刺猬	16.0	1.2041	0.48	9.0	0.9542	0.14	29724
1798	GUNPOWDER	火药	180.0	2.2553	5.37	114.0	2.0569	1.83	8025
180	CALL BY NAME	命名	381.0	2.5809	11.36	316.0	2.4997	5.06	4899
1803	WOOD	木	1077.0	3.0322	32.1	412.0	2.6149	6.6	2278
1804	BOMB	轰炸	160.0	2.2041	4.77	97.0	1.9868	1.55	8619
1807	AFTERNOON	下午	2928.0	3.4666	87.28	1826.0	3.2615	29.25	1026
1808	PUS	脓包	47.0	1.6721	1.4	24.0	1.3802	0.38	17676
1809	PIMPLE	痤疮	8.0	0.9031	0.24	7.0	0.8451	0.11	39178
1810	DANGER	危险	5711.0	3.7567	170.24	2813.0	3.4492	45.06	581
1811	SOUND OR NOISE	声音	5523.0	3.7422	164.64	2631.0	3.4201	42.14	594
1812	TRY	试	7231.0	3.8592	215.55	3387.0	3.5298	54.25	459
1813	TASTY	好吃	1210.0	3.0828	36.07	787.0	2.896	12.61	2075
1817	WEST	西	2606.0	3.416	77.68	1165.0	3.0663	18.66	1127
1819	LOOK	看	102546.0	5.0109	3056.83	6235.0	3.7948	99.87	50
1820	BEAR	狗熊	58.0	1.7634	1.73	25.0	1.3979	0.4	15703
1821	BRUSH	刷	550.0	2.7404	16.4	387.0	2.5877	6.2	3768
1823	BORROW	借	3185.0	3.5031	94.94	1816.0	3.2591	29.09	960
1825	COPPER	铜	188.0	2.2742	5.6	118.0	2.0719	1.89	7797
1826	ANGRY	生气	3828.0	3.583	114.11	2216.0	3.3456	35.5	816
1827	HARVEST CROPS	收获	439.0	2.6425	13.09	376.0	2.5752	6.02	4435
1828	ASK (REQUEST)	请	30598.0	4.4857	912.11	5588.0	3.7473	89.51	142
1829	JUMP	跳	8496.0	3.9292	253.26	2723.0	3.435	43.62	404
1830	CRANE	白鹤	12.0	1.0792	0.36	3.0	0.4771	0.05	32976
1831	MEET	碰见	180.0	2.2553	5.37	150.0	2.1761	2.4	8005
1833	DINNER (SUPPER)	晚饭	1613.0	3.2076	48.08	1072.0	3.0302	17.17	1670
1834	SHE	她	221420.0	5.3452	6600.39	6134.0	3.7877	98.25	19
1835	MARROW	骨髓	131.0	2.1173	3.91	65.0	1.8129	1.04	9780
1838	NAVEL	肚脐	64.0	1.8062	1.91	44.0	1.6435	0.7	14813
1839	CRY	哭泣	468.0	2.6702	13.95	345.0	2.5378	5.53	4234
1840	BUILD	建筑	1073.0	3.0306	31.99	630.0	2.7993	10.09	2284
1843	THOUSAND	一千	580.0	2.7634	17.29	408.0	2.6107	6.54	3618
1844	BOAT	舟	48.0	1.6812	1.43	28.0	1.4472	0.45	17445
1845	BALL	球	7121.0	3.8525	212.27	1763.0	3.2463	28.24	467
1847	SICK	病	3793.0	3.579	113.07	1795.0	3.2541	28.75	826
1848	QUARREL	吵架	911.0	2.9595	27.16	636.0	2.8035	10.19	2569
1849	ROW	划	850.0	2.9294	25.34	513.0	2.7101	8.22	2733
1850	COTTON	棉	204.0	2.3096	6.08	114.0	2.0569	1.83	7430
1851	POCKET	衣袋	13.0	1.1139	0.39	13.0	1.1139	0.21	32149
1852	OFTEN	常常	748.0	2.8739	22.3	615.0	2.7889	9.85	2980
1853	DOVE	白鸽	14.0	1.1461	0.42	7.0	0.8451	0.11	30967
1854	SPARROW	麻雀	59.0	1.7709	1.76	34.0	1.5315	0.54	15519
1856	SOFT	柔软	227.0	2.356	6.77	197.0	2.2945	3.16	6951
1859	THIRD	丙	89.0	1.9494	2.65	54.0	1.7324	0.86	12260
1862	DONKEY	驴	204.0	2.3096	6.08	142.0	2.1523	2.27	7428
1863	AMAZING	神奇	1319.0	3.1202	39.32	870.0	2.9395	13.94	1955
1867	COIN	硬币	570.0	2.7559	16.99	299.0	2.4757	4.79	3672
1869	BUY	买	15766.0	4.1977	469.97	4369.0	3.6404	69.98	246
1871	CAMEL	骆驼	230.0	2.3617	6.86	97.0	1.9868	1.55	6887
1875	REGRET	后悔	1358.0	3.1329	40.48	1014.0	3.006	16.24	1909
1877	EAST	东	1347.0	3.1294	40.15	839.0	2.9238	13.44	1924
1879	DANCE	舞蹈	2814.0	3.4493	83.88	451.0	2.6542	7.22	1062
188	COMB OF BIRD	鸡冠	2.0	0.301	0.06	2.0	0.301	0.03	64949
1880	PASSIONATE	热情	1059.0	3.0249	31.57	763.0	2.8825	12.22	2303
1881	ENOUGH	够	12404.0	4.0936	369.76	4753.0	3.677	76.13	287
1884	HARD	硬	1100.0	3.0414	32.79	812.0	2.9096	13.01	2237
1886	ARMPIT	腋	2.0	0.301	0.06	2.0	0.301	0.03	61660
1887	CHEAP	便宜	860.0	2.9345	25.64	662.0	2.8209	10.6	2711
189	HAIR (BODY)	寒毛	7.0	0.8451	0.21	7.0	0.8451	0.11	40572
1890	BELIEVE	相信	25699.0	4.4099	766.07	5665.0	3.7532	90.74	168
1892	TOUCH	摸	1215.0	3.0846	36.22	798.0	2.902	12.78	2071
1894	ASHAMED	惭愧	146.0	2.1644	4.35	124.0	2.0934	1.99	9142
1895	CLOTHES	衣	601.0	2.7789	17.92	423.0	2.6263	6.78	3509
1897	HELP	帮助	10033.0	4.0014	299.08	3991.0	3.6011	63.93	358
1899	MAD	疯	6550.0	3.8162	195.25	3180.0	3.5024	50.94	511
1905	EAGLE	雕	93.0	1.9685	2.77	56.0	1.7482	0.9	11958
1906	SOUR	酸	546.0	2.7372	16.28	377.0	2.5763	6.04	3789
1907	MOLE	痣	138.0	2.1399	4.11	62.0	1.7924	0.99	9438
1909	SHAKE	摇	693.0	2.8407	20.66	444.0	2.6474	7.11	3155
1913	PRESS	按	3752.0	3.5743	111.84	2275.0	3.357	36.44	836
1917	TIE	拴	184.0	2.2648	5.48	154.0	2.1875	2.47	7923
1919	TORCH	火炬	409.0	2.6117	12.19	124.0	2.0934	1.99	4661
192	CORNER	角落	641.0	2.8069	19.11	527.0	2.7218	8.44	3343
1920	DREAM (SOMETHING)	做梦	856.0	2.9325	25.52	638.0	2.8048	10.22	2721
1921	PLOUGH	耕	32.0	1.5051	0.95	17.0	1.2304	0.27	21602
1923	ROUGH	粗糙	134.0	2.1271	3.99	113.0	2.0531	1.81	9617
1926	OINTMENT	膏药	15.0	1.1761	0.45	11.0	1.0414	0.18	30675
1927	BAMBOO	竹	79.0	1.8976	2.35	41.0	1.6128	0.66	13119
193	SHALLOW	浅	300.0	2.4771	8.94	221.0	2.3444	3.54	5742
1931	BEESWAX	蜡	178.0	2.2504	5.31	121.0	2.0828	1.94	8092
1932	GUESS	猜	6521.0	3.8143	194.39	3308.0	3.5196	52.99	514
1934	BEGGAR	乞丐	131.0	2.1173	3.91	87.0	1.9395	1.39	9773
1935	ANUS	肛门	95.0	1.9777	2.83	58.0	1.7634	0.93	11817
1936	DEER	鹿	519.0	2.7152	15.47	249.0	2.3962	3.99	3939
1937	THERE	那儿	10254.0	4.0109	305.67	3463.0	3.5395	55.47	344
1939	SWEAR	发誓	3570.0	3.5527	106.42	2209.0	3.3442	35.38	874
194	FAMILY	户	591.0	2.7716	17.62	377.0	2.5763	6.04	3560
1941	SOLDIER	兵	879.0	2.944	26.2	375.0	2.574	6.01	2659
