CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	ENGLISH	POLISH_POS	POLISH_VALENCE_MEAN	POLISH_AROUSAL_MEAN	POLISH_DOMINANCE_MEAN	POLISH_ORIGIN_MEAN	POLISH_SIGNIFICANCE_MEAN	POLISH_CONCRETENESS_MEAN	POLISH_IMAGEABILITY_MEAN	POLISH_AOA_MEAN	POLISH_VALENCE_MEAN_FEMALE	POLISH_AROUSAL_MEAN_FEMALE	POLISH_DOMINANCE_MEAN_FEMALE	POLISH_ORIGIN_MEAN_FEMALE	POLISH_SIGNIFICANCE_MEAN_FEMALE	POLISH_CONCRETENESS_MEAN_FEMALE	POLISH_IMAGEABILITY_MEAN_FEMALE	POLISH_AOA_MEAN_FEMALE	POLISH_AOA_MEAN_FEMALE	POLISH_VALENCE_MEAN_MALE	POLISH_AROUSAL_MEAN_MALE	POLISH_DOMINANCE_MEAN_MALE	POLISH_ORIGIN_MEAN_MALE	POLISH_SIGNIFICANCE_MEAN_MALE	POLISH_CONCRETENESS_MEAN_MALE	POLISH_IMAGEABILITY_MEAN_MALE	POLISH_AOA_MEAN_MALE	POLISH_AOA_MEAN_MALE	LINE_IN_SOURCE
1948	SAW	piła	saw	V	4.4000	4.9600	5.6000	5.6400	3.0600	1.7000	7.8000	7.6200	4.3200	4.8000	5.8400	5.7600	3.1600	1.2000	7.8800	7.9600	7.9600	4.4800	5.1200	5.3600	5.5200	2.9600	2.2000	7.7200	7.2800	7.2800	2522
1962	ROAST (SOMETHING)	piec	bake	N	5.9200	3.2400	5.3200	5.5600	3.5000	2.1800	7.6200	6.9200	6.2000	3.2800	5.3600	5.6800	3.6400	1.8400	7.8800	6.8400	6.8400	5.6400	3.2000	5.2800	5.4400	3.3600	2.5200	7.3600	7.0000	7.0000	2483
2001	PAINTING	rysować	to draw	V	6.4400	3.7600	5.8000	4.7600	4.0600	4.0800	7.5800	5.7800	6.6800	3.8000	6.0800	5.2400	4.2800	3.5200	8.1200	5.3600	5.3600	6.2000	3.7200	5.5200	4.2800	3.8400	4.6400	7.0400	6.2000	6.2000	3237
2009	DOG	pies	dog	N	6.7400	3.8400	5.0400	4.5400	3.2000	1.5510	8.3000	5.8000	6.8400	4.0000	5.0400	5.1600	2.6000	1.2000	8.4800	5.4800	5.4800	6.6400	3.6800	5.0400	3.9200	3.8000	1.9167	8.1200	6.1200	6.1200	2503
2058	STOOL	stołek	stool	N	5.0800	3.0200	5.0200	5.8400	2.9400	2.0200	7.9000	6.4200	5.0000	3.4000	5.0400	6.3600	3.0800	1.2800	8.0400	6.5200	6.5200	5.1600	2.6400	5.0000	5.3200	2.8000	2.7600	7.7600	6.3200	6.3200	3551
2253	DRIP (EMIT LIQUID)	kapać	to drip	V	4.6200	3.9200	4.3600	5.7000	2.9800	3.5200	7.1400	7.2000	4.4800	4.1200	4.3600	5.7200	2.4400	2.7600	7.6000	7.3600	7.3600	4.7600	3.7200	4.3600	5.6800	3.5200	4.2800	6.6800	7.0400	7.0400	1137
227	FISH	ryba	fish	N	5.6400	3.0800	4.8000	5.5400	3.0400	1.8400	8.1200	5.3400	5.4800	3.7200	5.0800	5.9200	2.8800	1.4400	8.2800	4.9200	4.9200	5.8000	2.4400	4.5200	5.1600	3.2000	2.2400	7.9600	5.7600	5.7600	3227
2292	GLASSES	okulary	glasses	N	5.2200	2.9388	5.4600	6.7400	3.8200	1.9400	8.2000	6.2600	5.4800	3.2000	5.5200	6.8400	4.1600	1.2800	8.4800	5.7600	5.7600	4.9600	2.6667	5.4000	6.6400	3.4800	2.6000	7.9200	6.7600	6.7600	2275
230	SWEEP	zamiatać	to sweep	V	4.7000	3.3800	4.6400	6.6400	3.3800	3.7200	7.3400	7.2600	5.4000	3.6000	5.3600	6.1600	2.6000	1.4400	8.2000	9.0800	9.0800	5.2000	3.7200	5.4000	5.8800	2.4400	2.0800	7.2400	9.5200	9.5200	4581
2366	ONION	cebula	onion	N	5.0200	3.5200	4.6000	5.6800	2.8800	1.6400	8.1400	6.7600	4.6800	3.8000	4.3600	5.9200	2.5200	1.2400	8.5200	6.3200	6.3200	5.3600	3.2400	4.8400	5.4400	3.2400	2.0400	7.7600	7.2000	7.2000	328
2396	KNOCK	pukać	knock	V	5.2600	3.9800	5.1800	5.4200	3.5600	3.5918	7.2400	7.4800	5.2800	3.3600	5.2000	5.5600	3.5200	3.2800	7.9200	7.3600	7.3600	5.2400	4.6000	5.1600	5.2800	3.6000	3.9167	6.5600	7.6000	7.6000	3046
245	BROOM	miotła	broom	V	4.9000	2.8200	4.6400	5.7200	2.7200	1.8600	8.2600	7.2200	4.6800	2.4800	4.7200	5.6800	2.6400	1.2000	8.3600	7.2000	7.2000	5.1200	3.1600	4.5600	5.7600	2.8000	2.5200	8.1600	7.2400	7.2400	1752
2458	PERSPIRE OR SWEAT	pocić się	to sweat	V	3.3000	5.1600	3.3800	5.4200	3.4000	3.3800	7.2600	7.5600	2.8800	5.5600	3.4000	5.2000	4.0000	2.6400	7.6400	7.4000	7.4000	3.7200	4.7600	3.3600	5.6400	2.8000	4.1200	6.8800	7.7200	7.7200	2612
2548	BARREL	beczka	barrel	N	5.2400	3.1200	4.7800	5.9000	2.5600	1.8367	7.8600	8.0400	5.1200	3.2000	4.8800	6.0800	2.6000	1.4167	7.8000	8.1200	8.1200	5.3600	3.0400	4.6800	5.7200	2.5200	2.2400	7.9200	7.9600	7.9600	127
256	FOOD	pizza	pizza	N	7.1200	4.0200	5.7800	5.6200	3.2200	1.5000	8.4000	7.0000	7.3200	4.2800	6.0000	5.8000	3.4000	1.0400	8.7600	5.8800	5.8800	6.9200	3.7600	5.5600	5.4400	3.0400	1.9600	8.0400	8.1200	8.1200	2544
2578	PENCIL	ołówek	pencil	N	5.4800	3.1600	5.1800	6.3200	2.9400	1.8400	8.1800	6.5400	5.4800	3.6800	5.6000	6.6000	2.8000	1.0400	8.6800	6.1200	6.1200	5.4800	2.6400	4.7600	6.0400	3.0800	2.6400	7.6800	6.9600	6.9600	2279
2623	FLAG	flaga	flag	N	5.7200	3.2400	5.9000	5.4400	4.2200	2.2200	7.9000	7.8000	5.6000	3.4000	6.3600	5.2000	4.0000	1.6400	8.1200	7.4000	7.4000	5.8400	3.0800	5.4400	5.6800	4.4400	2.8000	7.6800	8.2000	8.2000	769
2638	FISHING	łowić	to catch	V	5.5200	3.2000	5.3400	5.2200	3.0000	3.3400	7.4400	7.0400	5.3600	3.2800	5.1600	5.8000	2.8400	3.0400	7.9200	6.8400	6.8400	5.6800	3.1200	5.5200	4.6400	3.1600	3.6400	6.9600	7.2400	7.2400	1591
275	PEEL	obierać	to peel	V	4.7600	3.1200	5.0200	6.0000	3.0000	3.9400	6.6400	7.7200	4.5600	3.3200	5.2000	6.1600	3.0400	3.2400	6.9600	7.6000	7.6000	4.9600	2.9200	4.8400	5.8400	2.9600	4.6400	6.3200	7.8400	7.8400	2126
2783	SCALES (MEASURE INSTRUMENT)	waga	weight	N	4.7200	3.7000	4.9400	6.0200	3.8000	3.0600	7.5000	7.5200	3.0800	4.6800	3.3200	6.1200	4.1200	4.8000	4.7600	10.8000	10.8000	3.3600	3.9200	3.6800	5.3600	3.8000	4.9600	4.9600	10.2800	10.2800	4157
2871	SWING (MOVEMENT)	huśtać się	to seesaw	V	6.6000	4.4400	5.0200	5.0200	3.4400	3.5600	7.4400	5.3600	7.0400	4.6800	5.1600	5.2400	3.7200	2.9200	8.2800	4.9200	4.9200	6.1600	4.2000	4.8800	4.8000	3.1600	4.2000	6.6000	5.8000	5.8000	1028
2905	KNIT	robić na drutach	to knit	V	5.6600	2.6800	4.6800	6.2800	2.9600	3.3000	7.6200	8.1800	5.6800	2.4800	5.0400	6.3600	3.0400	2.9200	8.3200	8.4400	8.4400	5.6400	2.8800	4.3200	6.2000	2.8800	3.6800	6.9200	7.9200	7.9200	3115
2940	GATE	brama	gate	N	5.4000	3.2200	5.6400	5.9400	3.0200	2.0800	7.9400	7.7400	5.4000	3.5200	5.8400	6.2400	3.1600	1.5600	8.2000	7.5200	7.5200	5.4000	2.9200	5.4400	5.6400	2.8800	2.6000	7.6800	7.9600	7.9600	250
3084	BLACKBOARD	tablica	blackboard	N	5.1000	3.4600	5.4800	5.8367	3.1800	1.7551	8.0600	6.8400	5.0800	3.6800	5.7600	5.9200	2.6000	1.3200	8.1200	6.6800	6.6800	5.1200	3.2400	5.2000	5.7500	3.7600	2.2083	8.0000	7.0000	7.0000	3805
3086	COMPUTER	komputer	computer	N	6.2800	3.5600	6.0800	7.0000	4.4200	2.1400	8.2200	6.2800	6.4000	3.6400	6.1200	7.1200	4.8400	1.2000	8.2800	5.8800	5.8800	6.1600	3.4800	6.0400	6.8800	4.0000	3.0800	8.1600	6.6800	6.6800	1291
3089	GIRAFFE	żyrafa	giraffe	N	5.9800	3.2000	5.2000	5.9000	2.2200	1.5800	8.2400	5.9400	6.0400	3.0400	5.6000	5.6400	2.0800	1.2800	8.4000	6.2800	6.2800	5.9200	3.3600	4.8000	6.1600	2.3600	1.8800	8.0800	5.6000	5.6000	4899
3090	GUITAR	gitara	guitar	N	6.5200	3.7600	5.4000	4.9800	3.2000	1.6600	8.3400	7.3400	6.5200	3.6000	5.8400	5.4000	3.1600	1.1600	8.6000	6.9200	6.9200	6.5200	3.9200	4.9600	4.5600	3.2400	2.1600	8.0800	7.7600	7.7600	854
3091	LEMON	cytryna	lemon	N	5.6800	3.6800	5.2245	5.4800	2.4800	1.6200	8.4400	6.3600	5.4000	3.5600	5.5833	5.6400	2.2800	1.2400	8.7200	5.7200	5.7200	5.9600	3.8000	4.8800	5.3200	2.6800	2.0000	8.1600	7.0000	7.0000	450
3093	LIPSTICK	szminka	lipstick	N	5.8000	3.9200	5.6400	4.8400	2.6400	1.7800	8.1000	8.2000	6.1200	4.3600	6.0000	4.9600	2.8800	1.1600	8.6400	8.0000	8.0000	5.4800	3.4800	5.2800	4.7200	2.4000	2.4000	7.5600	8.4000	8.4000	3692
3094	PAINTBRUSH	pędzel	paintbrush	N	5.6200	3.1000	5.3200	5.4800	2.9600	2.0000	8.1200	6.6200	5.8400	3.1600	5.5200	5.6400	3.6000	1.5200	8.5600	6.0800	6.0800	5.4000	3.0400	5.1200	5.3200	2.3200	2.4800	7.6800	7.1600	7.1600	2471
3096	RACKET	rakieta	racket	N	5.3600	4.9000	6.2400	5.8200	2.6000	1.5600	7.9200	6.8000	5.0400	4.9200	5.9200	6.5600	2.7600	1.3200	8.0800	6.4000	6.4000	5.6800	4.8800	6.5600	5.0800	2.4400	1.8000	7.7600	7.2000	7.2000	3076
3097	SEWING MACHINE	maszyna do szycia	sewing machine	N	5.6200	3.1800	5.1200	6.5600	2.8400	1.7600	8.1000	8.8200	5.8400	3.0800	5.3200	6.9200	2.6000	1.3600	8.5200	9.0000	9.0000	5.4000	3.2800	4.9200	6.2000	3.0800	2.1600	7.6800	8.6400	8.6400	1680
3101	SWING	huśtawka	swing	N	6.5200	4.4000	4.9800	4.5800	3.5600	2.1000	8.1200	6.3600	7.0800	4.6800	5.3200	4.8000	3.5600	1.4000	8.4000	5.7200	5.7200	5.9600	4.1200	4.6400	4.3600	3.5600	2.8000	7.8400	7.0000	7.0000	1029
3102	TANK	czołg	tank	N	4.3000	4.3000	6.9200	5.2400	3.2600	1.8400	8.1400	7.0200	3.7200	4.8000	6.7600	5.6800	2.8800	1.0800	8.2400	6.8000	6.8000	4.8800	3.8000	7.0800	4.8000	3.6400	2.6000	8.0400	7.2400	7.2400	479
3104	THERMOMETER	termometr	thermometer	N	4.9800	3.3400	5.2200	5.8800	3.0800	1.7800	8.0200	7.7600	4.6800	3.4800	5.3600	6.0800	3.0000	1.2400	8.2800	7.5200	7.5200	5.2800	3.2000	5.0800	5.6800	3.1600	2.3200	7.7600	8.0000	8.0000	3859
3110	CLAP	klaskać	to clap	V	6.1200	4.3000	5.1800	5.0600	3.1400	3.2400	7.5000	5.9800	5.9200	4.2800	5.4800	5.4000	3.6800	2.6000	7.8800	5.7200	5.7200	6.3200	4.3200	4.8800	4.7200	2.6000	3.8800	7.1200	6.2400	6.2400	1212
3114	GRATE (SOMETHING)	trzeć	to grate	V	4.6200	4.1400	4.8000	5.3800	2.8000	3.6800	6.5000	9.0600	4.5200	4.2400	4.8400	5.6000	2.8800	3.3600	7.0400	8.8800	8.8800	4.7200	4.0400	4.7600	5.1600	2.7200	4.0000	5.9600	9.2400	9.2400	3951
3118	IRON (CLOTHES)	prasować	to iron	V	4.8600	3.4600	5.1800	6.2400	3.4400	3.1600	7.5800	8.1400	4.8800	3.2000	5.2400	6.0400	3.2000	2.7600	7.9200	8.2800	8.2800	4.8400	3.7200	5.1200	6.4400	3.6800	3.5600	7.2400	8.0000	8.0000	2857
3119	MASSAGE (SOMEBODY)	masować	to rub	V	6.8200	3.4000	5.3000	4.6400	4.2000	3.4000	7.4600	8.5400	6.9200	3.6800	5.3200	4.3600	4.0000	2.9600	8.0000	8.8000	8.8000	6.7200	3.1200	5.2800	4.9200	4.4000	3.8400	6.9200	8.2800	8.2800	1674
3122	PAINT (SOMETHING)	malować	paint	V	6.4200	3.8400	5.9800	5.0800	3.4200	3.6600	7.6400	6.7000	6.6400	3.6400	6.1600	5.3600	3.4000	3.0000	8.1200	6.2800	6.2800	6.2000	4.0400	5.8000	4.8000	3.4400	4.3200	7.1600	7.1200	7.1200	1629
3127	RAKE (SOMETHING)	grabić	to rake	V	4.1800	3.5800	4.9792	5.2600	2.7400	3.8000	7.0000	9.3600	4.2400	3.4800	5.2083	5.3200	2.8000	3.2800	7.3200	9.4400	9.4400	4.1200	3.6800	4.7500	5.2000	2.6800	4.3200	6.6800	9.2800	9.2800	914
3128	SHOWER (ACTION)	brać prysznic	to shower	V	6.6600	3.5400	5.4800	5.8000	3.6800	3.2800	7.7200	7.2200	6.8400	3.6400	5.8400	6.0000	3.9200	2.2800	8.3200	7.3200	7.3200	6.4800	3.4400	5.1200	5.6000	3.4400	4.2800	7.1200	7.1200	7.1200	247
3131	SUNBATHE	opalać się	to tan	V	6.0200	3.4000	5.4400	4.8200	3.6400	3.3673	7.4800	8.2800	5.8800	3.6000	5.7600	4.6400	4.3200	2.9200	8.3200	8.2000	8.2000	6.1600	3.2000	5.1200	5.0000	2.9600	3.8333	6.6400	8.3600	8.3600	2285
3134	TYPE (ON SOMETHING)	pisać na maszynie	to type	V	5.6000	3.0600	5.4200	6.4200	2.9000	3.1400	7.6400	10.3600	5.7600	2.9600	5.6800	6.7200	3.0000	2.0800	8.1200	9.9200	9.9200	5.4400	3.1600	5.1600	6.1200	2.8000	4.2000	7.1600	10.8000	10.8000	2535
3138	STRAWBERRY	truskawka	strawberry	N	6.9800	3.3800	5.1800	5.5400	3.1000	1.7600	8.3200	5.7800	7.3200	4.0000	5.4400	5.5600	3.0000	1.2800	8.7200	5.2400	5.2400	6.6400	2.7600	4.9200	5.5200	3.2000	2.2400	7.9200	6.3200	6.3200	3943
319	LICK	lizać	lick	V	5.3400	4.1600	4.5800	5.0800	3.0800	3.5800	7.6600	6.8400	5.2400	4.4000	4.6000	4.9200	3.1200	2.8000	8.2000	5.9600	5.9600	5.4400	3.9200	4.5600	5.2400	3.0400	4.3600	7.1200	7.7200	7.7200	1535
356	SHEARS	nożyczki	scissors	N	4.9800	3.8000	5.6400	5.8800	2.8400	1.7200	8.1400	6.4200	4.8800	3.7200	5.6400	6.1200	2.8000	1.2800	8.4400	6.4000	6.4000	5.0800	3.8800	5.6400	5.6400	2.8800	2.1600	7.8400	6.4400	6.4400	2106
3675	ZEBRA	zebra	zebra	N	5.7600	3.3000	4.8800	5.7000	2.1200	1.7200	8.0400	7.4600	4.6400	4.7600	4.4400	4.4800	4.4000	5.9200	6.2400	7.5600	7.5600	4.8000	4.5600	4.6400	4.4800	4.0800	6.1200	6.1600	7.9200	7.9200	4710
503	FROG	żaba	frog	N	5.1600	2.8980	4.5000	5.6200	3.2200	1.4800	8.2400	7.1400	5.0000	3.5000	4.6000	5.8400	2.6400	1.2800	8.4800	6.6800	6.6800	5.3200	2.3200	4.4000	5.4000	3.8000	1.6800	8.0000	7.6000	7.6000	4852
539	NEST	gniazdo	nest	N	5.4800	3.4400	5.3000	5.2400	3.0000	2.0200	7.8000	7.1000	5.5600	3.7600	5.0800	5.3600	3.3200	1.4400	8.1200	7.2000	7.2000	5.4000	3.1200	5.5200	5.1200	2.6800	2.6000	7.4800	7.0000	7.0000	874
55	WHISPER	szeptać	to murmur	V	5.4400	2.9800	4.5200	5.4600	3.6000	4.3400	6.9000	7.1800	5.5200	2.8000	4.5200	5.4800	3.8800	3.5200	7.4000	7.0800	7.0800	5.3600	3.1600	4.5200	5.4400	3.3200	5.1600	6.4000	7.2800	7.2800	3668
578	KISS	całować	to kiss	V	7.8400	5.6600	6.3400	2.4600	5.8000	3.9200	7.9000	7.0400	7.8400	6.0400	6.4000	2.5200	6.3600	3.5200	8.5600	7.2400	7.2400	7.8400	5.2800	6.2800	2.4000	5.2400	4.3200	7.2400	6.8400	6.8400	325
587	ANT	mrówka	ant	N	4.7200	3.3400	3.8000	5.7200	2.5000	2.1200	8.1600	6.5400	4.4000	3.2400	4.1600	6.0800	2.3200	1.3600	8.4000	6.2800	6.2800	5.0400	3.4400	3.4400	5.3600	2.6800	2.8800	7.9200	6.8000	6.8000	1812
592	PISS	sikać	to piss	V	4.1800	3.7000	4.0600	5.7000	3.5000	2.8000	7.9400	5.3800	3.8800	3.6800	4.4000	6.1200	3.9200	2.2400	8.5200	5.0000	5.0000	4.4800	3.7200	3.7200	5.2800	3.0800	3.3600	7.3600	5.7600	5.7600	3350
615	HORSE	koń	horse	N	5.9000	3.9000	5.4600	5.6800	2.8200	1.7000	8.1200	6.8400	6.0400	3.8800	5.9200	5.7200	2.3600	1.0400	8.1600	5.7600	5.7600	5.7600	3.9200	5.0000	5.6400	3.2800	2.3600	8.0800	7.9200	7.9200	1315
625	LAMP	lampa	lamp	N	5.5200	3.0800	5.2600	6.1200	3.4000	1.7200	8.1000	7.4600	5.6000	3.4400	5.3600	6.0400	3.2800	1.1200	8.4400	6.6000	6.6000	5.4400	2.7200	5.1600	6.2000	3.5200	2.3200	7.7600	8.3200	8.3200	1472
628	LEAF	liść	leaf	N	5.9200	2.7200	4.7000	5.8200	3.2400	1.5400	8.0400	6.3000	5.9600	2.8400	4.8400	5.8400	2.6800	1.0400	8.1600	5.6000	5.6000	5.8800	2.6000	4.5600	5.8000	3.8000	2.0400	7.9200	7.0000	7.0000	1530
653	PLANT (VEGETATION)	sadzić	plant	V	5.6000	3.4200	5.4200	6.3000	3.2400	3.4400	7.2200	7.8800	5.6400	3.7200	5.3200	6.1200	3.5200	2.8800	7.5600	7.5600	7.5600	5.5600	3.1200	5.5200	6.4800	2.9600	4.0000	6.8800	8.2000	8.2000	3265
696	STIR	mieszać	to mix	V	5.0200	3.7400	5.2200	5.6600	3.5200	3.8600	7.1000	7.1400	5.1200	3.9200	5.5200	5.6800	3.8000	3.0000	7.4000	6.4400	6.4400	4.9200	3.5600	4.9200	5.6400	3.2400	4.7200	6.8000	7.8400	7.8400	1727
700	CARRY	nieść	to carry	V	5.1000	3.7800	5.1400	5.7200	3.6000	3.8000	6.3000	7.2400	5.0800	3.9200	5.5600	5.8400	3.6800	3.5200	6.7200	6.5600	6.5600	5.1200	3.6400	4.7200	5.6000	3.5200	4.0800	5.8800	7.9200	7.9200	2028
724	READ	czytać	to read	V	6.8800	3.7600	6.1800	6.0800	4.5600	3.9000	7.3800	6.5600	7.3600	4.0400	6.4800	6.0000	5.2000	3.1600	7.9600	6.2000	6.2000	6.4000	3.4800	5.8800	6.1600	3.9200	4.6400	6.8000	6.9200	6.9200	493
735	OWL	sowa	owl	N	5.8600	3.0600	5.5800	6.3200	2.8400	2.0800	8.0600	6.7000	5.9600	3.4800	5.8000	6.4000	2.6400	1.4800	8.3200	6.4000	6.4000	5.7600	2.6400	5.3600	6.2400	3.0400	2.6800	7.8000	7.0000	7.0000	3465
739	FEED	karmić	nourish	V	6.0200	3.5800	5.9200	5.8200	4.3400	3.8200	6.9600	6.3800	6.0400	3.7200	6.2000	5.7600	4.6000	3.1600	7.3600	5.9200	5.9200	6.0000	3.4400	5.6400	5.8800	4.0800	4.4800	6.5600	6.8400	6.8400	1152
741	DRIVE	kierować	to head	V	5.6800	3.7600	6.3800	6.6000	4.2800	4.7200	6.8200	8.2000	5.5600	4.2000	6.4400	6.5600	4.9600	4.3200	7.2400	8.2000	8.2000	5.8000	3.3200	6.3200	6.6400	3.6000	5.1200	6.4000	8.2000	8.2000	1192
769	ROOF	dach	roof	N	5.4600	3.4600	5.7600	6.5000	3.5200	1.7200	8.1400	6.6200	5.4800	3.5200	6.1600	6.5200	3.7600	1.1200	8.2800	6.4000	6.4000	5.4400	3.4000	5.3600	6.4800	3.2800	2.3200	8.0000	6.8400	6.8400	497
771	HAT	kapelusz	hat	N	5.5000	2.8200	5.0600	6.0600	2.8000	1.6400	7.9200	6.8600	5.6800	2.7600	4.9200	6.1600	3.2000	1.2000	8.3200	7.3200	7.3200	5.3200	2.8800	5.2000	5.9600	2.4000	2.0800	7.5200	6.4000	6.4000	1138
787	SAIL	żeglować	to sail	V	6.3600	3.4400	5.8776	5.3400	3.1600	3.5800	7.5600	8.8800	6.6400	3.4400	6.0800	5.7200	3.0800	3.0400	7.8000	9.0000	9.0000	6.0800	3.4400	5.6667	4.9600	3.2400	4.1200	7.3200	8.7600	8.7600	4869
794	PEN	długopis	pen	N	5.6800	2.8800	5.4400	6.2400	2.7800	1.8000	8.1600	6.9600	5.4000	3.0000	5.6800	6.3200	2.7200	1.3200	8.4800	6.2000	6.2000	5.9600	2.7600	5.2000	6.1600	2.8400	2.2800	7.8400	7.7200	7.7200	538
809	TROUSERS	spodnie	pants	N	5.6800	3.2600	5.4400	6.1400	3.0000	2.1000	8.2800	5.1200	5.9200	3.3200	5.8800	6.5200	3.4000	1.4800	8.4800	4.8400	4.8400	5.4400	3.2000	5.0000	5.7600	2.6000	2.7200	8.0800	5.4000	5.4000	3487
846	TIGER	tygrys	tiger	N	5.8400	4.6200	6.6600	5.3200	3.1200	1.6200	8.1200	6.9400	5.9600	4.7600	6.5200	5.6000	2.9200	1.0000	8.4000	6.4000	6.4000	5.7200	4.4800	6.8000	5.0400	3.3200	2.2400	7.8400	7.4800	7.4800	3977
908	DRUM	bęben	drum	N	5.5600	3.8200	5.5200	5.7600	2.9400	1.4400	7.8600	7.2857	5.4000	4.3600	5.7600	5.6400	2.8400	1.3200	7.8800	6.9167	6.9167	5.7200	3.2800	5.2800	5.8800	3.0400	1.5600	7.8400	7.6400	7.6400	173
922	PEAR	gruszka	pear	N	6.2600	3.1600	5.0000	5.5600	2.3200	2.0200	8.2400	6.4800	6.4400	3.6400	5.4000	5.8000	2.1600	1.3600	8.6000	6.1200	6.1200	6.0800	2.6800	4.6000	5.3200	2.4800	2.6800	7.8800	6.8400	6.8400	945
937	BIRD	ptak	bird	N	5.6600	3.4000	5.7200	5.2000	3.3800	2.1000	7.8200	6.5400	5.6400	3.4000	5.8400	5.5200	3.1600	1.5200	8.2400	5.8000	5.8000	5.6800	3.4000	5.6000	4.8800	3.6000	2.6800	7.4000	7.2800	7.2800	3036
978	WAVE	fala	wave	N	5.4000	3.3000	5.5000	5.3200	3.3600	2.7400	7.9000	7.8200	5.4400	3.2800	5.7200	5.2800	3.3200	2.2400	8.0800	7.6000	7.6000	5.3600	3.3200	5.2800	5.3600	3.4000	3.2400	7.7200	8.0400	8.0400	727
986	TOMATO	pomidor	tomato	N	5.7800	2.7000	5.2400	5.6400	3.0000	1.8600	8.3400	6.4800	5.6000	2.7200	5.4400	5.8000	2.9200	1.0800	8.5600	6.2400	6.2400	5.9600	2.6800	5.0400	5.4800	3.0800	2.6400	8.1200	6.7200	6.7200	2724
