ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GLOSS_IN_SOURCE	LINKED_CONCEPTS	TARGET_CONCEPTS	SHIFTS	DOMAIN	ALIAS	DEFINITION
Zalizniak-2024-4583-793	793	584	DIFFICULT	difficult		"""[]"""	"""[]"""				
Zalizniak-2024-4583-794	794	1356	NUMBER	digit (mathematics)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-795	795			dimple		"""[]"""	"""[]"""				
Zalizniak-2024-4583-796	796	1302	FORK	dinner fork		"""[]"""	"""[]"""				
Zalizniak-2024-4583-797	797	1833	DINNER (SUPPER)	dinner, evening meal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-798	798	3427	DIRECTION	direction		"""[]"""	"""[]"""				
Zalizniak-2024-4583-799	799			*directly		"""[]"""	"""[]"""				
Zalizniak-2024-4583-800	800	1230	DIRTY	dirty		"""[]"""	"""[]"""				
Zalizniak-2024-4583-801	801			disc		"""[]"""	"""[]"""				
Zalizniak-2024-4583-802	802			*disease		"""[]"""	"""[]"""				
Zalizniak-2024-4583-803	803			disgrace		"""[]"""	"""[]"""				
Zalizniak-2024-4583-804	804	2507	DISGUSTING	disgusting		"""[]"""	"""[]"""				
Zalizniak-2024-4583-805	805			dishonest		"""[]"""	"""[]"""				
Zalizniak-2024-4583-806	806	1083	MESS	disorder, mess		"""[]"""	"""[]"""				
Zalizniak-2024-4583-807	807	3956	DISPUTE	dispute, discussion		"""[]"""	"""[]"""				
Zalizniak-2024-4583-808	808			*dissimilar, distinct		"""[]"""	"""[]"""				
Zalizniak-2024-4583-809	809			dissolute		"""[]"""	"""[]"""				
Zalizniak-2024-4583-810	810	2978	DISTANCE	distance		"""[]"""	"""[]"""				
Zalizniak-2024-4583-811	811			distilled alcohol		"""[]"""	"""[]"""				
Zalizniak-2024-4583-812	812			distressing event		"""[]"""	"""[]"""				
Zalizniak-2024-4583-813	813			diver		"""[]"""	"""[]"""				
Zalizniak-2024-4583-814	814			do not see		"""[]"""	"""[]"""				
Zalizniak-2024-4583-815	815			dock-tailed, tailless		"""[]"""	"""[]"""				
Zalizniak-2024-4583-816	816	597	PHYSICIAN	doctor, physician		"""[]"""	"""[]"""				
Zalizniak-2024-4583-817	817			document (n.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-818	818	2009	DOG	dog		"""[]"""	"""[]"""				
Zalizniak-2024-4583-819	819	527	DOG-ROSE	dog-rose		"""[]"""	"""[]"""				
Zalizniak-2024-4583-820	820	1659	DOLL	doll		"""[]"""	"""[]"""				
Zalizniak-2024-4583-821	821	1479	DOLPHIN	dolphin		"""[]"""	"""[]"""				
Zalizniak-2024-4583-822	822			domestic (animal)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-823	823	1862	DONKEY	donkey		"""[]"""	"""[]"""				
Zalizniak-2024-4583-824	824			donut		"""[]"""	"""[]"""				
Zalizniak-2024-4583-825	825			doomsday		"""[]"""	"""[]"""				
Zalizniak-2024-4583-826	826	1567	DOOR	door		"""[]"""	"""[]"""				
Zalizniak-2024-4583-827	827	1012	LATCH	door bolt		"""[]"""	"""[]"""				
Zalizniak-2024-4583-828	828	80	DOORPOST	doorpost		"""[]"""	"""[]"""				
Zalizniak-2024-4583-829	829			dormouse		"""[]"""	"""[]"""				
Zalizniak-2024-4583-830	830	273	DOUGH	dough		"""[]"""	"""[]"""				
Zalizniak-2024-4583-831	831			downriver		"""[]"""	"""[]"""				
Zalizniak-2024-4583-832	832			*downstream		"""[]"""	"""[]"""				
Zalizniak-2024-4583-833	833			downy birch		"""[]"""	"""[]"""				
Zalizniak-2024-4583-834	834	3168	DOWRY	dowry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-835	835	2038	DRAGON	dragon		"""[]"""	"""[]"""				
Zalizniak-2024-4583-836	836	2352	DRAGONFLY	dragonfly		"""[]"""	"""[]"""				
Zalizniak-2024-4583-837	837			drama (theatre)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-838	838			draught animal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-839	839	2374	DREAM	dream (during sleep)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-840	840	474	DRESS	dress (feminine)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-841	841			*drinking vessel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-842	842			driver (of a motorized vehicle)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-843	843			driver's seat		"""[]"""	"""[]"""				
Zalizniak-2024-4583-844	844			drone		"""[]"""	"""[]"""				
Zalizniak-2024-4583-845	845	3748	DROP (OF A LIQUID)	drop (n.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-846	846	1372	MEDICINE	drug, medicine		"""[]"""	"""[]"""				
Zalizniak-2024-4583-847	847	908	DRUM	drum		"""[]"""	"""[]"""				
Zalizniak-2024-4583-848	848	1463	DRUNK	drunk		"""[]"""	"""[]"""				
Zalizniak-2024-4583-849	849			drunkard		"""[]"""	"""[]"""				
Zalizniak-2024-4583-850	850	1398	DRY	dry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-851	851			*dry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-852	852			dry (wine)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-853	853			dry sandy soil		"""[]"""	"""[]"""				
Zalizniak-2024-4583-854	854	452	DRY SEASON	dry season		"""[]"""	"""[]"""				
Zalizniak-2024-4583-855	855	1360	DUCK	duck		"""[]"""	"""[]"""				
Zalizniak-2024-4583-856	856			duckweed		"""[]"""	"""[]"""				
Zalizniak-2024-4583-857	857			*duffer		"""[]"""	"""[]"""				
Zalizniak-2024-4583-858	858			dump		"""[]"""	"""[]"""				
Zalizniak-2024-4583-859	859			dumpling		"""[]"""	"""[]"""				
Zalizniak-2024-4583-860	860	2057	DUNG (ANIMAL FAECES)	dung		"""[]"""	"""[]"""				
Zalizniak-2024-4583-861	861			dung-beetle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-862	862	2	DUST	dust		"""[]"""	"""[]"""				
Zalizniak-2024-4583-863	863			*dust		"""[]"""	"""[]"""				
Zalizniak-2024-4583-864	864	3471	OBLIGATION (DUTY)	duty, responsibility		"""[]"""	"""[]"""				
Zalizniak-2024-4583-865	865			dwarf		"""[]"""	"""[]"""				
Zalizniak-2024-4583-866	866			dyer's greenweed (Genista tinctoria)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-867	867			dysentery		"""[]"""	"""[]"""				
Zalizniak-2024-4583-868	868			ethnic group		"""[]"""	"""[]"""				
Zalizniak-2024-4583-869	869			exclamation of surprise, pain or sorrow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-870	870			expletive		"""[]"""	"""[]"""				
Zalizniak-2024-4583-871	871			expression of anger		"""[]"""	"""[]"""				
Zalizniak-2024-4583-872	872	1905	EAGLE	eagle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-873	873			eagle-owl (Bubo bubo)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-874	874	1247	EAR	ear		"""[]"""	"""[]"""				
Zalizniak-2024-4583-875	875	1249	SPIKE	ear, spike (of a grain plant)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-876	876			earlier		"""[]"""	"""[]"""				
Zalizniak-2024-4583-877	877	672	EARLY	early		"""[]"""	"""[]"""				
Zalizniak-2024-4583-878	878			earnest, serious		"""[]"""	"""[]"""				
Zalizniak-2024-4583-879	879	770	EARRING	earring		"""[]"""	"""[]"""				
Zalizniak-2024-4583-880	880			earth		"""[]"""	"""[]"""				
Zalizniak-2024-4583-881	881			earth oven		"""[]"""	"""[]"""				
Zalizniak-2024-4583-882	882	1228	EARTH (SOIL)	earth, soil		"""[]"""	"""[]"""				
Zalizniak-2024-4583-883	883	2350	EARTHWORM	earthworm		"""[]"""	"""[]"""				
Zalizniak-2024-4583-884	884	1877	EAST	East		"""[]"""	"""[]"""				
Zalizniak-2024-4583-885	885			*East		"""[]"""	"""[]"""				
Zalizniak-2024-4583-886	886			Easter		"""[]"""	"""[]"""				
Zalizniak-2024-4583-887	887			eater		"""[]"""	"""[]"""				
Zalizniak-2024-4583-888	888			eaves		"""[]"""	"""[]"""				
Zalizniak-2024-4583-889	889	2816	ECHO	echo		"""[]"""	"""[]"""				
Zalizniak-2024-4583-890	890	2285	ECLIPSE	eclipse		"""[]"""	"""[]"""				
Zalizniak-2024-4583-891	891			edge (of an instrument)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-892	892	863	EDGE	edge, border		"""[]"""	"""[]"""				
Zalizniak-2024-4583-893	893	1013	FRESHWATER EEL	eel (Anguilla anguilla)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-894	894			effeminate		"""[]"""	"""[]"""				
Zalizniak-2024-4583-895	895	744	EGG	egg		"""[]"""	"""[]"""				
Zalizniak-2024-4583-896	896	1146	AUBERGINE	eggplant (Solanum melongena)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-897	897			Egyptian vulture		"""[]"""	"""[]"""				
Zalizniak-2024-4583-898	898	1705	EIGHT	eight		"""[]"""	"""[]"""				
Zalizniak-2024-4583-899	899	981	ELBOW	elbow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-900	900			elbow piece (tube)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-901	901			elder		"""[]"""	"""[]"""				
Zalizniak-2024-4583-902	902			elder (Sambucus)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-903	903	1759	OLDER BROTHER	elder brother		"""[]"""	"""[]"""				
Zalizniak-2024-4583-904	904	2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)	elder brother's wife		"""[]"""	"""[]"""				
Zalizniak-2024-4583-905	905	1758	OLDER SISTER	elder sister		"""[]"""	"""[]"""				
Zalizniak-2024-4583-906	906	625	LAMP	electric lamp		"""[]"""	"""[]"""				
Zalizniak-2024-4583-907	907			electrical fan		"""[]"""	"""[]"""				
Zalizniak-2024-4583-908	908	59	ELECTRICITY	electricity		"""[]"""	"""[]"""				
Zalizniak-2024-4583-909	909	1290	ELEPHANT	elephant		"""[]"""	"""[]"""				
Zalizniak-2024-4583-910	910	1706	ELEVEN	eleven		"""[]"""	"""[]"""				
Zalizniak-2024-4583-911	911	3317	ELM	elm		"""[]"""	"""[]"""				
Zalizniak-2024-4583-912	912			elongated object		"""[]"""	"""[]"""				
Zalizniak-2024-4583-913	913	67	EMBERS	ember		"""[]"""	"""[]"""				
Zalizniak-2024-4583-914	914			embroidery on the hem		"""[]"""	"""[]"""				
Zalizniak-2024-4583-915	915			eminent man		"""[]"""	"""[]"""				
Zalizniak-2024-4583-916	916			emotionless		"""[]"""	"""[]"""				
Zalizniak-2024-4583-917	917	1624	EMPTY	empty		"""[]"""	"""[]"""				
Zalizniak-2024-4583-918	918	2817	EMU	Emu (Dromaius novaehollandiae)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-919	919	742	END (OF SPACE)	end		"""[]"""	"""[]"""				
Zalizniak-2024-4583-920	920			ending (in grammar)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-921	921			endless, infinite		"""[]"""	"""[]"""				
Zalizniak-2024-4583-922	922	1358	ENEMY	enemy		"""[]"""	"""[]"""				
Zalizniak-2024-4583-923	923			*engaged, bridegroom		"""[]"""	"""[]"""				
Zalizniak-2024-4583-924	924			Englishman		"""[]"""	"""[]"""				
Zalizniak-2024-4583-925	925	1881	ENOUGH	enough		"""[]"""	"""[]"""				
Zalizniak-2024-4583-926	926			entada (plant)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-927	927			enthusiastic person		"""[]"""	"""[]"""				
Zalizniak-2024-4583-928	928	2277	WHOLE	entire		"""[]"""	"""[]"""				
Zalizniak-2024-4583-929	929			entirely		"""[]"""	"""[]"""				
Zalizniak-2024-4583-930	930			envious		"""[]"""	"""[]"""				
Zalizniak-2024-4583-931	931			epidemic		"""[]"""	"""[]"""				
Zalizniak-2024-4583-932	932	1570	EQUAL	equal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-933	933			ermine; stoat (Mustela erminea)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-934	934	1293	MISTAKE	error		"""[]"""	"""[]"""				
Zalizniak-2024-4583-935	935			erysipelas		"""[]"""	"""[]"""				
Zalizniak-2024-4583-936	936			essay (in school)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-937	937			essence		"""[]"""	"""[]"""				
Zalizniak-2024-4583-938	938			eternal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-939	939			eternity		"""[]"""	"""[]"""				
Zalizniak-2024-4583-940	940			*ethnic group		"""[]"""	"""[]"""				
Zalizniak-2024-4583-941	941			eunuch		"""[]"""	"""[]"""				
Zalizniak-2024-4583-942	942			Eurasian hoopoe		"""[]"""	"""[]"""				
Zalizniak-2024-4583-943	943			Eurasian nuthatch		"""[]"""	"""[]"""				
Zalizniak-2024-4583-944	944			Eurasian scops owl		"""[]"""	"""[]"""				
Zalizniak-2024-4583-945	945			Eurasian skylark		"""[]"""	"""[]"""				
Zalizniak-2024-4583-946	946			Eurasian woodcock		"""[]"""	"""[]"""				
Zalizniak-2024-4583-947	947			Eurasian wryneck		"""[]"""	"""[]"""				
Zalizniak-2024-4583-948	948			Europe		"""[]"""	"""[]"""				
Zalizniak-2024-4583-949	949			*European blueberry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-950	950	2444	KINGFISHER	european kingfisher (Alcedo atthis)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-951	951	2402	ROBIN	European robin		"""[]"""	"""[]"""				
Zalizniak-2024-4583-952	952			European whitefish		"""[]"""	"""[]"""				
Zalizniak-2024-4583-953	953	1629	EVENING	evening		"""[]"""	"""[]"""				
Zalizniak-2024-4583-954	954			event, occurrence		"""[]"""	"""[]"""				
Zalizniak-2024-4583-955	955			evident		"""[]"""	"""[]"""				
Zalizniak-2024-4583-956	956	45	EVIL	evil (adj.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-957	957			evil eye		"""[]"""	"""[]"""				
Zalizniak-2024-4583-958	958			evil spirit		"""[]"""	"""[]"""				
Zalizniak-2024-4583-959	959			*evil spirit		"""[]"""	"""[]"""				
Zalizniak-2024-4583-960	960	1466	EXACT	exact		"""[]"""	"""[]"""				
Zalizniak-2024-4583-961	961			exactly		"""[]"""	"""[]"""				
Zalizniak-2024-4583-962	962			excellent		"""[]"""	"""[]"""				
Zalizniak-2024-4583-963	963			exceptional		"""[]"""	"""[]"""				
Zalizniak-2024-4583-964	964			excessive, extra		"""[]"""	"""[]"""				
Zalizniak-2024-4583-965	965	2509	EXCHANGE	exchange		"""[]"""	"""[]"""				
Zalizniak-2024-4583-966	966			executioner		"""[]"""	"""[]"""				
Zalizniak-2024-4583-967	967	1426	EXPENSIVE	expensive		"""[]"""	"""[]"""				
Zalizniak-2024-4583-968	968			experience of great suffering		"""[]"""	"""[]"""				
Zalizniak-2024-4583-969	969	2218	EXPERIENCED	experienced		"""[]"""	"""[]"""				
Zalizniak-2024-4583-970	970			extinct		"""[]"""	"""[]"""				
Zalizniak-2024-4583-971	971			extortioner		"""[]"""	"""[]"""				
Zalizniak-2024-4583-972	972	1248	EYE	eye		"""[]"""	"""[]"""				
Zalizniak-2024-4583-973	973			eye (of potato)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-974	974			eye of a needle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-975	975			eye of typhoon		"""[]"""	"""[]"""				
Zalizniak-2024-4583-976	976			eye socket		"""[]"""	"""[]"""				
Zalizniak-2024-4583-977	977	3807	EYEBALL	eyeball		"""[]"""	"""[]"""				
Zalizniak-2024-4583-978	978			eyebright (Euphrasia officinalis)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-979	979	1173	EYEBROW	eyebrow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-980	980	1540	EYELASH	eyelash		"""[]"""	"""[]"""				
Zalizniak-2024-4583-981	981	17	EYELID	eyelid		"""[]"""	"""[]"""				
Zalizniak-2024-4583-982	982			(fishing) sinker		"""[]"""	"""[]"""				
Zalizniak-2024-4583-983	983	3923	FEMALE ANIMAL	female animal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-984	984	227	FISH	fish		"""[]"""	"""[]"""				
Zalizniak-2024-4583-985	985	1381	SHOE	foot-wear		"""[]"""	"""[]"""				
Zalizniak-2024-4583-986	986			foreign country		"""[]"""	"""[]"""				
Zalizniak-2024-4583-987	987	791	STRANGER	foreigner		"""[]"""	"""[]"""				
Zalizniak-2024-4583-988	988	1507	FRUIT	fruit		"""[]"""	"""[]"""				
Zalizniak-2024-4583-989	989			furniture		"""[]"""	"""[]"""				
Zalizniak-2024-4583-990	990			fable		"""[]"""	"""[]"""				
Zalizniak-2024-4583-991	991	1560	FACE	face		"""[]"""	"""[]"""				
Zalizniak-2024-4583-992	992	675	FAECES (EXCREMENT)	faeces		"""[]"""	"""[]"""				
Zalizniak-2024-4583-993	993	2937	FAIRY TALE	fairy tale		"""[]"""	"""[]"""				
Zalizniak-2024-4583-994	994			faith		"""[]"""	"""[]"""				
Zalizniak-2024-4583-995	995	3258	FALCON	falcon		"""[]"""	"""[]"""				
Zalizniak-2024-4583-996	996			fallen woman		"""[]"""	"""[]"""				
Zalizniak-2024-4583-997	997			fallow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-998	998			fallow deer		"""[]"""	"""[]"""				
Zalizniak-2024-4583-999	999	1390	WRONG	false, wrong		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1000	1000	3069	FALSE	falsified, fake		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1001	1001	865	FAME	fame		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1002	1002	194	FAMILY	family		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1003	1003			*family		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1004	1004			famous		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1005	1005	1971	FAN (OBJECT)	fan (hand-held)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1006	1006			fan (sport)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1007	1007			fan palm (Pritchardia pacifica)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1008	1008			fanatic		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1009	1009			fang		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1010	1010	1406	FAR	far away		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1011	1011			farm laborer		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1012	1012	979	FARMER	farmer		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1013	1013			fascicle (cluster of flowers or berries)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1014	1014			fast (n.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1015	1015	2449	FAT (OF MEAT AND FOOD)	fat (adj.) (of food)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1016	1016	1279	FAT (OBESE)	fat (adj.)(of a person)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1017	1017	323	FAT (ORGANIC SUBSTANCE)	fat (n.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1018	1018			Fat Tuesday		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1019	1019	1217	FATHER	father		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1020	1020	1985	PATERNAL UNCLE (FATHER'S BROTHER)	father's brother		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1021	1021	1055	FATHER-IN-LAW	father-in-law		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1022	1022			fatless		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1023	1023			*favourite		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1024	1024	528	DREADFUL	fearful, dreadful		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1025	1025	131	FESTIVAL	feast		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1026	1026			feast (at a table)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1027	1027	1201	FEATHER	feather		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1028	1028			feathering		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1029	1029	2037	FEBRUARY	February		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1030	1030			fellow traveller		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1031	1031			female ascetic		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1032	1032			*female breast		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1033	1033			female calf		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1034	1034			female maral		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1035	1035			female servant, maid		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1036	1036	1690	FENCE	fence		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1037	1037			fenugreek		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1038	1038			ferment, leaven		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1039	1039	3802	FERN	fern		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1040	1040			fertile (soil)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1041	1041			fetlock		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1042	1042			fetters		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1043	1043			fetus		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1044	1044	1534	FEVER	fever		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1045	1045	1242	FEW	few, little		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1046	1046			fibres prepared for spinning		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1047	1047			fibula (anat.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1048	1048	212	FIELD	field		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1049	1049			field bindweed		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1050	1050			field sowthistle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1051	1051			fieldfare		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1052	1052			fifth		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1053	1053	322	FIG	fig		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1054	1054			fighter plane		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1055	1055			figuratively		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1056	1056	1945	IDOL	figure, stature		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1057	1057	216	MOVIE	film, movie		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1058	1058	213	FIN	fin		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1059	1059	218	FINE (PENALTY)	fine (fee as a punishment)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1060	1060	2157	FINE OR THIN	fine, powder-like		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1061	1061	1374	RING	finger-ring		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1062	1062	2120	FINGER OR TOE	finger/toe		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1063	1063	221	FIRE	fire		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1064	1064			fire (accident)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1065	1065			fire striker		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1066	1066			fire-arms		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1067	1067			firearm		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1068	1068			firebug, Pyrrhocoris apterus		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1069	1069	206	FIREFLY	firefly		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1070	1070	185	FIREPLACE	fireplace		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1071	1071	10	FIREWOOD	firewood		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1072	1072			fireworks		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1073	1073	3003	SOLID	firm, solid		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1074	1074	728	FIRST	first		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1075	1075			first time		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1076	1076			firstborn		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1077	1077			*fish		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1078	1078	3799	FISHBONE	fishbone		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1079	1079	1858	FISHERMAN	fisherman		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1080	1080			fishing float (bobber)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1081	1081	1473	FIST	fist		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1082	1082	493	FIVE	five		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1083	1083			five-finger (Potentilla)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1084	1084	2623	FLAG	flag		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1085	1085			flagellate		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1086	1086			flagellum		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1087	1087			flank (body part)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1088	1088	529	FLANK	flank (military)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1089	1089	1633	FLAT	flat (adj)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1090	1090			flat cake		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1091	1091			flatbread		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1092	1092			flattery		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1093	1093			flatus		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1094	1094	3315	FLAX	flax		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1095	1095	232	FLEA	flea		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1096	1096	1691	FLEXIBLE	flexible		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1097	1097			flint		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1098	1098			flood, overflow (of the river)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1099	1099	1632	FLOOR	floor (vs. ceiling)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1100	1100	239	FLOWER	flower		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1101	1101			flower cup		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1102	1102			fluff, down (of feather)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1103	1103	777	FLUTE	flute		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1104	1104	1504	FLY (INSECT)	fly (n.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1105	1105			fly agaric (Amanita muscaria)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1106	1106			flying fish		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1107	1107	1647	FOAL	foal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1108	1108	1768	FOAM	foam		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1109	1109			*fodder		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1110	1110			follower (of guru, leader)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1111	1111			fontanelle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1112	1112	256	FOOD	food		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1113	1113	1438	FOOL	fool		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1114	1114	1301	FOOT	foot		"""[]"""	"""[]"""				
Zalizniak-2024-4583-1115	1115			*foot		"""[]"""	"""[]"""				
