CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_POS	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_LOG_ZIPF	LINE_IN_SOURCE
1507	FRUIT	水果	NN	100.0124182	4.615243462	4.996002842262204	2170
1508	KING	国王	NN	63.3411982	4.164200145	4.799708197118235	1876
1509	MOSQUITO	蚊子	NN	27.50341501	3.350023905	4.444696388988009	1618
1510	CHIN	下巴	NN	4.167184092	1.642327877	3.691368722329398	8194
1511	ROOSTER	公鸡	NN	26.66997819	3.320348006	4.431731411823641	3123
1515	TEN	十	CD	166.6873637	5.122101315	5.216413529366243	423
1517	WASP	黄蜂	NN	17.50217319	2.917888195	4.255640152767961	1925
1518	STUPID	傻	VA	44.17215138	3.810480777	4.645611231768722	960
1519	RUN	跑	VV	536.7333111	6.287362733	5.722777186581022	1238
152	HOOF	蹄	NN	2.500310455	1.252851666	3.515277463273716	10518
1521	SEEM	似乎	AD	0.833436818	0.606192248	3.214247467609735	13110
1522	SOCK	袜子	NN	76.67618729	4.352548741	4.881700420499689	1773
1523	FORGET	忘记	VV	47.50589865	3.881685412	4.676645465508692	2141
1524	WINE	酒	NN	22.5027941	3.157119312	4.360375503287973	4028
1525	COAST	海岸	NN	6.667494547	2.036989906	3.867459981385079	3972
1526	MEAL	饭菜	NN	2.500310455	1.252851666	3.515277463273716	7255
153	GREY	灰色	VA	41.67184092	3.753539239	4.620787648043691	2049
1530	BOWL	碗	NN	80.00993457	4.394571796	4.899989206211999	1760
1531	BRANCH	树枝	NN	19.16904682	3.004149094	4.29342871365736	4901
1533	BE HUNGRY	饿	VV	74.17587684	4.319830393	4.867459981385079	1450
1535	SWORD	剑	NN	55.00683001	4.025473648	4.73929227464658	3790
1536	UNDERSTAND	明白	VV	41.67184092	3.753539239	4.620787648043691	274
1537	SPRINGTIME	春	NT	15.00186273	2.772705136	4.191971072898583	8015
1538	SCORPION	蝎子	NN	17.50217319	2.917888195	4.255640152767961	6024
1539	BASKET	篮子	NN	11.66811546	2.539088243	4.089308731001435	2433
1542	ACCOMPANY	陪	VV	338.3753483	5.827106717	5.522811881170973	161
1543	SNAIL	螺蛳	NN	0.833436818	0.606192248	3.214247467609735	13062
1545	HOST	主人	NN	56.67370365	4.054801327	4.75206656268301	2148
1547	SOUP	汤	NN	14.16842591	2.719216025	4.16848997704906	3019
1548	UGLY	丑	VA	29.17028864	3.40685762	4.469519972713041	4948
1550	PREVENT	阻止	VV	15.00186273	2.772705136	4.191971072898583	1989
1551	FEMALE	女	VA	178.3554791	5.189369753	5.245655931861359	1819
1553	MALE	男	VA	137.517075	4.930993603	5.133325559985809	1818
1556	YOLK	蛋黄	NN	6.667494547	2.036989906	3.867459981385079	11448
1558	SIMILAR	类似	VV	11.66811546	2.539088243	4.089308731001435	1291
1559	MONEY	钱	NN	315.8725542	5.758499656	5.493001068562564	271
156	RED	红	VA	216.6935728	5.383088445	5.329857979284036	547
1560	FACE	脸	NN	149.1851905	5.011869136	5.16848997704906	967
1561	ARMY	军队	NN	5.00062091	1.791862949	3.758315511960011	7008
1562	MIND	头脑	NN	5.834057729	1.921918601	3.816307458937698	4351
1563	PYTHON	蟒蛇	NN	3.333747274	1.466432589	3.612187476281773	13086
1564	LAZY	懒	VA	35.00434637	3.583639664	4.54668592752534	2493
1565	HEAVEN	天堂	NN	6.667494547	2.036989906	3.867459981385079	7493
1566	GUN	枪	NN	270.866966	5.605312851	5.426435072013692	873
1567	DOOR	门	NN	185.0229737	5.225870181	5.261522334993915	147
1568	ARRANGE	安排	VV	4.167184092	1.642327877	3.691368722329398	7036
1569	CHEESE	芝士	NN	3.333747274	1.466432589	3.612187476281773	5021
157	DYE	染	NN	2.500310455	1.252851666	3.515277463273716	14854
1571	SELL	买	VV	1494.352215	7.310117054	6.167039910653827	25
1573	SWELL	肿	VV	4.167184092	1.642327877	3.691368722329398	6367
1574	FLOAT	漂浮	VV	4.167184092	1.642327877	3.691368722329398	11265
1575	COCKROACH	蟑螂	NN	12.50155228	2.602804662	4.117337454601679	8548
1577	AND	和	CC	3774.635351	8.236323952	6.569315673958586	200
1579	BE	是	VC	31393.89808	10.35440068	7.489201563074255	13
1580	ONLY	只	AD	2623.659104	7.872706302	6.411390132582298	416
1583	BRAIN	脑子	NN	53.33995638	3.995259801	4.72613082858861	4247
1585	SLEEP	睡	VV	314.2056805	5.75322538	5.490709271782979	204
1586	SMELL (PERCEIVE)	闻	VV	12.50155228	2.602804662	4.117337454601679	4155
159	SWEET POTATO	白薯	NN	0.833436818	0.606192248	3.214247467609735	1759
1590	WAIT (FOR)	等	P	563.4032892	6.335769048	5.743806140630898	550
1591	UP	往上	AD	81.6768082	4.41493913	4.908852666543304	958
1592	CHEST	胸脯	NN	1.666873637	0.980906864	3.390338726665417	19778
1593	DEEP	深	VA	77.50962411	4.363221217	4.886345325545452	462
1594	FLOUR	面粉	NN	13.33498909	2.662703339	4.143666393324028	5176
1595	SOUTH	南	NR	8.334368184	2.233703092	3.954610157103979	6090
1596	LOCK	锁	VV	29.17028864	3.40685762	4.469519972713041	5632
1597	AIRPLANE	飞机	NN	993.4566875	6.902196545	5.989857915616096	49
1598	NORTH	北	NN	4.167184092	1.642327877	3.691368722329398	11443
1600	SKIRT	裙子	NN	140.0173855	4.948883184	5.141104176559427	1872
1602	WAKE UP	醒	VV	37.50465683	3.650779191	4.575975303627328	3385
1606	INSIDE	里面	NN	1144.308752	7.043429532	6.051204204669286	149
1607	HATE	恨	VV	5.00062091	1.791862949	3.758315511960011	8110
1609	IDEA	主意	NN	15.00186273	2.772705136	4.191971072898583	5340
1612	LETTER	信	VV	40.00496728	3.713693213	4.603413551974268	928
1613	COLOR	颜色	NN	277.5344605	5.629541788	5.436963938757319	483
1615	ESCAPE	逃	VV	20.00248364	3.044640699	4.311157480617791	3853
1616	CLOTH	布	NN	59.17401411	4.0972406	4.770549968377022	2567
1619	GRANDDAUGHTER	孙女	NN	1.666873637	0.980906864	3.390338726665417	10409
1620	SON	儿子	NN	53.33995638	3.995259801	4.72613082858861	3485
1622	SHIRT	衬衣	NN	0.833436818	0.606192248	3.214247467609735	20741
1623	SPEAK	说	VV	5459.844597	8.605358745	6.729591360698116	121
1624	EMPTY	空	VA	52.50651956	3.979803507	4.719397445929641	1289
1627	CHAIN	链子	NN	1.666873637	0.980906864	3.390338726665417	10028
1628	SQUIRREL	松鼠	NN	50.0062091	3.931947372	4.698547306956521	1900
1629	EVENING	晚上	NN	610.0757511	6.41522093	5.778321446586882	202
163	BLACK	黑	VA	262.5325978	5.574177071	5.412904554564157	1195
1631	FAST	快	NN	935.1161103	6.841739518	5.963597228207211	198
1632	FLOOR	地板	NN	15.00186273	2.772705136	4.191971072898583	6602
1633	FLAT	扁	VA	23.33623092	3.191966224	4.375615469844711	4311
1634	HUNDRED	百	CD	27.50341501	3.350023905	4.444696388988009	9088
1639	BEER	啤酒	NN	7.500931366	2.14017573	3.913217471945754	12865
1641	SILK	绸子	NN	0.833436818	0.606192248	3.214247467609735	16587
1643	COUSIN	表哥	NN	15.83529955	2.823477846	4.214247467609735	9924
1644	RELATIVES	亲戚	NN	5.00062091	1.791862949	3.758315511960011	13049
1645	SHORT	短	VA	91.67805002	4.529131659	4.958540450732412	1605
1646	GIRL	少女	NN	9.167805002	2.319226356	3.992398717993379	8056
1649	SIT DOWN	坐	VV	2361.126507	7.767317554	6.365617317857195	259
1650	WATCH	看	VV	7262.568436	8.890626507	6.853484863391766	294
1651	TEAR (OF EYE)	眼泪	NN	16.66873637	2.871796771	4.235436766679674	3417
1652	INSTEAD	替	P	18.33561	2.961948474	4.274945307963347	5350
1653	BLIND	瞎	AD	40.8384041	3.733814676	4.612187476281773	1841
1654	LIGHTNING	闪电	NN	41.67184092	3.753539239	4.620787648043691	4097
1655	BLINK	眨	VV	4.167184092	1.642327877	3.691368722329398	3241
1657	TRUE	真	AD	633.411982	6.452698557	5.794602128716327	567
1660	LOSE	失去	VV	14.16842591	2.719216025	4.16848997704906	6385
1663	BED	床	NN	226.6948146	5.4280062	5.34938011898651	394
1664	RAFT	木筏	NN	0.833436818	0.606192248	3.214247467609735	18141
1665	BEAT	打	VV	1532.690309	7.335432077	6.17803529495529	206
1666	MUTE	哑巴	NN	3.333747274	1.466432589	3.612187476281773	12593
1667	HOLE	窟窿	NN	4.167184092	1.642327877	3.691368722329398	13863
1668	GRIEF	悲伤	NN	2.500310455	1.252851666	3.515277463273716	8270
1669	ANCESTORS	祖先	NN	2.500310455	1.252851666	3.515277463273716	12883
167	MAIL	邮件	NN	1.666873637	0.980906864	3.390338726665417	2297
1671	TOWER	塔	NN	32.50403592	3.511665907	4.515277463273716	3012
1672	WRITE	写	VV	290.8694496	5.676306612	5.45728551629603	1532
1673	ARM	胳膊	NN	97.51210775	4.590179462	4.985099479251879	2464
1674	POOR	穷	VA	4.167184092	1.642327877	3.691368722329398	11949
1675	PROMISE	答应	VV	20.00248364	3.044640699	4.311157480617791	5898
1676	ALWAYS	总是	AD	120.0149019	4.795913694	5.074585474180729	1749
1679	LOAD	装	VV	322.5400487	5.779322904	5.502049197539961	393
168	REST	休息	VV	70.00869275	4.262802303	4.842636397660047	1261
1680	HELMET	头盔	NN	20.00248364	3.044640699	4.311157480617791	2672
1681	WAIST	腰	NN	13.33498909	2.662703339	4.143666393324028	2478
1684	BUD	芽	NN	5.00062091	1.791862949	3.758315511960011	6553
1685	AFTER	之后	LC	1115.9719	7.018376642	6.040322270310561	788
1686	BEHIND	后面	NN	195.8576523	5.282480891	5.28612947491586	726
1688	FATE	命运	NN	1.666873637	0.980906864	3.390338726665417	14578
1690	FENCE	栅栏	NN	3.333747274	1.466432589	3.612187476281773	18630
1695	TUESDAY	星期二	NT	4.167184092	1.642327877	3.691368722329398	10390
1697	MONDAY	星期一	NT	8.334368184	2.233703092	3.954610157103979	1281
1698	CURVED	弯曲	VV	1.666873637	0.980906864	3.390338726665417	1853
1699	SUNDAY	星期天	NT	7.500931366	2.14017573	3.913217471945754	1267
1703	SIX	六	CD	165.02049	5.112111215	5.212070548355461	285
1704	SEVEN	七	CD	100.0124182	4.615243462	4.996002842262204	522
1705	EIGHT	八	CD	106.6799128	4.679163056	5.023807182245003	523
1706	ELEVEN	十一	CD	17.50217319	2.917888195	4.255640152767961	4220
1707	TWELVE	十二	CD	30.83716228	3.460634233	4.493001068562564	6473
1708	THIRTEEN	十三	CD	4.167184092	1.642327877	3.691368722329398	7285
1709	FIFTEEN	十五	CD	20.83592046	3.083556341	4.328190819916572	1609
1710	TWENTY	二十	CD	46.67246183	3.864353911	4.669092327618245	425
1713	EIGHTEEN	十八	CD	16.66873637	2.871796771	4.235436766679674	5343
1714	NINETEEN	十九	OD	3.333747274	1.466432589	3.612187476281773	5374
1715	THIRTY	三十	CD	19.16904682	3.004149094	4.29342871365736	3792
1716	FORTY	四十	CD	20.00248364	3.044640699	4.311157480617791	4352
1717	FIFTY	五十	CD	7.500931366	2.14017573	3.913217471945754	5533
1718	SIXTY	六十	CD	6.667494547	2.036989906	3.867459981385079	9219
1719	BURY	埋	VV	30.00372546	3.434107373	4.481419196012749	3536
1720	SIGN	记号	NN	1.666873637	0.980906864	3.390338726665417	6147
1721	SEVENTY	七十	CD	3.333747274	1.466432589	3.612187476281773	5299
1722	EIGHTY	八十	CD	10.83467864	2.471034089	4.059345507623992	449
1724	NINETY	九十	CD	5.00062091	1.791862949	3.758315511960011	4734
1725	CORRECT (RIGHT)	对	VA	5694.040343	8.64735096	6.747828892668441	40
1726	WET	湿	VA	57.50714047	4.069148806	4.758315511960011	988
1728	ROTTEN	烂	VA	16.66873637	2.871796771	4.235436766679674	5145
1732	SKY	天	M	1673.541131	7.423294455	6.216197408694003	296
1733	RAINBOW	彩虹	NN	84.17711866	4.444732837	4.921817643707672	3134
1734	TWENTY ONE	二十一	CD	0.833436818	0.606192248	3.214247467609735	11205
1735	TEAR (SHRED)	撕开	VV	1.666873637	0.980906864	3.390338726665417	2378
174	PROUD	骄傲	VA	5.00062091	1.791862949	3.758315511960011	11808
1740	PINE	松树	NN	3.333747274	1.466432589	3.612187476281773	14104
1741	ABOVE	上面	LC	766.7618729	6.643479624	5.877477102142603	130
1742	TRAVERSE	经过	VV	17.50217319	2.917888195	4.255640152767961	7168
1743	JOIN	贴	VV	117.5145914	4.775036087	5.065505816328811	440
1745	HIP	臀部	NN	1.666873637	0.980906864	3.390338726665417	8287
1747	CUSTOM	传统	VA	3.333747274	1.466432589	3.612187476281773	13886
1749	TAKE	拿走	VV	37.50465683	3.650779191	4.575975303627328	2614
175	BLOW (OF WIND)	刮风	VV	4.167184092	1.642327877	3.691368722329398	4159
1750	CHOOSE	选	VV	460.8905606	6.135327981	5.656727236674184	724
1752	LEAVE	离开	VV	25.00310455	3.258215937	4.404579165780027	2496
1754	BRACELET	手镯	NN	2.500310455	1.252851666	3.515277463273716	7529
1755	UNDRESS	脱	VV	58.34057729	4.083293343	4.764475820664829	3387
1756	WIDOW	寡妇	NN	1.666873637	0.980906864	3.390338726665417	3626
1757	TIRED	累	VA	108.3467864	4.694524358	5.030488767601518	1767
1758	OLDER SISTER	姐姐	NN	610.0757511	6.41522093	5.778321446586882	235
1759	OLDER BROTHER	哥哥	NN	500.8955279	6.218391986	5.692813963203578	234
176	BLOW (WITH MOUTH)	吹	VV	110.8470968	4.717132732	5.040322270310561	1371
1760	YOUNGER BROTHER	弟	NN	33.33747274	3.536237257	4.526001328665489	3355
1762	STONE (OF FRUIT)	核	NN	11.66811546	2.539088243	4.089308731001435	15195
1763	CLUB	俱乐部	NN	1.666873637	0.980906864	3.390338726665417	11461
1766	FINISH	了	SP	24944.76397	10.12445931	7.389338698883737	23
1767	SCRAPE	刮	VV	10.83467864	2.471034089	4.059345507623992	9784
1771	TASTELESS	淡	VA	3.333747274	1.466432589	3.612187476281773	12954
1773	GRAVE	坟	NN	0.833436818	0.606192248	3.214247467609735	19212
1775	TABLE	桌子	NN	156.6861219	5.060606487	5.189679276118998	485
1777	RESEMBLE	像	P	1236.820239	7.12110724	6.084943925598985	456
1779	DARE	敢	VV	253.3647928	5.538769429	5.39751731129254	1069
178	RIPE	熟	VA	20.00248364	3.044640699	4.311157480617791	4230
1780	BILE	胆	NN	8.334368184	2.233703092	3.954610157103979	4558
1781	THUMB	拇指	NN	5.834057729	1.921918601	3.816307458937698	4343
1782	GUEST	客人	NN	24.16966773	3.225639608	4.390338726665417	2800
1783	PAIN	疼痛	VA	1.666873637	0.980906864	3.390338726665417	13742
1784	WANT	想要	VV	108.3467864	4.694524358	5.030488767601518	1572
1788	TELEVISION	电视	NN	535.0664374	6.284258104	5.721428444869977	258
1789	AGE	年纪	NN	8.334368184	2.233703092	3.954610157103979	9518
1791	BUTTERFLY	蝴蝶	NN	92.51148684	4.538084283	4.962435494615936	2560
1793	BAT	蝙蝠	NR	16.66873637	2.871796771	4.235436766679674	5536
1797	HEDGEHOG	刺猬	NN	13.33498909	2.662703339	4.143666393324028	2931
1798	GUNPOWDER	火药	NN	5.00062091	1.791862949	3.758315511960011	12169
180	CALL BY NAME	叫	VV	2501.977329	7.825236234	6.390772804144735	323
1803	WOOD	木头	NN	79.17649775	4.384230426	4.895488704985322	406
1807	AFTERNOON	下午	NT	69.17525593	4.250995769	4.837496758007636	169
1810	DANGER	危险	VA	84.17711866	4.444732837	4.921817643707672	1074
1812	TRY	试	VV	40.8384041	3.733814676	4.612187476281773	979
1813	TASTY	好吃	VA	217.5270096	5.386909621	5.3315187632655	1443
1817	WEST	西	NN	30.83716228	3.460634233	4.493001068562564	4753
1820	BEAR	熊	NN	372.5462578	5.923041847	5.564495485943898	1970
1821	BRUSH	刷子	NN	4.167184092	1.642327877	3.691368722329398	4205
1827	HARVEST CROPS	收获	VV	1.666873637	0.980906864	3.390338726665417	4455
1828	ASK (REQUEST)	要	VV	3420.424703	8.137812323	6.526530633401213	175
1829	JUMP	跳	VV	630.9116715	6.448749624	5.792886677577807	719
1831	MEET	遇见	VV	17.50217319	2.917888195	4.255640152767961	4004
1833	DINNER (SUPPER)	晚饭	NN	12.50155228	2.602804662	4.117337454601679	12031
1834	SHE	她	PN	1911.904061	7.556377817	6.274000161819034	302
1839	CRY	哭	VV	166.6873637	5.122101315	5.216413529366243	1118
1840	BUILD	建筑	NN	13.33498909	2.662703339	4.143666393324028	7577
1843	THOUSAND	千	CD	5.834057729	1.921918601	3.816307458937698	10316
1844	BOAT	船	NN	413.3846619	6.026794678	5.609573860679086	412
1845	BALL	球	NN	360.0447056	5.889001789	5.54970536829912	241
1846	RULE	规则	VA	15.83529955	2.823477846	4.214247467609735	4560
1849	ROW	划	VV	86.67742911	4.473664502	4.934406771015692	1388
1850	COTTON	棉花	NN	15.00186273	2.772705136	4.191971072898583	9688
1852	OFTEN	常常	AD	2.500310455	1.252851666	3.515277463273716	13490
1853	DOVE	鸽子	NN	15.00186273	2.772705136	4.191971072898583	1409
1854	SPARROW	麻雀	NN	2.500310455	1.252851666	3.515277463273716	9431
1856	SOFT	软	VA	79.17649775	4.384230426	4.895488704985322	965
1857	CROCODILE	鳄鱼	NN	64.17463502	4.17707036	4.805312074636235	1810
1862	DONKEY	驴	NN	2.500310455	1.252851666	3.515277463273716	11361
1863	AMAZING	神奇	VA	93.34492366	4.546957467	4.966295915429174	4404
1867	COIN	硬币	NN	19.16904682	3.004149094	4.29342871365736	3989
1869	BUY	卖	VV	156.6861219	5.060606487	5.189679276118998	1044
1871	CAMEL	骆驼	NN	21.66935728	3.121014113	4.344581236104741	3277
1875	REGRET	后悔	VV	1.666873637	0.980906864	3.390338726665417	11936
1877	EAST	东	NN	30.83716228	3.460634233	4.493001068562564	3455
1879	DANCE	跳舞	VV	178.3554791	5.189369753	5.245655931861359	825
188	COMB OF BIRD	鸡冠	NN	1.666873637	0.980906864	3.390338726665417	2601
1880	PASSIONATE	热情	VA	0.833436818	0.606192248	3.214247467609735	20738
1881	ENOUGH	够	VV	150.0186273	5.017403189	5.170896046814939	1370
1882	BEFORE	以前	NT	464.2243079	6.142519672	5.659851670883333	197
1884	HARD	硬	VA	72.5090032	4.297407891	4.857700144095922	2768
1887	CHEAP	便宜	VA	9.167805002	2.319226356	3.992398717993379	1427
1888	PAIR	一对	VA	1.666873637	0.980906864	3.390338726665417	13215
1890	BELIEVE	相信	VV	17.50217319	2.917888195	4.255640152767961	2186
1895	CLOTHES	衣服	NN	549.2348633	6.310345211	5.732761407487622	695
1896	FINGERNAIL OR TOENAIL	指甲	NN	14.16842591	2.719216025	4.16848997704906	6546
1897	HELP	帮助	VV	95.0117973	4.564471072	4.973915312299366	1927
1899	MAD	疯	VV	18.33561	2.961948474	4.274945307963347	649
1904	DROWN	淹	VV	12.50155228	2.602804662	4.117337454601679	5337
1905	EAGLE	雕	NN	2.500310455	1.252851666	3.515277463273716	16884
1906	SOUR	酸	IJ	12.50155228	2.602804662	4.117337454601679	3082
1909	SHAKE	摇动	VV	5.00062091	1.791862949	3.758315511960011	4052
1913	PRESS	压	VV	48.33933547	3.898721643	4.684069483587898	1478
1914	DEBT	债务	NN	0.833436818	0.606192248	3.214247467609735	17147
1917	TIE	捆	VV	9.167805002	2.319226356	3.992398717993379	8985
1919	TORCH	火炬	NN	1.666873637	0.980906864	3.390338726665417	5909
192	CORNER	角	NN	52.50651956	3.979803507	4.719397445929641	2599
1920	DREAM (SOMETHING)	梦	VV	78.34306093	4.373780994	4.890941077234602	2491
1923	ROUGH	粗	VA	31.6705991	3.486475563	4.504282078972254	2528
1924	VEIN	血管	NN	24.16966773	3.225639608	4.390338726665417	2194
1927	BAMBOO	竹子	NN	6.667494547	2.036989906	3.867459981385079	8385
193	SHALLOW	浅	VA	15.83529955	2.823477846	4.214247467609735	5856
1932	GUESS	猜	VV	144.1845696	4.978005827	5.153766720228354	1742
1935	ANUS	肛门	NN	1.666873637	0.980906864	3.390338726665417	12901
1936	DEER	鹿	NN	30.00372546	3.434107373	4.481419196012749	2415
1937	THERE	那里	PN	730.9240897	6.595676806	5.856711987851856	692
1938	FORTRESS	城堡	NN	217.5270096	5.386909621	5.3315187632655	721
1939	SWEAR	发誓	VV	1.666873637	0.980906864	3.390338726665417	3396
194	FAMILY	家	NN	3563.775835	8.178856452	6.544356722202565	4
1941	SOLDIER	士兵	NN	19.16904682	3.004149094	4.29342871365736	5560
1942	NEAR	近	VA	165.8539269	5.11711874	5.214247467609735	1011
1943	CROWN (OF HEAD)	王冠	NN	18.33561	2.961948474	4.274945307963347	2251
1944	GOD	上帝	NR	4.167184092	1.642327877	3.691368722329398	20171
1948	SAW	锯子	NN	6.667494547	2.036989906	3.867459981385079	2892
1949	BEDBUG	臭虫	NN	5.834057729	1.921918601	3.816307458937698	12489
195	MAT	席	M	0.833436818	0.606192248	3.214247467609735	17806
1954	GENTLE	嫩	VA	5.00062091	1.791862949	3.758315511960011	5088
1956	SUNFLOWER	向日葵	NR	36.67122001	3.628896408	4.566429985721098	9206
1959	RAW	生	VV	144.1845696	4.978005827	5.153766720228354	835
1962	ROAST (SOMETHING)	烤	VV	50.0062091	3.931947372	4.698547306956521	1415
1963	IMMEDIATELY	立刻	AD	11.66811546	2.539088243	4.089308731001435	12497
1964	ALONE	单独	VA	13.33498909	2.662703339	4.143666393324028	5847
1966	BUNCH	束	M	0.833436818	0.606192248	3.214247467609735	14290
1968	SOYA SAUCE	酱油	NN	1.666873637	0.980906864	3.390338726665417	13068
1969	MANTOU	馒头	NN	17.50217319	2.917888195	4.255640152767961	2845
197	OTHER	另外	DT	70.00869275	4.262802303	4.842636397660047	577
1971	FAN (OBJECT)	扇子	NN	13.33498909	2.662703339	4.143666393324028	7768
1973	DEMON	恶魔	NN	5.00062091	1.791862949	3.758315511960011	8051
1974	CENTIPEDE	蜈蚣	NN	5.00062091	1.791862949	3.758315511960011	4400
1977	DEW	露水	NN	6.667494547	2.036989906	3.867459981385079	6453
1986	DISEASE	疾病	NN	1.666873637	0.980906864	3.390338726665417	17645
1987	CHOPSTICKS	筷子	NN	7.500931366	2.14017573	3.913217471945754	7795
1989	CALF	小牛	NR	5.00062091	1.791862949	3.758315511960011	7009
1990	BECOME	成	VV	267.5332187	5.592974626	5.421073343641585	576
1991	INTESTINES	肠	NN	2.500310455	1.252851666	3.515277463273716	4327
1992	MORE	更	AD	328.3741065	5.797194206	5.509814567572214	915
1993	SELF	自己	PN	1330.165162	7.193809899	6.116522388084237	163
1999	OVERCOME	克服	VV	1.666873637	0.980906864	3.390338726665417	18427
2	DUST	灰尘	NN	1.666873637	0.980906864	3.390338726665417	14918
2001	PAINTING	画	VV	350.8769005	5.8632814	5.538529922907427	300
2002	DITCH	沟	NN	0.833436818	0.606192248	3.214247467609735	13788
2003	FLOW	流	VV	39.17153047	3.693158547	4.594458709321342	1119
2005	MASK	面具	NN	23.33623092	3.191966224	4.375615469844711	3791
2006	FILL	装满	VV	20.83592046	3.083556341	4.328190819916572	3808
2008	RESCUE	救	VV	139.1839487	4.942955479	5.138526753671616	491
2009	DOG	狗	NN	514.230517	6.244614406	5.70420594703457	919
2011	COFFIN	棺材	NN	0.833436818	0.606192248	3.214247467609735	17034
2014	GO DOWN (DESCEND)	下去	VV	440.8880769	6.09105663	5.637493341546543	952
2016	JEALOUSY	嫉妒	VV	5.00062091	1.791862949	3.758315511960011	9072
2017	MIX	混合	VV	0.833436818	0.606192248	3.214247467609735	3175
202	STRENGTH	力气	NN	18.33561	2.961948474	4.274945307963347	4589
2021	GRASP	懂	VV	114.1808441	4.746503451	5.05309655834699	1891
2023	CROWD	人群	NN	1.666873637	0.980906864	3.390338726665417	18198
2024	PLOT	情节	NN	8.334368184	2.233703092	3.954610157103979	6168
2025	PEA	豌豆	NN	30.00372546	3.434107373	4.481419196012749	2339
2026	RICE PLANT	水稻	NN	5.00062091	1.791862949	3.758315511960011	17030
2027	SOYA	豆	NN	20.83592046	3.083556341	4.328190819916572	5526
2028	SOYA BEAN	黄豆	NN	2.500310455	1.252851666	3.515277463273716	7801
203	MARRY	结婚	VV	42.50527774	3.772882258	4.629220815580553	1880
2033	DELIVER	送	VV	284.2019551	5.653197544	5.447243578001889	580
2034	FROST	霜	NN	1.666873637	0.980906864	3.390338726665417	13382
2035	POND	池塘	NN	18.33561	2.961948474	4.274945307963347	2389
2037	FEBRUARY	二月	NT	0.833436818	0.606192248	3.214247467609735	11828
2038	DRAGON	龙	NN	183.3561	5.216869214	5.257609745630864	2758
204	AGAIN	再	AD	1501.01971	7.314565955	6.168972258588798	119
2041	HEMP	麻	VA	2.500310455	1.252851666	3.515277463273716	5686
2042	WALNUT	核桃	NN	5.00062091	1.791862949	3.758315511960011	15502
2043	PEACH	桃子	NN	29.17028864	3.40685762	4.469519972713041	2939
2044	PERSIMMON	柿子	NN	19.16904682	3.004149094	4.29342871365736	6928
2049	CONGEE	粥	NN	6.667494547	2.036989906	3.867459981385079	8170
2052	BUCKET	桶	NN	85.01055548	4.454470027	4.926054696650926	1329
2056	WOK	锅	NN	25.83654137	3.289764443	4.41836745026566	2042
2057	DUNG (ANIMAL FAECES)	肥料	NN	0.833436818	0.606192248	3.214247467609735	14107
2058	STOOL	板凳	NN	10.00124182	2.398008159	4.027160824252591	3254
2060	STORY	故事	NN	924.2814316	6.830097942	5.958540450732412	772
2061	BUDDHA	佛	NN	11.66811546	2.539088243	4.089308731001435	9841
2062	INTEREST	利息	NN	0.833436818	0.606192248	3.214247467609735	17190
2063	CLOSE (EYES)	闭	VV	15.83529955	2.823477846	4.214247467609735	3243
2064	SCATTER (SEEDS)	撒	VV	29.17028864	3.40685762	4.469519972713041	685
2067	STEAM (VERB)	蒸	VV	5.834057729	1.921918601	3.816307458937698	13066
2069	SOAK (VERB)	浸泡	VV	1.666873637	0.980906864	3.390338726665417	15538
207	SPARSE	稀	VA	0.833436818	0.606192248	3.214247467609735	19260
2070	COMB (VERB)	梳	VV	38.33809365	3.672193353	4.585315329881471	2254
2071	LAY (VERB)	铺	VV	19.16904682	3.004149094	4.29342871365736	10635
2072	USE (VERB)	用	P	2151.100428	7.674199588	6.325173709876156	138
2073	ROB (VERB)	抢	VV	90.84461321	4.520098162	4.954610157103979	4711
2076	SPROUT (VERB)	发芽	VV	5.834057729	1.921918601	3.816307458937698	14209
2078	TEN THOUSAND	万	NR	80.84337139	4.404807316	4.904443547638249	5714
208	NASAL MUCUS (SNOT)	鼻涕	NN	29.17028864	3.40685762	4.469519972713041	1755
2082	KNIFE (CLASSIFIER)	把	BA	3287.074812	8.098057509	6.509264479491193	116
2088	CLOTHING (CLASSIFIER)	件	M	129.1827069	4.868938901	5.106342070300215	4269
2089	PAIR (CLASSIFIER)	双	M	75.84275047	4.341761132	4.87700529929131	1779
2090	MY	我的	NN	5.834057729	1.921918601	3.816307458937698	1710
2092	HIS OR HER	他的	NN	0.833436818	0.606192248	3.214247467609735	6221
2093	AFTERWARDS	后	NT	164.1870532	5.107078488	5.209882662207285	1958
2099	CHILD	小孩	NN	282.5350814	5.64733586	5.444696388988009	1311
21	TASTE (SOMETHING)	尝	VV	15.83529955	2.823477846	4.214247467609735	3023
210	LIFE	生命	NN	26.66997819	3.320348006	4.431731411823641	2152
2105	FEMALE PERSON	女人	NN	26.66997819	3.320348006	4.431731411823641	621
2106	MALE PERSON	男人	NN	18.33561	2.961948474	4.274945307963347	11020
2109	FEAR OR FRIGHTEN	吓	VV	127.5158332	4.856052112	5.100738192782217	922
2112	OLD (AGED)	老	AD	608.4088774	6.412489434	5.777134848903614	292
2114	BELLY OR STOMACH	腹部	NN	1.666873637	0.980906864	3.390338726665417	6959
212	FIELD	田地	NN	2.500310455	1.252851666	3.515277463273716	12147
