CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_BOI_MEAN	LINE_IN_SOURCE
3119	MASSAGE (SOMEBODY)	massage	4	4839
3120	MOP (SOMETHING)	mop	6.192307692	5072
3123	PHOTOGRAPH (SOMETHING)	photograph	5.875	5788
3128	SHOWER (ACTION)	shower	5.391304348	7176
3129	SKATE	skate	4.913043478	7283
3130	SPILL (SOMETHING)	spill	3.304347826	7624
3131	SUNBATHE	sunbathe	2.16	8037
3132	SURF	surf	3.458333333	8073
3134	TYPE (ON SOMETHING)	type	2.24	8730
3135	VACUUM (SOMETHING)	vacuum	5.291666667	8824
3137	OAR	oar	5.307692308	5370
3138	STRAWBERRY	strawberry	6.357142857	7922
3139	LADYBUG	ladybug	4.875	4415
3140	VEST	vest	6	8885
3141	TAMBOURINE	tambourine	5.916666667	8197
3142	BISON	bison	3.434782609	664
3144	GORILLA	gorilla	4.041666667	3424
3145	HIPPOPOTAMUS	hippopotamus	3.285714286	3838
3146	CHEETAH	cheetah	3.884615385	1369
3147	HAMSTER	hamster	5.583333333	3643
3149	ARMLET	armband	5.347826087	284
3153	LORD	lord	2.285714286	4663
3160	SLAP	slap	3.185185185	7332
3167	SERMON	sermon	1.782608696	7023
3168	DOWRY	dowry	2.869565217	2418
3169	TREATY	treaty	2.32	8594
317	PIRANHA	piranha	3.956521739	5859
3171	RINGWORM	ringworm	4.24	6578
3172	SCABIES	scabies	3.272727273	6820
3174	WAKE UP (SOMEONE)	wake	2.173913043	8969
3176	RACK (FOR STORING FOOD)	rack	4.68	6319
3179	CORAL ROCK	coral	3.826086957	1807
318	FOOTPRINT	footprint	3.625	3073
3181	MUSTARD	mustard	5.8	5186
319	LICK	lick	4.652173913	4552
3193	CROSSBOW	crossbow	5.541666667	1983
3197	SUSPICION	suspicion	1.653846154	8093
32	EARWAX	earwax	5.041666667	2547
320	LAME	lame	2.217391304	4424
3200	COUNTRYSIDE	countryside	4.214285714	1865
3202	CANNON	cannon	3.608695652	1158
3204	INSULT	insult	2.2	4146
321	CHEW	chew	3.555555556	1380
3213	HIRE OR RENT	hire	1.75	3840
3215	CREEP	creep	2.565217391	1935
322	FIG	fig	5.083333333	2857
3222	TWIG	twig	5.28	8713
3224	WRING	wring	2.818181818	9287
323	FAT (ORGANIC SUBSTANCE)	fat	4.125	2794
3232	PELT	pelt	4.185185185	5707
3247	KIWIFRUIT	kiwi	6.08	4353
3248	MAPLE TREE	maple	4.32	4797
325	FELT	felt	3.52	2823
3252	PANCREAS	pancreas	3.869565217	5566
3257	CLITORIS	clitoris	6.090909091	1529
3258	FALCON	falcon	3.259259259	2773
326	CLOAK	cloak	5.791666667	1530
3261	HORNET	hornet	4.08	3909
3262	HORSEFLY	horsefly	4.32	3914
3263	LAP	lap	4.130434783	4445
3267	PULSE	pulse	3.695652174	6223
3268	QUESTION	question	1.64	6292
3269	PORCH	veranda	4.666666667	8872
327	PONCHO	poncho	5.458333333	5997
3274	ENCIRCLE	surround	1.96	8082
3276	SUNSHINE	sunshine	3.269230769	8058
3280	TUSK	tusk	4.045454545	8699
3282	GROOM	groom	5	3524
3283	CAGE	cage	5.291666667	1118
3284	GRAVEYARD	cemetery	4.217391304	1288
3287	BLOOM	bloom	2.703703704	731
3288	WEED	weed	5.28	9072
329	STOCKING	stocking	5.6	7862
3299	KIND	kind	2.28	4335
33	NETTLE	nettle	4.529411765	5250
3302	QUARREL (VERB)	argue	1.68	277
331	HEADDRESS	headdress	5.541666667	3726
3312	SHORT (TIME)	brief	2.375	931
3313	JACKAL	jackal	3.48	4213
3314	LYNX	lynx	3.12	4710
332	RAG	rag	5.666666667	6330
3320	SNARE (TRAP)	snare	4.04	7445
3325	PEARL	pearl	5.555555556	5679
3327	AUTUMN OR HARVEST SEASON	harvest	4.464285714	3696
3329	YEARLING (HORSE)	yearling	2.652173913	9314
3333	BELIEF (RELIGIOUS)	belief	2	601
3334	RITE	rite	2.181818182	6592
3336	FUNERAL	funeral	2.434782609	3194
334	COOKHOUSE	cookhouse	4.423076923	1789
3349	WRISTWATCH	wristwatch	6.5	9292
3353	SIEVE (TOOL)	sieve	3.380952381	7230
3356	INCENSE	incense	3.791666667	4067
3357	CUPBOARD	cupboard	5.782608696	2045
336	PADLOCK	padlock	6.08	5532
3367	STUTTERER	stutterer	2.75	7982
3368	POWDER	powder	5.416666667	6056
337	PITCHFORK	pitchfork	5.681818182	5868
3376	ROBBER	robber	4.464285714	6613
3377	EMPEROR	emperor	3.52173913	2617
338	RAKE	rake	6.136363636	6345
3380	HUNTING DOG	hound	4.962962963	3936
3382	PEACOCK	peacock	4.8	5674
3384	WEASEL	weasel	4.166666667	9063
3385	ALUMINIUM	aluminum	5.083333333	159
3386	SULPHUR	sulphur	3.238095238	8028
3388	PLACENTA	placenta	4.28	5875
3389	MEASLES	measles	2.826086957	4879
3396	BUILDING	building	5.208333333	1007
34	STAIRS	stairs	5.88	7749
340	LASSO	lasso	5.555555556	4457
3401	HENHOUSE	coop	3.47826087	1795
3404	TILE	tile	4.76	8408
3405	RULER	ruler	5.25	6686
3406	MERCHANDISE	goods	4.130434783	3415
3407	FILE (TOOL)	file	5.041666667	2862
341	SICKLE	sickle	4.173913043	7215
3416	EVERY (EACH)	each	1.25	2531
3423	DRILL	drill	5.739130435	2457
3424	SHEATH	sheath	4.045454545	7086
3425	JOKE	joke	2.166666667	4267
3427	DIRECTION	direction	2.304347826	2303
3429	COMPARE	compare	2.652173913	1679
343	VINE	vine	5	8904
344	TREE TRUNK	trunk	5.217391304	8655
3446	PINK	pink	1.407407407	5849
345	SAP	sap	3.888888889	6779
3452	MUCH	much	1.304347826	5129
3460	BEACH	beach	5.666666667	550
3469	LEVEL	level	2.375	4542
3470	LIAR	liar	2.52	4544
3471	OBLIGATION (DUTY)	duty	1.782608696	2523
352	UNTIE	untie	2.347826087	8798
353	STRIKE	strike	2.304347826	7940
3533	ONE MILLION	million	1.6	4979
3534	BEG	beg	1.695652174	593
354	POUND	pound	2.714285714	6053
3545	WATERY	watery	1.925925926	9046
355	CUT DOWN	fell	2.666666667	2820
3551	FETCH	fetch	2.84	2841
3552	GREET	greet	2.541666667	3491
3553	HELLO	hello	2.28	3769
356	SHEARS	scissors	6.291666667	6866
3606	STURGEON	sturgeon	3.666666667	7981
3608	WARRIOR	warrior	3.47826087	9000
361	PEG	peg	4.391304348	5703
3610	MALLARD	mallard	4.772727273	4760
3614	PANT	pant	3.869565217	5576
3615	BLEED	bleed	3.64	695
3616	FAINT (PASS OUT)	faint	2.206896552	2766
3617	STUMBLE	stumble	2.708333333	7974
3620	SLEEPY	sleepy	2.2	7353
3621	DISABLED PERSON	cripple	1.962962963	1961
3624	LEPROSY	leprosy	2.407407407	4532
3625	HEADACHE	headache	2.583333333	3723
3626	KNOW	know	1.5	4381
363	DWELL (LIVE, RESIDE)	dwell	2.666666667	2526
3630	PLAN	plan	1.958333333	5880
3631	PRETEND	pretend	1.92	6097
3633	CURIOUS	curious	1.75	2055
3634	STUBBORN	stubborn	1.666666667	7967
3635	ADULT	adult	5.409090909	71
3637	WEAVER	weaver	3.68	9067
3639	AVOID	avoid	1.791666667	387
3640	GOSSIP	gossip	2.08	3427
3642	COMPLAIN	complain	1.541666667	1686
3647	TICKLE (SOMEBODY)	tickle	3.130434783	8397
3648	SERVE (SOMEONE)	serve	3.04	7027
3649	PUNISH	punish	1.291666667	6235
365	SPLASH	splash	3.25	7637
3651	MUSH (FOOD)	mush	2.695652174	5171
3653	COOKING POT	saucepan	6	6796
3659	POLISH (SOMETHING)	polish	2.88	5977
366	LIMP	limp	1.888888889	4582
3665	TRAVEL	travel	2.608695652	8582
3666	WANDER	wander	2.5	8983
3667	LOST	lost	2.304347826	4666
367	RIDE	ride	2.92	6559
3670	PLUNDER	plunder	1.708333333	5941
3674	ANTELOPE	antelope	3.75	213
3675	ZEBRA	zebra	4	9337
3676	SHREW	shrew	3.727272727	7186
3677	MONGOOSE	mongoose	4.5	5052
3679	GROWL	growl	1.791666667	3540
3681	PARTRIDGE	partridge	3.653846154	5625
3684	PECK	peck	2.826086957	5684
3685	HISS	hiss	2	3842
3687	DESERT	desert	4.291666667	2232
3688	MARSH	marsh	3.090909091	4823
3689	BUBBLE	bubble	4.64	982
3695	MOVEMENT	movement	2.304347826	5126
3697	DIP	dip	4.535714286	2297
3698	SINGE	singe	2.347826087	7261
370	BARTER	barter	2.217391304	510
3701	HOLLOW	hollow	1.88	3870
3702	SLIPPERY	slippery	2.4	7379
3703	STICKY	sticky	2.851851852	7842
3704	ODOR (SMELL)	odor	2	5396
3707	BEIGE	beige	1.916666667	599
3709	BRILLIANT	brilliant	2.260869565	937
3712	RAINCOAT	raincoat	5.954545455	6338
3714	LARYNX	larynx	3.909090909	4454
3717	BADGER	badger	3.304347826	428
3719	MARMOT	marmot	3.222222222	4818
372	POINTED	pointed	2.52173913	5964
3721	FINCH	finch	3.703703704	2875
3722	FLAMINGO	flamingo	4.185185185	2937
3723	NIGHTINGALE	nightingale	4.086956522	5292
3724	STORK	stork	3.44	7893
3725	AVOCADO	avocado	6.24137931	386
3726	BROCCOLI	broccoli	5.04	950
3727	CELERY	celery	6.086956522	1279
3729	LETTUCE	lettuce	6.083333333	4541
3730	APRICOT	apricot	6.291666667	254
3732	POMEGRANATE	pomegranate	5.391304348	5994
3733	FERRY	ferry	4.148148148	2832
3734	CHIMPANZEE	chimp	4.24	1397
3737	BAREFOOT	barefooted	2.64	489
374	ONE TIME	once	2.115384615	5425
3740	WHIRLWIND	whirlwind	2.04	9125
3743	BRASS	brass	4.4	884
3744	INTERPRETER	interpreter	3.56	4157
3746	VASE	vase	5.36	8846
3747	SHAPE	shape	2.913043478	7065
375	SNIFF	sniff	2.428571429	7454
3750	KHAKI	khaki	4	4319
3752	LILAC	lilac	5	4569
3753	MAGENTA	magenta	2.15	4731
3754	TRANSPARENT	transparent	1.875	8570
3755	MOUNTAINOUS	mountainous	2.708333333	5113
3756	FLORAL	floral	2.708333333	3004
3757	MUGGY	muggy	1.958333333	5143
3758	WINDY	windy	1.956521739	9191
3759	FOGGY	foggy	2.12	3044
376	FRAGRANT	fragrant	2.12	3127
3760	THUNDERY	thunderbolt	2.24	8387
3762	SAFE	safe	4.037037037	6720
377	LOUD	loud	2.12	4670
3777	CATFISH	catfish	5	1257
378	PINCH	pinch	3.48	5842
3780	PET	pet	6.214285714	5765
379	BLUNT	dull	1.791666667	2505
3796	ALBATROSS	albatross	3.8	123
3797	OSTRICH	ostrich	4.083333333	5472
3799	FISHBONE	fishbone	5.173913043	2911
38	SPREAD OUT	spread	3.12	7675
3800	IVORY	ivory	4.2	4208
3801	DATE (FRUIT)	date	3	2128
3803	RASPBERRY	raspberry	5.884615385	6369
3804	GRAPEFRUIT OR POMELO	grapefruit	5.96	3459
3807	EYEBALL	eyeball	5.555555556	2740
3808	JUNGLE	jungle	3.608695652	4290
3809	SCREAM (PRODUCE A CRY)	scream	2.458333333	6902
381	BLAME	blame	1.740740741	681
3814	HANDSOME	handsome	1.739130435	3665
3815	ALMOND	almond	5.714285714	146
3821	BROOK	brook	3.166666667	963
383	MASTER	master	2.954545455	4845
3837	ASTRINGENT	astringent	3.384615385	343
3840	CRANBERRY	cranberry	5.458333333	1906
3841	WINDMILL	Windmill	4.082517483	9181
3843	BUT	but	1.583333333	1070
3846	EXCITEMENT	excitement	1.769230769	2705
3848	SURPRISE (FEELING)	surprise	1.625	8081
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	3.88	4203
3857	EGGSHELL	eggshell	5.791666667	2579
3859	MIDWIFE	midwife	5	4962
3860	POSSESSIONS	belongings	5.173913043	610
3861	FAIL	fail	1.739130435	2764
3867	ALCOHOLIC (PERSON)	alcoholic	2.625	128
387	SLING	sling	4.909090909	7372
3870	RUSTY	rusty	2.4	6706
3871	MURDERER	assassin	4.32	330
3872	BLOND	blond	2.347826087	720
3873	CHOCOLATE	chocolate	6.307692308	1412
3874	KNOWLEDGE	knowledge	2.2	4382
3876	DENTIST	dentist	5.038461538	2211
3877	DEPRESSION	depression	2.727272727	2223
3878	DIAMOND	diamond	5.304347826	2265
3881	PISTOL	pistol	5.260869565	5863
3882	ROSE	rose	5.76	6642
3883	NOISY	noisy	2	5316
3886	TARANTULA	tarantula	4.08	8217
3888	SKUNK	skunk	3.6	7318
3892	ACQUIRE (SOMETHING)	acquire	1.608695652	41
3893	AFFORD	afford	1.52	85
3894	ATTACH	attach	2.083333333	356
3896	ROAR	roar	1.607142857	6607
3897	NATURE	nature	3.375	5221
3902	TRUST (SOMEBODY)	trust	1.869565217	8656
391	BLESS	bless	1.291666667	700
3914	TURQUOISE	turquoise	2.37037037	8695
3915	PRIDE	pride	1.730769231	6105
3917	DEVIL	devil	2	2255
392	MAGIC	magic	2.153846154	4733
3929	BRAZILIAN CEDAR	cedar	4.583333333	1277
393	CIRCUMCISION	circumcision	3.72	1460
394	SHAMAN (FOLK HEALER)	shaman	3.347826087	7058
3947	HONEYCOMB	honeycomb	4.695652174	3884
3948	SHOTGUN	shotgun	5.826086957	7168
395	PILL	pill	6.36	5828
3951	PANDA	panda	3.64	5567
3952	REFRIGERATOR	refrigerator	5.851851852	6444
3956	DISPUTE	dispute	1.772727273	2331
3957	SYSTEM	system	2.208333333	8160
3961	TEAM	team	3.954545455	8247
3965	TRAUMA	trauma	1.913043478	8581
3966	CONCEPT	concept	1.8	1698
3967	CONTENT	content	2.148148148	1760
3968	EFFECT	effect	1.6	2573
3969	RESULT	result	2.214285714	6522
3970	PROCESS	process	2	6133
3971	METHOD	method	1.92	4941
3976	EXPLODE	explode	2.260869565	2725
3977	SHINY	shiny	1.24	7120
3978	COMPANION	companion	5.739130435	1677
398	PIERCE	pierce	2.44	5813
3982	BREEZE	breeze	2.814814815	919
3984	THESE (PLURAL OF THIS)	these	1.565217391	8335
3985	THOSE (PLURAL OF THAT)	those	2	8355
3986	COLLAPSE	collapse	2.423076923	1619
3987	HOARSE	hoarse	1.958333333	3851
3988	PLATEAU	plateau	2.75	5900
399	PLANTAIN	plantain	5.409090909	5889
3990	LAWN	lawn	5.695652174	4476
3991	TORTILLA	tortilla	6.037037037	8502
3992	SARDINE	sardine	4.869565217	6784
3993	JINGLE (INSTRUMENT)	jingle	2.181818182	4256
3994	PIANO (INSTRUMENT)	piano	6.166666667	5798
3995	AMAZONIAN MANATEE	manatee	3.52	4770
3997	ARTICHOKE	artichoke	5.708333333	307
4	COURTYARD	courtyard	4.392857143	1877
4003	PLIERS	pliers	6.086956522	5926
4005	SUITCASE	suitcase	6.08	8021
4006	ROBOT	Robot	4.861185984	6617
4007	WALRUS	walrus	4.875	8980
4008	SANDWICH	sandwich	6.333333333	6772
4010	TOASTER	toaster	6.04	8446
4011	TRUCK	truck	6.041666667	8648
4012	TELESCOPE	telescope	5.916666667	8269
4013	AMBULANCE	ambulance	5	166
4014	MICROPHONE	microphone	6.043478261	4952
4017	JELLYFISH	jellyfish	3.653846154	4244
4018	BLOUSE	blouse	6.47826087	739
4019	CIGAR	cigar	5.962962963	1450
4020	CLOWN	clown	3.96	1555
4021	DINOSAUR	dinosaur	3.52173913	2296
4022	SUBMARINE	submarine	4.826086957	7993
4023	VIOLIN	violin	6.043478261	8910
4024	SAXOPHONE	saxophone	6.222222222	6813
4025	LANTERN	lantern	5.653846154	4443
4026	SAILBOAT	Sailboat	5.266216216	6728
4027	BATHTUB	bathtub	6.565217391	533
4028	ASHTRAY	ashtray	5.44	318
4030	DOORKNOB	doorknob	6.518518519	2393
4035	SWEATER	sweater	6.592592593	8111
404	ALCOHOL (FERMENTED DRINK)	alcohol	5.833333333	127
410	YAM	yam	5.259259259	9305
411	GOURD	gourd	5.208333333	3430
42	STINKING	stinky	2.208333333	7851
420	FOREST	forest	4.6	3088
421	RETREAT	retreat	2.608695652	6528
43	LEAD (GUIDE)	lead	3.625	4484
430	TWIST	twist	1.833333333	8721
432	BLOWGUN	blowgun	4.625	743
44	INJURE	injure	2.041666667	4114
446	LOWER ARM	forearm	5.782608696	3085
449	CORN FIELD	cornfield	4.739130435	1817
459	SNAP (OF STICK)	snap	2.84	7441
467	CRAYFISH	crayfish	5.043478261	1921
470	POSSUM	possum	3.772727273	6028
471	UPPER LEG (THIGH)	thigh	5.76	8342
472	PELICAN	pelican	3.666666667	5705
474	DRESS	dress	6.16	2447
476	CUP	cup	6.043478261	2044
477	LATE	late	1.375	4460
478	LIP	lip	5.52173913	4598
479	GROW	grow	2.391304348	3538
48	BE SILENT	silent	1.652173913	7243
480	PLATE	plate	5.590909091	5899
481	DISH	dish	5.8	2317
482	NOBLE	noble	2.555555556	5308
483	COMPOUND	compound	2.538461538	1692
486	MINISTER	minister	4.84	4996
487	SHY	shy	1.96	7211
489	KIDNEY	kidney	4.68	4325
49	REFUSE	refuse	1.652173913	6448
491	CENTER	center	2.222222222	1293
492	THREE	three	2.576923077	8361
493	FIVE	five	1.689655172	2921
494	FLIRT	flirt	2.8	2986
496	CUCUMBER	cucumber	6.04	2034
497	SCAR	scar	4.608695652	6836
499	CURE	cure	2.75	2052
5	GAZELLE	gazelle	3.75	3277
501	LIFT	lift	3.346153846	4561
502	NAIL (TOOL)	nail	5.541666667	5202
503	FROG	frog	5.125	3165
506	MAIZE	corn	6	1813
507	MELON	melon	5.681818182	4901
51	SORE	sore	3.740740741	7540
518	SPARK	spark	2.416666667	7573
519	SPOT	spot	3.416666667	7665
52	SHIVER	shiver	2.8	7136
522	WOLF	wolf	3.391304348	9224
523	BACK OF HEAD	rear	3.037037037	6395
526	HOWL	howl	2	3957
53	SPIRIT	spirit	1.84	7634
530	FRECKLE	freckle	3.583333333	3139
533	GLUTTON	glutton	2.8	3373
534	HUMP	hump	3.333333333	3977
54	SHRINK	shrink	2.208333333	7191
540	PALATE	palate	3.407407407	5552
541	POETRY	poetry	1.84	5961
543	SHUTTLE	shuttle	4.695652174	7210
544	SPICY	spicy	2.125	7620
545	SPRUCE	spruce	2.72	7692
547	SURFACE	surface	3.782608696	8074
55	WHISPER	whisper	2.04	9134
568	RISE (MOVE UPWARDS)	rise	2.04	6591
569	SPOIL (BECOME SPOILED)	rot	1.76	6649
57	ATOP	upon	1.416666667	8803
571	STING	sting	2.821428571	7848
573	SWAY	sway	2.071428571	8107
575	TREAD	tread	3.535714286	8587
576	DANDRUFF	dandruff	4.72	2112
577	FOREFINGER	forefinger	5.16	3086
578	KISS	kiss	4.571428571	4345
579	BATTLE	battle	3.892857143	538
58	LIQUID	liquid	5.260869565	4601
581	COME BACK	return	1.952380952	6531
584	DIFFICULT	difficult	1.62962963	2277
585	BOOT	boot	6.555555556	825
586	GARDEN	garden	5.913043478	3244
587	ANT	ant	4.84	210
588	BROKEN	broken	2.083333333	955
589	CLOSED	closed	1.96	1537
59	ELECTRICITY	electricity	3.08	2589
590	NAKED	naked	2.913043478	5204
592	PISS	urinate	3.52173913	8811
593	POTATO	potato	5.6	6041
594	PIECE	piece	3.125	5811
595	GROUNDNUT (PEANUT)	peanut	6.192307692	5676
596	POSTAGE STAMP	stamp	5.304347826	7758
597	PHYSICIAN	doctor	5.68	2362
598	SHELL	shell	5.291666667	7098
6	EARTHQUAKE	earthquake	2.92	2544
60	OAT	oat	4.8	5372
600	STRANGE	strange	1.583333333	7915
602	HIDE (CONCEAL)	conceal	1.793103448	1697
603	COAT	coat	6.565217391	1576
604	GLASS	glass	6.12	3339
605	GRAIN	grain	5.217391304	3441
606	GRASS	grass	5.454545455	3466
607	GRASSHOPPER	Grasshopper	4.753721245	3467
608	GULF	gulf	2.84	3565
609	HAIL	hail	3.791666667	3611
610	PORT	port	3.230769231	6017
611	HARVEST	crop	4.833333333	1976
612	HEAT	heat	3	3753
613	HIGH TIDE	flood	2.92	2993
614	HILL	hill	4.535714286	3829
615	HORSE	horse	5.88	3912
617	ICE	ice	5.458333333	4027
619	ANIMAL	animal	5.958333333	202
620	INSECT	insect	5.125	4127
621	IRON	iron	5.538461538	4191
622	ISLAND	island	3.96	4197
623	LAGOON	lagoon	3.64	4418
624	LAKE	lake	5.035714286	4421
625	LAMP	lamp	6.083333333	4426
626	LAND	land	5.56	4432
628	LEAF	Leaf	5.584345479	4485
629	LEATHER	leather	5.576923077	4499
631	LIVESTOCK	livestock	5.041666667	4616
632	LIZARD	lizard	4.925925926	4617
633	MARKET	market	4	4812
634	MEAT	meat	5.52173913	4881
635	MILK	milk	5.956521739	4970
636	MILL	mill	4.166666667	4974
637	MOSS	moss	4.565217391	5089
638	MOTORCYCLE	motorcycle	5.555555556	5102
639	MOUNTAIN	mountain	4.307692308	5111
64	PIN	pin	5.88	5838
640	MUD	mud	5.56	5133
641	MUSHROOM	mushroom	5.333333333	5172
642	MUSIC	music	3.130434783	5174
644	OAK	oak	4.16	5369
645	OCEAN	ocean	5.217391304	5389
646	ASH	ashes	4.862068966	317
647	PAINT (PIGMENTS)	paint	5.090909091	5541
648	PAPER	paper	5.695652174	5584
649	PASTURE	pasture	3.47826087	5643
65	AMBUSH	ambush	2.071428571	167
650	PETROLEUM	petroleum	4.333333333	5771
651	SEAL	seal	3.52	6946
652	PLAIN	plain	1.777777778	5878
653	PLANT (VEGETATION)	plant	5.652173913	5888
654	PLASTIC	plastic	5.04	5897
655	POISON	poison	4.035714286	5967
656	POLICE	police	4.739130435	5973
657	PRICE	price	1.708333333	6101
658	RAIN (PRECIPITATION)	rain	4.958333333	6336
659	REED	reed	3.428571429	6430
66	KNEEL	kneel	3.32	4361
660	REEF	reef	4.208333333	6431
662	BATTERY	battery	4.8	537
663	BAY	bay	3.5	544
664	RESIN	resin	3.84	6506
665	BEE	bee	4.130434783	582
666	RIVER	river	4.64	6594
667	ROAD	road	5.896551724	6601
668	ROCK	rock	5.48	6619
669	RODENT	rodent	5.041666667	6626
670	ROOT	root	4.583333333	6639
671	SAND	sand	5.956521739	6760
673	SCHOOL	school	5.16	6852
674	MOUTH	mouth	6.304347826	5121
675	FAECES (EXCREMENT)	excrement	4.56	2707
676	SHIT (DEFECATE)	defecate	3.863636364	2179
677	AXE	axe	6.153846154	394
678	BEARD	beard	5.565217391	561
679	BRIGHT	bright	1.36	936
68	TATTOO	tattoo	4.730769231	8228
680	BREAK (DESTROY OR GET DESTROYED)	break	2.041666667	900
681	DESTROY	destroy	2.24	2240
682	SIDE	side	3.111111111	7217
683	PERSON	person	6.12	5759
684	OWN	own	2.75	5509
688	LUNG	lung	3.52173913	4700
689	BETWEEN	between	1.76	626
69	SOBER	sober	2	7493
690	BOTTOM	bottom	3.08	848
691	SEASON	season	2	6962
692	BRING	bring	1.565217391	941
694	GET	get	2.333333333	3306
695	GO	go	1.541666667	3382
696	STIR	stir	3.083333333	7853
698	WISE	wise	1.36	9209
699	SAD	sad	2.166666667	6716
7	GATHER	gather	1.833333333	3266
700	CARRY	carry	2.8	1216
701	SLOW	slow	2.035714286	7394
702	CATCH	catch	2.32	1253
704	CLEAN	clean	2.52173913	1493
705	GO UP (ASCEND)	ascend	2	314
706	DARK	dark	2.04	2118
708	SHINE	shine	1.956521739	7116
709	TEACH	teach	2.357142857	8240
710	WHEEL	wheel	5.458333333	9104
711	TALL	tall	2.52	8194
712	RICH	rich	3.035714286	6557
713	STEAL	steal	2.086956522	7797
714	SEED	seed	5.185185185	6984
715	SHOUT	shout	2.52	7170
716	GROAN	groan	3.392857143	3518
717	SWEET	sweet	3.125	8118
718	PAY	pay	3.192307692	5666
719	FIND	find	2.4	2876
72	CLAW	claw	4.391304348	1491
720	GOOD LUCK	luck	1.8	4682
721	LOW	low	1.833333333	4676
722	ATTACK	attack	1.958333333	357
723	PLACE (POSITION)	place	3.36	5874
724	READ	read	2.08	6390
727	WHICH	which	1.166666667	9116
728	FIRST	first	2.461538462	2908
729	DAWN	dawn	2.24	2131
730	SNAKE	snake	3.956521739	7439
731	BEVERAGE	beverage	6.208333333	627
732	YOUR (SINGULAR)	your	2.08	9334
734	MAKE	make	2.72	4754
735	OWL	owl	3.791666667	5508
736	YARD	yard	4.25	9308
737	LIGHT (IGNITE)	ignite	2.12	4041
739	FEED	feed	3	2816
74	PUPPY	puppy	6.25	6244
740	SHIP	ship	5.2	7121
741	DRIVE	drive	2.565217391	2463
742	END (OF SPACE)	end	1.666666667	2630
744	EGG	egg	6.068965517	2576
745	SHELF	shelf	4.782608696	7097
746	SHOP	shop	3.703703704	7152
747	BICYCLE	bicycle	6.08	633
748	SOW SEEDS	sow	3.310344828	7556
749	ENTER	enter	1.76	2644
750	DROP	drop	3.08	2470
751	SHRUB	shrub	5.259259259	7194
752	STORE	store	5.739130435	7888
753	PUPIL (STUDENT)	pupil	4.8	6241
754	HURRY	hurry	1.75	3996
755	DENY	deny	1.565217391	2213
757	BUTTON	button	6.153846154	1085
758	HERON	heron	3.571428571	3802
759	SILVER	silver	4.260869565	7253
760	KNOT	knot	5.76	4378
761	COVER	cover	4.25	1881
763	SKIN	skin	6.16	7303
764	SUIT	suit	6.52173913	8020
765	MOVE	move	2	5125
766	MENSTRUATION	menstruation	3.75	4915
767	CORPSE	corpse	3.260869565	1824
768	LUNCH	lunch	6.043478261	4696
769	ROOF	roof	3.791666667	6631
770	EARRING	earring	6.428571429	2541
771	HAT	hat	6.44	3701
772	BELT	belt	5.80952381	612
773	HAVE	have	1.541666667	3712
774	CABBAGE	cabbage	5.608695652	1100
775	TRUMPET	trumpet	6.291666667	8653
777	FLUTE	flute	5.75	3027
779	PART	part	2.782608696	5621
78	THAT	that	1.347826087	8316
780	OUR	our	1.68	5479
782	DEFEAT	defeat	1.291666667	2178
784	SNOW	snow	5.538461538	7470
785	STRONG	strong	1.869565217	7956
787	SAIL	sail	3.916666667	6727
788	SOAP	soap	6.434782609	7488
789	PEOPLE	people	6.076923077	5726
79	WASTE	waste	4.318181818	9015
791	STRANGER	stranger	3.47826087	7916
792	BOIL (OF LIQUID)	boiling	2.291666667	786
794	PEN	pen	6.64	5709
795	TROUT	trout	4.76	8647
796	NIPPLE	nipple	5.625	5303
797	TESTICLES	testicle	6.24	8306
798	JAW	jaw	5.5	4230
799	WRIST	wrist	6.291666667	9289
801	RIB	rib	5.92	6553
803	ANKLE	ankle	5.833333333	203
804	WOMB	womb	3.142857143	9227
805	SPINE	spine	4.8	7629
806	BLANKET	blanket	6.56	684
808	DRIP (FALL IN GLOBULES)	drip	2.217391304	2462
809	TROUSERS	trousers	6.185185185	8646
810	LOCUST	locust	3.5	4635
812	SLAVE	slave	3.956521739	7341
813	DO	do	1.434782609	2357
816	HALF	half	1.625	3627
817	THEY	they	2.272727273	8337
818	WILLOW	willow	3.727272727	9173
819	STOMACH	stomach	4.44	7872
82	ANGER	anger	2.16	197
820	LAMB	lamb	4.444444444	4422
821	POPLAR	poplar	2.85	6008
823	SORCERER	sorcerer	3.111111111	7538
824	WITCH	witch	3.592592593	9214
825	AWAKE	awake	2.08	388
827	ROLL	roll	4.44	6628
828	RACCOON	raccoon	3.814814815	6313
829	RAFTER	rafter	3.884615385	6329
831	BASE	base	3.416666667	511
834	BUTTOCKS	buttocks	6.434782609	1084
835	CHAPTER	chapter	2.2	1337
836	SCREWDRIVER	screwdriver	6.52173913	6909
837	BLUE	blue	1.4	751
842	LIQUOR	liquor	5.961538462	4602
843	SPIDER	spider	5.32	7621
844	KIND (THING)	sort	1.75	7542
845	MURDER	murder	2.653846154	5161
846	TIGER	Tiger	3.869448183	8404
847	THIRSTY	thirsty	1.703703704	8349
848	THIRST	thirst	3.083333333	8348
849	SPRING (OF WATER)	fountain	5.208333333	3113
850	SQUARE	square	2.956521739	7705
851	STABLE	stall	4.625	7755
852	PRIEST	priest	4.56	6106
853	ALTAR	altar	4.782608696	154
