CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_GPT_SCORE	ENGLISH_VALENCE_GPT_SCORE	ENGLISH_AROUSAL_GPT_SCORE	LINE_IN_SOURCE
163	BLACK	black	2	5	1	11225
1630	MACAW	macaw	5	7	3	68147
1631	FAST	fast	1	5	6	41669
1632	FLOOR	floor	5	5	1	43906
1633	FLAT	flat	3	5	1	43517
1634	HUNDRED	hundred	3	5	1	55391
1635	OBEY	obey	2	5	5	77563
1636	MOTIONLESS	motionless	3	5	1	73732
1637	AUTHORITY	authority	1	5	5	7097
1638	TRUTH	truth	1	7	3	116400
1639	BEER	beer	5	6	3	9575
164	KANGAROO	kangaroo	5	7	3	62655
1640	SIBLING	sibling	4	7	3	101929
1641	SILK	silk	5	7	1	102248
1642	NIECE	niece	5	8	2	76000
1643	COUSIN	cousin	4	5	2	25827
1644	RELATIVES	relatives	3	5	3	93430
1645	SHORT	short	1	5	1	101563
1646	GIRL	girl	5	5	3	48238
1647	FOAL	pony	5	7	3	86246
1648	ANVIL	anvil	5	5	2	4712
165	WALLABY	wallaby	5	6	2	122429
1650	WATCH	watch	3	5	3	122787
1651	TEAR (OF EYE)	tear	3	5	5	111877
1652	INSTEAD	instead	1	5	1	59445
1653	BLIND	blind	3	5	3	11583
1654	LIGHTNING	lightning	5	5	7	66159
1655	BLINK	blink	3	5	1	11607
1656	NEVER	never	1	3	3	75795
1657	TRUE	true	1	5	1	116309
1659	DOLL	doll	5	6	1	33939
166	MAINLAND	mainland	4	5	2	68554
1661	STRAIT	strait	3	5	1	108013
1662	CAPE	cape	4	5	1	16359
1663	BED	bed	5	6	1	9424
1664	RAFT	raft	5	5	2	90928
1665	BEAT	beat	1	5	5	9316
1666	MUTE	mute	3	5	1	74615
1667	HOLE	hole	4	5	1	54148
1668	GRIEF	grief	1	2	7	50082
1669	ANCESTORS	ancestor	3	6	2	3742
167	MAIL	mail	4	5	2	68518
1670	RAPIDS	rapids	4	6	6	91299
1671	TOWER	tower	5	5	3	114864
1672	WRITE	write	1	5	1	125513
1673	ARM	arm	5	5	1	5663
1674	POOR	poor	1	3	3	86294
1675	PROMISE	promise	1	7	3	88636
1676	ALWAYS	always	1	6	2	3142
1678	HUT	hut	5	5	1	55537
1679	LOAD	load	3	5	3	66844
168	REST	rest	3	7	1	94601
1680	HELMET	helmet	5	7	3	52953
1681	WAIST	waist	5	5	1	122335
1682	GUILTY	guilty	1	2	6	50683
1683	BUSH	bush	4	5	1	15039
1684	BUD	bud	5	6	1	14413
1685	AFTER	after	1	5	1	1899
1686	BEHIND	behind	1	5	1	9741
1687	PRAISE	praise	1	8	3	87053
1688	FATE	fate	1	5	5	41717
1689	SMOKE (INHALE)	smoking	3	3	6	103724
169	IT	it	1	5	1	61201
1690	FENCE	fence	5	5	1	42184
1691	FLEXIBLE	flexible	1	7	3	43723
1692	FRIDAY	friday	3	8	3	45851
1693	THURSDAY	thursday	3	5	1	113499
1694	WEDNESDAY	wednesday	3	5	1	123226
1696	SURRENDER	surrender	2	3	5	110096
1697	MONDAY	monday	1	5	3	73022
1698	CURVED	curved	3	5	1	27596
1699	SUNDAY	sunday	2	7	1	109550
17	EYELID	eyelid	5	5	1	40937
1700	SATURDAY	saturday	3	8	2	98057
1702	HOLY	holy	1	7	3	54232
1703	SIX	six	3	5	1	102640
1704	SEVEN	seven	1	5	1	100588
1705	EIGHT	eight	3	5	1	36508
1706	ELEVEN	eleven	3	5	1	36866
1707	TWELVE	twelve	3	5	1	116885
1708	THIRTEEN	thirteen	3	5	2	113182
1709	FIFTEEN	fifteen	3	5	1	42626
1710	TWENTY	twenty	3	5	1	116894
1711	TELL	tell	1	5	2	112183
1712	OATH	oath	2	5	3	77533
1713	EIGHTEEN	eighteen	3	5	3	36511
1714	NINETEEN	nineteen	2	5	2	76156
1715	THIRTY	thirty	2	5	1	113189
1716	FORTY	forty	2	5	1	45211
1717	FIFTY	fifty	3	5	1	42637
1718	SIXTY	sixty	3	5	1	102659
1719	BURY	bury	3	3	5	15025
1720	SIGN	sign	3	5	1	102143
1721	SEVENTY	seventy	2	5	1	100601
1722	EIGHTY	eighty	3	5	1	36529
1724	NINETY	ninety	3	5	1	76163
1725	CORRECT (RIGHT)	correct	1	7	2	25110
1726	WET	wet	3	5	3	123542
1727	THRESHOLD	threshold	3	5	3	113330
1728	ROTTEN	rotten	4	2	5	96491
1730	CHEEK	cheek	5	5	2	18794
1732	SKY	sky	5	7	1	102940
1733	RAINBOW	rainbow	5	8	3	91021
1734	TWENTY ONE	twentyone	3	5	3	116897
1737	OKRA	okra	5	5	1	78188
1739	DECORATE	decorate	2	7	3	29062
174	PROUD	proud	1	8	5	89093
1740	PINE	pine	4	5	1	84531
1741	ABOVE	above	1	5	1	275
1743	JOIN	join	1	6	3	62057
1744	SPLEEN	spleen	5	5	3	105893
1745	HIP	hip	3	7	3	53815
1746	BLADDER	bladder	5	5	2	11338
1747	CUSTOM	custom	2	5	1	27648
1748	RIDGE	ridge	4	5	2	95506
1749	TAKE	take	1	5	3	111172
175	BLOW (OF WIND)	blow	3	5	6	11819
1750	CHOOSE	choose	1	7	3	19525
1751	BIRTHMARK	birthmark	5	5	3	11071
1752	LEAVE	leave	2	5	3	65198
1753	TOP	top	3	5	3	114492
1754	BRACELET	bracelet	5	7	2	13193
1755	UNDRESS	undress	3	5	7	118267
1756	WIDOW	widow	3	3	5	124155
1757	TIRED	tired	3	3	2	114002
1763	CLUB	club	3	6	3	21004
1764	OBSCURE	obscure	1	5	2	77677
1766	FINISH	finish	1	5	3	42944
1767	SCRAPE	scrape	3	5	5	98929
1768	FOAM	foam	4	5	2	44282
1769	AXLE	axle	5	5	1	7496
177	BETEL PEPPER VINE	betel	5	5	2	10325
1770	CARCASS	carcass	5	2	6	16624
1771	TASTELESS	tasteless	2	3	2	111661
1772	ELK	elk	5	5	2	36928
1773	GRAVE	grave	4	3	5	49776
1774	STINGY	stingy	2	3	3	107568
1775	TABLE	table	5	5	1	110961
1776	SHAME	shame	1	2	5	100865
1777	RESEMBLE	resemble	1	5	1	94369
1778	APPROACH	approach	1	5	3	5179
1779	DARE	dare	2	5	6	28249
178	RIPE	ripe	3	6	2	95718
1780	BILE	bile	4	3	5	10677
1781	THUMB	thumb	5	5	1	113451
1782	GUEST	guest	3	6	2	50606
1783	PAIN	pain	3	1	7	80634
1784	WANT	want	1	5	5	122527
1787	LOOM	loom	3	5	3	67328
1788	TELEVISION	television	4	6	3	112167
1789	AGE	age	2	5	1	1971
179	RIPEN	ripen	3	6	2	95720
1791	BUTTERFLY	butterfly	5	8	3	15187
1792	PERJURY	perjury	1	2	5	83102
1793	BAT	bat	5	5	3	8941
1794	FURROW	furrow	4	5	1	46536
1796	SLAUGHTER	slaughter	4	1	9	103093
1797	HEDGEHOG	hedgehog	5	7	2	52737
1798	GUNPOWDER	gunpowder	5	5	7	50819
1799	HYENA	hyena	5	5	5	55719
18	EARLOBE	earlobe	5	5	1	35819
1800	DANDELION	dandelion	5	6	1	28165
1801	CHILD (DESCENDANT)	offspring	4	7	5	78083
1802	SCREW	screw	4	5	5	99017
1803	WOOD	wood	5	5	1	124962
1804	BOMB	bomb	5	2	9	12376
1806	BEGIN	begin	1	5	3	9674
1807	AFTERNOON	afternoon	3	7	1	1923
1808	PUS	pus	5	2	6	89945
1809	PIMPLE	pimple	5	3	3	84492
181	ANTEATER	anteater	5	5	2	4286
1810	DANGER	danger	2	2	8	28192
1812	TRY	try	1	5	3	116406
1813	TASTY	tasty	3	8	5	111675
1814	ACCUSE	accuse	1	3	6	747
1815	ACHE	ache	3	3	5	802
1816	BESIDE	beside	1	5	1	10220
1817	WEST	west	3	5	1	123509
1819	LOOK	look	3	5	3	67294
182	SPOKE	spoke	3	5	2	105983
1820	BEAR	bear	5	5	5	9264
1821	BRUSH	brush	5	5	1	14260
1823	BORROW	borrow	2	5	3	12822
1824	DEXTEROUS	skilful	1	8	3	102792
1825	COPPER	copper	5	5	1	24767
1826	ANGRY	angry	1	2	7	3966
1828	ASK (REQUEST)	request	2	5	2	94255
1829	JUMP	jump	4	5	6	62385
183	BAKE	bake	4	7	2	7991
1830	CRANE	crane	5	5	1	26147
1831	MEET	meet	2	5	3	70400
1833	DINNER (SUPPER)	dinner	4	7	2	31934
1834	SHE	she	1	5	1	101032
1835	MARROW	marrow	4	5	3	69516
1836	VAGINA	vagina	5	5	5	120473
1837	VULVA	vulva	5	5	5	122214
1838	NAVEL	navel	5	5	1	75214
1839	CRY	cry	3	3	6	27079
184	MAST	mast	5	5	3	69730
1840	BUILD	build	3	5	2	14527
1841	SUSPECT	suspect	2	4	6	110161
1842	OBSTINATE	obstinate	1	3	5	77747
1843	THOUSAND	thousand	2	5	1	113270
1844	BOAT	boat	5	6	1	12079
1845	BALL	ball	5	5	1	8095
1846	RULE	rule	1	5	2	96855
1847	SICK	sick	3	3	5	101946
1848	QUARREL	quarrel	2	3	6	90303
1849	ROW	row	3	5	5	96637
185	FIREPLACE	fireplace	5	7	2	43054
1850	COTTON	cotton	5	5	1	25413
1851	POCKET	pocket	4	5	1	85634
1852	OFTEN	often	1	5	1	78091
1853	DOVE	dove	5	7	1	34399
1854	SPARROW	sparrow	5	6	1	105307
1855	BIRCH	birch	5	5	1	10994
1856	SOFT	soft	3	7	1	104411
1857	CROCODILE	crocodile	5	5	6	26711
1858	FISHERMAN	fisherman	5	6	2	43160
1859	THIRD	third	1	5	1	113167
186	SHIN	shin	5	5	2	101278
1860	BEAD	bead	5	5	1	9193
1861	ACTIVE	active	1	7	6	1013
1862	DONKEY	donkey	5	5	2	34076
1863	AMAZING	amazing	1	9	6	3209
1864	HUNGER	hunger	3	2	5	55403
1865	BUZZARD	buzzard	5	5	3	15261
1866	STUTTER	stutter	3	3	3	108603
1867	COIN	coin	5	5	1	21676
1868	VISIBLE	visible	1	5	2	121762
1869	BUY	buy	1	5	3	15249
187	LOIN	loins	4	5	6	67151
1870	ANCHOR	anchor	4	5	1	3751
1871	CAMEL	camel	5	5	1	15912
1872	DUIKER	duiker	5	5	3	35339
1873	ANTHILL	anthill	5	5	2	4350
1874	SAUSAGE	sausage	5	5	2	98106
1875	REGRET	sorry	1	5	3	104918
1876	REINDEER	caribou	5	5	1	16764
1877	EAST	east	3	5	1	35918
1879	DANCE	dance	3	8	5	28147
188	COMB OF BIRD	cockscomb	5	5	3	21370
1880	PASSIONATE	passionate	1	8	7	81749
1881	ENOUGH	enough	1	5	3	38080
1882	BEFORE	before	1	5	1	9632
1884	HARD	hard	3	5	5	51807
1885	ARMADILLO	armadillo	5	5	2	5671
1886	ARMPIT	armpit	5	5	3	5736
1887	CHEAP	cheap	2	5	2	18715
1888	PAIR	pair	3	5	2	80676
1889	ARSON	arson	3	1	8	5877
1890	BELIEVE	believe	1	7	3	9827
1891	PUMA	puma	5	5	5	89640
1892	TOUCH	touch	3	5	5	114754
1893	QUAIL	quail	5	5	1	90222
1894	ASHAMED	ashamed	1	2	5	6082
1895	CLOTHES	clothes	5	5	1	20915
1896	FINGERNAIL OR TOENAIL	nails	5	5	3	74869
1897	HELP	help	2	7	5	52970
1898	SPECTACLES	glasses	5	5	1	48400
1899	MAD	mad	1	3	7	68262
190	MOW	reap	3	5	3	91765
1901	SHOVEL	shovel	5	5	2	101662
1902	BETRAY	betray	1	2	7	10348
1903	SWELLING	swelling	3	3	5	110463
1904	DROWN	drown	3	1	9	35068
1905	EAGLE	eagle	5	7	5	35780
1906	SOUR	sour	3	5	3	105043
1907	MOLE	mole	5	5	1	72905
1908	ATTENTIVE	attentive	1	7	3	6772
1909	SHAKE	shake	3	5	5	100805
191	NUT	nut	5	5	3	77409
1910	STINGRAY	stingray	5	5	5	107564
1913	PRESS	press	3	5	3	87779
1914	DEBT	debt	2	2	6	28727
1915	FIR	fir	5	5	1	42983
1916	GILL	gill	3	5	1	48141
1917	TIE	tie	3	5	2	113644
1918	MANE	mane	3	5	2	68956
1919	TORCH	torch	4	5	5	114586
192	CORNER	corner	3	5	2	24985
1921	PLOUGH	ploughing	4	5	2	85441
1923	ROUGH	rough	3	4	5	96517
1924	VEIN	vein	4	5	3	120876
1925	ARTERY	artery	4	5	3	5906
1926	OINTMENT	ointment	5	5	1	78167
1927	BAMBOO	bamboo	5	6	1	8216
1928	CEASE	cease	1	5	2	17705
1929	STUDY	study	2	5	3	108500
193	SHALLOW	shallow	2	5	2	100842
1930	RAVINE	ravine	5	5	3	91535
1931	BEESWAX	beeswax	5	5	2	9597
1932	GUESS	guess	2	5	3	50595
1933	LOOSEN	loosen	2	5	1	67366
1934	BEGGAR	beggar	4	3	3	9657
1935	ANUS	anus	5	3	3	4710
1936	DEER	deer	5	6	1	29214
1937	THERE	there	2	5	1	112958
1938	FORTRESS	castle	5	7	3	17232
1939	SWEAR	swear	2	5	6	110358
194	FAMILY	family	3	8	3	41405
1940	GUARD	guard	3	5	5	50543
1941	SOLDIER	soldier	4	6	7	104519
1942	NEAR	near	1	5	2	75265
1943	CROWN (OF HEAD)	crown	4	7	5	26926
1944	GOD	god	1	7	5	48886
1945	IDOL	idol	3	7	5	56311
1947	BASTARD	bastard	3	2	7	8910
1948	SAW	saw	3	5	3	98182
1949	BEDBUG	bedbug	5	2	5	9435
195	MAT	mat	5	5	1	69797
1950	BEECH	beech	5	5	1	9527
1951	PASS	pass	2	5	3	81707
1952	TORTURE	torture	2	1	9	114679
1953	ABUSE	abuse	2	1	9	449
1954	GENTLE	gentle	1	8	1	47693
1955	GRIEVE	mourn	1	2	5	73870
1956	SUNFLOWER	sunflower	5	8	2	109577
1957	GOITER	goiter	5	2	3	48974
1958	UNRIPE	unripe	3	5	2	119422
1959	RAW	raw	3	5	5	91549
196	DONATE	donate	1	8	3	34054
1961	NECKLACE	necklace	5	7	3	75326
1962	ROAST (SOMETHING)	roast	3	6	3	95946
1963	IMMEDIATELY	immediately	1	5	6	56666
1964	ALONE	alone	1	3	5	2974
1965	LOINCLOTH	loincloth	5	5	3	67148
1966	BUNCH	bunch	3	5	2	14722
1967	CALENDAR	calendar	4	5	1	15706
197	OTHER	other	1	5	1	79230
1970	CANOE	canoe	5	7	1	16218
1971	FAN (OBJECT)	fan	5	6	3	41427
1972	YOUNG GOAT (KID)	kid	5	6	3	63096
1973	DEMON	demon	3	2	7	29954
1974	CENTIPEDE	centipede	5	4	5	17939
1975	CHECK	check	3	5	3	18741
1976	MERRY	funny	2	8	5	46477
1977	DEW	dew	5	6	1	31189
1978	RECOVER	recover	1	7	3	92335
1979	CHISEL	chisel	5	5	2	19355
198	GENITALIA	genitalia	5	5	6	47651
1981	WIDOWER	widower	4	3	5	124157
1982	WHIRLPOOL	whirlpool	4	5	5	123848
1983	SNORE	snore	3	4	1	104055
1986	DISEASE	disease	3	1	7	32559
1987	CHOPSTICKS	chopsticks	5	5	2	19561
1989	CALF	calf	5	5	1	15720
199	FAMINE	famine	3	1	8	41416
1990	BECOME	become	1	5	1	9417
1991	INTESTINES	intestines	5	5	3	60269
1992	MORE	more	1	5	3	73501
1993	SELF	self	1	5	3	99826
1994	COLLARBONE	collarbone	5	5	3	21814
1995	DEFECT	defect	2	3	3	29278
1996	GET TIRED	tire	5	5	2	114001
1997	PRESERVE	preserve	2	7	1	87749
1998	COMMAND	command	2	5	5	22255
1999	OVERCOME	overcome	2	7	5	79822
2	DUST	dust	5	5	1	35571
20	SCYTHE	scythe	5	4	5	99263
200	SAME	same	1	5	1	97619
2000	CLOVE	cloves	5	6	1	20985
2001	PAINTING	draw	3	5	3	34728
2002	DITCH	ditch	4	5	2	33477
2003	FLOW	flow	2	7	1	44028
2005	MASK	mask	5	5	3	69653
2006	FILL	fill	3	5	1	42755
2007	BOLT (OF LIGHTNING)	bolt	5	5	5	12362
2008	RESCUE	rescue	3	8	7	94333
2009	DOG	dog	5	8	3	33826
201	FARM	farm	5	6	1	41560
2010	INVESTIGATE	investigate	1	5	5	60594
2011	COFFIN	coffin	5	2	7	21570
2012	COLLAR	collar	4	5	2	21813
2013	BAIT	bait	4	5	3	7983
2014	GO DOWN (DESCEND)	descend	1	5	3	30590
2016	JEALOUSY	jealousy	1	3	7	61635
2017	MIX	mix	3	5	3	72632
2018	GREEDY	greedy	1	2	5	49924
2019	HAMMOCK	hammock	5	7	1	51477
202	STRENGTH	strength	2	8	5	108184
2020	PLAINTIFF	plaintiff	2	5	3	85011
2021	GRASP	grasp	3	5	3	49707
2022	ADMIT	admit	1	5	3	1371
2023	CROWD	crowd	4	5	6	26908
2024	PLOT	plot	2	5	3	85424
2025	PEA	pea	5	5	1	82213
2027	SOYA	soybean	5	5	1	105162
203	MARRY	marry	3	7	6	69524
2030	DRAG	drag	3	5	3	34617
2033	DELIVER	deliver	2	5	3	29739
2034	FROST	frost	4	5	2	46075
2035	POND	pond	5	6	1	86189
2038	DRAGON	dragon	3	5	7	34638
2039	MAGPIE	magpie	5	5	3	68458
204	AGAIN	again	1	5	1	1948
2040	BUCKWHEAT	buckwheat	5	5	1	14405
2041	HEMP	hemp	5	5	2	53081
2042	WALNUT	walnut	5	6	1	122467
2043	PEACH	peach	5	7	1	82234
2044	PERSIMMON	persimmon	5	6	1	83250
2045	COLUMN	pillar	4	5	1	84435
2046	APRON	apron	5	5	1	5240
2048	QUILT	quilt	5	7	1	90547
2049	CONGEE	congee	5	5	1	23473
205	TROUGH	trough	4	5	1	116246
2051	DUSTPAN	dustpan	5	5	1	35596
2052	BUCKET	bucket	5	5	1	14360
2056	WOK	wok	5	5	3	124863
2057	DUNG (ANIMAL FAECES)	dung	5	2	2	35449
2058	STOOL	stool	5	5	1	107827
2059	FOLK SONG	folksong	3	6	2	44441
206	FIREFLY	firefly	5	7	3	43037
2060	STORY	story	2	6	3	107910
2062	INTEREST	interest	1	6	3	59835
2064	SCATTER (SEEDS)	scatter	2	5	3	98435
2067	STEAM (VERB)	braise	4	6	1	13326
2069	SOAK (VERB)	soak	3	5	2	104199
207	SPARSE	sparse	1	5	1	105313
2071	LAY (VERB)	lay	3	5	1	64959
2072	USE (VERB)	use	1	5	1	120284
2073	ROB (VERB)	rob	3	2	7	95958
2075	BROOD (VERB)	brood	3	4	5	14118
2076	SPROUT (VERB)	sprout	4	6	2	106263
2077	DILIGENT	diligent	1	7	3	31786
208	NASAL MUCUS (SNOT)	snot	5	2	3	104077
209	RARE	rare	1	5	3	91336
2090	MY	my	1	5	1	74675
2093	AFTERWARDS	afterwards	1	5	2	1943
2099	CHILD	child	5	7	3	19148
21	TASTE (SOMETHING)	taste	3	5	3	111652
210	LIFE	life	2	7	5	66019
2101	BE DEAD OR DIE	died	3	1	7	31555
2102	BURN	burn	3	3	7	14936
2112	OLD (AGED)	elder	3	5	1	36636
2113	OLD (USED)	used	2	5	2	120287
2119	BOW STRING	bowstring	5	5	5	13117
212	FIELD	field	4	5	1	42578
2124	SMELL	smell	4	5	2	103635
213	FIN	fin	2	5	1	42828
2130	HEADGEAR	headgear	5	5	2	52392
2134	RAISE (BRING UP)	raise	1	5	5	91062
2137	MAGICIAN	magician	4	7	6	68365
214	STRETCH	stretch	2	5	2	108215
2148	PICK	pick	3	5	1	84153
215	LIE DOWN	lies	2	2	6	66009
2150	MATTER	matter	1	5	1	69942
2151	COARSE	coarse	1	4	2	21176
2154	PLOUGH (INSTRUMENT)	plow	5	5	2	85451
2155	CUT (WITH SCISSORS)	scissor	5	5	3	98742
2159	GROUND	ground	3	5	1	50341
216	MOVIE	movie	4	7	5	73944
2162	STIR FRY	stir-fry	5	7	3	107616
2165	SLOWLY	slowly	1	5	1	103466
217	BETELNUT	areca	4	5	1	5536
218	FINE (PENALTY)	fine	1	5	2	42875
2181	LIGHT (IN TASTE)	bland	2	5	1	11390
2189	DUGOUT	pirogue	5	5	3	84753
219	TOILET	toilet	5	5	1	114222
2190	TASTE	flavour	3	7	1	43603
2192	REJOICE	rejoice	1	8	6	93382
2194	FRONT (PART)	front	3	5	2	46037
2196	HORSETAIL	horsetail	5	5	2	54808
220	INTACT	intact	2	6	2	59602
2200	SNOUT	muzzle	4	5	5	74669
2203	RABID	rabid	1	2	7	90708
2204	LEDGE	ledge	4	5	3	65258
2205	PEAK	peak	3	7	5	82250
2206	RABIES	rabies	4	1	8	90711
221	FIRE	fire	5	5	7	42984
2214	AFFAIR	affair	2	3	7	1737
2216	BECOME NUMB	numb	2	4	2	77308
2218	EXPERIENCED	experienced	1	7	3	40387
2219	LEAN (MEAT)	lean	2	5	1	65109
222	LAVISH	lavish	1	7	5	64886
2222	CONJURE	conjure	1	5	5	23612
2223	BE ANGRY	annoyed	1	3	5	4138
2224	BEND (SOMETHING)	bend	3	5	1	9977
2227	SPAWN (VERB)	spawn	3	5	5	105357
2230	UNTAMED OR WILD	wild	1	7	7	124230
2232	KEEN OR SUBTLE	subtle	1	5	1	109071
2233	LOVELY	lovely	1	8	3	67578
2239	DENSE	dense	2	5	2	30140
224	MORTAR	mortar	4	5	3	73597
2242	BEETLE	beetle	5	5	2	9606
2243	REPAIR	repair	3	7	2	93918
2244	METAL	metal	4	5	3	70998
2245	BELCH	belch	4	3	3	9796
2246	BELL	bell	5	5	2	9844
2247	CATERPILLAR	caterpillar	5	5	2	17455
225	PESTLE	pestle	5	5	1	83428
2252	PATH	path	4	5	1	81923
2253	DRIP (EMIT LIQUID)	leak	3	3	5	65090
2259	FLESH	flesh	4	5	5	43694
227	FISH	fish	5	5	1	43148
2270	SAGO	sago	5	5	1	97332
2271	THINK	think	1	5	1	113140
2273	LEECH	leech	5	3	5	65268
2276	IDENTICAL	identical	1	5	1	56232
2277	WHOLE	whole	1	5	1	124012
2278	PERHAPS	perhaps	1	5	1	83008
228	CARVE	carve	3	5	3	17057
2283	SEMEN	semen	5	5	5	99998
2284	CLEARING	clearing	3	5	1	20563
2285	ECLIPSE	eclipse	4	7	5	36070
2286	ESTUARY	estuary	4	5	1	39211
2287	HORIZON	horizon	4	7	2	54683
2288	METEOROID (SHOOTING OR SHINING STAR)	meteor	5	5	6	71077
229	MOVE AWAY	migrate	2	5	3	71575
2290	PUDDLE	puddle	5	5	1	89474
2291	VOLCANO	volcano	5	5	7	122011
2293	UVULA	uvula	5	5	1	120384
2294	WRINKLE	wrinkle	3	5	1	125488
2295	SUNSET	sunset	5	8	1	109623
2296	SUNRISE	sunrise	5	8	2	109612
2297	DUSK	dusk	4	5	1	35562
2298	VIRGIN	virgin	3	5	5	121680
2299	STRAW	straw	5	5	1	108107
23	RYE	rye	5	5	1	97114
230	SWEEP	sweep	3	5	3	110402
2301	ME	me	1	5	1	70123
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	1	5	1	20039
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	3	5	1	105629
2308	THIN	thin	3	5	2	113123
231	SHAVE	shave	4	5	2	101004
2310	US (OBLIQUE CASE OF WE)	us	1	5	1	120275
2313	BRONZE	bronze	4	5	1	14107
2314	BROTHER-IN-LAW	brother-in-law	5	5	3	14166
2316	FREE	free	1	8	3	45605
2317	SISTER-IN-LAW	sister-in-law	5	5	3	102594
2318	CHESTNUT	chestnut	5	5	1	18997
2319	LID (COVER, CAP)	lid	5	5	1	65973
232	FLEA	flea	5	3	3	43627
2321	MAD PERSON	lunatic	2	2	7	67886
2329	LACK (NOT HAVE)	lack	1	3	2	64043
2334	MELT	melt	3	5	2	70545
2335	CUNNING	cunning	1	5	5	27376
2336	OF THIS KIND (SUCH)	so	1	5	1	104198
2339	NEED (SOMETHING)	need	1	5	5	75364
234	PADDLE	paddle	4	5	2	80558
2340	SUNNY	sunny	4	8	3	109604
2341	CLOUDY	cloudy	4	5	2	20972
2342	LANDSCAPE	landscape	4	7	1	64410
2343	STEEL	steel	5	5	3	107125
2344	PETROL	petrol	5	5	5	83509
2348	CRAB	crab	5	5	3	26027
2349	SHRIMP	shrimp	5	5	1	101777
2350	EARTHWORM	earthworm	5	5	2	35893
2351	SILKWORM	silkworm	5	5	2	102268
2352	DRAGONFLY	dragonfly	5	7	3	34643
2353	CICADA	cicada	5	5	3	19893
2354	CRICKET	cricket	3	5	1	26535
2355	GECKO	gecko	5	5	2	47477
2359	LOTUS	lotus	5	7	1	67481
236	STEPMOTHER	stepmother	5	5	4	107286
2362	BRAN	bran	5	5	1	13353
2363	CHAFF (HUSK)	chaff	4	5	1	18182
2365	RADISH	radish	5	5	1	90904
2366	ONION	onion	5	5	1	78434
2367	MANDARINE	tangerine	5	7	2	111374
2368	GARLIC	garlic	5	6	1	47131
237	STEPFATHER	stepfather	5	5	5	107271
2371	BREADFRUIT	breadfruit	5	6	1	13524
2374	DREAM	dream	2	8	3	34785
2375	VERTICAL	vertical	2	5	3	121210
2376	HORIZONTAL	horizontal	1	5	1	54685
238	PRAWNS	prawn	5	5	1	87103
2386	TURKEY	turkey	5	5	1	116697
2389	COATI (COATIMUNDI)	coati	5	5	2	21219
239	FLOWER	flower	5	8	1	44035
2390	PECCARY	peccary	5	5	2	82333
2393	JOURNEY	journey	3	7	5	62195
2395	CONGEAL (BLOOD)	coagulate	3	5	3	21123
2396	KNOCK	knock	3	5	5	63596
2397	LOBSTER	lobster	5	7	3	66926
2398	MANGO	mango	5	7	1	68989
24	PRAY	pray	1	7	3	87109
240	ELECTION	election	3	5	5	36661
2400	THEIR	their	1	5	1	112855
2401	PICTURE	picture	4	6	1	84247
2402	ROBIN	robin	5	6	1	95979
2403	TOY	toy	4	7	3	114935
2405	CHRISTMAS	christmas	4	9	5	19667
2406	HOME	home	4	8	1	54254
2407	BIRTHDAY	birthday	4	8	5	11062
2408	CAKE	cake	5	8	2	15620
2409	BROWN	brown	3	5	1	14185
241	TREE STUMP	stump	4	5	1	108541
2410	GOOD-LOOKING	pretty	1	7	3	87900
2411	HURT (SOMEBODY)	hurt	3	2	7	55482
2412	THANK (SOMEBODY)	thank	1	7	1	112768
242	COST	cost	2	5	1	25336
2422	SOMEONE	someone	2	5	2	104685
2423	CHANNEL	channel	3	5	1	18401
2424	MEMBER	member	2	5	2	70567
2425	PROBLEM	problem	1	3	5	88255
2426	CLIMATE	climate	2	5	1	20703
2427	FUTURE	future	1	7	5	46623
2428	LIBRARY	library	4	8	1	65909
2429	LOGIC	logic	1	6	1	67101
243	FRESH	fresh	2	7	3	45779
2430	OFFICE	office	4	5	2	78028
2431	REVOLUTION	revolution	2	6	7	95208
2432	MARRIAGE	marriage	2	7	5	69507
2433	THEORY	theory	1	5	1	112940
2434	TRAGEDY	tragedy	1	1	7	115097
2435	UNIVERSITY	university	3	7	3	118844
2438	CAIMAN	cayman	5	5	5	17697
244	LEFT	left	1	5	1	65291
2440	PINEAPPLE	pineapple	5	7	2	84537
2441	CASHEW	cashew	5	7	1	17136
2442	COCOA BEAN	cacao	5	7	2	15434
2444	KINGFISHER	kingfisher	5	7	3	63275
2445	PAPAYA	papaya	5	6	1	81105
2446	SLOTH	sloth	4	5	1	103422
2447	WOODPECKER	woodpecker	5	6	3	125041
2449	FAT (OF MEAT AND FOOD)	fatty	3	3	3	41783
245	BROOM	broom	5	5	1	14146
2451	FOURTEEN	fourteen	3	5	1	45327
2452	PURPLE	purple	3	5	1	89875
2453	SEVENTEEN	seventeen	3	5	2	100591
2454	SIXTEEN	sixteen	3	5	3	102649
2457	PATH OR ROAD	way	2	5	1	123025
2459	GRINDSTONE	grindstone	5	5	3	50170
246	THRUST	thrust	3	5	7	113429
2460	DINGO	dingo	5	5	3	31915
2462	WINNOWING	winnow	2	5	1	124562
2465	DISGUST	disgust	1	1	6	32697
2466	WEIGHT	weight	3	5	2	123309
2467	GAME	game	3	7	5	46919
2468	BAG	bag	5	5	1	7902
2469	AGAINST	against	1	3	3	1950
2470	DEAR	dear	1	7	3	28599
