CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_IMAGEABILITY_MEAN_MALE_YOUNG	GERMAN_IMAGEABILITY_MEAN_FEMALE_YOUNG	GERMAN_IMAGEABILITY_MEAN_MALE_OLD	GERMAN_IMAGEABILITY_MEAN_FEMALE_OLD	GERMAN_IMAGEABILITY_MEAN_YOUNG	GERMAN_IMAGEABILITY_MEAN_OLD	GERMAN_EMOTIONALITY_MEAN_MALE_YOUNG	GERMAN_EMOTIONALITY_MEAN_FEMALE_YOUNG	GERMAN_EMOTIONALITY_MEAN_MALE_OLD	GERMAN_EMOTIONALITY_MEAN_FEMALE_OLD	GERMAN_EMOTIONALITY_MEAN_YOUNG	GERMAN_EMOTIONALITY_MEAN_OLD	LINE_IN_SOURCE
2623	FLAG	Fahne	90	94.38	86.8	85.92	91.84	86.3	12.86	-4.91	6.63	3.91	2	5.05	526
2630	WHIP	Peitsche	77.92	89.8	90.08	90.55	83.32	90.3	-20	-47.13	-47.91	-49.13	-32.06	-48.42	1580
2658	COAL	Kohle	81.4	87.45	94.43	82.78	84.57	89.87	11.33	.4	38.38	10.73	5.58	22.37	1120
266	SCALE	Schuppen	64.18	72	78.6	86.77	67.9	83.22	-13.38	-16.6	-25.78	-8.4	-15.17	-16.63	1964
2666	SOLE (FOOT)	Sohle	82.92	84.33	92.38	86.67	83.52	90.05	8.33	-.78	6.44	18.45	3.78	13.05	2035
2668	SKELETON	Skelett	94.11	85.82	92.55	84	89.55	88.09	-7.7	-16.38	-40.9	-40	-11.56	-40.47	2028
27	AIR	Luft	52.5	48.1	46.42	42.4	50.3	44.59	44	53	54.13	47.18	48.26	50.11	1310
270	JUG	Krug	80.5	93.45	94.77	88.6	87.29	92.09	28.9	14	28.44	26.1	22.28	27.21	1188
2765	CHERRY	Kirsche	92.83	97.5	95.36	94.67	94.7	95	43.55	52	67.73	58.25	47.11	63.74	1070
2766	WATERMELON	Melone	85.4	97	95.09	92.67	91.2	93.83	24	44.56	38	38.09	34.28	38.05	1385
2770	JACKET	Jacke	87.89	93.2	93.67	89.55	90.68	91.7	22.38	12.1	36.75	43.27	16.67	40.53	954
2771	SHAWL	Schal	83.8	92.6	93.3	90.92	88.2	92	27.22	39	37.8	43.4	33.11	40.6	1867
2783	SCALES (MEASURE INSTRUMENT)	Waage	85.8	90.91	88.4	87.38	88.48	88.04	6	18.36	33.4	15.11	13.16	24.74	2407
2805	BIRTH (ACCOUCHEMENT)	Geburt	63.44	69.55	61.64	86.83	66.8	74.78	30.75	30.1	58.89	59.2	30.39	59.05	675
2809	BLUEBERRY	Blaubeere	88.3	87.1	96.36	89.5	87.7	92.78	35.75	42.8	66	62.55	39.67	64	250
281	POST	Stange	73.64	72.56	91.92	89.8	73.15	91	8.22	-7.78	-5.83	12.75	.22	6.56	2102
2819	GRASSLAND	Wiese	74.4	93.5	94.87	85.13	83.95	91.48	56.44	47.33	53	46.44	51.89	49.89	2473
2826	LIE (FALSEHOOD)	Lüge	23.6	6.44	27.92	35.1	15.47	31.04	-66.13	-54.09	-69.55	-63.25	-59.16	-66.89	1313
2828	MOTH	Motte	86.78	86.45	84.36	84.58	86.6	84.48	-13.33	-21.56	-48.56	-45.5	-17.44	-46.95	1434
2830	OYSTERS	Auster	81.09	86.25	88.09	85.08	83.26	86.52	28.75	-8.5	12.75	16.45	16.33	14.89	135
2831	PENGUIN	Pinguin	91.3	96.89	93.58	90.27	93.95	92	43	50.82	59.36	47.25	47.53	54.26	1624
2837	SWAN	Schwan	89.78	96.3	97.36	88.25	93.21	92.61	29.7	53.56	64.3	53.67	41	59.26	1970
284	HOE	Hacke	81.33	79.83	92.64	78	80.48	85.32	-2.36	1.63	4.44	13.36	-.68	9.35	817
2843	CAULIFLOWER	Blumenkohl	86	91.2	96.83	94	88.48	95.48	22.5	8.89	48	42.75	16.05	45.79	262
2845	SIZE (OF OBJECT)	Größe	37.27	45.7	44.33	61.82	41.29	52.7	31	10.3	18.1	17.67	19.5	17.89	796
2848	MAY (MONTH)	Mai	44.6	46.8	70.73	75.25	45.7	73.09	37.7	41.44	60.5	65.67	39.47	62.95	1333
2929	BENEFIT	Nutzen	13.73	18.63	28.83	36.55	15.79	32.52	21.33	20.7	36.38	22.64	21	28.42	1513
2930	BOSS	Chef	65	52.11	61.08	75.4	59.2	67.59	-41.27	-13	-8	12.11	-29.37	2.06	341
2931	BUSINESS	Geschäft	56.09	54.78	76.55	80.25	55.5	78.48	18.89	-.78	17.2	28.44	9.06	22.53	717
2933	CONVERSATION	Gespräch	47.55	53.88	47.08	53.18	50.21	50	20	28.56	37.56	49.7	24.28	43.95	728
2934	CUCKOO	Kuckuck	73.73	87.22	92.18	84.83	79.8	88.35	24.5	23.45	48	45.4	23.89	46.63	1192
2937	FAIRY TALE	Märchen	54.18	42.22	61.91	65.08	48.8	63.57	51.63	60.36	38	43	56.68	40.37	1352
2940	GATE	Tor	78.45	85.2	94.08	86	81.67	90.57	28.45	13.57	27.64	29.75	22.67	28.53	2262
2941	HAPPINESS	Glück	40.73	30	34	44.38	35.62	39.87	79.8	71.78	75.22	79	76	77.21	764
2943	BUNDLE	Bündel	56.89	70.9	73.14	77.89	64.26	75	1.22	-2.89	5.38	4.36	-.83	4.79	323
2944	CALL (APPEAL)	Ruf	42.71	46.2	52.2	53.94	44.52	53.13	-2.22	12.22	5	19	5	12.37	1811
2946	CRADLE	Wiege	80.27	90.8	92.67	86.27	85.29	89.61	31.78	39.56	33.6	42	35.67	37.58	2472
2947	DAMAGE (INJURY)	Schaden	45.2	33.82	53.31	52	39.24	52.74	-46.43	-46.73	-63.3	-66.56	-46.61	-64.84	1863
2950	MEANING	Sinn	23.71	18.73	37.33	40.76	21.14	39.16	33.67	33.89	31.55	34.78	33.78	33	2019
2951	POUCH	Beutel	81.89	87.33	92.73	84.08	84.61	88.22	7.91	2.29	10.56	23.9	5.72	17.58	226
2952	SLAB	Platte	71.67	84.42	83	79.83	78.95	81.35	39.44	7.78	3.1	6.44	23.61	4.68	1637
2953	SLEEVE	Ärmel	69.4	85.55	92.36	83.5	77.86	89.14	2.63	10.4	12.88	22.25	6.94	18.5	98
2954	SLICE	Scheibe	70.73	68.36	81.62	79.9	69.55	80.87	1.44	6.3	16.14	18.33	4	17.53	1880
2955	STATE (POLITICS)	Staat	55.79	34.2	69.2	73.24	44.62	71.34	-13.18	-21.86	17.27	21.25	-16.56	18.95	2093
2956	TUBE	Rohr	76.6	84.33	94.33	82.09	80.26	88.48	13.7	-3.56	12.2	1.44	5.53	7.11	1790
2959	LEASH	Leine	79.6	77.7	85.25	85.3	78.65	85.27	13.1	-6	-1.38	14.73	4.05	7.95	1262
2962	MOORLAND	Moor	82.82	74.67	78.73	93.36	79.15	86.05	4.44	-19.78	-33.22	-25.6	-7.67	-29.21	1422
2963	NET	Netz	78.22	89.64	90.46	89.2	84.5	89.91	-.44	-21.67	-6.89	19.5	-11.06	7	1494
2965	PAW	Kralle	83.67	83.9	85.09	82.17	83.77	83.57	-11.33	-36.1	-26.11	-23.1	-24.37	-24.53	1163
2966	PERCH (FISH)	Barsch	78.9	67.22	84.46	78.2	73.37	81.74	23.25	12.8	50.11	16.45	17.44	31.6	168
2967	PIKE (FISH)	Hecht	83.45	77.56	92.91	85.42	80.8	89	19.88	11.4	48.78	23.1	15.17	35.26	861
2968	REASON	Grund	46.71	45.47	54.2	52.41	46.07	53.25	4.08	5.08	19.92	6.92	4.58	13.16	802
2969	RIBBON	Band	81.8	68.6	74.85	77.8	75.2	76.13	17.5	18.33	12.22	13.9	17.89	13.11	158
2971	SIN	Sünde	32	30.7	27.58	36.3	31.35	31.55	-35.89	-25.7	-42.56	-48.9	-30.53	-45.89	2175
2972	SLEEP (STATE)	Schlaf	50.8	50.4	59.92	58.9	50.6	59.48	72.9	64.75	51.2	78.2	69.28	64.7	1905
2973	STRAP	Riemen	68.38	75.42	89.21	78.56	72.6	85.04	9.6	-16.13	19.44	-13.5	-1.83	2.11	1779
2975	THOUGHT	Gedanke	22.89	30.64	28.36	35.75	27.15	32.22	44.44	33.78	34	53.9	39.11	44.47	678
2976	VIOLENCE	Gewalt	50.2	54	34.5	62.18	52.19	47.74	-67.7	-74.13	-85.22	-86.8	-70.56	-86.05	736
2977	WORKER	Arbeiter	60.1	56.18	80.43	76.67	58.05	78.96	11.67	-1.33	14.63	33.36	5.17	25.47	90
2979	WALK (MANNER)	Gang	65.8	72.55	67.57	50.67	69.33	60.96	2.82	8.56	10.7	5.33	5.4	8.16	655
2980	AREA	Gebiet	49.67	34.55	66.08	60.73	41.35	63.52	8.11	5	4.33	14.4	6.47	9.63	672
2982	GIFT	Geschenk	68.1	83.78	60.67	73	75.53	66.27	62.1	56.75	52.2	60.9	59.72	56.55	718
2985	HEIGHT	Höhe	59.91	61.38	71.08	62.18	60.53	66.83	25.25	-12	8.9	-19.56	4.56	-4.58	906
2990	SACK	Sack	89.1	92.22	98.18	84.27	90.58	91.23	1.67	-5.11	-.8	-5.11	-1.72	-2.84	1822
2991	SKI	Ski	90.55	94.1	98.25	89.8	92.24	94.41	28.4	28.38	30.09	40	28.39	34.55	2029
2992	TIP (OF OBJECT)	Spitze	68	75.55	83.42	79.18	72.15	81.39	-1.75	-12.82	2.9	20.11	-8.16	11.05	2075
2993	STROKE (OF PEN)	Strich	87.89	88.45	83.67	77	88.2	80.64	.13	9.4	11.5	8.27	5.28	9.63	2151
2995	TONE (MUSIC)	Ton	39.22	26.4	45.82	53.17	32.47	49.65	37.8	26.13	24.88	24.18	32.61	24.47	2257
300	RATTLE	Rassel	82.18	79.44	70.33	64.91	80.95	67.74	3.67	29.33	-2.22	-2.6	16.5	-2.42	1721
3006	SPACE (AVAILABLE)	Platz	62.56	61.5	76.64	70.08	62	73.22	15.6	8.63	11.9	28.67	12.5	19.84	1638
301	CHIEFTAIN	Häuptling	79.27	58.33	83.85	72.4	69.85	78.87	13.2	24.44	11.3	-7.8	18.53	1.75	853
3032	STARFISH	Seestern	92.4	89.18	88.6	82.67	90.71	85.36	19.44	56.33	33.25	31.17	37.89	32	1989
3062	TURNIP	Rübe	82.7	83.64	96.67	88.1	83.19	92.77	1.1	12.56	34	12.4	6.53	22.63	1803
307	HAWK	Falke	87.2	83.11	96.58	88.64	85.26	92.78	26.89	18.5	49.13	25.18	22.47	35.26	534
3076	SLOPE	Abhang	64.09	50.5	88.67	74.45	58.37	81.87	-14.8	-22.38	-14.63	-17.82	-18.17	-16.47	7
3084	BLACKBOARD	Tafel	77.91	92.33	92.09	84.08	84.4	87.91	14.22	11.9	11	18.3	13	14.84	2183
3085	CARROT	Möhre	91.27	95.89	98.5	93.4	93.35	96.18	13.44	18.56	52.89	45.8	16	49.16	1415
3086	COMPUTER	Computer	90.9	96.1	92.69	87	93.5	90.22	31.33	25.33	22.75	28.18	28.33	25.89	350
3089	GIRAFFE	Giraffe	91.83	93.22	93.5	94.45	92.43	93.96	32.8	42.89	42.56	44.3	37.58	43.47	751
3090	GUITAR	Gitarre	92.8	94.22	93.93	90.89	93.47	92.74	43.7	50.67	39.7	54.67	47	46.79	753
3091	LEMON	Zitrone	89.55	97.44	96.77	91.5	93.1	94.48	26.33	29.78	23.55	21.56	28.06	22.65	2565
3092	LIGHTER	Feuerzeug	90.89	93.82	96	89.45	92.5	92.87	18.25	1.7	7	-3.4	9.06	1.53	573
3094	PAINTBRUSH	Pinsel	89.22	92.25	95.08	87.7	90.95	91.73	13.56	30.22	16.44	2.5	21.89	9.11	1627
3098	SNOWMAN	Schneemann	96.3	94.55	95.85	91.3	95.38	93.87	58.89	62.1	41.44	55.5	60.58	48.84	1936
3099	SOFA	Sofa	87.71	93.36	91	91.33	91.17	91.17	45.09	40.5	44	49.8	43.16	47.05	2034
31	PAN	Pfanne	90.9	93.45	96.82	89.42	92.24	92.96	24.88	11.91	28.5	23.33	17.37	26.05	1591
3101	SWING	Schaukel	81.09	88.78	95.36	92.67	84.55	93.96	24.6	44.44	32.22	40.5	34	36.58	1876
3102	TANK	Panzer	91.5	91.63	93.38	81.5	91.55	88.22	-42.6	-56.13	-61.44	-63.6	-48.61	-62.58	1557
3106	WARDROBE	Schrank	86.08	96	96.09	92.55	90.05	94.32	10	10.25	13.3	30.22	10.11	21.32	1947
3107	WHISTLE (INSTRUMENT)	Pfeife	83.18	89.9	95.83	90.3	86.38	93.32	-2.91	4.75	3.89	14.3	.32	9.37	1596
3137	OAR	Ruder	88.83	92.38	91.08	90.1	90.25	90.65	20.75	25.4	30.33	19.8	23.33	24.79	1810
3138	STRAWBERRY	Erdbeere	96.71	98.6	89.33	83.35	97.69	86.16	39.1	54.13	71.5	66.22	45.78	69	491
3142	BISON	Bison	85.1	78.09	85.42	81.1	81.43	83.45	42.86	8.55	39.9	20.67	21.89	30.79	245
3143	POLAR BEAR	Eisbär	94.82	96.67	97.73	91.58	95.65	94.52	33.56	44.67	29.89	23.7	39.11	26.63	463
3145	HIPPOPOTAMUS	Nilpferd	94.89	90.89	94.5	81.55	92.89	88.3	36.6	35.5	37	32.44	36.11	34.84	1498
3146	CHEETAH	Gepard	89.4	87.6	95.08	86.09	88.5	90.78	34.25	28.45	13.2	4.22	30.89	8.95	710
3147	HAMSTER	Hamster	89.36	91.67	90.83	88.27	90.4	89.61	33.89	25.4	21.11	22.4	29.42	21.79	835
3150	BOX OR CHEST	Koffer	89.56	94.6	96.08	89.6	92.21	93.14	13	35.56	25	27.9	23.68	26.53	1117
3153	LORD	Herr	45.42	48	76.08	74.11	46.45	75.27	-5.18	3.63	14.44	32.7	-1.47	24.05	885
3154	WILD BOAR	Eber	90.3	81.1	96.73	83.25	85.7	89.7	7.22	-3.22	-4.78	-2.1	2	-3.37	422
3222	TWIG	Zweig	87.22	82.27	93.27	85.27	84.5	89.27	20.33	23.7	39	32	22.11	35.32	2586
3231	DEITY	Gott	33.75	27.11	55.31	56.11	30.9	55.64	-11.89	14.5	65.56	40.5	2	52.37	775
3232	PELT	Pelz	79.91	83.67	89.17	88.27	81.6	88.74	-2.8	-5.38	18.5	35.11	-3.94	26.37	1582
326	CLOAK	Umhang	74	87.27	82	83.1	80.95	82.48	4.33	16.22	29.22	30.8	10.28	30.05	2321
3261	HORNET	Hornisse	91.22	83.7	87.15	83.4	87.26	85.52	-11.5	-50.14	-41.5	-47.5	-25.74	-44.5	913
3263	LAP	Schoß	58.6	74	88.36	71.5	66.67	82.23	45.8	27.88	30.22	15.1	37.83	22.26	1944
3282	GROOM	Bräutigam	75.56	83.08	89.09	78.83	79.86	83.74	32.67	32.33	41.89	50.7	32.5	46.53	289
329	STOCKING	Strumpf	86.09	94.89	94.08	90.91	90.05	92.57	9.89	9.2	19.67	30	9.53	25.11	2158
3303	PICTURE (PAINTING)	Bild	83.79	89.4	93.07	86.12	86.69	89.38	16.69	36.92	46.92	48.62	26.81	47.8	238
3307	HIT (A TARGET)	Treffen	37.1	37.18	54.18	54.75	37.14	54.48	32.88	52.6	31	38.9	43.83	35.16	2276
3314	LYNX	Luchs	85	87.44	91.38	86.1	86.1	89.09	36.3	-2.38	39.78	24.9	19.11	31.95	1308
3325	PEARL	Perle	92.89	92.3	91.31	88.4	92.58	90.04	38.33	52.1	36.38	57.09	45.58	48.37	1584
3353	SIEVE (TOOL)	Sieb	82.22	89.9	92.46	84.2	86.26	88.87	0	5.22	19	22.78	2.61	20.79	2012
3358	SPROUT (SHOOT)	Sprosse	63.83	72.22	87.62	71.6	67.43	80.65	11.3	16.44	14.9	14.44	13.74	14.68	2086
3377	EMPEROR	Herrscher	45.73	42.9	64.45	60.09	44.38	62.27	-43.6	-46.88	-56	-21.73	-45.06	-36.16	886
338	RAKE	Rechen	76.8	66.8	83.8	83.5	71.8	83.64	1.5	13	15.5	7.7	6.61	11.17	1736
3382	PEACOCK	Pfau	85.73	93.78	97.08	91.1	89.35	94.48	29.89	36.11	58.25	44.27	33	50.16	1594
3396	BUILDING	Gebäude	72	71.44	95.1	88.17	71.76	91.32	6.13	6.9	27	25.4	6.56	26.16	670
34	STAIRS	Treppe	81.3	94	97.64	91.67	87.95	94.52	4.38	-.1	23.89	16.1	1.89	19.79	2278
3405	RULER	Lineal	80.8	93.2	91.92	91.27	87	91.61	-3.33	14.33	17.78	18.2	5.5	18	1287
3407	FILE (TOOL)	Feile	88.6	92.44	94	83.08	90.42	88.05	-2.5	1	22.63	9.27	-.56	14.89	556
341	SICKLE	Sichel	85	92.33	93.08	86.73	88.3	90.04	8.67	-11.2	12.22	-3.9	-1.79	3.74	2009
342	HAY	Heu	84	88.2	94.18	82.91	86.21	88.55	16.56	26.67	44.2	40.56	21.61	42.47	889
3423	DRILL	Bohrer	80.6	86.9	96.85	84.78	83.75	91.91	-25.5	-29.75	-15.11	6.7	-27.39	-3.63	271
344	TREE TRUNK	Stamm	72.22	74.55	83.92	80.64	73.5	82.35	24.11	11	25.6	19.44	17.56	22.68	2098
345	SAP	Saft	70.82	87.33	86.5	85.54	78.25	85.96	27.5	31.5	44.89	48	29.28	46.53	1823
3458	SILENCE	Ruhe	43.09	25.5	55.42	50.55	34.71	53.09	61.56	68.56	54	81.2	65.06	68.32	1812
3460	BEACH	Strand	79.3	92.73	95.82	89.25	86.33	92.39	55	74.4	48.5	72.44	65.78	59.84	2144
3464	SHORE OF LAKE	Ufer	81	87.2	94.33	83.91	83.95	89.35	48.67	38.3	38.3	32.33	43.21	35.47	2316
3467	HELP (ASSISTANCE)	Hilfe	37	25.75	44.58	50.7	32.26	47.36	27.6	40.5	40.67	69.6	34.05	55.89	891
356	SHEARS	Schere	91.78	93.7	96.83	89.36	92.79	93.26	1.22	-4	8.89	6	-1.39	7.37	1887
3612	INDIGENOUS PEOPLES OF THE AMERICAS	Indianer	86.58	90.75	85.36	74.56	88.25	81.13	30.78	36	17.89	29.1	33.39	23.79	942
362	STRING	Schnur	81.1	89.27	91.69	89.2	85.38	90.61	2.44	2.33	10.11	19.4	2.39	15	1940
3651	MUSH (FOOD)	Brei	67.18	81.13	86	89.5	73.05	87.52	14.2	17.63	24.45	20.38	15.72	22.74	291
3653	COOKING POT	Kochtopf	87.73	90.22	96.92	92.27	88.85	94.7	23.42	15.71	42.5	24.2	20.58	33.35	1116
3675	ZEBRA	Zebra	88.6	96.45	94.18	91.42	92.71	92.74	34.67	33.5	59.89	33.2	34.05	45.84	2532
3681	PARTRIDGE	Rebhuhn	65.5	66.82	87.91	88.08	66.19	88	17.4	5.22	40.33	28	11.63	33.55	1735
3687	DESERT	Wüste	86.82	87.38	86.42	83.64	87.05	85.09	-2.56	22	-20	-30.33	9.72	-24.89	2517
3704	ODOR (SMELL)	Geruch	30.56	30.67	30	49	30.62	39.09	-13.43	12.55	7.75	10.45	2.44	9.32	715
3711	TIE (NOUN)	Krawatte	90.2	92.36	96	92.27	91.33	94.22	-.8	3.75	25.78	32.8	1.22	29.47	1170
3714	LARYNX	Kehlkopf	77	76.6	79.09	85.08	76.8	82.22	-7.44	-11.44	13.56	15.8	-9.44	14.74	1043
3717	BADGER	Dachs	89.3	86.4	91.58	89	87.85	90.35	20.8	13.44	43.22	10.4	17.32	25.95	356
3719	MARMOT	Murmeltier	83.9	68.09	91.27	80	75.62	85.64	34	54.78	54.7	23.33	44.39	39.84	1449
3721	FINCH	Fink	65.8	78	92.92	82.64	71.9	88	16.89	20.78	54.9	46	18.83	50.68	583
3722	FLAMINGO	Flamingo	88.73	92.5	94.85	84.4	90.52	90.3	36.33	46.78	66	43.6	41.56	54.21	590
3723	NIGHTINGALE	Nachtigall	72.3	75.64	97.64	88.33	74.05	92.78	56	47.6	67.88	55.09	51.33	60.47	1465
3724	STORK	Storch	91.91	94.18	96.25	87.55	93.05	92.09	37.4	32.2	66.2	46.56	34.8	56.89	2139
3727	CELERY	Sellerie	72.78	86.82	91.92	83.9	80.5	88.27	9.2	7.13	32.9	36.75	8.28	34.61	2000
3729	LETTUCE	Salat	87.09	91	94.09	91.9	88.85	93.05	27.44	39.56	36	60.4	33.5	48.84	1827
3733	FERRY	Fähre	80.36	76.63	95.64	82.58	78.79	88.83	26.71	25.73	39.33	42.1	26.11	40.79	527
3734	CHIMPANZEE	Schimpanse	94.33	90.64	93.75	93.09	92.3	93.43	34.5	27.25	48.75	40.18	31.28	43.79	1899
3747	SHAPE	Form	58	41.1	48.46	43.78	49.55	46.55	7.25	10.67	18.7	17.8	8.39	18.25	620
3748	DROP (OF A LIQUID)	Tropfen	84.44	89.09	94.77	84.3	87	90.22	13.44	10.67	5.7	9.11	12.06	7.32	2291
3799	FISHBONE	Gräte	81.18	79.7	88.57	79.44	80.48	85	-26.27	-33.88	-41.6	-47.78	-29.47	-44.53	787
3800	IVORY	Elfenbein	75.42	71	88.08	76.11	73.65	83.18	7.4	-8.11	34.6	42.22	.05	38.21	476
3801	DATE (FRUIT)	Dattel	77.9	83.1	88.69	89.7	80.5	89.13	14.3	35.13	55.13	42	23.56	47.53	365
3803	RASPBERRY	Himbeere	85.3	97.44	98.08	85.45	91.05	92.04	52.11	47.8	61.56	36	49.84	48.11	892
3804	GRAPEFRUIT OR POMELO	Grapefruit	68.36	93	93	89.58	80.68	91.22	32.33	34.27	23	64.75	33.4	40.58	785
3815	ALMOND	Mandel	77.1	85.56	93.44	87.71	81.11	89.96	30.89	24.8	39.2	40.22	27.68	39.68	1344
3821	BROOK	Bach	85.2	80.89	90.25	87	83.16	88.77	46.4	52.75	44.89	45.3	49.22	45.11	143
3822	MALE COUSIN	Vetter	41	32.6	48.5	80.7	36.8	63.14	7.63	-1.64	37.56	29	2.26	33.05	2389
383	MASTER	Meister	46.44	47.64	78.67	61.1	47.1	70.68	10.5	29.22	36.27	36	19.37	36.16	1383
3859	MIDWIFE	Hebamme	70.91	67.44	80	92.22	69.35	84.78	16.44	36	43.88	46.82	26.22	45.58	859
3871	MURDERER	Mörder	63.8	45.7	61.27	50.25	54.75	55.52	-70.63	-78.82	-100	-96.9	-75.37	-98.37	1427
3886	TARANTULA	Tarantel	82.2	78.89	74.92	71.3	80.63	73.35	-19.5	-32.6	-61	-52	-26.78	-55.79	2201
3897	NATURE	Natur	66	58	72.46	72.5	62.21	72.48	61.9	57.78	70.75	72.73	59.95	71.89	1484
395	PILL	Pille	81.2	96.2	92.67	87.18	88.7	90.04	-6.3	-4.38	-17.2	7.6	-5.44	-4.8	1621
3978	COMPANION	Kamerad	57.56	39.36	69.7	66.62	47.55	67.96	14.78	18.44	60.89	54.4	16.61	57.47	991
3994	PIANO (INSTRUMENT)	Klavier	90.8	95.56	97.18	93.45	93.05	95.32	51.8	43.67	46.1	70.56	47.95	57.68	1080
4	COURTYARD	Hof	54.67	83.3	87.5	82.18	69.74	84.96	24.33	8.33	26.1	22.11	16.33	24.21	904
40	ENVY	Neid	36.1	25.73	34.36	28.08	30.67	31.09	-62.9	-48.78	-66.56	-58	-56.21	-62.05	1488
4003	PLIERS	Zange	91.38	91.71	98.36	85.75	91.5	91.78	-4.78	-7.11	9.25	2.64	-5.94	5.42	2528
4008	SANDWICH	Sandwich	77.75	90.64	89.91	82.73	85.21	86.32	31	39.75	29.33	27.9	34.89	28.58	1837
4018	BLOUSE	Bluse	81.33	91	94.85	92.8	85.2	93.96	21.67	16.1	34	36.3	18.74	35.21	263
4023	VIOLIN	Geige	93.4	95	95.77	92	94.16	94.13	44	31.78	46.13	46.91	38.21	46.58	692
4024	SAXOPHONE	Saxophon	92.6	94.33	96.43	89.56	93.42	93.74	22.18	36.5	36.56	43.3	28.21	40.11	1857
4035	SWEATER	Pullover	81.44	89.2	95.75	90.9	85.53	93.55	43.63	35.82	37.25	51.09	39.11	45.26	1689
406	OLD MAN	Greis	75.33	73	87.13	83.38	74.47	85.83	-21.88	-18	-14.89	-11	-19.72	-12.84	789
420	FOREST	Wald	78.6	95.3	94.25	87.27	86.95	90.91	65.22	58.1	77.14	62.58	61.47	67.95	2427
431	UPPER ARM	Oberarm	79.58	93.2	92.23	85.4	85.77	89.26	18.5	6.5	18.7	30	13.17	24.35	1515
446	LOWER ARM	Unterarm	82.22	81.8	93.09	84.92	82	88.83	20.5	-2.4	16.89	9.3	7.78	12.89	2331
472	PELICAN	Pelikan	91.17	90.67	89.58	82.3	90.95	86.27	27.11	32.44	50.55	36	29.78	44.42	1581
474	DRESS	Kleid	84.45	90.8	94.38	94.33	87.48	94.36	45.56	39.5	27.63	32.36	42.37	30.37	1084
476	CUP	Tasse	87.2	95.4	96.69	92.9	91.3	95.04	7	20.89	23.8	42.33	13.58	32.58	2204
478	LIP	Lippe	86.25	91.83	95.75	89.09	89.6	92.57	35.67	33	24	27.56	34.26	25.68	1290
480	PLATE	Teller	94.36	95.9	95.09	89.5	95.1	92.17	14.67	8.44	32.22	30.5	11.56	31.32	2227
481	DISH	Geschirr	80.36	89.2	93.15	91.7	84.57	92.52	-17.22	4.2	22.11	38	-5.95	30.47	721
489	KIDNEY	Niere	73.6	68.8	89.17	84.5	71.2	87.05	-25	-14.4	13.67	7.6	-19.42	10.47	1497
496	CUCUMBER	Gurke	92.2	94.92	96.42	91.1	93.68	94	21.3	19.13	27	36.3	20.33	31.89	811
497	SCAR	Narbe	87.1	92.56	84.42	85.73	89.68	85.04	-17.45	-9.75	-29.3	-33.44	-14.21	-31.26	1475
498	CALF OF LEG	Wade	65.8	82.6	92.09	84.17	74.2	87.96	6.25	-2	13.67	15.2	1.67	14.47	2414
5	GAZELLE	Gazelle	85.55	74.5	92.46	76.5	80.29	85.52	33.11	48.78	54.22	42.2	40.94	47.89	669
502	NAIL (TOOL)	Nagel	90.9	94.8	94.58	89.45	92.85	92.13	-8.91	-4.75	13.11	1.4	-7.16	6.95	1469
503	FROG	Frosch	96.86	97.53	97.4	91.35	97.21	94.19	29.2	16.25	29.22	14.6	23.44	21.53	638
505	PARENTS	Eltern	70.8	74.6	80.5	80.73	72.7	80.61	51.89	54.56	89.9	83.5	53.22	86.7	479
506	MAIZE	Mais	82.5	94.9	92	82.92	88.7	87.26	27	27.3	40.67	26.2	27.16	33.05	1335
522	WOLF	Wolf	88.5	92.9	94.17	90.6	90.7	92.55	13.9	1.67	-5.67	-16.9	8.11	-11.58	2504
53	SPIRIT	Geist	56.58	66.5	60	43.58	60.55	51.05	18.22	21.67	23.9	1.44	19.94	13.26	694
534	HUMP	Buckel	75.7	83.11	82.08	78.8	79.21	80.65	-38.56	-31	-44.22	-30.3	-34.78	-36.89	313
539	NEST	Nest	81.45	87.78	96.23	86.3	84.3	91.91	29.82	46.63	40.2	38.44	36.89	39.37	1493
540	PALATE	Gaumen	71.91	77.5	78.73	80.17	74.57	79.48	11.4	9.5	14.44	22.4	10.56	18.63	668
545	SPRUCE	Fichte	86.64	74.67	87	89.27	81.25	88.09	33.67	18.6	51.3	36.78	25.74	44.42	574
56	BAD LUCK	Unglück	41.5	28.9	60.27	56.25	35.2	58.17	-63.2	-72	-76.55	-78.67	-67.37	-77.5	2328
580	FUR	Fell	73.2	82.5	95.75	85.8	77.85	91.23	28.88	43.1	33	40	36.78	36.5	558
585	BOOT	Stiefel	88.7	92.1	95.85	90.6	90.4	93.57	17.22	13.9	10.78	26.4	15.47	19	2124
586	GARDEN	Garten	76.78	82.64	92.5	91.64	80	92.09	46.4	47.75	55.9	52.22	47	54.16	662
587	ANT	Ameise	91.8	93.91	96.08	89.73	92.9	93.04	30.33	15.2	8	-9.91	22.37	-2.37	45
593	POTATO	Kartoffel	92.62	96.14	96.85	93.2	93.85	95.26	19.5	23	52	50	21.16	50.84	1019
594	PIECE	Stück	60.36	60.5	48.17	72.18	60.42	59.65	-9.33	9.33	5	.5	0	2.63	2160
