CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_CONCRETENESS_MEAN	LINE_IN_SOURCE
3276	SUNSHINE	阳光	1.703704	232
3279	MANTIS	螳螂	1.225806	7372
3283	CAGE	笼子	1.384615	9571
3284	GRAVEYARD	墓地	1.846154	2408
3285	RICE FLOUR	米粉	1.2	1305
3287	BLOOM	开花	1.741935	7203
3288	WEED	除草	1.538462	6681
3299	KIND	善良	3.6	6989
3302	QUARREL (VERB)	争论	2.805556	1593
3303	PICTURE (PAINTING)	图画	1.833333	4906
3304	PICTURE (PHOTOGRAPH)	相片	1.666667	6148
3320	SNARE (TRAP)	圈套	2.766667	9338
3325	PEARL	珍珠	1.321429	9868
3333	BELIEF (RELIGIOUS)	信念	4.296296	6524
3334	RITE	礼仪	2.913043	7723
3349	WRISTWATCH	手表	1.259259	574
3350	GET UP FROM BED	起床	1.769231	808
3362	BOILED WATER	开水	1.461538	2387
3367	STUTTERER	结巴	2.111111	7952
3375	PATIENT (SICK PERSON)	病人	1.5	9143
3376	ROBBER	强盗	1.692308	563
3382	PEACOCK	孔雀	1.208333	5236
3386	SULPHUR	硫磺	1.230769	2779
3391	RICE STRAW	稻草	1.346154	2740
3396	BUILDING	楼房	1.514286	9066
3397	ROUNDWORM	蛔虫	1.478261	2643
3399	WAREHOUSE	仓库	1.434783	8155
34	STAIRS	楼梯	1.384615	2396
3407	FILE (TOOL)	文件	1.909091	345
341	SICKLE	镰刀	1.5	5243
3425	JOKE	笑话	2.275862	9360
3427	DIRECTION	方向	2.722222	1131
3429	COMPARE	比较	3.115385	6176
3439	WHITE (OF EGGS)	蛋白	2.448276	2981
344	TREE TRUNK	树干	1.68	7118
3443	TOFU	豆腐	1.130435	3230
3447	BEGIN OR START	开始	2.433333	9174
3455	COMMEND	称赞	2.96	6058
3471	OBLIGATION (DUTY)	义务	3.521739	3560
3534	BEG	乞求	3.310345	3151
3537	TURN OVER	翻身	2.541667	8533
3540	STRAW RAINCOAT	蓑衣	1.823529	8974
3554	GOODBYE	欢送	2.52	1282
356	SHEARS	剪刀	1.457143	9051
3608	WARRIOR	武士	2	8742
3617	STUMBLE	绊倒	2.043478	8767
3628	HONOR (SOMEBODY)	荣幸	3.625	5263
3629	HESITATE	犹豫	3.92	3941
3634	STUBBORN	顽固	3.607143	9841
3635	ADULT	大人	2.555556	511
3639	AVOID	避免	3.083333	8521
364	SMEAR	传播	2.888889	1497
3640	GOSSIP	闲话	2.939394	471
3642	COMPLAIN	抱怨	3.545455	375
3643	AGREE	同意	2.68	2312
3644	AGREEMENT	协议	2.4	2951
3645	PERSUADE	说服	3.038462	960
3646	PROVERB	谚语	2.68	9486
3655	STORE UP	收藏	2.521739	5271
3657	GRANARY	谷仓	1.409091	3241
3665	TRAVEL	旅游	2.032258	4987
3666	WANDER	徘徊	3.533333	1928
3674	ANTELOPE	羚羊	1.151515	310
3695	MOVEMENT	动静	3.583333	5204
3704	ODOR (SMELL)	气味	2.869565	7856
3711	TIE (NOUN)	领带	1.346154	6228
3746	VASE	花瓶	1.448276	4608
3747	SHAPE	形状	2.708333	2200
3762	SAFE	安全	3.04	6914
3780	PET	宠物	1.967742	7171
3807	EYEBALL	眼球	1.347826	7760
3839	BROAD BEAN	蚕豆	1.375	5192
3841	WINDMILL	风车	1.551724	3109
3847	INTEREST (FEELING)	兴趣	3.538462	6398
3881	PISTOL	手枪	1.212121	330
3896	ROAR	咆哮	2.423077	6236
3897	NATURE	本质	3.766667	1855
390	PUNISHMENT	惩罚	2.896552	4463
3902	TRUST (SOMEBODY)	信任	2.833333	5534
3903	SYMPATHIZE	同情	3.217391	3424
3951	PANDA	熊猫	1.115385	8497
3952	REFRIGERATOR	冰箱	1.24	7536
3953	CHARITY	慈善	2.647059	8907
3954	FRIENDSHIP	友情	2.913043	3444
3955	HOSTILITY	敌意	3.307692	5822
3956	DISPUTE	纠纷	3	919
3957	SYSTEM	系统	2.8	5163
3958	SOCIETY	社会	3.230769	4397
3959	RELATIONSHIP	关系	3.913043	2503
3960	IDENTITY	身份	2.695652	7868
3961	TEAM	团队	2.043478	7876
3962	DISCIPLINE	纪律	2.851852	536
3963	SCENERY	风景	2.228571	1635
3964	SPLENDOR	光彩	3.52	3741
3966	CONCEPT	概念	4.1	1763
3967	CONTENT	内容	3	6488
3968	EFFECT	作用	3.636364	8766
3970	PROCESS	过程	3.484848	288
3971	METHOD	办法	3.259259	126
3972	EXCITED	兴奋	2.958333	1460
3973	DEPRESSED	沮丧	3.72	7578
3975	NERVOUS	紧张	3.111111	670
3979	TADPOLE	蝌蚪	1.333333	5359
3985	THOSE (PLURAL OF THAT)	那些	4.304348	7968
3986	COLLAPSE	倒塌	2.48	7051
3994	PIANO (INSTRUMENT)	钢琴	1.194444	1639
4011	TRUCK	货车	1.24	7566
4015	PIRATE	海盗	1.461538	4231
4021	DINOSAUR	恐龙	1.64	1408
4025	LANTERN	灯笼	1.333333	9152
4032	KITE (TOY)	风筝	1.304348	2622
4033	ELEVATOR	电梯	1.375	4094
41	IGNORE	忽略	3.514286	9049
411	GOURD	葫芦	1.32	1279
419	SEVERE	厉害	3.384615	4373
420	FOREST	森林	1.6	9091
421	RETREAT	撤退	2.56	6057
425	BE LATE	耽误	3.296296	7925
457	BLIND PERSON	瞎子	2.043478	5410
471	UPPER LEG (THIGH)	大腿	1.277778	1499
476	CUP	杯子	1.314286	8894
478	LIP	嘴唇	1.304348	7778
479	GROW	成长	3.541667	5946
480	PLATE	盘子	1.290323	5123
484	CONDEMN	谴责	3.277778	1052
485	DISAPPEAR	消失	3.142857	9852
487	SHY	害羞	3	3244
488	MANNER	方法	3.454545	277
489	KIDNEY	肾脏	1.384615	2431
49	REFUSE	拒绝	2.173913	7716
497	SCAR	伤疤	1.75	9717
500	CRUEL	残酷	3.363636	259
503	FROG	青蛙	1.458333	4888
505	PARENTS	父母	1.26087	3353
506	MAIZE	玉米	1.304348	2574
512	SEE A DOCTOR	看病	1.935484	7204
513	THIS YEAR	今年	1.791667	1399
514	LAST YEAR	去年	1.793103	3031
53	SPIRIT	圣灵	4.3	459
530	FRECKLE	雀斑	1.580645	5134
537	TURBID	浑浊	3.233333	1896
541	POETRY	诗歌	1.833333	9345
55	WHISPER	呢喃	3.375	6616
552	GROW UP	长大	3.148148	6660
555	INFRINGE	侵犯	3.217391	7737
558	PASS BY	经过	3.206897	9172
56	BAD LUCK	恶运	3.692308	5829
573	SWAY	摇晃	3.045455	8379
577	FOREFINGER	食指	1.518519	699
578	KISS	接吻	1.709677	7198
582	LEND	借出	2.84	8560
583	KIND OR POLITE	客气	3	540
584	DIFFICULT	困难	3.269231	4371
586	GARDEN	菜园	1.423077	2850
587	ANT	蚂蚁	1.08	6973
590	NAKED	裸体	1.483871	5625
595	GROUNDNUT (PEANUT)	花生	1.346154	6206
597	PHYSICIAN	医生	1.366667	9371
6	EARTHQUAKE	地震	1.384615	5823
600	STRANGE	奇怪	3.608696	3286
601	LIE (MISLEAD)	说谎	3	5890
602	HIDE (CONCEAL)	隐瞒	3.307692	6768
604	GLASS	玻璃	1.258065	5067
605	GRAIN	粮食	1.96	797
607	GRASSHOPPER	蚱蜢	1.36	3818
613	HIGH TIDE	洪水	1.769231	6204
619	ANIMAL	动物	1.827586	2988
620	INSECT	昆虫	1.62069	3016
628	LEAF	叶子	1.44	1346
630	LIGHT (RADIATION)	光线	2.461538	3860
631	LIVESTOCK	牲畜	1.869565	4150
632	LIZARD	蜥蜴	1.153846	5770
635	MILK	牛奶	1.307692	3891
636	MILL	磨坊	2.08	6851
637	MOSS	苔藓	1.52	7120
639	MOUNTAIN	山峰	1.678571	9716
641	MUSHROOM	蘑菇	1.242424	315
642	MUSIC	音乐	2.230769	3937
645	OCEAN	海洋	1.416667	4732
646	ASH	灰烬	2.230769	6711
648	PAPER	论文	1.566667	9322
65	AMBUSH	埋伏	3.269231	8451
652	PLAIN	平原	1.807692	807
653	PLANT (VEGETATION)	植物	2	733
655	POISON	毒药	1.807692	767
661	RELIGION	宗教	2.8	8272
662	BATTERY	电池	1.222222	6443
665	BEE	蜜蜂	1.25	5247
667	ROAD	街道	1.68	7575
668	ROCK	岩石	1.346154	8501
673	SCHOOL	学校	1.26087	3433
674	MOUTH	嘴巴	1.434783	8395
675	FAECES (EXCREMENT)	粪便	1.307692	6700
677	AXE	斧头	1.222222	1134
679	BRIGHT	炯炯	3.947368	3267
681	DESTROY	破坏	2.653846	5875
682	SIDE	旁边	2.529412	1681
685	DECIDE	决定	2.771429	1523
686	EASY	容易	3.407407	198
69	SOBER	清醒	2.580645	5640
691	SEASON	季节	1.961538	2766
694	GET	得到	2.769231	765
695	GO	出去	2.538462	3718
698	WISE	睿智	3.75	4890
699	SAD	忧愁	3.225806	5545
7	GATHER	收拾	2.956522	2551
700	CARRY	携带	2.478261	3431
702	CATCH	抓住	2.346154	2840
703	SOON	不久	3.454545	3218
704	CLEAN	干净	2.72	7065
708	SHINE	照耀	3.16	9495
714	SEED	种子	1.92	3948
715	SHOUT	呼喊	1.961538	906
717	SWEET	甘甜	2.777778	6574
718	PAY	付款	1.730769	6702
719	FIND	找到	2.8	6160
720	GOOD LUCK	运气	4	2706
722	ATTACK	攻击	3.185185	7938
723	PLACE (POSITION)	地方	2.5	16
728	FIRST	第一	1.846154	4338
729	DAWN	黎明	2.217391	4123
741	DRIVE	驱动	3.84	2421
744	EGG	鸡蛋	1.038462	9423
745	SHELF	架子	2.217391	3363
746	SHOP	商店	1.615385	2427
749	ENTER	进入	2.88	9797
753	PUPIL (STUDENT)	学生	1.615385	3933
754	HURRY	匆忙	3.464286	9767
756	DEPEND	依赖	3.291667	4177
757	BUTTON	纽扣	1.153846	937
761	COVER	封面	1.722222	1013
762	OUTSIDE	局外	3.769231	2771
763	SKIN	皮肤	1.461538	7972
765	MOVE	移动	2.64	4422
767	CORPSE	尸体	1.576923	8599
768	LUNCH	午饭	1.5	4414
769	ROOF	屋顶	1.4	1825
770	EARRING	耳环	1.478261	2616
771	HAT	帽子	1.233333	1918
777	FLUTE	长笛	1.541667	5302
783	VICTORY	胜利	2.807692	9592
785	STRONG	强壮	2.448276	4514
788	SOAP	肥皂	1.24	7549
789	PEOPLE	百姓	2	5804
79	WASTE	浪费	2.645161	4984
794	PEN	钢笔	1.166667	5208
795	TROUT	鳟鱼	1.5	124
797	TESTICLES	睾丸	1.258065	4961
799	WRIST	手腕	2.125	7116
801	RIB	肋骨	1.724138	4628
809	TROUSERS	裤子	1.37037	8072
810	LOCUST	蝗虫	1.192308	2886
811	SOUL	灵魂	4.230769	6846
812	SLAVE	奴隶	2.034483	3146
815	GOVERNMENT	政府	1.653846	2833
818	WILLOW	柳树	1.076923	6726
82	ANGER	恼火	3.354839	5122
820	LAMB	羊肉	1.16129	7260
823	SORCERER	巫师	2.458333	2067
824	WITCH	巫婆	2.434783	2692
83	FORBID	禁止	2.642857	4621
834	BUTTOCKS	屁股	1.24	7604
837	BLUE	蓝色	1.782609	2519
84	JUST	刚才	2.961538	8425
843	SPIDER	蜘蛛	1.352941	9008
846	TIGER	老虎	1.285714	9059
849	SPRING (OF WATER)	来源	3.151515	426
853	ALTAR	祭坛	2.227273	7707
857	STONE	石头	1.24	7615
861	JUDGE	法官	1.653846	640
864	PUMPKIN	南瓜	1.172414	3145
865	FAME	名誉	3.583333	7597
868	BANANA	香蕉	1.130435	3310
873	TAX	税收	2.032258	7369
874	CANDY	糖果	1.44	7622
879	COUGH	咳嗽	1.828571	8941
880	REPEAT	重复	2.814815	119
882	PARROT	鹦鹉	1.222222	599
883	TERMITE	白蚁	1.44	7409
885	OPPOSITE	相反	2.961538	836
890	MULE	骡子	1.5	9185
892	TIME	时间	3.181818	8227
895	TORTOISE	乌龟	1.521739	8371
898	TRADE	贸易	2.88	1421
899	PRESIDENT	总统	1.290323	5061
90	INNOCENT	纯情	3.923077	3722
900	TRAIN	火车	1.133333	1775
905	BORING	枯燥	3.129032	5485
908	DRUM	鼓声	1.833333	1890
909	GARBAGE	垃圾	2.259259	6601
910	DEATH	死亡	2.227273	8230
911	TEMPLE	寺院	1.6	1813
913	CROW	乌鸦	1.133333	1956
919	CHILI PEPPER	辣椒	1.153846	6842
92	SPOIL (SOMEBODY OR SOMETHING)	溺爱	3	6110
920	GRAPE	葡萄	1.565217	8215
921	VALLEY	山谷	1.576923	9590
923	LOVE	爱情	3.4	5927
924	VEGETABLES	蔬菜	1.84	6003
926	RICE	米饭	1.290323	7343
928	EMBRACE	拥抱	1.730769	9489
933	WALL (OF HOUSE)	墙壁	1.32	5992
939	HORN (INSTRUMENT)	喇叭	1.36	7083
942	HONEY	蜂蜜	1.291667	5334
943	WATERFALL	瀑布	1.16129	5633
946	BLOOD	血液	1.44	7506
951	WEAPONS	武器	2	4909
952	WEATHER	天气	2.76	7126
958	WILD ANIMAL	野兽	1.72	6028
962	WOMAN	妇女	1.433333	9284
963	BOOK	图书	1.625	4782
965	WORLD	世界	3.428571	8732
967	YEAST	发酵	3.346154	2867
969	CIGARETTE	香烟	1.225806	5165
972	BE ABLE	能够	3.68	8080
973	NOODLE	面条	1.266667	1920
974	TOBACCO	烟草	1.793103	4672
975	SPINACH	菠菜	1.041667	4082
978	WAVE	波浪	1.76	5939
98	ALL	全部	3.16	3900
980	HEEL	脚跟	1.653846	9561
984	WORK (LABOUR)	劳动	2.423077	9438
986	TOMATO	番茄	1.086957	8674
987	REMAIN	留下	2.933333	1914
989	CLEAR	清楚	3.342857	8962
99	HUNCHBACK	驼背	1.333333	1820
992	CLIFF	悬崖	1.56	6022
999	JOINT	关节	1.666667	287
