CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	LINE_IN_SOURCE
1556	YOLK	yolk	0.49	0.31	0.28	19964
1557	BEGINNING	beginning	0.82	0.53	0.56	1574
1558	SIMILAR	alike	0.65	0.17	0.44	491
1559	MONEY	money	0.84	0.61	0.83	11317
156	RED	red	0.43	0.39	0.38	14460
1560	FACE	face	0.57	0.17	0.45	6414
1561	ARMY	army	0.42	0.76	0.9	952
1562	MIND	mind	0.65	0.39	0.63	11120
1563	PYTHON	python	0.22	0.62	0.62	14054
1564	LAZY	lazy	0.39	0.26	0.1	10081
1565	HEAVEN	heaven	0.9	0.39	0.6	8235
1566	GUN	rifle	0.33	0.9	0.72	15023
1567	DOOR	doorway	0.57	0.3	0.5	5356
1568	ARRANGE	arrange	0.74	0.49	0.57	959
1569	CHEESE	cheese	0.74	0.28	0.28	2891
157	DYE	dye	0.48	0.31	0.37	5573
1570	EQUAL	equal	0.78	0.18	0.41	6023
1571	SELL	sell	0.62	0.61	0.6	15677
1572	SURPRISED	surprised	0.78	0.85	0.54	17401
1573	SWELL	swollen	0.24	0.51	0.28	17500
1574	FLOAT	float	0.69	0.39	0.34	6876
1575	COCKROACH	roach	0.15	0.6	0.26	15079
1578	IGUANA	iguana	0.52	0.23	0.29	8775
1579	BE	will	0.7	0.41	0.73	19700
1581	ALLIGATOR	alligator	0.35	0.7	0.65	514
1583	BRAIN	brains	0.66	0.56	0.72	2093
1584	BLISTER	blister	0.41	0.54	0.4	1840
1585	SLEEP	sleep	0.72	0.09	0.34	16200
1587	SMELL (STINK)	stink	0.04	0.48	0.18	16967
1588	TURN	turn	0.53	0.4	0.48	18488
1589	HUMMINGBIRD	hummingbird	0.75	0.37	0.27	8637
1590	WAIT (FOR)	await	0.45	0.26	0.28	1241
1591	UP	upwards	0.72	0.44	0.64	19038
1592	CHEST	chest	0.52	0.43	0.48	2909
1593	DEEP	deep	0.49	0.47	0.66	4521
1594	FLOUR	flour	0.53	0.23	0.24	6892
1595	SOUTH	south	0.56	0.27	0.43	16530
1596	LOCK	lock	0.27	0.58	0.6	10396
1597	AIRPLANE	plane	0.51	0.36	0.39	13160
1598	NORTH	north	0.53	0.26	0.45	11870
1599	WORD	words	0.71	0.22	0.47	19822
16	SLED	sled	0.64	0.55	0.45	16195
160	SET (HEAVENLY BODIES)	set	0.52	0.48	0.63	15768
1600	SKIRT	skirt	0.6	0.46	0.23	16161
1601	WEAK	weak	0.18	0.24	0.04	19534
1603	MOSQUE	mosque	0.54	0.35	0.53	11409
1605	SKULL	skull	0.28	0.56	0.57	16166
1606	INSIDE	inside	0.61	0.4	0.47	9308
1607	HATE	hate	0.03	0.8	0.43	8141
1608	LISTEN	listen	0.77	0.36	0.45	10328
1609	IDEA	idea	0.75	0.54	0.7	8742
161	MISS (A TARGET)	miss	0.57	0.49	0.41	11202
1610	PROSTITUTE	harlot	0.2	0.8	0.33	8110
1611	INVITE	invite	0.74	0.66	0.61	9550
1612	LETTER	letter	0.64	0.28	0.34	10189
1613	COLOR	color	0.79	0.28	0.4	3327
1614	SUMMIT	summit	0.62	0.62	0.76	17300
1615	ESCAPE	escape	0.37	0.77	0.45	6075
1616	CLOTH	cloth	0.51	0.19	0.29	3183
1617	GRANDCHILD	grandchild	0.78	0.43	0.47	7711
1618	GRANDSON	grandson	0.78	0.33	0.5	7722
1619	GRANDDAUGHTER	granddaughter	0.82	0.45	0.39	7715
162	HICCOUGH	hiccup	0.27	0.55	0.24	8347
1620	SON	son	0.79	0.36	0.53	16474
1621	SNEEZE	sneeze	0.27	0.44	0.34	16343
1622	SHIRT	shirt	0.7	0.19	0.23	15898
1623	SPEAK	speak	0.77	0.47	0.5	16579
1624	EMPTY	empty	0.19	0.18	0.08	5846
1625	DEAD	dead	0.05	0.45	0.19	4415
1626	EXPLAIN	explain	0.72	0.52	0.74	6307
1627	CHAIN	chain	0.38	0.5	0.55	2781
1628	SQUIRREL	squirrel	0.59	0.36	0.33	16771
1629	EVENING	evening	0.46	0.18	0.32	6149
163	BLACK	black	0.33	0.34	0.39	1777
1631	FAST	swift	0.76	0.78	0.7	17479
1632	FLOOR	floor	0.43	0.23	0.25	6881
1633	FLAT	flat	0.41	0.24	0.3	6829
1634	HUNDRED	hundred	0.6	0.37	0.41	8647
1635	OBEY	obey	0.68	0.43	0.53	11993
1636	MOTIONLESS	motionless	0.32	0.21	0.25	11425
1638	TRUTH	truth	0.97	0.4	0.69	18439
1639	BEER	beer	0.59	0.65	0.5	1561
164	KANGAROO	kangaroo	0.72	0.33	0.3	9800
1640	SIBLING	sibling	0.86	0.34	0.64	16003
1641	SILK	silk	0.76	0.12	0.3	16050
1642	NIECE	niece	0.77	0.32	0.4	11778
1643	COUSIN	cousin	0.68	0.39	0.43	4012
1644	RELATIVES	relative	0.5	0.38	0.39	14614
1645	SHORT	short	0.18	0.26	0.24	15935
1646	GIRL	girl	0.74	0.57	0.44	7520
1647	FOAL	pony	0.81	0.41	0.32	13340
1648	ANVIL	anvil	0.38	0.51	0.6	777
165	WALLABY	wallaby	0.54	0.37	0.39	19435
1650	WATCH	watch	0.53	0.35	0.42	19503
1653	BLIND	blind	0.16	0.36	0.18	1829
1654	LIGHTNING	lightning	0.43	0.68	0.59	10262
1655	BLINK	wink	0.69	0.56	0.3	19732
1657	TRUE	real	0.72	0.51	0.72	14312
1659	DOLL	doll	0.73	0.32	0.33	5315
166	MAINLAND	mainland	0.68	0.41	0.81	10631
1661	STRAIT	strait	0.44	0.43	0.41	17036
1662	CAPE	headland	0.57	0.55	0.43	8178
1663	BED	bed	0.6	0.17	0.33	1547
1664	RAFT	raft	0.51	0.23	0.23	14183
1665	BEAT	beat	0.28	0.65	0.49	1532
1666	MUTE	mute	0.27	0.2	0.25	11554
1667	HOLE	hole	0.53	0.31	0.33	8436
1668	GRIEF	sorrow	0.05	0.23	0.16	16502
1669	ANCESTORS	ancestor	0.59	0.39	0.59	652
1670	RAPIDS	rapids	0.57	0.82	0.79	14244
1671	TOWER	tower	0.61	0.38	0.64	18185
1672	WRITE	write	0.61	0.39	0.53	19896
1673	ARM	arms	0.46	0.4	0.48	951
1674	POOR	poor	0.16	0.36	0.09	13347
1675	PROMISE	promise	0.82	0.5	0.7	13787
1678	HUT	shelter	0.7	0.23	0.57	15868
1679	LOAD	burden	0.37	0.58	0.7	2313
168	REST	relax	0.93	0.25	0.38	14616
1680	HELMET	helmet	0.57	0.33	0.4	8279
1681	WAIST	waist	0.54	0.45	0.35	19419
1682	GUILTY	guilty	0.14	0.77	0.35	7923
1683	BUSH	monte	0.59	0.33	0.39	11345
1684	BUD	bud	0.46	0.4	0.33	2241
1688	FATE	fate	0.57	0.48	0.71	6530
1689	SMOKE (INHALE)	smoking	0.18	0.56	0.38	16303
1690	FENCE	fence	0.5	0.2	0.4	6615
1691	FLEXIBLE	flexible	0.72	0.46	0.47	6855
1696	SURRENDER	surrender	0.12	0.4	0.19	17406
1698	CURVED	curved	0.54	0.41	0.34	4286
1702	HOLY	sacred	0.83	0.38	0.86	15260
1703	SIX	six	0.5	0.15	0.27	16118
1704	SEVEN	seven	0.67	0.27	0.37	15778
1705	EIGHT	eight	0.54	0.2	0.32	5696
1706	ELEVEN	eleven	0.45	0.25	0.43	5748
1707	TWELVE	twelve	0.49	0.3	0.41	18520
1708	THIRTEEN	thirteen	0.46	0.39	0.33	17920
1709	FIFTEEN	fifteen	0.49	0.29	0.44	6675
1710	TWENTY	twenty	0.52	0.29	0.29	18522
1711	TELL	tell	0.55	0.35	0.46	17746
1712	OATH	oath	0.54	0.61	0.82	11985
1713	EIGHTEEN	eighteen	0.52	0.34	0.4	5697
1714	NINETEEN	nineteen	0.67	0.3	0.38	11802
1715	THIRTY	thirty	0.56	0.35	0.32	17922
1716	FORTY	forty	0.46	0.37	0.48	7083
1717	FIFTY	fifty	0.57	0.37	0.44	6676
1718	SIXTY	sixty	0.69	0.24	0.43	16122
1719	BURY	bury	0.08	0.57	0.35	2343
1720	SIGN	mark	0.49	0.23	0.6	10758
1721	SEVENTY	seventy	0.62	0.35	0.45	15781
1722	EIGHTY	eighty	0.5	0.3	0.45	5699
1724	NINETY	ninety	0.48	0.35	0.44	11803
1725	CORRECT (RIGHT)	correct	0.86	0.31	0.72	3924
1726	WET	wet	0.39	0.42	0.18	19606
1727	THRESHOLD	threshold	0.53	0.52	0.57	17947
1728	ROTTEN	rotten	0.1	0.59	0.33	15157
1730	CHEEK	cheeks	0.71	0.32	0.28	2878
1732	SKY	sky	0.96	0.23	0.4	16168
1733	RAINBOW	rainbow	0.88	0.35	0.46	14201
1735	TEAR (SHRED)	tear	0.4	0.62	0.33	17700
1737	OKRA	okra	0.47	0.4	0.36	12119
1739	DECORATE	decorate	0.95	0.37	0.4	4497
174	PROUD	proud	0.91	0.7	0.87	13873
1740	PINE	pine	0.58	0.23	0.31	13086
1743	JOIN	unite	0.78	0.38	0.61	18829
1744	SPLEEN	spleen	0.45	0.26	0.4	16675
1745	HIP	hip	0.45	0.41	0.34	8393
1746	BLADDER	bladder	0.41	0.41	0.33	1791
1747	CUSTOM	ritual	0.38	0.52	0.51	15068
1748	RIDGE	ridge	0.48	0.4	0.35	15015
1749	TAKE	take	0.83	0.54	0.35	17597
175	BLOW (OF WIND)	blow	0.32	0.75	0.57	1874
1750	CHOOSE	choose	0.61	0.54	0.65	2969
1751	BIRTHMARK	birthmark	0.63	0.46	0.5	1750
1752	LEAVE	depart	0.4	0.48	0.44	4669
1753	TOP	top	0.76	0.4	0.55	18132
1754	BRACELET	bracelet	0.78	0.34	0.32	2082
1755	UNDRESS	undress	0.44	0.9	0.34	18733
1756	WIDOW	widow	0.25	0.45	0.27	19682
1757	TIRED	tired	0.12	0.32	0.19	18058
1763	CLUB	club	0.65	0.62	0.39	3199
1764	OBSCURE	obscure	0.37	0.55	0.28	12019
1766	FINISH	finish	0.47	0.43	0.55	6728
1767	SCRAPE	scrape	0.36	0.61	0.38	15527
1768	FOAM	foam	0.7	0.23	0.2	6931
1769	AXLE	axle	0.46	0.29	0.47	1264
1771	TASTELESS	insipid	0.21	0.25	0.24	9317
1772	ELK	moose	0.65	0.37	0.32	11367
1773	GRAVE	tomb	0.11	0.5	0.34	18104
1774	STINGY	stingy	0.09	0.55	0.28	16966
1775	TABLE	desk	0.51	0.14	0.42	4753
1776	SHAME	shame	0.06	0.67	0.15	15823
1777	RESEMBLE	resemble	0.6	0.39	0.46	14801
1778	APPROACH	approach	0.61	0.39	0.61	861
1779	DARE	dare	0.68	0.79	0.68	4373
178	RIPE	ripe	0.67	0.34	0.67	15056
1780	BILE	bile	0.16	0.46	0.32	1701
1781	THUMB	thumb	0.67	0.27	0.36	17973
1782	GUEST	guest	0.72	0.49	0.56	7912
1783	PAIN	suffering	0.02	0.72	0.23	17263
1784	WANT	wish	0.77	0.58	0.65	19752
1787	LOOM	loom	0.53	0.24	0.33	10438
1788	TELEVISION	tv	0.62	0.38	0.39	18511
1789	AGE	age	0.56	0.23	0.5	374
179	RIPEN	ripen	0.76	0.37	0.67	15057
1791	BUTTERFLY	butterfly	0.89	0.33	0.31	2368
1792	PERJURY	perjury	0.23	0.69	0.41	12884
1793	BAT	bat	0.32	0.41	0.48	1471
1794	FURROW	furrow	0.41	0.42	0.34	7294
1796	SLAUGHTER	slaughter	0.05	0.95	0.6	16186
1797	HEDGEHOG	hedgehog	0.46	0.49	0.38	8248
1798	GUNPOWDER	gunpowder	0.42	0.85	0.51	7951
1799	HYENA	hyena	0.4	0.72	0.46	8694
1802	SCREW	screw	0.39	0.46	0.38	15542
1803	WOOD	log	0.59	0.37	0.4	10411
1804	BOMB	bomb	0.17	0.91	0.75	1945
1807	AFTERNOON	afternoon	0.53	0.39	0.34	367
1808	PUS	pus	0.14	0.43	0.23	14030
1809	PIMPLE	pimple	0.24	0.37	0.27	13081
1810	DANGER	danger	0.12	0.92	0.67	4366
1812	TRY	try	0.6	0.55	0.56	18442
1813	TASTY	delicious	0.93	0.65	0.59	4599
1814	ACCUSE	accuse	0.13	0.75	0.5	140
1815	ACHE	ache	0.15	0.76	0.31	148
1817	WEST	west	0.56	0.34	0.41	19603
1819	LOOK	look	0.72	0.43	0.61	10435
182	SPOKE	spoke	0.64	0.43	0.48	16689
1820	BEAR	bear	0.45	0.57	0.47	1521
1821	BRUSH	brush	0.49	0.27	0.19	2224
1823	BORROW	borrow	0.4	0.57	0.28	2024
1825	COPPER	copper	0.58	0.26	0.5	3881
1826	ANGRY	angry	0.12	0.83	0.6	682
1828	ASK (REQUEST)	request	0.62	0.47	0.62	14783
1829	JUMP	jump	0.62	0.86	0.61	9765
183	BAKE	bake	0.87	0.42	0.52	1330
1830	CRANE	crane	0.4	0.42	0.59	4059
1831	MEET	meet	0.76	0.51	0.58	10929
1833	DINNER (SUPPER)	supper	0.71	0.43	0.55	17358
1835	MARROW	marrow	0.4	0.42	0.47	10777
1836	VAGINA	vagina	0.55	0.87	0.5	19087
1838	NAVEL	navel	0.45	0.26	0.28	11644
1839	CRY	weep	0.05	0.62	0.16	19574
184	MAST	mast	0.54	0.39	0.58	10813
1840	BUILD	build	0.77	0.55	0.81	2262
1841	SUSPECT	suspect	0.13	0.75	0.51	17423
1842	OBSTINATE	obstinate	0.15	0.7	0.56	12039
1843	THOUSAND	thousand	0.66	0.35	0.48	17936
1844	BOAT	boat	0.52	0.42	0.55	1915
1845	BALL	sphere	0.63	0.28	0.5	16634
1846	RULE	rule	0.57	0.43	0.59	15214
1847	SICK	feverish	0.39	0.7	0.44	6648
1848	QUARREL	quarrel	0.11	0.93	0.5	14080
1849	ROW	row	0.43	0.28	0.41	15179
185	FIREPLACE	hearth	0.76	0.28	0.54	8219
1850	COTTON	cotton	0.64	0.07	0.24	3963
1851	POCKET	pocket	0.46	0.28	0.34	13269
1852	OFTEN	frequently	0.6	0.42	0.63	7165
1853	DOVE	pigeon	0.69	0.22	0.28	13059
1854	SPARROW	sparrow	0.58	0.46	0.33	16569
1855	BIRCH	birch	0.56	0.35	0.38	1742
1856	SOFT	softness	0.88	0.09	0.4	16426
1857	CROCODILE	crocodile	0.34	0.71	0.61	4152
1858	FISHERMAN	fisherman	0.66	0.46	0.55	6763
1859	THIRD	third	0.55	0.19	0.3	17916
186	SHIN	shin	0.46	0.5	0.23	15884
1860	BEAD	beads	0.67	0.39	0.55	1511
1861	ACTIVE	active	0.85	0.73	0.73	187
1862	DONKEY	donkey	0.41	0.37	0.24	5338
1863	AMAZING	amazing	0.91	0.84	0.85	570
1864	HUNGER	hunger	0.08	0.55	0.33	8649
1865	BUZZARD	buzzard	0.35	0.5	0.23	2381
1866	STUTTER	stutter	0.25	0.47	0.26	17154
1867	COIN	coin	0.68	0.57	0.45	3277
1868	VISIBLE	visible	0.75	0.34	0.51	19336
1869	BUY	buy	0.77	0.77	0.61	2377
1870	ANCHOR	anchor	0.52	0.28	0.56	655
1871	CAMEL	camel	0.54	0.28	0.31	2460
1873	ANTHILL	anthill	0.33	0.58	0.38	744
1874	SAUSAGE	sausage	0.54	0.43	0.3	15388
1875	REGRET	repent	0.45	0.42	0.39	14727
1876	REINDEER	reindeer	0.59	0.34	0.4	14588
1877	EAST	east	0.51	0.25	0.32	5613
1879	DANCE	dance	0.89	0.84	0.55	4361
1880	PASSIONATE	passionate	0.99	0.83	0.73	12665
1882	BEFORE	till	0.49	0.33	0.32	18015
1884	HARD	hardness	0.42	0.58	0.74	8100
1886	ARMPIT	armpit	0.28	0.44	0.25	950
1887	CHEAP	cheap	0.61	0.47	0.27	2862
1888	PAIR	pair	0.55	0.32	0.3	12492
1889	ARSON	arson	0.13	0.9	0.57	975
1890	BELIEVE	faith	0.83	0.22	0.76	6448
1891	PUMA	puma	0.61	0.7	0.56	13974
1892	TOUCH	touch	0.65	0.48	0.46	18167
1893	QUAIL	quail	0.5	0.32	0.29	14064
1894	ASHAMED	ashamed	0.16	0.59	0.23	1012
1895	CLOTHES	clothes	0.83	0.27	0.41	3185
1896	FINGERNAIL OR TOENAIL	nail	0.47	0.4	0.28	11587
1897	HELP	help	0.67	0.47	0.46	8281
1899	MAD	insane	0.06	0.67	0.27	9293
190	MOW	mow	0.42	0.56	0.39	11471
1901	SHOVEL	shovel	0.43	0.31	0.27	15954
1902	BETRAY	betray	0.04	0.87	0.54	1652
1903	SWELLING	bump	0.29	0.46	0.37	2294
1904	DROWN	drown	0.07	0.86	0.27	5485
1905	EAGLE	eagle	0.6	0.59	0.68	5588
1906	SOUR	sour	0.28	0.59	0.37	16527
1907	MOLE	mole	0.44	0.38	0.35	11297
1908	ATTENTIVE	attentive	0.81	0.52	0.72	1143
1909	SHAKE	shake	0.44	0.69	0.54	15811
191	NUT	nut	0.36	0.31	0.25	11963
1913	PRESS	press	0.55	0.52	0.49	13602
1914	DEBT	debt	0.2	0.6	0.34	4447
1915	FIR	fir	0.52	0.28	0.31	6732
1916	GILL	gills	0.48	0.58	0.61	7508
1917	TIE	bind	0.4	0.46	0.45	1717
1918	MANE	mane	0.52	0.28	0.37	10688
1919	TORCH	torch	0.53	0.63	0.55	18143
192	CORNER	corner	0.4	0.3	0.37	3902
1923	ROUGH	rough	0.41	0.79	0.63	15161
1924	VEIN	vein	0.35	0.37	0.32	19171
1925	ARTERY	artery	0.4	0.58	0.54	979
1926	OINTMENT	ointment	0.44	0.27	0.4	12118
1927	BAMBOO	bamboo	0.65	0.22	0.36	1362
1929	STUDY	study	0.65	0.36	0.77	17129
193	SHALLOW	shallow	0.43	0.3	0.35	15818
1930	RAVINE	ravine	0.35	0.67	0.41	14285
1931	BEESWAX	beeswax	0.58	0.4	0.38	1563
1932	GUESS	guess	0.64	0.46	0.44	7909
1933	LOOSEN	loosen	0.49	0.34	0.22	10446
1934	BEGGAR	beggar	0.24	0.4	0.12	1570
1935	ANUS	rectum	0.44	0.44	0.49	14447
1936	DEER	deer	0.58	0.38	0.29	4523
1938	FORTRESS	castle	0.68	0.4	0.72	2638
1939	SWEAR	swear	0.6	0.58	0.66	17455
194	FAMILY	family	0.97	0.38	0.64	6478
1940	GUARD	guard	0.59	0.51	0.72	7900
1941	SOLDIER	soldier	0.39	0.71	0.77	16439
1943	CROWN (OF HEAD)	corona	0.82	0.44	0.74	3911
1945	IDOL	figure	0.69	0.33	0.51	6684
1947	BASTARD	bastard	0.09	0.69	0.29	1467
1948	SAW	saw	0.32	0.54	0.52	15402
195	MAT	mat	0.46	0.22	0.3	10821
1951	PASS	pass	0.51	0.32	0.36	12656
1952	TORTURE	torture	0.12	0.88	0.56	18158
1953	ABUSE	abuse	0.07	0.87	0.47	81
1954	GENTLE	meek	0.53	0.15	0.2	10928
1955	GRIEVE	mourn	0.06	0.58	0.15	11450
1956	SUNFLOWER	sunflower	0.88	0.23	0.27	17314
1959	RAW	raw	0.14	0.35	0.34	14289
196	DONATE	donate	0.77	0.46	0.58	5336
1961	NECKLACE	necklace	0.76	0.29	0.37	11664
1962	ROAST (SOMETHING)	roast	0.52	0.54	0.31	15095
1963	IMMEDIATELY	immediately	0.55	0.78	0.71	8825
1964	ALONE	alone	0.33	0.17	0.22	535
1966	BUNCH	bunch	0.55	0.36	0.47	2298
1967	CALENDAR	calendar	0.48	0.21	0.47	2435
1968	SOYA SAUCE	soy sauce	0.57	0.38	0.32	16542
197	OTHER	other	0.47	0.23	0.26	12293
1970	CANOE	canoe	0.54	0.3	0.42	2505
1971	FAN (OBJECT)	fan	0.78	0.43	0.36	6484
1972	KID	kid	0.76	0.45	0.3	9843
1973	DEMON	devil	0.16	0.9	0.61	4831
1974	CENTIPEDE	centipede	0.3	0.4	0.36	2747
1975	CHECK	check	0.52	0.55	0.6	2867
1976	MERRY	merry	0.98	0.73	0.76	10999
1977	DEW	dew	0.6	0.23	0.46	4846
1978	RECOVER	recover	0.92	0.51	0.65	14429
1979	CHISEL	chisel	0.47	0.4	0.45	2955
198	GENITALIA	genitalia	0.32	0.67	0.5	7448
1981	WIDOWER	widower	0.18	0.41	0.33	19684
1982	WHIRLPOOL	whirlpool	0.71	0.41	0.44	19645
1983	SNORE	snort	0.47	0.53	0.41	16361
1986	DISEASE	illness	0.1	0.72	0.21	8786
1989	CALF	calf	0.53	0.37	0.34	2437
199	FAMINE	famine	0.16	0.68	0.31	6480
1990	BECOME	become	0.64	0.58	0.64	1546
1991	INTESTINES	bowels	0.19	0.45	0.36	2063
1993	SELF	oneself	0.66	0.34	0.48	12151
1994	COLLARBONE	clavicle	0.4	0.4	0.45	3111
1995	DEFECT	defect	0.14	0.56	0.18	4530
1996	GET TIRED	tire	0.44	0.39	0.38	18057
1997	PRESERVE	preserve	0.84	0.43	0.76	13595
1998	COMMAND	command	0.43	0.79	0.85	3369
1999	OVERCOME	overcome	0.72	0.69	0.85	12365
2	DUST	dust	0.34	0.25	0.24	5561
2001	PAINTING	draw	0.7	0.45	0.48	5428
2002	DITCH	ditch	0.36	0.36	0.32	5240
2003	FLOW	flow	0.7	0.32	0.46	6894
2005	MASK	mask	0.51	0.49	0.54	10799
2006	FILL	fill	0.73	0.45	0.64	6694
2008	RESCUE	rescue	0.81	0.93	0.85	14796
2009	DOG	hound	0.42	0.53	0.58	8578
201	FARM	farm	0.78	0.33	0.3	6504
2011	COFFIN	coffin	0.07	0.43	0.34	3262
2012	COLLAR	collar	0.66	0.44	0.45	3299
2013	BAIT	bait	0.28	0.33	0.3	1329
2014	GO DOWN (DESCEND)	descend	0.39	0.54	0.23	4723
2016	JEALOUSY	jealousy	0.15	0.78	0.48	9670
2017	MIX	mix	0.54	0.49	0.47	11234
2018	GREEDY	greedy	0.12	0.66	0.48	7799
2019	HAMMOCK	hammock	0.67	0.26	0.29	8032
202	STRENGTH	strength	0.8	0.68	0.86	17068
2020	PLAINTIFF	plaintiff	0.36	0.81	0.71	13157
2022	ADMIT	admit	0.54	0.42	0.67	260
2023	CROWD	crowd	0.35	0.83	0.73	4175
2025	PEA	peas	0.54	0.28	0.31	12756
2027	SOYA	soybean	0.52	0.25	0.29	16543
203	MARRY	marry	0.9	0.77	0.67	10778
2030	DRAG	drag	0.39	0.61	0.35	5411
2034	FROST	frost	0.45	0.46	0.39	7213
2035	POND	pond	0.52	0.34	0.36	13333
2038	DRAGON	dragon	0.54	0.82	0.71	5412
2039	MAGPIE	magpie	0.5	0.46	0.33	10618
2040	BUCKWHEAT	buckwheat	0.49	0.47	0.43	2240
2041	HEMP	hemp	0.47	0.44	0.42	8297
2042	WALNUT	walnut	0.69	0.3	0.26	19441
2043	PEACH	peach	0.7	0.48	0.27	12746
2045	COLUMN	column	0.48	0.25	0.67	3337
2046	APRON	apron	0.58	0.21	0.24	878
2048	QUILT	quilt	0.64	0.12	0.23	14125
2049	CONGEE	porridge	0.57	0.23	0.27	13374
205	TROUGH	trough	0.5	0.31	0.34	18412
2051	DUSTPAN	dustpan	0.61	0.47	0.37	5563
2052	BUCKET	bucket	0.41	0.17	0.34	2235
2056	WOK	wok	0.58	0.38	0.5	19784
2057	DUNG (ANIMAL FAECES)	dung	0.1	0.55	0.15	5546
2058	STOOL	stool	0.45	0.27	0.3	17001
206	FIREFLY	firefly	0.62	0.41	0.36	6740
2060	STORY	story	0.65	0.41	0.7	17020
2062	INTEREST	interest	0.78	0.67	0.62	9421
2064	SCATTER (SEEDS)	scatter	0.23	0.62	0.4	15445
2069	SOAK (VERB)	soak	0.48	0.37	0.24	16386
207	SPARSE	sparse	0.24	0.37	0.21	16570
2071	LAY (VERB)	lay	0.52	0.34	0.49	10073
2072	USE (VERB)	use	0.44	0.36	0.41	19053
2073	ROB (VERB)	rob	0.11	0.84	0.5	15097
2075	BROOD (VERB)	brood	0.63	0.52	0.43	2204
2076	SPROUT (VERB)	bloom	0.82	0.45	0.59	1866
2077	DILIGENT	diligent	0.76	0.43	0.76	4928
208	NASAL MUCUS (SNOT)	mucus	0.14	0.31	0.23	11481
209	RARE	rare	0.4	0.41	0.24	14253
2090	MY	mine	0.69	0.42	0.58	11125
2099	CHILD	children	0.86	0.54	0.43	2931
21	TASTE (SOMETHING)	taste	0.8	0.41	0.47	17666
210	LIFE	life	0.92	0.61	0.82	10234
2101	BE DEAD OR DIE	died	0.02	0.65	0.33	4893
2102	BURN	burn	0.22	0.78	0.51	2329
2112	OLD (AGED)	aged	0.14	0.36	0.24	375
2113	OLD (USED)	used	0.35	0.31	0.29	19054
2117	DESIRE	desire	0.9	0.69	0.65	4749
212	FIELD	field	0.64	0.38	0.34	6666
2124	SMELL	smell	0.51	0.52	0.33	16283
213	FIN	fin	0.33	0.34	0.38	6706
2134	RAISE (BRING UP)	raise	0.89	0.69	0.77	14212
2137	MAGICIAN	magician	0.71	0.66	0.55	10600
214	STRETCH	stretch	0.6	0.58	0.5	17081
2148	PICK	pick	0.5	0.46	0.53	13035
2149	CHOP (INTO PIECES)	chop	0.25	0.66	0.47	2972
2150	MATTER	matter	0.49	0.35	0.56	10850
2151	COARSE	coarse	0.33	0.48	0.48	3218
2154	PLOUGH (INSTRUMENT)	plough	0.68	0.43	0.46	13236
2159	GROUND	ground	0.4	0.34	0.6	7858
216	MOVIE	movie	0.79	0.56	0.47	11466
2165	SLOWLY	slowly	0.43	0.18	0.29	16254
218	FINE (PENALTY)	fine	0.82	0.24	0.65	6721
2181	LIGHT (IN TASTE)	bland	0.3	0.23	0.16	1795
219	TOILET	lavatory	0.51	0.4	0.26	10059
2190	TASTE	savor	0.83	0.55	0.53	15399
2192	REJOICE	rejoice	0.83	0.65	0.7	14603
2194	FRONT (PART)	front	0.68	0.35	0.62	7207
220	INTACT	intact	0.72	0.21	0.6	9379
2200	SNOUT	muzzle	0.39	0.43	0.23	11565
2203	RABID	rabid	0.09	0.83	0.45	14146
2205	PEAK	peak	0.5	0.34	0.43	12749
2206	RABIES	rabies	0.12	0.75	0.38	14147
221	FIRE	fire	0.38	0.8	0.64	6733
2214	AFFAIR	affair	0.52	0.46	0.66	330
2218	EXPERIENCED	experienced	0.77	0.61	0.91	6295
2219	LEAN (MEAT)	lean	0.73	0.35	0.44	10097
222	LAVISH	lavish	0.79	0.65	0.73	10061
2224	BEND (SOMETHING)	bend	0.57	0.32	0.37	1616
2227	SPAWN (VERB)	spawn	0.54	0.59	0.71	16577
2230	UNTAMED OR WILD	wild	0.31	0.92	0.75	19694
2232	KEEN OR SUBTLE	subtle	0.71	0.17	0.23	17226
2233	LOVELY	lovely	0.92	0.46	0.74	10485
2239	DENSE	dense	0.35	0.34	0.54	4658
224	MORTAR	mortar	0.33	0.63	0.56	11399
2240	CORAL SNAKE	coral snake	0.28	0.71	0.61	3888
2241	WILD CAT	wildcat	0.46	0.63	0.48	19695
2242	BEETLE	beetle	0.32	0.36	0.29	1564
2243	REPAIR	mend	0.54	0.44	0.6	10963
2244	METAL	metal	0.55	0.43	0.55	11014
2245	BELCH	belch	0.19	0.56	0.24	1590
2246	BELL	bell	0.55	0.51	0.51	1599
2247	CATERPILLAR	caterpillar	0.46	0.29	0.33	2668
225	PESTLE	pestle	0.43	0.46	0.43	12953
2252	PATH	path	0.59	0.24	0.42	12690
2253	DRIP (EMIT LIQUID)	leak	0.38	0.83	0.52	10094
2259	FLESH	flesh	0.6	0.39	0.47	6851
227	FISH	fish	0.51	0.28	0.25	6762
2271	THINK	think	0.79	0.41	0.62	17913
2273	LEECH	leech	0.25	0.62	0.27	10118
2276	IDENTICAL	identical	0.64	0.38	0.53	8747
2277	WHOLE	total	0.77	0.29	0.71	18162
228	CARVE	carve	0.47	0.44	0.6	2619
2283	SEMEN	semen	0.5	0.76	0.47	15684
2284	CLEARING	clearing	0.68	0.33	0.51	3126
