CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_FREQUENCY	GERMAN_FREQUENCY_PM	GERMAN_FREQUENCY_LOG	LINE_IN_SOURCE
1768	FOAM	Schaum	61	2.44	1.799	15198
177	BETEL PEPPER VINE	Betel	1	0.04	0.301	166587
1772	ELK	Elch	77	3.15	1.908	12698
1773	GRAVE	Grab	748	30.75	2.893	2275
1774	STINGY	geizig	68	2.72	1.845	14084
1775	TABLE	Tisch	2236	88.27	3.351	954
1776	SHAME	Scham	110	4.33	2.045	10246
1778	APPROACH	nähern	340	14.69	2.573	4058
178	RIPE	reif	236	9.53	2.386	5625
1780	BILE	Galle	16	0.63	1.23	37123
1781	THUMB	Daumen	319	12.6	2.507	4531
1782	GUEST	Gast	712	28.58	2.862	2419
1783	PAIN	Schmerz	1393	55.28	3.148	1420
1784	WANT	wollen	18985	887.87	4.353	156
1786	DRY UP	trocknen	65	3.78	1.987	11241
1788	TELEVISION	Fernseher	802	32.17	2.913	2192
1789	AGE	Alter	3522	209.61	3.726	507
1791	BUTTERFLY	Schmetterling	124	4.88	2.097	9335
1793	BAT	Fledermaus	85	3.39	1.94	12096
1797	HEDGEHOG	Igel	21	0.83	1.342	31138
1798	GUNPOWDER	Pulver	106	4.29	2.041	10306
1799	HYENA	Hyäne	21	0.83	1.342	30752
18	EARLOBE	Ohrläppchen	30	1.18	1.491	24546
180	CALL BY NAME	nennen	3079	134.93	3.535	688
1803	WOOD	Holz	548	21.69	2.742	3011
1804	BOMB	Bombe	1462	57.99	3.168	1356
1806	BEGIN	anfangen	2378	94.85	3.382	911
1808	PUS	Eiter	23	0.91	1.38	29291
1810	DANGER	Gefahr	1942	78.19	3.298	1054
1812	TRY	versuchen	4631	216.82	3.741	493
1813	TASTY	lecker	429	23.39	2.775	2854
1817	WEST	Westen	658	26.1	2.822	2600
1818	ADJUDICATE	richten	546	24.61	2.797	2727
1819	LOOK	anschauen	425	17.4	2.646	3551
1820	BEAR	Bär	353	14.06	2.554	4186
1821	BRUSH	Bürste	38	2.01	1.716	17347
1823	BORROW	borgen	90	3.7	1.978	11375
1824	DEXTEROUS	geschickt	2240	88.43	3.352	953
1825	COPPER	Kupfer	22	0.91	1.38	29511
1827	HARVEST CROPS	ernten	83	3.82	1.991	11176
1828	ASK (REQUEST)	bitten	2062	84.96	3.334	985
1829	JUMP	springen	776	35.08	2.95	2036
183	BAKE	backen	120	7.09	2.258	7077
1830	CRANE	Kranich	11	0.43	1.079	46297
1831	MEET	treffen	4876	250.4	3.804	421
1833	DINNER (SUPPER)	Abendbrot	61	2.4	1.792	15370
1835	MARROW	Mark	1049	41.62	3.024	1779
1836	VAGINA	Vagina	132	5.2	2.124	8906
1837	VULVA	Vulva	11	0.43	1.079	46457
1838	NAVEL	Nabel	22	0.87	1.362	30194
1839	CRY	weinen	975	45.83	3.066	1652
184	MAST	Mast	48	1.89	1.69	18106
1840	BUILD	bauen	1144	47.48	3.082	1607
1843	THOUSAND	tausend	431	24.65	2.797	2721
1844	BOAT	Boot	1684	66.46	3.228	1206
1845	BALL	Ball	1414	56.73	3.159	1386
1846	RULE	beherrschen	312	12.64	2.508	4526
1847	SICK	krank	3004	122.01	3.491	750
1848	QUARREL	Zank	11	0.55	1.176	40058
1849	ROW	rudern	28	1.89	1.69	18073
185	FIREPLACE	Herd	142	5.67	2.161	8362
1850	COTTON	Baumwolle	63	2.56	1.82	14751
1852	OFTEN	oft	4344	179.18	3.658	572
1853	DOVE	Taube	140	7.13	2.26	7045
1854	SPARROW	Spatz	62	2.44	1.799	15170
1855	BIRCH	Birke	6	0.24	0.845	67189
1856	SOFT	weich	398	17.6	2.651	3520
1857	CROCODILE	Krokodil	61	2.4	1.792	15353
1858	FISHERMAN	Fischer	213	8.5	2.336	6170
186	SHIN	Schienbein	30	1.18	1.491	24544
1861	ACTIVE	aktiv	238	10.08	2.41	5384
1862	DONKEY	Esel	304	12.01	2.486	4679
1864	HUNGER	Hunger	1606	64.96	3.218	1229
1865	BUZZARD	Bussard	4	0.16	0.699	81758
1866	STUTTER	stottern	17	1.22	1.505	24147
1869	BUY	kaufen	2728	114.65	3.464	787
187	LOIN	Lende	1	0.04	0.301	178943
1870	ANCHOR	Anker	113	4.45	2.057	10048
1871	CAMEL	Kamel	79	3.19	1.914	12600
1875	REGRET	bedauern	126	8.78	2.35	5998
1876	REINDEER	Rentier	26	1.06	1.447	26312
1877	EAST	Osten	592	23.7	2.78	2822
1879	DANCE	tanzen	1515	74.02	3.274	1111
1880	PASSIONATE	leidenschaftlich	106	4.53	2.064	9906
1881	ENOUGH	genug	9191	394.94	4.001	282
1882	BEFORE	vorher	2318	99.53	3.403	884
1883	IN FRONT OF	vor	34847	1523.68	4.588	94
1884	HARD	hart	2637	112.92	3.458	795
1885	ARMADILLO	Gürteltier	8	0.31	0.954	54211
1886	ARMPIT	Achselhöhle	7	0.31	0.954	55767
1887	CHEAP	billig	295	12.36	2.498	4583
189	HAIR (BODY)	Körperbehaarung	2	0.08	0.477	122343
1890	BELIEVE	glauben	7551	370.72	3.974	300
1891	PUMA	Puma	30	1.18	1.491	24604
1892	TOUCH	berühren	462	19.73	2.701	3218
1895	CLOTHES	Kleidung	605	23.94	2.785	2798
1897	HELP	helfen	12847	531.64	4.13	224
1898	SPECTACLES	Brille	647	25.59	2.814	2649
1899	MAD	verrückt	6293	258.16	3.817	412
19	FISHING LINE	Angelschnur	4	0.16	0.699	80619
190	MOW	mähen	29	1.22	1.505	24002
1901	SHOVEL	Schaufel	86	3.66	1.973	11481
1902	BETRAY	verraten	1590	65.04	3.218	1228
1904	DROWN	ertrinken	135	7.56	2.286	6718
1905	EAGLE	Adler	167	6.58	2.225	7493
1906	SOUR	sauer	1756	70.04	3.25	1154
1907	MOLE	Maulwurf	118	4.72	2.083	9559
1908	ATTENTIVE	aufmerksam	379	15.12	2.585	3969
1909	SHAKE	schütteln	138	6.26	2.204	7767
1913	PRESS	drücken	595	30.2	2.885	2311
1915	FIR	Tanne	11	0.43	1.079	46429
1917	TIE	binden	177	8.58	2.34	6113
1918	MANE	Mähne	19	0.75	1.301	32981
1919	TORCH	Fackel	79	3.39	1.94	12108
192	CORNER	Ecke	1215	48.11	3.087	1589
1920	DREAM (SOMETHING)	Träumen	363	27.8	2.849	2484
1921	PLOUGH	pflügen	11	0.67	1.255	35523
1922	LAND (DESCEND)	landen	786	33.03	2.924	2157
1923	ROUGH	rauh	25	0.98	1.415	27860
1924	VEIN	Ader	44	1.73	1.653	19178
1925	ARTERY	Arterie	74	2.95	1.881	13322
1926	OINTMENT	Salbe	35	1.46	1.58	21525
1927	BAMBOO	Bambus	69	2.72	1.845	14089
1928	CEASE	enden	852	36.26	2.965	1985
1929	STUDY	studieren	343	14.61	2.571	4079
193	SHALLOW	seicht	8	0.31	0.954	55915
1931	BEESWAX	Wachs	70	2.87	1.869	13589
1932	GUESS	raten	570	26.3	2.825	2582
1933	LOOSEN	lockern	34	1.93	1.699	17868
1935	ANUS	After	27	1.5	1.591	21303
1936	DEER	Hirsch	125	4.92	2.1	9288
1937	THERE	dort	11227	531.01	4.13	225
1938	FORTRESS	Festung	327	12.99	2.52	4442
1939	SWEAR	schwören	242	11.26	2.458	4905
194	FAMILY	Familie	8086	320.41	3.911	337
1940	GUARD	Wache	608	31.46	2.903	2229
1941	SOLDIER	Soldat	921	37.68	2.981	1924
1942	NEAR	nahe	1408	57.84	3.167	1360
1945	IDOL	Figur	1057	41.85	3.027	1775
1948	SAW	Säge	77	3.11	1.903	12830
1949	BEDBUG	Wanze	76	2.99	1.886	13177
195	MAT	Matte	63	2.76	1.851	13972
1951	PASS	vergehen	128	9.65	2.391	5567
1954	GENTLE	sanft	244	10.51	2.428	5196
1955	GRIEVE	trauern	98	4.49	2.061	9969
1958	UNRIPE	unreif	54	2.4	1.792	15337
1959	RAW	roh	59	2.87	1.869	13601
196	DONATE	schenken	454	18.86	2.681	3326
1962	ROAST (SOMETHING)	rösten	17	0.75	1.301	32839
1963	IMMEDIATELY	sogleich	20	0.83	1.342	31362
1964	ALONE	allein	7287	305.52	3.89	354
197	OTHER	anderer	1503	61.89	3.197	1295
1970	CANOE	Kanu	27	1.06	1.447	26392
1971	FAN (OBJECT)	Fächer	46	1.81	1.672	18711
1975	CHECK	prüfen	357	15.63	2.6	3862
1976	MERRY	lustig	3087	128.63	3.514	718
1977	DEW	Tau	62	2.48	1.806	15048
1978	RECOVER	genesen	45	1.77	1.663	18855
1979	CHISEL	Meißel	15	0.63	1.23	36820
198	GENITALIA	Geschlechtsorgane	13	0.51	1.146	42009
1986	DISEASE	Krankheit	933	36.81	2.971	1959
1989	CALF	Kalb	90	3.54	1.959	11759
1990	BECOME	werden	48978	1971.65	4.7	75
1991	INTESTINES	Darm	107	4.21	2.033	10454
1992	MORE	mehr	43481	1802.04	4.661	82
1994	COLLARBONE	Schlüsselbein	21	0.83	1.342	30852
1997	PRESERVE	bewahren	531	22.24	2.753	2960
2	DUST	Staub	442	17.8	2.656	3486
20	SCYTHE	Sense	29	1.3	1.531	23319
2001	PAINTING	malen	360	16.61	2.626	3683
2003	FLOW	fließen	172	7.87	2.303	6527
2006	FILL	füllen	261	12.17	2.491	4639
2008	RESCUE	retten	4044	162.84	3.617	608
2009	DOG	Hund	3389	135.48	3.537	684
2010	INVESTIGATE	untersuchen	621	25.95	2.82	2613
2012	COLLAR	Kragen	161	6.34	2.21	7691
2014	GO DOWN (DESCEND)	hinabsteigen	5	0.24	0.845	66132
2017	MIX	rühren	108	7.99	2.31	6452
2018	GREEDY	gierig	119	4.88	2.097	9339
2019	HAMMOCK	Hängematte	42	1.65	1.633	19786
202	STRENGTH	Stärke	631	25.63	2.814	2647
2022	ADMIT	zugeben	473	18.98	2.684	3306
2025	PEA	Erbse	12	0.47	1.114	43678
203	MARRY	heiraten	2827	118.82	3.48	766
2030	DRAG	schleppen	96	4.25	2.037	10371
2034	FROST	Frost	96	3.86	1.996	11088
2036	JANUARY	Januar	202	8.58	2.34	6118
2037	FEBRUARY	Februar	168	6.81	2.241	7294
2039	MAGPIE	Elster	27	1.06	1.447	26529
204	AGAIN	wieder	39978	1613.96	4.613	89
2043	PEACH	Pfirsich	32	1.26	1.519	23494
2045	COLUMN	Spalte	47	1.93	1.699	17939
2046	APRON	Schürze	52	2.05	1.724	17128
2052	BUCKET	Eimer	293	11.69	2.474	4768
2058	STOOL	Hocker	47	1.89	1.69	18086
206	FIREFLY	Leuchtkäfer	7	0.28	0.903	58312
2060	STORY	Erzählung	44	1.73	1.653	19303
2065	STEP (VERB)	schreiten	45	2.05	1.724	17165
207	SPARSE	spärlich	13	0.51	1.146	42326
2070	COMB (VERB)	kämmen	22	1.14	1.477	25116
2071	LAY (VERB)	legen	1388	77.13	3.292	1071
2072	USE (VERB)	benutzen	2282	93.7	3.377	919
2073	ROB (VERB)	bestehlen	56	2.2	1.756	16219
2077	DILIGENT	fleißig	138	6.81	2.241	7273
208	NASAL MUCUS (SNOT)	Rotz	22	0.87	1.362	29891
209	RARE	selten	675	27.8	2.849	2486
2090	MY	mein	43657	2438.95	4.792	68
2093	AFTERWARDS	danach	2294	126.46	3.507	731
21	TASTE (SOMETHING)	probieren	544	27.48	2.844	2511
210	LIFE	Leben	21498	1090.32	4.442	129
2117	DESIRE	wünschen	873	39.73	3.004	1858
212	FIELD	Feld	656	26.02	2.821	2607
2123	MOUNTAIN RIDGE	Gebirge	34	1.38	1.556	22424
213	FIN	Flosse	17	0.67	1.255	35240
2133	STRIKE OR BEAT	schlagen	1859	80.48	3.311	1031
2134	RAISE (BRING UP)	aufziehen	110	5.04	2.111	9109
2135	TRADE OR BARTER	handeln	730	34.1	2.938	2099
2142	RUN AWAY	weglaufen	373	16.42	2.621	3720
2148	PICK	pflücken	54	2.36	1.785	15543
2149	CHOP (INTO PIECES)	hacken	105	6.77	2.238	7302
2154	PLOUGH (INSTRUMENT)	Pflug	8	0.31	0.954	56677
2159	GROUND	Boden	2680	106.74	3.433	832
2190	TASTE	Geschmack	617	24.57	2.796	2731
2200	SNOUT	Schnauze	708	28.15	2.855	2452
221	FIRE	Feuer	3577	142.45	3.559	661
2213	BODY PART	Körperteil	43	1.69	1.643	19505
2214	AFFAIR	Angelegenheit	546	21.65	2.741	3014
2218	EXPERIENCED	erfahren	2218	87.96	3.349	959
2219	LEAN (MEAT)	mager	47	1.97	1.708	17645
2223	BE ANGRY	wütend	1565	62.92	3.204	1272
2224	BEND (SOMETHING)	biegen	104	5.12	2.117	8998
2230	UNTAMED OR WILD	wild	517	26.62	2.831	2562
2235	CLEAN (SOMETHING)	putzen	269	12.24	2.494	4615
2237	FIND OUT	herausfinden	1307	51.97	3.121	1487
2239	DENSE	dicht	634	25.75	2.816	2629
224	MORTAR	Mörser	35	1.38	1.556	22257
2241	WILD CAT	Wildkatze	16	0.63	1.23	36407
2242	BEETLE	Käfer	209	8.31	2.326	6258
2243	REPAIR	reparieren	814	33.98	2.937	2106
2244	METAL	Metall	263	10.43	2.425	5234
2246	BELL	Glocke	336	13.35	2.531	4352
2247	CATERPILLAR	Raupe	28	1.1	1.462	25732
2248	KNOW (SOMEBODY)	kennen	6891	318.08	3.907	341
2252	PATH	Pfad	278	11.26	2.458	4911
2253	DRIP (EMIT LIQUID)	tröpfeln	2	0.16	0.699	80992
227	FISH	Fisch	1074	42.72	3.036	1745
2271	THINK	nachdenken	861	39.25	2.999	1868
2273	LEECH	Blutegel	28	1.1	1.462	25669
2276	IDENTICAL	gleich	11641	508.52	4.111	236
2277	WHOLE	ganz	18536	946.53	4.381	149
2278	PERHAPS	Vielleicht	16805	1236.82	4.497	117
228	CARVE	schnitzen	18	0.83	1.342	30874
2288	METEOROID (SHOOTING OR SHINING STAR)	Sternschnuppe	42	1.65	1.633	19705
2289	MILKY WAY	Milchstraße	11	0.59	1.204	38401
2299	STRAW	Stroh	62	2.44	1.799	15233
23	RYE	Roggen	16	0.71	1.279	34439
230	SWEEP	fegen	32	1.42	1.568	21870
231	SHAVE	rasieren	156	7.99	2.31	6444
2314	BROTHER-IN-LAW	Schwager	219	8.62	2.342	6084
2315	COOK (PERSON)	Koch	465	19.73	2.701	3220
2316	FREE	frei	3819	156.5	3.599	629
2317	SISTER-IN-LAW	Schwägerin	96	3.78	1.987	11233
2319	LID (COVER, CAP)	Deckel	87	3.5	1.954	11871
2327	BECOME SICK	erkranken	8	0.31	0.954	56832
2329	LACK (NOT HAVE)	mangeln	21	0.83	1.342	30971
2334	MELT	schmelzen	94	4.53	2.064	9893
2335	CUNNING	raffiniert	86	4.02	2.013	10757
2336	OF THIS KIND (SUCH)	so	110711	5300.92	5.129	26
2339	NEED (SOMETHING)	brauchen	9680	394.86	4.001	283
2341	CLOUDY	trüb	11	0.47	1.114	43979
2348	CRAB	Krebs	669	26.34	2.826	2579
2350	EARTHWORM	Regenwurm	5	0.2	0.778	72621
2352	DRAGONFLY	Libelle	11	0.43	1.079	46166
2354	CRICKET	Grille	40	1.65	1.633	19758
2363	CHAFF (HUSK)	Hülse	26	1.02	1.431	27040
2365	RADISH	Radieschen	25	0.98	1.415	27638
2366	ONION	Zwiebel	39	1.54	1.602	20783
2367	MANDARINE	Mandarine	18	0.71	1.279	34111
2373	SKIN (OF FRUIT)	Schale	167	6.77	2.238	7315
2374	DREAM	Traum	2565	101.58	3.412	870
2378	THUNDER (VERB)	donnern	14	1.18	1.491	24562
2386	TURKEY	Pute	25	0.98	1.415	27565
239	FLOWER	Blume	449	17.68	2.653	3504
2393	JOURNEY	Reise	1654	73.35	3.27	1117
2396	KNOCK	Klopfen	374	22.64	2.76	2921
2398	MANGO	Mango	14	0.71	1.279	34140
24	PRAY	beten	557	27.36	2.843	2522
2402	ROBIN	Rotkehlchen	17	0.71	1.279	33889
2406	HOME	Heimat	597	23.9	2.784	2801
2410	GOOD-LOOKING	hübsch	1531	67.64	3.235	1188
2422	SOMEONE	jemand	12351	616.72	4.195	201
243	FRESH	frisch	608	27.25	2.841	2531
2430	OFFICE	Amt	326	12.91	2.517	4464
2432	MARRIAGE	Ehe	1232	75.55	3.283	1087
2435	UNIVERSITY	Universität	401	16.42	2.621	3726
244	LEFT	links	1558	79.57	3.306	1040
2440	PINEAPPLE	Ananas	61	2.4	1.792	15343
2443	ELECTRIC EEL	Zitteraal	3	0.2	0.778	69468
2445	PAPAYA	Papaya	10	0.43	1.079	45821
2446	SLOTH	Faultier	15	0.59	1.204	37754
2447	WOODPECKER	Specht	13	0.51	1.146	42267
245	BROOM	Besen	111	4.41	2.053	10099
2451	FOURTEEN	vierzehn	47	2.6	1.826	14603
2454	SIXTEEN	sechzehn	27	1.89	1.69	18142
2459	GRINDSTONE	Schleifstein	9	0.35	1	51547
2465	DISGUST	Ekel	83	3.39	1.94	12131
2466	WEIGHT	Gewicht	424	16.89	2.633	3638
2467	GAME	Spiel	5257	221.39	3.75	473
2468	BAG	Tasche	1755	69.45	3.247	1162
2469	AGAINST	gegen	8966	376.47	3.981	295
2470	DEAR	lieb	1332	56.07	3.154	1402
2471	LADY	Herrin	169	6.65	2.23	7412
2472	SUCKLE (BREASTFEED, NURSE)	stillen	113	6.1	2.193	7959
2473	HIS (GENITIVE OF HE)	sein	68312	2810.27	4.854	55
2475	MALE GOAT	Ziegenbock	15	0.59	1.204	38065
248	HAPPEN	passieren	3091	122.41	3.493	747
2482	TOGETHER	zusammen	11159	455.29	4.063	258
2483	COLD (OF WEATHER)	kühl	144	6.14	2.196	7893
2485	HIDE (ONESELF)	verstecken	1365	61.66	3.195	1299
249	FOG	Nebel	342	13.58	2.539	4302
25	DIRT	Schmutz	126	5.04	2.111	9124
2500	GINGER	Ingwer	21	0.83	1.342	30968
2504	DIFFERENT	verschieden	207	8.31	2.326	6277
2506	LOOSE	locker	658	29.06	2.869	2379
2509	EXCHANGE	tauschen	375	16.61	2.626	3682
251	SHARPEN (SOMETHING)	schleifen	58	2.99	1.886	13239
2510	PORCUPINE	Stachelschwein	11	0.43	1.079	45494
2512	CHICK	Küchlein	1	0.04	0.301	167000
2516	WATER BUFFALO	Wasserbüffel	7	0.28	0.903	58968
2518	HEARING (AURAL SENSE)	Gehör	94	4.96	2.104	9231
252	FRIGHTEN	erschrecken	287	12.13	2.49	4645
2521	FEELING (HAPTIC SENSE)	Gefühl	3077	122.37	3.493	748
2523	HOWLING	Geheul	9	0.35	1	51988
2524	JOY	Freude	1143	45.28	3.061	1672
2525	LABOUR (EFFORT)	Mühe	771	30.51	2.89	2296
253	CARE FOR	pflegen	147	5.95	2.182	8097
2530	SMART	intelligent	287	12.13	2.49	4648
2532	TORNADO	Wirbelwind	42	1.65	1.633	19704
2534	DEPTH	Tiefe	259	16.58	2.625	3688
2536	BREADTH	Breite	46	3.19	1.914	12657
2537	LENGTH	Länge	165	6.61	2.228	7462
2539	PIT (POTHOLE)	Grube	122	4.92	2.1	9283
254	STICKING	ankleben	6	0.28	0.903	59096
2540	LIME (MATERIAL)	Kalk	10	0.39	1.041	49649
2541	MIRACLE	Wunder	1686	68.94	3.244	1167
2542	HERB	Kraut	51	2.01	1.716	17396
2543	RAVEN	Rabe	26	1.02	1.431	27189
2544	SHEPHERD	Hirte	76	2.99	1.886	13210
2546	BORDER	Grenze	792	31.69	2.906	2212
2548	BARREL	Fass	569	35.24	2.952	2025
2549	VEHICLE	Fuhre	8	0.35	1	52243
2550	VIANDS (PROVISIONS)	Speißen	1	0.04	0.301	133830
2558	BREAK (CLEAVE)	zerbrechen	149	6.22	2.201	7800
256	FOOD	Nahrung	310	12.28	2.496	4606
2568	BAKER	Bäcker	53	2.09	1.732	16951
2569	BUTCHER	Fleischer	43	1.69	1.643	19562
257	WORSHIP	verehren	50	2.05	1.724	17160
2572	SENSE (PERCEIVE BY SENSES)	wahrnehmen	71	2.83	1.863	13766
2576	ALREADY	schon	65985	2828.18	4.856	54
2578	PENCIL	Bleistift	95	3.74	1.982	11323
2579	TOOTHBRUSH	Zahnbürste	121	4.76	2.086	9503
258	CALM	ruhig	5546	246.03	3.796	430
2580	HELICOPTER	Hubschrauber	726	28.86	2.866	2390
2584	BENCH	Bank	1448	57.44	3.164	1367
2586	SEAHORSE	Seepferdchen	17	0.67	1.255	35145
2587	DARTS	Dart	43	2.17	1.748	16419
2590	HARMONICA	Mundharmonika	31	1.22	1.505	23956
2591	RHINOCEROS	Nashorn	59	2.32	1.778	15684
2597	HARP	Harfe	28	1.1	1.462	25772
26	UNPLEASANT	unangenehm	415	16.77	2.63	3663
2603	ACCORDION	Akkordeon	23	0.91	1.38	29190
2604	NOOSE	Schlinge	77	3.03	1.892	13088
2605	ASPARAGUS	Spargel	26	1.02	1.431	27020
2620	CARRIAGE	Wagen	4309	194.38	3.694	541
2622	ENGINE	Motor	557	22.91	2.766	2896
2623	FLAG	Fahne	157	6.18	2.199	7849
2626	NERVE	Nerv	131	6.42	2.215	7612
2627	ORANGE (FRUIT)	Orange	196	9.8	2.398	5490
2630	WHIP	Peitsche	111	4.61	2.072	9759
2638	FISHING	Fischen	185	12.13	2.49	4646
2654	VIPER	Viper	165	6.61	2.228	7432
2658	COAL	Kohle	638	25.2	2.807	2675
266	SCALE	Schuppen	167	6.61	2.228	7447
2662	TOENAIL	Zehennagel	6	0.24	0.845	63430
2663	UMBILICAL CORD	Nabelschnur	37	1.46	1.58	21524
2666	SOLE (FOOT)	Sohle	26	1.02	1.431	27125
2667	TORSO	Rumpf	96	3.78	1.987	11248
2668	SKELETON	Skelett	81	3.19	1.914	12614
2669	POINT (WITH FINGER)	weisen	177	11.85	2.48	4728
2670	ACROSS	gegenüber	1315	54.02	3.138	1446
268	DRIBBLE	sabbern	11	0.59	1.204	37676
269	COOKED	gekocht	301	11.97	2.484	4690
27	AIR	Luft	3318	133.43	3.53	696
270	JUG	Krug	97	3.82	1.991	11177
2706	GNAW	nagen	13	0.51	1.146	41663
2708	TALK	reden	14391	622.78	4.199	196
2709	FLATTER	schmeicheln	47	2.01	1.716	17357
274	KNEAD	kneten	12	0.51	1.146	41703
275	PEEL	schälen	18	0.91	1.38	29297
2754	TOWARDS	zu	229130	9209.93	5.369	13
2757	ANGULAR (SQUAREFORMED)	eckig	5	0.2	0.778	73542
2758	CAREFUL	vorsichtig	2201	105.99	3.43	837
2760	MAKE A JOKE	scherzen	98	4.92	2.1	9261
2761	BEND (ONESELF)	bücken	19	1.02	1.431	27063
2765	CHERRY	Kirsche	45	1.85	1.681	18283
2766	WATERMELON	Melone	66	2.64	1.833	14353
2770	JACKET	Jacke	706	27.8	2.849	2483
2771	SHAWL	Schal	96	4.06	2.017	10687
2773	FINGERTIP	Fingerspitze	3	0.12	0.602	97465
2778	PIG LIVER	Schweineleber	2	0.08	0.477	114260
2783	SCALES (MEASURE INSTRUMENT)	Waage	53	2.17	1.748	16532
2787	CONSUME (DRINK OR EAT)	verbrauchen	29	1.14	1.477	25255
2805	BIRTH (ACCOUCHEMENT)	Geburt	578	22.99	2.767	2890
2809	BLUEBERRY	Blaubeere	15	0.59	1.204	37510
281	POST	Stange	165	6.5	2.22	7551
2810	BREASTBONE	Brustbein	17	0.67	1.255	35558
2819	GRASSLAND	Wiese	69	2.76	1.851	14010
2820	HIP BONE	Hüftknochen	2	0.08	0.477	119375
2821	JEALOUS	neidisch	196	8.23	2.322	6298
2824	KNUCKLE	Fingerknöchel	2	0.08	0.477	118173
2826	LIE (FALSEHOOD)	Lüge	894	48.03	3.087	1594
2828	MOTH	Motte	69	2.72	1.845	14115
2830	OYSTERS	Auster	25	0.98	1.415	27735
2831	PENGUIN	Pinguin	56	2.32	1.778	15700
2834	SCROTUM	Hodensack	12	0.47	1.114	43488
2837	SWAN	Schwan	36	1.54	1.602	20825
2838	TAME	zahm	36	1.42	1.568	21834
2843	CAULIFLOWER	Blumenkohl	13	0.51	1.146	41584
2845	SIZE (OF OBJECT)	Größe	721	31.42	2.903	2235
2846	MARCH	März	184	8.07	2.314	6411
2847	APRIL	April	458	19.33	2.692	3265
2848	MAY (MONTH)	Mai	357	19.45	2.695	3255
2849	JUNE	Juni	249	10.32	2.42	5284
285	THRESH	dreschen	4	0.24	0.845	66100
2850	JULY	Juli	357	14.61	2.571	4081
2851	AUGUST	August	253	11.22	2.456	4923
2852	SEPTEMBER	September	372	15.28	2.59	3936
2853	OCTOBER	Oktober	263	10.63	2.433	5152
2854	NOVEMBER	November	221	9.09	2.365	5843
2855	DECEMBER	Dezember	174	7.48	2.281	6789
2856	CHANGE (SOMETHING)	verändern	793	31.46	2.903	2232
2857	CHANGE (BECOME DIFFERENT)	wechseln	609	25.87	2.818	2621
2858	STREAM (FLOW CONTINUOUSLY)	strömen	40	3.11	1.903	12868
2860	BOLT (MOVE IN HASTE)	eilen	40	1.61	1.623	20181
2862	CONNECT	verbinden	266	14.13	2.556	4174
2863	DASH (OF VEHICLE)	sausen	70	2.87	1.869	13563
2864	DECREASE	abnehmen	381	15.59	2.599	3867
2865	DIE (FROM ACCIDENT)	umkommen	58	2.28	1.771	15883
2866	DROP (SOMETHING)	fallenlassen	54	2.68	1.839	14228
2867	CALCULATE	rechnen	242	11.14	2.453	4959
2868	DRIVE (CATTLE)	treiben	500	21.58	2.74	3021
2869	BOTHER (HARASS)	belästigen	236	9.61	2.389	5575
2870	RECOGNIZE (SOMEBODY)	erkennen	1198	51.73	3.119	1497
2871	SWING (MOVEMENT)	schwingen	101	5.43	2.143	8629
2872	IMPROVE (SOMETHING)	verbessern	291	11.61	2.471	4797
2875	RING (MAKE SOUND)	klingeln	116	8.19	2.32	6330
2879	SOUND (OF INSTRUMENT OR VOICE)	klingen	404	18.03	2.662	3454
288	FORGE	schmieden	40	1.73	1.653	19194
2880	HALT (STOP)	anhalten	603	32.36	2.915	2179
2881	URGE (SOMEONE)	antreiben	22	0.87	1.362	30107
2882	ADD	hinzufügen	143	5.95	2.182	8098
2883	DISTURB	stören	870	35.59	2.957	2010
2884	HANG	hängen	1073	44.96	3.058	1679
2885	HERD (SOMETHING)	hüten	93	5.2	2.124	8915
2886	PRODUCE	herstellen	236	9.29	2.375	5734
2887	THAW (DEW)	tauen	6	0.24	0.845	65699
2890	WALK (TAKE A WALK)	spazierengehen	23	1.46	1.58	21507
2891	TIE UP (TETHER)	anbinden	13	0.55	1.176	40012
2892	MAKE ANGRY (ANNOY)	ärgern	280	11.46	2.465	4841
2893	NOTICE (SOMETHING)	bemerken	283	11.26	2.458	4912
2894	TUMBLE (FALL DOWN)	hinfallen	22	0.98	1.415	27589
2895	MAKE NOISE	Lärmen	1	0.04	0.301	183463
2896	CAUSE TO (LET)	lassen	16592	815.03	4.316	165
2897	CHIME (ACTION)	läuten	95	4.53	2.064	9892
2898	CONVEY (A MESSAGE)	mitteilen	300	11.81	2.479	4735
2899	JOG (SOMETHING)	rütteln	11	0.83	1.342	31093
29	GELD	entmannen	2	0.08	0.477	115610
2900	PROTECT	schützen	1165	54.45	3.141	1436
2901	SWING (SOMETHING)	schwenken	54	2.32	1.778	15720
2903	CHAT (WITH SOMEBODY)	plaudern	129	5.91	2.179	8126
2904	RINSE	spülen	51	2.56	1.82	14724
2905	KNIT	stricken	18	1.18	1.491	24633
2906	TRANSLATE	übersetzen	148	7.05	2.255	7117
2907	ROT	verfaulen	20	0.98	1.415	27591
2909	PREPARE	vorbereiten	455	19.88	2.704	3197
291	PULL OFF (SKIN)	häuten	25	1.26	1.519	23515
2910	BACK (DIRECTION)	zurück	22582	961.77	4.388	147
2911	BACKWARD	rückwärts	263	11.46	2.465	4847
2912	FORWARD	Vorwärts	746	43.62	3.045	1718
2914	ONCE (IN THE PAST)	einst	440	20.83	2.724	3102
2915	AT FIRST	zuerst	2938	162.17	3.615	610
