CONCEPTICON_ID	CONCEPTICON_GLOSS	ARABIC	ARABIC_RT_L1_MEAN	ARABIC_RT_L1_ZSCORE	ARABIC_ACCURACY_L1_PERCENTAGE	ARABIC_RT_L2_MEAN	ARABIC_RT_L2_ZSCORE	ARABIC_ACCURACY_L2_PERCENTAGE	LINE_IN_SOURCE
691	SEASON	فصل	882.675	-0.5314505408601534	1				13855
694	GET	يحصل	868.8387096774194	-0.6589954698024298	0.9393939393939394				19010
695	GO	يذهب	908.1794871794872	-0.4703170075709331	1				19148
699	SAD	حزين	975.8125	-0.1749902606830129	0.9411764705882353				9352
700	CARRY	يحمل	977.0540540540541	-0.3683510252753632	1				19033
703	SOON	قريبا	970.0697674418604	-0.182683979916187	1				14191
714	SEED	بذرة	1043.46875	0.2038555659574646	0.9411764705882353				6445
717	SWEET	حلو	857.9117647058823	-0.7410432754454345	1				9585
718	PAY	يدفع	921.8	-0.4004095037517378	0.975609756097561				19113
722	ATTACK	هجوم	965.3846153846154	-0.4904101461330952	1				17919
724	READ	يقرأ	932.4333333333333	-0.2263063765664845	0.967741935483871				19676
729	DAWN	فجر	918.2941176470588	-0.4077415016569696	0.9714285714285714	1180.230769230769	-0.4791074574607885	0.9629629629629629	13773
741	DRIVE	يقود	937.7179487179487	-0.2359368541424994	1				19706
749	ENTER	يدخل	932.9487179487179	-0.3782246264084999	1				19097
757	BUTTON	زر	1102.424242424242	0.1656496122656851	0.8918918918918919				10945
769	ROOF	سطح	919.8611111111111	-0.4894948569220545	0.972972972972973				11311
772	BELT	حزام	1060.916666666667	0.2269784950992685	0.9				9330
783	VICTORY	فوز	945.1935483870968	-0.3828022318395317	0.96875				13955
785	STRONG	قوي	836.0888888888888	-0.7026673994340248	1				14403
794	PEN	قلم	906.7741935483871	-0.500996278731513	0.9393939393939394				14318
798	JAW	فك	1009.5	-0.1174445778129526	0.8888888888888888				13905
803	ANKLE	كاحل	1056.205128205128	-0.00682428270244699	0.8863636363636364				14455
812	SLAVE	عبد	1001.966666666667	-0.07734612974621002	0.9375				12990
813	DO	يفعل	988.0769230769231	-0.09375205174957095	1				19634
815	GOVERNMENT	حكومة	861.9117647058823	-0.56349455437652	1				9549
819	STOMACH	معدة	961.325	-0.3850019114300257	0.9523809523809523	1357.833333333333	-0.02584949752775967	0.8571428571428571	16410
82	ANGER	غضب	911.063829787234	-0.4333008104614877	0.9591836734693877	1104.066666666667	-0.6490028141696781	0.967741935483871	13603
820	LAMB	حمل	899.2162162162163	-0.3364763593606381	1				9630
842	LIQUOR	خمر	938.1388888888889	-0.2656672260711924	1				9972
847	THIRSTY	متعطش	1140.206896551724	0.5716478780240926	0.8787878787878788				15241
849	SPRING (OF WATER)	مصدر	922.9428571428572	-0.3810952779829225	1				16212
858	STORM	عاصفة	995.390243902439	-0.1852103854779156	0.9761904761904762	1376.928571428571	-0.03773512037961079	1	12946
861	JUDGE	قاضي	955.2857142857143	-0.2879176151573112	0.9722222222222222				14031
862	SUGAR	سكر	950.4736842105264	-0.2429810073069733	0.9743589743589743	1166.869565217391	-0.4887459264661405	1	11374
865	FAME	شهرة	920.7380952380952	-0.4799983875410638	1				12010
866	WIN	يفوز	915.25	-0.4060557295722008	0.9230769230769231				19644
867	GLOVE	قفاز	1022.0625	0.1166389787180163	0.9696969696969697				14282
873	TAX	ضريبة	1034.846153846154	-0.1507743393313889	0.975				12511
874	CANDY	حلويات	928.6052631578947	-0.4779919772221736	0.95				9589
900	TRAIN	قطار	912.4146341463414	-0.5650627441187133	1	1250	-0.2375388133342194	1	14261
906	TREE	شجرة	956.85	-0.403230696335871	0.975609756097561				11766
910	DEATH	موت	853.6153846153846	-0.5504195181064995	0.9629629629629629				17128
921	VALLEY	وادي	956.9	-0.2274045159743399	0.975609756097561				18068
937	BIRD	طائر	982.7674418604652	-0.1781904869633934	0.9772727272727273				12616
938	MARE	فرس	1005.2	-0.09851330063677026	0.975609756097561				13807
939	HORN (INSTRUMENT)	بوق	976.1428571428571	-0.002644617516690337	0.6363636363636364				6825
946	BLOOD	دم	877.3720930232558	-0.6853428107351458	1				10246
947	STREAM	مجرى	990.71875	0.00805696076275266	0.9142857142857143				15413
948	WATER	ماء	898.1388888888889	-0.7309837795411598	0.9473684210526315				15015
951	WEAPONS	سلاح	982.5813953488372	-0.1851529501065602	0.9772727272727273				11391
952	WEATHER	طقس	952.175	-0.3813031016492766	0.9523809523809523				12752
958	WILD ANIMAL	وحش	923.1555555555556	-0.3766364207102101	0.9574468085106383				18263
963	BOOK	كتاب	920.9459459459459	-0.5957966423737531	0.9487179487179487				14502
965	WORLD	عالم	929.2222222222222	-0.399622632064063	1				12963
977	ARROW	سهم	891.0731707317074	-0.4743669819420137	1				11539
978	WAVE	موجة	1005.714285714286	0.08847562855980277	0.9655172413793104				17134
985	VINEGAR	خل	879.8181818181819	-0.457184429810754	0.9428571428571428				9929
987	REMAIN	يبقى	913.3571428571429	-0.362949296726621	0.8484848484848485				18700
998	PUT	يضع	953.925925925926	-0.1208875207675764	0.9642857142857143				19448
