Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;"""I don't know"" Response Percentage";Idiosyncratic Response Percentage;Familiarity
Galician;239;85;1,134971094;muller;68,23529412;0;4,705882353;74,67058824
Galician;240;85;0,670745038;torre;85,88235294;0;1,176470588;71,75294118
Galician;241;85;0;ollo;98,82352941;0;1,176470588;79,68235294
Galician;242;85;0;carteiro;96,47058824;0;3,529411765;74,09411765
Galician;244;85;0,56004432;lámpada;12,94117647;0;1,176470588;74,81176471
Galician;245;85;0;raíces;98,82352941;0;1,176470588;73,05882353
Galician;246;85;0,278669804;dentista;92,94117647;0;2,352941176;72,52941176
Galician;247;85;0,323814475;cerebro;94,11764706;1,176470588;0;74,04705882
Galician;248;85;0,834347023;carro;82,35294118;0;0;65,91764706
Galician;249;85;0,863120569;pataca;70,58823529;0;1,176470588;75,98823529
Galician;252;85;0,893460499;lagarto;74,11764706;0;3,529411765;71,21176471
Galician;253;85;0,851480868;coro;70,58823529;0;2,352941176;64,35294118
Galician;254;85;0,165427034;carniceiro;94,11764706;0;3,529411765;71,54117647
Galician;255;85;0,977417818;pa;41,17647059;0;0;68,90588235
Galician;258;85;1,082490913;pan;62,35294118;0;0;76,25882353
Galician;260;85;0,944713457;illa;72,94117647;0;1,176470588;72,45882353
Galician;261;85;0,424405145;farol;8,235294118;0;4,705882353;73,36470588
Galician;264;85;0;man;100;0;0;78,21176471
Galician;265;85;0,28376897;pirata;90,58823529;0;4,705882353;65,47058824
Galician;266;85;0;tacón;98,82352941;0;1,176470588;68,85882353
Galician;267;85;0,989752535;nó;55,29411765;0;1,176470588;68,75294118
Galician;268;85;0;cama;100;0;0;78,83529412
Galician;269;85;0,440791677;camaleón;90,58823529;1,176470588;1,176470588;59,62352941
Galician;270;85;0,989752535;frecha;55,29411765;0;1,176470588;71,15294118
Galician;271;85;0,901804345;coello;68,23529412;0;0;72,37647059
Galician;273;85;1,226475777;autobús;69,41176471;0;2,352941176;73,62352941
Galician;275;85;0,602010494;capa;88,23529412;0;2,352941176;62
Galician;277;85;0,997502546;perruca;52,94117647;0;0;65,28235294
Galician;278;85;0,568700867;tambor;83,52941176;1,176470588;2,352941176;67,38823529
Galician;281;85;0,222284831;granada;95,29411765;0;1,176470588;68,09411765
Galician;282;85;0;rinoceronte;98,82352941;0;1,176470588;63,32941176
Galician;283;85;0,621629782;limusina;83,52941176;1,176470588;0;54,41176471
Galician;285;85;1,575031538;cenoria;34,11764706;0;0;74,84705882
Galician;286;85;0;túnel;100;0;0;73,57647059
Galician;288;85;1,392075612;bosque;52,94117647;0;4,705882353;73,85882353
Galician;289;85;1,320543014;uña;60;0;0;74,58823529
Galician;290;85;1,107534284;gaiola;38,82352941;0;0;66,51764706
Galician;291;85;0,814142417;gatillo;82,35294118;3,529411765;0;54,82352941
Galician;292;85;1,494089454;compás;18,82352941;1,176470588;4,705882353;64,30588235
Galician;293;85;0,681655912;dinosauro;17,64705882;0;2,352941176;64,57647059
Galician;294;85;1,012803354;fontaneiro;69,41176471;0;3,529411765;70,21176471
Galician;295;85;0;bandeira;100;0;0;71,07058824
Galician;297;85;0;avión;98,82352941;0;1,176470588;74,43529412
Galician;299;85;0;avestruz;97,64705882;1,176470588;1,176470588;61,82352941
Galician;301;85;0;espada;98,82352941;0;1,176470588;63,43529412
Galician;303;85;0,276195428;mimo;94,11764706;0;1,176470588;64,67058824
Galician;307;85;0,999570839;á;49,41176471;0;3,529411765;68,22352941
Galician;308;85;0;dado;100;0;0;71,65882353
Galician;309;85;0,858637082;xeado;71,76470588;0;0;75,54117647
Galician;310;85;0,697765201;sobre;81,17647059;0;0;73,35294118
Galician;311;85;2,763014488;folla de afeitar;22,35294118;2,352941176;4,705882353;68,55294118
Galician;312;85;0;flor;97,64705882;1,176470588;1,176470588;74,4
Galician;313;85;1,627204315;barbeiro;43,52941176;0;7,058823529;72,67058824
Galician;314;85;1,246626351;colonia;56,47058824;0;2,352941176;72,77647059
Galician;315;85;1,24311945;ovni;64,70588235;0;3,529411765;61,64705882
Galician;317;85;0,905928216;soldado;67,05882353;0;1,176470588;64,35294118
Galician;318;85;0,16232618;folla;96,47058824;0;1,176470588;75,71764706
Galician;319;85;0;vaca;100;0;0;76,96470588
Galician;320;85;1,081829876;igrexa;60;1,176470588;3,529411765;73,65882353
Galician;323;85;1,688127032;moucho;55,29411765;0;0;70,23529412
Galician;324;85;0,16232618;peixe;96,47058824;0;1,176470588;74,55294118
Galician;326;85;0;tomate;100;0;0;77,05882353
Galician;327;85;0;casco;100;0;0;69,65882353
Galician;330;85;1,525362922;crocodilo;21,17647059;0;7,058823529;59,94117647
Galician;331;85;1,569527645;suxeitador;38,82352941;0;0;72
Galician;335;85;1,119512421;manteiga;52,94117647;2,352941176;7,058823529;71,58823529
Galician;336;85;0,997502546;regra;52,94117647;0;0;73,90588235
Galician;337;85;2,317422842;monstro;32,94117647;5,882352941;4,705882353;55,87058824
Galician;338;85;1,503961982;regalo;54,11764706;0;2,352941176;73,01176471
Galician;340;85;0;espello;100;0;0;76,43529412
Galician;341;85;0;aleta;96,47058824;2,352941176;1,176470588;59,29411765
Galician;342;85;0,461881705;noite;84,70588235;0;8,235294118;76,2
Galician;343;85;0;botella;98,82352941;0;1,176470588;75,57647059
Galician;346;85;0;rede;98,82352941;0;1,176470588;71,45882353
Galician;348;85;0,16232618;pemento;96,47058824;0;1,176470588;76,72941176
Galician;349;85;0,605186577;cadeado;14,11764706;0;4,705882353;68,07058824
Galician;350;85;0,160823021;biblia;97,64705882;0;0;64,90588235
Galician;351;85;0,955511123;bolboreta;62,35294118;0;0;73,61176471
Galician;353;85;0,424405145;camiseta;87,05882353;0;4,705882353;76,74117647
Galician;354;85;0,959937718;cabra;58,82352941;0;4,705882353;71,29411765
Galician;357;85;0;guitarra;100;0;0;74,81176471
Galician;358;85;0;coche;96,47058824;0;3,529411765;77,78823529
Galician;359;85;0,92594006;coitelo;65,88235294;0;0;77,38823529
Galician;361;85;1,183332601;golfiño;50,58823529;0;0;71,02352941
Galician;362;85;0;piscina;100;0;0;71,82352941
Galician;363;85;0;ventilador;100;0;0;67,72941176
Galician;365;85;2,085827294;ourizo;44,70588235;0;0;70,58823529
Galician;367;85;0,786705575;lanza;82,35294118;3,529411765;1,176470588;58,63529412
Galician;368;85;0,963651274;abanico;61,17647059;0;0;65,88235294
Galician;369;85;1,735522934;pota;49,41176471;0;1,176470588;76,35294118
Galician;370;85;0,81812541;escorpión;78,82352941;0;2,352941176;64,37647059
Galician;373;85;0,962716962;coliflor;80;0;1,176470588;71,32941176
Galician;376;85;0,346731468;escultor;84,70588235;2,352941176;7,058823529;63,47058824
Galician;378;85;1,935992843;langosta;36,47058824;0;2,352941176;69,12941176
Galician;379;85;0;cebra;100;0;0;65,74117647
Galician;380;85;0,544614816;gorila;89,41176471;0;1,176470588;67,01176471
Galician;381;85;1,124885335;amorodo;42,35294118;0;0;76,50588235
Galician;383;85;0,936667382;moeda;64,70588235;0;0;73,88235294
Galician;386;85;0;bomba;98,82352941;1,176470588;0;64,84705882
Galician;387;85;0,92594006;grampadora;34,11764706;0;0;69,95294118
Galician;388;85;0,273769169;bolso;95,29411765;0;0;72,92941176
Galician;390;85;1,154266119;neve;72,94117647;0;7,058823529;72,37647059
Galician;391;85;0,918295834;cadea;65,88235294;1,176470588;0;71,09411765
Galician;392;85;1,139515357;teteira;49,41176471;1,176470588;3,529411765;65,70588235
Galician;397;85;0,783773819;figo;82,35294118;0;3,529411765;70,47058824
Galician;398;85;0;volante;100;0;0;76,03529412
Galician;399;85;0,278669804;bailarina;92,94117647;0;2,352941176;64,94117647
Galician;400;85;0,744842397;pato;78,82352941;0;0;73,58823529
Galician;404;85;1,155627656;libélula;65,88235294;0;4,705882353;69,25882353
Galician;405;85;0,999101249;áncora;51,76470588;0;0;66,14117647
Galician;407;85;0,380946586;montaña;88,23529412;0;4,705882353;73,72941176
Galician;408;85;1,396937925;índice;49,41176471;1,176470588;0;74,70588235
Galician;409;85;1,218641032;tapón;16,47058824;1,176470588;1,176470588;69,07058824
Galician;410;85;0,350103828;pistacho;84,70588235;3,529411765;7,058823529;69,89411765
Galician;411;85;0;puño;98,82352941;0;1,176470588;72,22352941
Galician;412;85;0,664933268;fábrica;82,35294118;0;5,882352941;69,16470588
Galician;413;85;1,078929139;tatuaxe;69,41176471;0;4,705882353;69,49411765
Galician;414;85;1,132277585;lámpada;52,94117647;0;0;71,61176471
Galician;416;85;0;calcetín;100;0;0;77,09411765
Galician;418;85;0;cortina;98,82352941;0;1,176470588;73,25882353
Galician;420;85;0,278669804;trono;92,94117647;0;2,352941176;62,42352941
Galician;422;85;1,665703044;machada;52,94117647;1,176470588;1,176470588;67,90588235
Galician;423;85;0,16232618;ovo;96,47058824;0;1,176470588;77,05882353
Galician;425;85;0,522559375;gaita;88,23529412;0;0;73,28235294
Galician;426;85;1,707007088;peite;21,17647059;2,352941176;0;71,14117647
Galician;428;85;1,742949533;nécora;42,35294118;0;2,352941176;72,32941176
Galician;430;85;0;paxaro;98,82352941;0;1,176470588;75,28235294
Galician;431;85;1,239868521;manopla;60;0;0;68,67058824
Galician;433;85;1,024944776;timbre;75,29411765;1,176470588;1,176470588;67,87058824
Galician;437;85;0,985228136;canón;42,35294118;0;1,176470588;63,97647059
Galician;438;85;1,43704572;polgar;21,17647059;1,176470588;2,352941176;74,41176471
Galician;439;85;0;volcán;97,64705882;0;2,352941176;66,24705882
Galician;441;85;0,708469503;chourizo;83,52941176;1,176470588;3,529411765;74,42352941
Galician;442;85;0,64544959;piña;83,52941176;0;0;73,04705882
Galician;446;85;0,457432181;porco;88,23529412;0;2,352941176;74,82352941
Galician;447;85;0,92594006;estrela;65,88235294;0;0;73,8
Galician;448;85;1,184362102;bote;50,58823529;0;3,529411765;71,28235294
Galician;449;85;0,16232618;banco;96,47058824;0;1,176470588;74,67058824
Galician;451;85;0,491237342;rei;88,23529412;0;1,176470588;68,37647059
Galician;452;85;0,824965868;reloxo;74,11764706;0;0;77,64705882
Galician;453;85;1,426410973;tesoiras;43,52941176;0;0;74,14117647
Galician;454;85;0,814227111;galiña;82,35294118;0;1,176470588;75,4
Galician;455;85;0,522559375;pé;88,23529412;0;0;76,94117647
Galician;456;85;0,16232618;aceite;96,47058824;0;1,176470588;76,87058824
Galician;457;85;0,331305613;pirámide;90,58823529;1,176470588;2,352941176;65,17647059
Galician;458;85;0,995599254;armario;77,64705882;0;2,352941176;74,11764706
Galician;461;85;0,371232327;pistola;91,76470588;0;1,176470588;60,89411765
Galician;462;85;0;mosca;97,64705882;0;2,352941176;74,34117647
Galician;463;85;0,988645981;rectángulo;78,82352941;1,176470588;3,529411765;69,61176471
Galician;464;85;1,125490807;goma;70,58823529;0;1,176470588;75,64705882
Galician;465;85;0,276195428;navalla;94,11764706;0;1,176470588;68,34117647
Galician;466;85;1,087203337;xuíz;61,17647059;0;1,176470588;66,63529412
Galician;467;85;0;pinza;98,82352941;1,176470588;0;75,38823529
Galician;472;85;1,371906275;cadrado;56,47058824;0;1,176470588;73,96470588
Galician;473;85;0;brazo;100;0;0;77,41176471
Galician;476;85;1,081109273;mandil;69,41176471;0;2,352941176;73,85882353
Galician;477;85;0;aguacate;96,47058824;1,176470588;2,352941176;70,95294118
Galician;478;85;1,356105431;lavabo;35,29411765;1,176470588;5,882352941;73,62352941
Galician;479;85;0;canguro;100;0;0;61,36470588
Galician;480;85;0;rosa;98,82352941;0;1,176470588;72,70588235
Galician;482;85;1,913332507;barca;47,05882353;0;3,529411765;70,04705882
Galician;484;85;0,997502546;esquío;47,05882353;0;0;68,10588235
Galician;487;85;0,996134484;cesta;51,76470588;0;3,529411765;74
Galician;488;85;0;sol;100;0;0;78,43529412
Galician;489;85;0;pizza;100;0;0;76,42352941
Galician;491;85;0,326862575;alfombra;92,94117647;0;2,352941176;71,23529412
Galician;493;85;0,172036949;mofeta;89,41176471;2,352941176;5,882352941;53,77647059
Galician;494;85;0,453716339;bigote;89,41176471;0;1,176470588;69,50588235
Galician;496;85;0,165427034;círculo;94,11764706;0;3,529411765;73
Galician;497;85;2,337196516;ataúde;35,29411765;0;2,352941176;66,21176471
Galician;499;85;1,665947901;neno;52,94117647;0;2,352941176;74,92941176
Galician;500;85;0,592307036;escaleiras;89,41176471;0;0;76,43529412
Galician;501;85;0;escudo;100;0;0;64,03529412
Galician;502;85;0,226410948;pastor;92,94117647;0;3,529411765;68,36470588
Galician;503;85;0,92594006;lingua;65,88235294;0;0;76,29411765
Galician;505;85;0,222284831;libro;95,29411765;0;1,176470588;77,98823529
Galician;506;85;2,111371135;lóstrego;37,64705882;0;7,058823529;71,14117647
Galician;507;85;0,911816229;bebé;78,82352941;0;2,352941176;72,70588235
Galician;508;85;0;caixa;98,82352941;0;1,176470588;76,28235294
Galician;509;85;0;teléfono;100;0;0;74,90588235
Galician;510;85;1,35736222;cara ;71,76470588;0;1,176470588;73,71764706
Galician;513;85;0,979868757;beizos;57,64705882;0;1,176470588;76,08235294
Galician;514;85;0,686438167;submarino;78,82352941;0;3,529411765;64,25882353
Galician;516;85;0;calculadora;98,82352941;0;1,176470588;73,77647059
Galician;517;85;0,872761151;corda;81,17647059;0;3,529411765;73,51764706
Galician;521;85;0,768912339;raposo;83,52941176;0;0;72,65882353
Galician;522;85;0,226410948;casa;92,94117647;1,176470588;2,352941176;73,12941176
Galician;524;85;0,485743564;indio;90,58823529;0;1,176470588;62,6
Galician;528;85;0,41381685;cisne;90,58823529;0;1,176470588;67,16470588
Galician;529;85;1,528069241;morsa;58,82352941;0;2,352941176;60,87058824
Galician;530;85;2,689916581;valado;15,29411765;0;4,705882353;69,77647059
Galician;531;85;1,076143606;tartaruga;67,05882353;0;0;67,82352941
Galician;532;85;1,394324505;pallaso;18,82352941;0;1,176470588;66,11764706
Galician;533;85;0,826677889;tiburón;78,82352941;0;4,705882353;67,89411765
Galician;535;85;0;camión;100;0;0;72,85882353
Galician;536;85;1,860463775;rama;40;0;2,352941176;73,72941176
Galician;537;85;1,139656829;pegada;47,05882353;0;2,352941176;69,96470588
Galician;539;85;0;astronauta;100;0;0;64,89411765
Galician;540;85;0;faro ;100;0;0;73,56470588
Galician;541;85;0;zapato;98,82352941;0;1,176470588;75,77647059
Galician;544;85;0,969592424;médico;70,58823529;1,176470588;1,176470588;75,85882353
Galician;545;85;0,16232618;bragas;96,47058824;0;1,176470588;76,10588235
Galician;546;85;0;porta;100;0;0;77,89411765
Galician;547;85;0,896892883;morcego;67,05882353;1,176470588;1,176470588;68,42352941
Galician;549;85;1,725325216;serpe;55,29411765;0;2,352941176;68,28235294
Galician;551;85;1,371906275;cabaza;56,47058824;0;1,176470588;70,84705882
Galician;552;85;0,946520222;mazá;63,52941176;0;0;78,09411765
Galician;554;85;1,130191359;marioneta;67,05882353;1,176470588;5,882352941;61,11764706
Galician;555;85;1,198192411;almorzo;58,82352941;1,176470588;4,705882353;73,92941176
Galician;557;85;0,165427034;lobo;94,11764706;1,176470588;2,352941176;70,97647059
Galician;558;85;1,431323432;chisqueiro;41,17647059;0;2,352941176;70,17647059
Galician;559;85;0,871757503;cogombro;10,58823529;1,176470588;1,176470588;70,58823529
Galician;560;85;0,160823021;sandía;97,64705882;0;0;73,6
Galician;561;85;2,193479873;eiruga;27,05882353;2,352941176;2,352941176;65,78823529
Galician;562;85;1,465447578;torradora;21,17647059;1,176470588;3,529411765;73
Galician;563;85;1,505687134;voitre;36,47058824;2,352941176;2,352941176;60,81176471
Galician;564;85;0,955511123;culler;62,35294118;0;0;75,10588235
Galician;565;85;1,100667201;campá;58,82352941;0;2,352941176;71,41176471
Galician;566;85;0;violín;98,82352941;0;1,176470588;65,56470588
Galician;568;85;1,042039943;castelo;65,88235294;0;1,176470588;73,17647059
Galician;569;85;1,700595988;moa / dente;34,11764706;0;3,529411765;74,85882353
Galician;570;85;1;touro;49,41176471;0;1,176470588;67,67058824
Galician;571;85;0,457432181;imán;88,23529412;2,352941176;0;64,65882353
Galician;572;85;0,41381685;malabarista;90,58823529;0;1,176470588;62,72941176
Galician;573;85;0,937293066;berenxena;62,35294118;1,176470588;2,352941176;67,18823529
Galician;575;85;1,239432177;pico;55,29411765;0;2,352941176;69,72941176
Galician;576;85;0,995102271;guante;54,11764706;0;0;72,62352941
Galician;577;85;1,12385619;iceberg;56,47058824;4,705882353;7,058823529;58,10588235
Galician;578;85;1,518151133;cella;50,58823529;0;0;73,54117647
Galician;579;85;0;elefante;100;0;0;66,8
Galician;581;85;0;espárrago;95,29411765;2,352941176;2,352941176;69,95294118
Galician;582;85;0;laboratorio;94,11764706;0;5,882352941;66,6
Galician;584;85;0,453716339;sapo;89,41176471;0;1,176470588;69,78823529
Galician;585;85;0;formiga;100;0;0;73,29411765
Galician;586;85;1,348795001;ferro;17,64705882;0;0;70,81176471
Galician;587;85;1,40927407;millo;68,23529412;0;1,176470588;73,94117647
Galician;588;85;1,263809174;pulseira;56,47058824;0;1,176470588;71,05882353
Galician;590;85;0,999101249;vasoira;51,76470588;0;0;73,70588235
Galician;591;85;0,90610399;toalla;80;1,176470588;1,176470588;74,62352941
Galician;592;85;1,071596999;leituga;62,35294118;0;2,352941176;75,31764706
Galician;593;85;0;chocolate;100;0;0;77,75294118
Galician;594;85;1,793200171;xeringa;47,05882353;1,176470588;3,529411765;70,27058824
Galician;595;85;0,165427034;cubo;94,11764706;0;3,529411765;71,2
Galician;597;85;2,138450714;fiestra;23,52941176;0;2,352941176;76,82352941
Galician;599;85;0;nube;98,82352941;0;1,176470588;75,77647059
Galician;601;85;0,530980922;koala;89,41176471;1,176470588;0;60,43529412
Galician;603;85;1,257730787;cemiterio;51,76470588;0;0;68,64705882
Galician;605;85;0,41381685;arpa;90,58823529;0;1,176470588;62,58823529
Galician;606;85;0,222284831;gato;95,29411765;0;1,176470588;76,54117647
Galician;607;85;1,230231502;xersei;63,52941176;0;1,176470588;74,12941176
Galician;608;85;0,97779457;preservativo;55,29411765;2,352941176;3,529411765;67,90588235
Galician;609;85;1,493725283;estoxo;50,58823529;1,176470588;3,529411765;71,47058824
Galician;610;85;0;mel;100;0;0;76,77647059
Galician;611;85;0,878360939;planta;69,41176471;0;1,176470588;75,81176471
Galician;612;85;1,507961073;ra;62,35294118;0;1,176470588;72,02352941
Galician;614;85;0,946520222;raíña;63,52941176;0;0;67,38823529
Galician;616;85;0,276195428;galleta;94,11764706;1,176470588;0;73,78823529
Galician;617;85;0,701844991;aeroporto;85,88235294;0;0;73,87058824
Galician;618;85;0,557081908;xabón;78,82352941;3,529411765;5,882352941;73,12941176
Galician;621;85;0,160823021;tanque;97,64705882;0;0;59,91764706
Galician;623;85;1,597770405;cárcere;48,23529412;1,176470588;2,352941176;65,6
Galician;624;85;0,322756959;burro;94,11764706;0;0;70,56470588
Galician;625;85;0,993174614;zorra;22,35294118;2,352941176;1,176470588;58,97647059
Galician;626;85;0;piano;98,82352941;0;1,176470588;71,31764706
Galician;627;85;0;salchicha;100;0;0;68,12941176
Galician;628;85;0,371232327;bufanda;91,76470588;0;1,176470588;73,14117647
Galician;633;85;1,284906164;funil;25,88235294;1,176470588;1,176470588;65,89411765
Galician;634;85;1,188376372;dinamita;56,47058824;0;5,882352941;56,96470588
Galician;636;85;0;ovella;100;0;0;72,42352941
Galician;637;85;0;oso;100;0;0;70,27058824
Galician;640;85;0,721928095;cacto;20;0;0;68,61176471
Galician;644;85;0,553694818;abrigo;88,23529412;0;3,529411765;74,69411765
Galician;645;85;0,276195428;escopeta;94,11764706;0;1,176470588;64,8
Galician;649;85;0;ambulancia;100;0;0;72,37647059
Galician;650;85;0;esponxa;89,41176471;4,705882353;5,882352941;65,54117647
Galician;651;85;0,276195428;sopa;94,11764706;0;1,176470588;74,07058824
Galician;652;85;0,491237342;noria;88,23529412;0;1,176470588;65,32941176
Galician;653;85;0,726664517;paraugas;78,82352941;0;1,176470588;76,51764706
Galician;654;85;0,591672779;lapis;84,70588235;0;1,176470588;76,92941176
Galician;656;85;0,276195428;pila;94,11764706;0;1,176470588;74,2
Galician;657;85;0;medalla;100;0;0;67,63529412
Galician;659;85;0,857436329;radio;77,64705882;0;1,176470588;73,28235294
Galician;661;85;0,167026804;caixón;92,94117647;0;4,705882353;76,36470588
Galician;662;85;0,929077141;pelicano;11,76470588;1,176470588;4,705882353;56,74117647
Galician;663;85;0,163860513;columna;95,29411765;0;2,352941176;69,55294118
Galician;666;85;0;café;100;0;0;77,03529412
Galician;668;85;1,123197461;polo;54,11764706;2,352941176;2,352941176;72,03529412
Galician;669;85;0,160823021;piloto;97,64705882;0;0;66,15294118
Galician;671;85;0,276195428;tirantes;94,11764706;0;1,176470588;64,54117647
Galician;672;85;0,956591182;abella;78,82352941;0;7,058823529;71,68235294
Galician;673;85;0,995102271;garfo;45,88235294;0;0;73,89411765
Galician;675;85;0,879353412;muíño;80;0;0;70,35294118
Galician;676;85;0,428069629;bastón;85,88235294;0;5,882352941;69,43529412
Galician;677;85;0,930812998;mapa;72,94117647;1,176470588;1,176470588;73,23529412
Galician;678;85;0,163860513;corno;95,29411765;0;2,352941176;67,61176471
Galician;680;85;0;arco;98,82352941;0;1,176470588;63,45882353
Galician;681;85;0,867629312;foguete;28,23529412;0;2,352941176;62,51764706
Galician;682;85;0,92594006;pingüín;34,11764706;0;0;65,27058824
Galician;683;85;0,167026804;caravana;92,94117647;1,176470588;3,529411765;66,78823529
Galician;687;85;0;camisa;100;0;0;74,21176471
Galician;689;85;1,612877247;acuario;43,52941176;0;2,352941176;68,04705882
Galician;690;85;0,665221094;sombreiro;87,05882353;0;0;71,71764706
Galician;691;85;0,783188249;home;81,17647059;0;3,529411765;76,28235294
Galician;692;85;0;cereixa;98,82352941;0;1,176470588;74,58823529
Galician;693;85;0,92594006;árbore;65,88235294;0;0;77,42352941
Galician;694;85;1;abrazo / aperta;48,23529412;0;3,529411765;76,49411765
Galician;697;85;1,039610675;pexego;64,70588235;0;3,529411765;73,24705882
Galician;698;85;1,173702624;pendente;54,11764706;0;1,176470588;72,44705882
Galician;699;85;0,16232618;telescopio;96,47058824;0;1,176470588;64,45882353
Galician;700;85;1,367813909;gran ;28,23529412;0;3,529411765;69,43529412
Galician;701;85;1,813853781;engurras;17,64705882;1,176470588;2,352941176;66,65882353
Galician;702;85;0,16232618;extintor;96,47058824;0;1,176470588;67,30588235
Galician;707;85;0,220283267;can;96,47058824;0;0;79,16470588
Galician;708;85;1,137080034;mono;50,58823529;0;2,352941176;66,95294118
Galician;709;85;0,997049401;nadador;76,47058824;0;1,176470588;71,50588235
Galician;710;85;1,427455814;médico;45,88235294;0;2,352941176;76,04705882
Galician;711;85;1,273272148;cortacéspede;50,58823529;0;2,352941176;64,77647059
Galician;715;85;0,905928216;billar;67,05882353;0;1,176470588;67,85882353
Galician;717;85;0;acordeón;98,82352941;1,176470588;0;65,68235294
Galician;718;85;0;pantalón;100;0;0;75
Galician;720;85;0,843758206;papaventos;25,88235294;2,352941176;2,352941176;67,03529412
Galician;724;85;0,943256688;balea;70,58823529;1,176470588;3,529411765;66,95294118
Galician;726;85;0,963651274;camareiro;61,17647059;0;0;75,21176471
Galician;727;85;0;mangueira;98,82352941;0;1,176470588;71,22352941
Galician;729;85;0,806583102;estatua;75,29411765;0;0;69,43529412
Galician;730;85;0;cociña;100;0;0;77,37647059
Galician;732;85;0,782134966;pelota;82,35294118;1,176470588;1,176470588;71,49411765
Galician;733;85;1,312333528;lentes;38,82352941;0;0;77,91764706
Galician;734;85;0;lavadora;96,47058824;1,176470588;2,352941176;75,49411765
Galician;736;85;1,600811516;mago;60;0;4,705882353;62,65882353
Galician;740;85;0,764164576;pescador;84,70588235;0;0;70,10588235
Galician;741;85;0,645664685;caramelo;87,05882353;0;1,176470588;73,81176471
Galician;743;85;1,051596332;espantallo;71,76470588;0;0;65,70588235
Galician;745;85;0;pozo;100;0;0;70,07058824
Galician;746;85;0,487369571;birlo;10,58823529;0;0;62,75294118
Galician;747;85;0,226410948;bañeira;92,94117647;0;3,529411765;74,24705882
Ukranian;1;80;0,466370366;миша;88,75;0;3;91,63218391
Ukranian;4;80;1,533983603;церква;57,5;1;3;88,66666667
Ukranian;5;80;1,155523946;плече;70;0;4;92,26436782
Ukranian;6;80;0,785633907;підборіддя;83,75;0;3;92,13793103
Ukranian;7;80;0,503183732;фея;92,5;0;0;91,10344828
Ukranian;8;80;0,035612729;нога;97,5;0;2;91,16091954
Ukranian;9;80;0,944158615;душ ;63,75;0;1;89,16091954
Ukranian;11;80;1,440750412;бургер ;56,25;0;0;88,36781609
Ukranian;12;80;0,017920505;русалка;98,75;0;1;87,43678161
Ukranian;14;80;0;халат;100;0;0;86,09195402
Ukranian;15;80;0;лев;100;0;0;89,42528736
Ukranian;16;80;0,301612646;мисливець;87,5;0;8;91,7816092
Ukranian;17;80;1,718607417;диявол;42,5;0;3;87,27586207
Ukranian;19;80;0,566131238;індик;88,75;0;1;88,85057471
Ukranian;20;80;0;скелет;100;0;0;90,34482759
Ukranian;21;80;0,053073746;боксер;96,25;0;3;87,64367816
Ukranian;23;80;0,485003425;велосипед;88,75;0;1;87,25287356
Ukranian;24;80;0;кістка;100;0;0;86,13793103
Ukranian;26;80;0,514277091;цибуля;91,25;0;0;90,77011494
Ukranian;28;80;0,186121948;мікроскоп;96,25;1;0;82,26436782
Ukranian;29;80;0,087290067;ковбой;93,75;0;5;87,17241379
Ukranian;30;80;0,447487196;ферма;90;0;3;91,56321839
Ukranian;32;80;0,035612729;корона;97,5;0;0;85,56321839
Ukranian;35;80;0;вухо;100;0;0;90,33333333
Ukranian;38;80;0,017920505;павук;98,75;0;1;91,1954023
Ukranian;39;80;1,15425166;кишеня;60;0;4;90,68965517
Ukranian;42;80;0;груша;100;0;0;93,26436782
Ukranian;43;80;1,659503524;розчіска;42,5;1;0;91,74712644
Ukranian;46;80;0,220338269;викрутка;93,75;2;1;82,49425287
Ukranian;47;80;0,203348755;пустеля;95;0;2;90,13793103
Ukranian;48;80;1,536493337;пожежник;58,75;0;5;91,50574713
Ukranian;52;80;0,999020795;пила;55;0;2;85,40229885
Ukranian;53;80;0,017920505;пакет;98,75;0;1;91,65517241
Ukranian;55;80;0;тінь;100;0;0;82,1954023
Ukranian;56;80;0,035612729;лікоть;97,5;0;2;92,17241379
Ukranian;57;80;0,220338269;замок;93,75;0;3;88,65050144
Ukranian;61;80;0,927869355;газета;77,5;1;4;4
Ukranian;62;80;0,922347533;oса;76,25;0;0;0
Ukranian;63;80;0,203348755;балкон;95;0;2;2
Ukranian;64;80;0,017920505;ґудзик;98,75;0;1;1
Ukranian;66;80;1,537251394;дах;63,75;0;6;6
Ukranian;67;80;0,017920505;диван;98,75;0;1;1
Ukranian;68;80;0,507410964;свічка;88,75;0;0;0
Ukranian;69;80;0;банан;100;0;0;0
Ukranian;70;80;0,269850986;оркестр;90;1;5;5
Ukranian;71;80;0,49474505;кубок;86,25;0;6;6
Ukranian;72;80;0,168660931;сир;97,5;0;0;0
Ukranian;73;80;0,402899189;хвиля;90;1;3;3
Ukranian;74;80;0;трактор;100;0;0;0
Ukranian;75;80;1,177869355;кулька;77,5;0;0;0
Ukranian;76;80;0,679591433;броколі;88,75;0;0;0
Ukranian;77;80;0,035612729;верблюд;97,5;0;2;2
Ukranian;78;80;0;ключ;100;0;0;0
Ukranian;79;80;0,035612729;клавіатура;97,5;0;2;2
Ukranian;80;80;1,566619478;гелікоптер;38,75;0;0;0
Ukranian;81;80;0,628110137;м’ясо;82,5;1;7;7
Ukranian;82;80;1,205257545;парк;57,5;0;2;2
Ukranian;83;80;0,535858818;серце;88,75;0;2;2
Ukranian;84;80;0,017920505;маска;98,75;1;0;0
