CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_MEAN	ENGLISH_DUNNO	LINE_IN_SOURCE
2532	TORNADO	tornado	4.53	0	32618
2534	DEPTH	depth	3.11	0	8247
2537	LENGTH	length	4.07	0	18482
2538	TRENCH (FOSSE)	trench	4.46	0	32955
2539	PIT (POTHOLE)	pit	4.68	0	23747
2540	LIME (MATERIAL)	lime	4.96	0	18660
2541	MIRACLE	miracle	1.96	0	20131
2542	HERB	herb	4.57	1	14781
2543	RAVEN	raven	4.86	0	25659
2544	SHEPHERD	shepherd	4.67	0	28580
2546	BORDER	border	4.29	0	3401
2547	CITY	city	4.79	1	5106
2548	BARREL	barrel	4.86	0	2354
2549	VEHICLE	vehicle	4.64	0	35524
255	SERVANT	servant	4.64	0	28364
2553	MISERY	misery	2.04	0	20203
2554	PRINCE (RULER)	prince	4.44	0	24690
2555	OIL (FROM PLANTS)	vegetable oil	4.93	0	39774
256	FOOD	food	4.8	0	12430
2562	SEX (GENDER)	sex	4.1	0	28411
2564	PIGLET	piglet	4.93	0	23653
2568	BAKER	baker	4.71	0	2194
2569	BUTCHER	butcher	4.65	0	4023
257	WORSHIP	worship	2.62	0	36810
2570	BEEF	beef	4.74	0	2552
2571	TRY (TEST)	test	3.93	0	32062
2572	SENSE (PERCEIVE BY SENSES)	sense	2.61	0	28272
2573	FEELING (EMOTION)	emotion	2.44	0	10328
2576	ALREADY	already	1.64	0	880
2577	YET	yet	1.39	0	36965
2578	PENCIL	pencil	4.88	0	23201
2579	TOOTHBRUSH	toothbrush	5	0	32576
258	CALM	calm	2.83	0	4151
2580	HELICOPTER	helicopter	4.62	0	14724
2581	OCTOPUS	octopus	5	0	21926
2584	BENCH	bench	4.87	0	2659
2586	SEAHORSE	sea horse	4.83	0	39219
2587	DARTS	dart	4.9	0	7564
2588	GLOBE	globe	4.59	0	13549
2589	WREATH	wreath	4.93	1	36850
2590	HARMONICA	harmonica	4.9	1	14468
2591	RHINOCEROS	rhinoceros	4.75	1	27003
2592	IGLOO	igloo	4.73	0	15658
2594	DOMINOES	dominoes	4.66	0	9452
2595	CACTUS	cactus	5	0	4092
2596	ESCALATOR	escalator	5	0	10763
2597	HARP	harp	4.85	0	14481
2599	STETHOSCOPE	stethoscope	4.86	0	30487
26	UNPLEASANT	unpleasant	1.91	0	34652
2600	PYRAMID	pyramid	4.96	0	25287
2601	UNICORN	unicorn	3.62	0	34316
2602	FUNNEL	funnel	4.52	0	13035
2603	ACCORDION	accordion	4.86	1	203
2604	NOOSE	noose	4.52	0	21610
2605	ASPARAGUS	asparagus	4.96	0	1675
2606	COMPASS	compass	4.66	0	5786
2607	TRIPOD	tripod	4.72	0	33033
2617	BULB	bulb	4.93	1	3874
2618	CAMERA	camera	5	0	4166
2619	CARD	card	4.9	0	4301
2620	CARRIAGE	carriage	4.86	1	4373
2621	CURTAIN	curtain	4.82	0	7393
2622	ENGINE	engine	4.86	0	10486
2623	FLAG	flag	4.79	0	12091
2624	FRAME	frame	4.3	0	12753
2625	MAP	map	4.93	0	19386
2626	NERVE	nerve	3.89	0	21113
2627	ORANGE (FRUIT)	orange	4.66	0	22149
2628	PLANT STEM	stem	4.63	0	30437
2629	TRAY	tray	4.74	0	32917
263	HERDSMAN	herdsman	4.11	1	14793
2630	WHIP	whip	4.68	0	36323
2631	WIRE	wire	4.72	0	36557
2638	FISHING	fishing	4.3	8	12040
2640	LARVA	maggot	4.97	0	19179
2643	INK	ink	4.56	0	16779
265	FOWL	fowl	4.64	1	12717
2651	BE IGNORANT	ignorant	1.62	0	15665
2656	MIDNIGHT	midnight	3.14	0	19978
2657	LADLE	ladle	4.9	0	18129
2658	COAL	coal	4.66	0	5377
2662	TOENAIL	toenail	4.86	0	32504
2663	UMBILICAL CORD	umbilical cord	4.86	0	39755
2664	SCAB	scab	4.71	0	27702
2665	WART	wart	4.89	0	35996
2666	SOLE (FOOT)	sole	4.11	0	29600
2667	TORSO	torso	4.83	0	32626
2668	SKELETON	skeleton	4.97	0	29024
2669	POINT (WITH FINGER)	point	3.39	0	24005
2670	ACROSS	across	3.07	0	297
268	DRIBBLE	dribble	3.83	0	9670
2680	MACHETE	machete	4.82	0	19144
2685	CARP (FISH)	carp	4.62	0	4361
269	COOKED	boiled	3.89	0	3268
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	2.04	0	27655
27	AIR	air	4.11	0	694
270	JUG	jug	4.96	0	17804
2704	FADE (LOOSE COLOR)	fade	2.48	0	11459
2705	INHALE	inhale	3.84	0	16729
2706	GNAW	gnaw	3.86	0	13608
2708	TALK	talk	4.07	0	31692
2709	FLATTER	flatter	2.14	0	12161
271	SAUCER	saucer	4.79	0	27664
2712	GET DIZZY	dizzy	2.59	0	9360
2715	DESPISE	despise	2.12	0	8353
2717	STEEP	steep	3.76	0	30423
272	TONGS	tongs	5	0	32554
273	DOUGH	dough	4.79	0	9528
274	KNEAD	knead	3.89	0	18015
275	PEEL	peel	4.61	0	23170
2753	UNTIL	until	1.33	0	35127
2754	TOWARDS	towards	2.79	0	32679
2755	BUSY	busy	2.41	0	4016
2756	IDLE	idle	2.79	0	15644
2758	CAREFUL	cautious	1.81	0	4522
2759	RECOMMEND	recommend	1.74	0	25904
2762	BLOCK (THE WAY)	obstruct	2.46	0	21877
2765	CHERRY	cherry	4.62	0	4849
2766	WATERMELON	watermelon	4.89	0	36071
2769	PORK	pork	4.79	0	24152
277	SPINDLE	spindle	4.92	1	29967
2770	JACKET	jacket	4.86	0	17596
2771	SHAWL	shawl	5	2	28536
2772	KITCHEN KNIFE	chopper	4.07	0	4970
2773	FINGERTIP	fingertip	4.93	2	11969
2774	LITTLE FINGER	little finger	4.7	0	38543
278	AWL	awl	3.81	4	2035
2783	SCALES (MEASURE INSTRUMENT)	scale	4.39	0	27715
2789	BURP	burp	4.34	0	3981
279	THATCH	thatch	3.83	3	32105
2795	MOSQUITO NET	mosquito net	4.93	0	38679
2797	SESAME	sesame	4.5	0	28377
28	MOISTEN	moisten	3.48	0	20374
2804	AMULET	amulet	4	1	1012
2805	BIRTH (ACCOUCHEMENT)	birth	4.46	0	2894
2806	BLACK MAN	negro	4.3	0	21091
2808	BLACKEN	blacken	3.43	1	2944
2809	BLUEBERRY	blueberry	4.96	0	3166
281	POST	pole	4.66	0	24031
2810	BREASTBONE	breastbone	4.33	0	3628
2811	BUSHFIRE	bushfire	4.75	1	3994
2814	CUTTLEFISH	cuttlefish	4.23	3	7443
2815	DIALECT	dialect	2.67	0	8531
2816	ECHO	echo	3.64	0	9984
2817	EMU	emu	4.79	0	10368
2818	FORD (CROSSING)	ford	4.19	2	12508
2819	GRASSLAND	meadow	4.86	0	19601
2821	JEALOUS	jealous	2.17	0	17658
2824	KNUCKLE	knuckle	4.93	0	18071
2826	LIE (FALSEHOOD)	untruth	2.21	0	35160
2827	MENSTRUATE	menstruate	3.74	0	19777
2828	MOTH	moth	4.69	0	20581
2829	MUSSELS	mussel	4.69	0	20830
2830	OYSTERS	oyster	4.85	0	22670
2831	PENGUIN	penguin	5	0	23217
2833	RUM	rum	4.93	0	27380
2834	SCROTUM	scrotum	4.87	0	27960
2836	STARLIGHT	starlight	4.34	1	30325
2837	SWAN	swan	4.96	0	31412
2838	TAME	tame	2.04	0	31708
284	HOE	hoe	4.74	2	14985
2841	WOMBAT	wombat	4.48	3	36658
2843	CAULIFLOWER	cauliflower	5	0	4502
2845	SIZE (OF OBJECT)	size	3.13	0	29008
2851	AUGUST	august	3.04	1	1914
2860	BOLT (MOVE IN HASTE)	rush	2.9	0	27410
2861	BUDGE (ONESELF)	budge	2.65	2	3850
2862	CONNECT	connect	2.88	0	6187
2863	DASH (OF VEHICLE)	dash	3.39	0	7570
2864	DECREASE	decrease	2.68	0	7814
2865	DIE (FROM ACCIDENT)	perish	3.22	0	23325
2867	CALCULATE	calculate	2.74	0	4120
2869	BOTHER (HARASS)	bother	2	0	3435
287	CONE	cone	4.86	0	6044
2870	RECOGNIZE (SOMEBODY)	recognize	2.07	0	25895
2872	IMPROVE (SOMETHING)	improve	1.82	0	15999
2877	RUSTLE (OF LEAVES)	rustle	2.96	0	27419
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	3.7	0	29716
288	FORGE	forge	4.04	0	12580
2880	HALT (STOP)	stop	3.68	0	30611
2881	URGE (SOMEONE)	urge	1.93	0	35344
2882	ADD	add	3	0	341
2883	DISTURB	disturb	3.04	0	9286
2884	HANG	hang	3.7	1	14386
2885	HERD (SOMETHING)	herd	4.11	0	14790
2886	PRODUCE	produce	3.31	0	24783
2887	THAW (DEW)	thaw	3.8	0	32108
2888	TINKLE	tinkle	3.52	0	32442
2889	TWINKLE	sparkle	3.81	0	29811
289	MOLD	mold	4.85	0	20384
2891	TIE UP (TETHER)	tether	3.67	0	32079
2892	MAKE ANGRY (ANNOY)	annoy	1.93	0	1143
2893	NOTICE (SOMETHING)	notice	3.3	0	21681
2894	TUMBLE (FALL DOWN)	tumble	3.89	22	33156
2896	CAUSE TO (LET)	let	2.26	0	18509
2897	CHIME (ACTION)	chime	4.4	0	4904
2898	CONVEY (A MESSAGE)	convey	1.72	0	6522
2899	JOG (SOMETHING)	jog	3.63	0	17724
29	GELD	castrate	3.82	1	4430
2900	PROTECT	protect	2.86	0	24974
2902	BRAWL (FIGHT)	brawl	3.63	0	3586
2903	CHAT (WITH SOMEBODY)	chat	3.66	0	4761
2904	RINSE	rinse	4.1	0	27091
2905	KNIT	knit	4.41	0	18037
2906	TRANSLATE	translate	2.69	0	32845
2907	ROT	decay	3.89	0	7711
2909	PREPARE	prepare	2.36	0	24525
2911	BACKWARD	backward	3.41	0	2138
2912	FORWARD	forward	2.66	0	12681
2914	ONCE (IN THE PAST)	formerly	1.9	0	12626
2916	INSTANTLY (IMMEDIATELY)	instantly	2.44	0	16952
2919	STILL (CONTINUING)	still	3.46	0	30520
292	RUG	rug	4.79	0	27367
2920	SUDDENLY	suddenly	1.84	1	31069
2921	THEN	then	1.44	2	32127
2924	A LITTLE	bit	3.27	0	2916
2925	HITHER (HERE TO)	hither	2.17	3	14958
2926	HARDLY	hardly	1.62	0	14443
2927	FROM HERE	hence	1.41	0	14771
2929	BENEFIT	benefit	2.25	0	2678
2930	BOSS	boss	3.83	0	3421
2931	BUSINESS	business	3.28	0	4001
2932	COLD (CHILL)	chill	2.89	0	4896
2933	CONVERSATION	conversation	3.28	0	6505
2934	CUCKOO	cuckoo	4.42	2	7291
2935	CURRENT (STREAM)	current	3.16	1	7376
2936	ELEVATION	elevation	3.79	0	10206
2937	FAIRY TALE	fairy tale	2.96	0	37919
2938	FLAVOR	flavor	3.55	0	12180
2939	FLOCK (OF ANIMALS)	flock	4.67	0	12261
2940	GATE	gate	4.96	0	13218
2941	HAPPINESS	happiness	2.6	0	14411
2943	BUNDLE	bundle	4.22	0	3928
2945	COUNT (QUANTITY)	quantity	2.97	0	25335
2946	CRADLE	cradle	4.93	0	6942
2947	DAMAGE (INJURY)	damage	3.2	0	7500
2948	GAP (DISTANCE)	gap	3.92	0	13156
2949	LAIR	lair	3.76	0	18143
295	WHETSTONE	whetstone	4.68	1	36301
2950	MEANING	meaning	1.85	0	19616
2951	POUCH	pouch	4.5	0	24285
2952	SLAB	slab	4.29	0	29104
2953	SLEEVE	sleeve	4.84	0	29181
2954	SLICE	slice	3.85	0	29191
2955	STATE (POLITICS)	state	3.52	0	30347
2956	TUBE	tube	4.82	0	33141
2957	WARE	ware	3.54	4	35957
2958	LAUGHTER	laughter	4.22	0	18284
2959	LEASH	leash	4.89	0	18384
296	CROUCH	crouch	4.27	0	7185
2960	LONGING (WISH)	desire	1.7	0	8330
2961	MESSAGE	message	3.97	0	19830
2963	NET	net	4.53	0	21121
2964	NEWS	news	3.41	0	21193
2965	PAW	paw	4.3	0	23085
2966	PERCH (FISH)	perch	4.1	0	23274
2967	PIKE (FISH)	pike	4.25	1	23661
2968	REASON	reason	1.93	0	25755
2969	RIBBON	ribbon	4.89	0	27013
297	CROOKED	crooked	3.79	0	7142
2970	RIDDLE	riddle	2.5	0	27030
2971	SIN	sin	1.85	0	28937
2973	STRAP	strap	4.79	0	30688
2974	SWARM (OF BIRDS)	swarm	3.97	0	31417
2975	THOUGHT	thought	1.97	0	32247
2976	VIOLENCE	violence	3.07	0	35714
2977	WORKER	worker	4.59	0	36750
2978	DISTANCE	distance	3.17	0	9211
298	SHRIEK	shriek	3.97	0	28755
2980	AREA	area	3.72	0	1514
2981	ITEM	item	4.41	0	17574
2982	GIFT	gift	4.56	0	13418
2983	COMPANIONSHIP	company	4.11	0	5771
2984	HEAP	heap	3.9	0	14625
2985	HEIGHT	height	3.86	0	14712
2986	CAMPFIRE	campfire	4.79	0	4175
2987	AMOUNT	amount	2.74	0	993
2988	PATTERN	pattern	3.92	1	23071
2989	FRINGE	fringe	3.38	1	12892
299	SCOLD	scold	3.07	0	27844
2990	SACK	sack	4.84	0	27437
2991	SKI	ski	4.63	0	29040
2992	TIP (OF OBJECT)	tip	4.5	0	32452
2993	STROKE (OF PEN)	stroke	4.1	0	30780
2995	TONE (MUSIC)	tone	3.07	0	32548
2996	WEALTH	wealth	2.63	0	36119
2997	COLORFUL	colorful	3.78	0	5600
2998	DAMP	damp	3.81	0	7512
2999	EVERYWHERE	everywhere	2	0	10913
3	BRAVE	brave	2.26	0	3579
300	RATTLE	rattle	4.07	0	25644
3001	POWERFUL	powerful	2.17	0	24309
3002	PRECIOUS	precious	2	0	24379
3003	SOLID	solid	4.42	0	29611
3004	FORMER	former	2.18	0	12625
3005	FAMILIAR	familiar	2.03	0	11528
3006	SPACE (AVAILABLE)	space	3.54	0	29775
301	CHIEFTAIN	chief	4.26	0	4873
3011	GRUB	grub	3.86	0	14057
302	CLAN	clan	3.46	1	5141
3020	BREAK (BREAKING)	burst	3.1	0	3986
3025	BARN OR SHED	barn	4.79	0	2342
3026	CONJUNCTIVITIS	conjunctivitis	3.75	0	6181
3028	GRAVEL	gravel	5	0	13865
303	ABSTAIN FROM FOOD	abstain	2.38	0	110
3032	STARFISH	starfish	4.9	0	30315
3033	SCARED	scared	2.5	0	27754
304	PREACH	preach	3.37	0	24351
3044	BOVINE	bovine	3.93	2	3480
3046	FODDER	fodder	3	3	12388
3049	COURAGE	courage	1.52	0	6849
305	GRANDPARENTS	grandparent	4.03	0	13805
3050	SEEDLING	seedling	4.56	2	28138
3053	TIGHT	tight	3.87	0	32381
3055	SWINDLE	cheat	2.23	0	4783
3057	FLAIL	flail	3.79	1	12104
3058	GRAZE	graze	3.52	0	13884
3059	MALARIA	malaria	3.93	0	19256
3060	PHEASANT	pheasant	4.75	0	23488
3061	PHLEGM	phlegm	4.48	1	23510
3062	TURNIP	turnip	4.79	0	33203
3064	RUST	rust	4.52	0	27414
3065	SADDLE	saddle	4.85	8	27457
3066	SCARF OR TURBAN	scarf	4.97	0	27755
3069	FALSE	false	2.36	0	11514
307	HAWK	hawk	4.93	0	14534
3071	INSERT	insert	2.57	0	16888
3072	MISPLACE	lose	2.25	0	18968
3073	MANAGE	manage	2	0	19301
3074	FIX	fix	2.93	0	12068
3075	SLANTED	slanting	3.2	0	29123
3076	SLOPE	slope	4.07	0	29246
3078	IRRIGATE	irrigate	3.53	0	17528
308	TOUCAN	toucan	4.66	0	32651
3080	SPLIT OPEN	crack	4.53	0	6928
3083	BALLOON	balloon	4.92	0	2223
3084	BLACKBOARD	blackboard	4.72	1	2943
3085	CARROT	carrot	5	0	4377
3086	COMPUTER	computer	4.93	0	5910
3087	PACIFIER	dummy	3.96	0	9810
3088	ENVELOPE	envelope	4.93	0	10639
3089	GIRAFFE	giraffe	4.73	1	13455
309	OPOSSUM	opossum	4.93	0	22097
3090	GUITAR	guitar	4.9	0	14141
3091	LEMON	lemon	5	0	18475
3092	LIGHTER	lighter	4.53	0	18620
3093	LIPSTICK	lipstick	4.9	0	18728
3094	PAINTBRUSH	paintbrush	4.79	0	22732
3095	POSTMAN	postman	4.74	0	24232
3096	RACKET	racket	4.26	0	25454
3097	SEWING MACHINE	sewing machine	5	0	39255
3098	SNOWMAN	snowman	4.64	0	29495
3099	SOFA	sofa	4.9	0	29570
31	PAN	pan	4.86	0	22777
3100	SUNGLASSES	sunglasses	4.83	0	31180
3101	SWING	swing	4.54	0	31487
3102	TANK	tank	4.8	0	31729
3103	TENNIS BALL	tennis ball	5	0	39633
3104	THERMOMETER	thermometer	4.96	0	32170
3105	UMBRELLA	umbrella	5	0	33350
3106	WARDROBE	wardrobe	4.67	0	35956
3110	CLAP	clap	4.16	0	5149
3111	CONDUCT	conduct	2.08	0	6035
3112	ERUPT	erupt	3.7	0	10757
3114	GRATE (SOMETHING)	grate	4.82	0	13846
3116	HATCH (OUT)	hatch	4.46	0	14508
3117	HITCHHIKE	hitchhike	3.44	0	14956
3119	MASSAGE (SOMEBODY)	massage	4.18	0	19492
3120	MOP (SOMETHING)	mop	4.97	0	20526
3121	OPERATE (MEDICINE)	operate	3	0	22080
3123	PHOTOGRAPH (SOMETHING)	photograph	4.89	0	23550
3128	SHOWER (ACTION)	shower	4.89	0	28728
3129	SKATE	skate	4.56	0	29016
3130	SPILL (SOMETHING)	spill	4.07	1	29959
3131	SUNBATHE	sunbath	4.17	0	31157
3132	SURF	surf	4.57	0	31319
3134	TYPE (ON SOMETHING)	type	3.3	0	33287
3135	VACUUM (SOMETHING)	vacuum	4.22	0	35410
3137	OAR	oar	4.84	0	21792
3138	STRAWBERRY	strawberry	5	0	30701
3139	LADYBUG	ladybug	4.92	0	18132
3140	VEST	vest	4.52	0	35617
3141	TAMBOURINE	tambourine	4.86	1	31707
3142	BISON	bison	4.68	0	2912
3143	POLAR BEAR	polar bear	5	0	38935
3144	GORILLA	gorilla	4.97	0	13706
3145	HIPPOPOTAMUS	hippopotamus	4.93	0	14936
3146	CHEETAH	cheetah	4.7	0	4833
3147	HAMSTER	hamster	4.86	0	14322
3148	MEERKAT	meerkat	5	1	19699
3149	ARMLET	armband	4.67	0	1545
3153	LORD	lord	3.04	0	18962
3160	SLAP	slap	4.72	0	29124
3167	SERMON	sermon	3.34	0	28354
3168	DOWRY	dowry	3.29	0	9573
3169	TREATY	treaty	3.07	0	32937
317	PIRANHA	piranha	4.76	1	23739
3171	RINGWORM	ringworm	4.5	0	27089
3172	SCABIES	scabies	4.24	0	27707
3174	WAKE UP (SOMEONE)	wake	3.11	1	35907
3176	RACK (FOR STORING FOOD)	rack	4.48	0	25453
3179	CORAL ROCK	coral	4.4	1	6603
318	FOOTPRINT	footprint	4.37	0	12467
3181	MUSTARD	mustard	4.93	0	20835
3188	MIGHTY OR POWERFUL OR STRONG	mighty	2.61	0	20002
319	LICK	lick	4.52	0	18579
3193	CROSSBOW	crossbow	4.77	0	7157
3197	SUSPICION	suspicion	1.62	0	31386
32	EARWAX	earwax	4.87	0	9941
320	LAME	lame	2.52	0	18150
3200	COUNTRYSIDE	countryside	4.48	0	6838
3202	CANNON	cannon	4.79	0	4223
3204	INSULT	insult	2.79	0	17004
321	CHEW	chew	3.93	0	4858
3213	HIRE OR RENT	hire	3.11	0	14940
3215	CREEP	creep	3.38	0	7051
322	FIG	fig	4.97	1	11888
3222	TWIG	twig	4.75	1	33253
3224	WRING	wring	4	3	36872
323	FAT (ORGANIC SUBSTANCE)	fat	4.52	0	11621
3230	DECEIVE	deceive	1.68	0	7722
3231	DEITY	deity	2.33	1	7979
3232	PELT	pelt	4.1	1	23191
3243	CYPRESS	cypress	4.76	3	7469
3247	KIWIFRUIT	kiwi	4.86	0	18006
3248	MAPLE TREE	maple	4.46	0	19387
325	FELT	felt	3.04	0	11758
3252	PANCREAS	pancreas	4.79	0	22781
3257	CLITORIS	clitoris	4.93	0	5285
3258	FALCON	falcon	4.9	0	11501
326	CLOAK	cloak	4.71	0	5286
3260	HORNBILL	hornbill	3.91	4	15165
3261	HORNET	hornet	4.96	0	15167
3262	HORSEFLY	horsefly	4.97	0	15190
3263	LAP	lap	4.11	0	18210
3267	PULSE	pulse	4.19	0	25162
3268	QUESTION	question	3.36	0	25380
3269	PORCH	veranda	4.54	4	35573
327	PONCHO	poncho	4.97	0	24100
3274	ENCIRCLE	surround	2.81	0	31356
3276	SUNSHINE	sunshine	4.21	0	31196
3279	MANTIS	mantis	4.85	1	19374
3280	TUSK	tusk	4.76	0	33219
3282	GROOM	groom	4.54	0	14000
3283	CAGE	cage	5	0	4106
3284	GRAVEYARD	cemetery	4.93	0	4573
3287	BLOOM	bloom	4	1	3127
3288	WEED	weed	4.9	0	36180
329	STOCKING	stocking	4.86	0	30570
3299	KIND	kind	2.07	0	17956
33	NETTLE	nettle	3.88	4	21129
330	HEADBAND	headband	5	0	14562
3300	POLITE	polite	1.85	5	24044
3302	QUARREL (VERB)	argue	2.75	0	1520
3303	PICTURE (PAINTING)	painting	4.59	0	22735
3304	PICTURE (PHOTOGRAPH)	photo	4.93	0	23535
331	HEADDRESS	headdress	4.71	0	14566
3312	SHORT (TIME)	brief	2.38	0	3691
3313	JACKAL	jackal	4.39	1	17594
3314	LYNX	lynx	4.5	0	19128
3317	ELM	elm	4.69	0	10233
332	RAG	rag	4.67	0	25505
3320	SNARE (TRAP)	snare	3.9	0	29413
3325	PEARL	pearl	4.87	1	23126
3327	AUTUMN OR HARVEST SEASON	harvest	4	0	14493
3329	YEARLING (HORSE)	yearling	3.92	1	36939
3330	LENTILS	lentil	4.48	1	18495
3333	BELIEF (RELIGIOUS)	belief	1.19	0	2621
3334	RITE	rite	2.54	2	27120
3336	FUNERAL	funeral	3.83	0	13025
334	COOKHOUSE	cookhouse	4.62	2	6550
3349	WRISTWATCH	wristwatch	4.85	0	36880
3353	SIEVE (TOOL)	sieve	4.59	2	28844
3356	INCENSE	incense	4.04	0	16123
3357	CUPBOARD	cupboard	4.79	0	7341
336	PADLOCK	padlock	4.92	0	22701
3361	OFFICIAL	official	2.54	0	21965
3367	STUTTERER	stutterer	4.16	3	30861
3368	POWDER	powder	4.76	0	24301
337	PITCHFORK	pitchfork	5	0	23752
3375	PATIENT (SICK PERSON)	patient	2.5	0	23047
3376	ROBBER	robber	4.31	0	27168
3377	EMPEROR	emperor	4.35	0	10343
338	RAKE	rake	4.84	0	25545
3380	HUNTING DOG	hound	4.48	0	15251
3382	PEACOCK	peacock	5	0	23119
3384	WEASEL	weasel	4.74	1	36137
3385	ALUMINIUM	aluminum	4.88	0	907
3386	SULPHUR	sulphur	4.23	0	31132
3387	MIDDLE FINGER	middle finger	4.89	0	38648
3388	PLACENTA	placenta	4.79	0	23787
3389	MEASLES	measles	4.69	0	19629
3396	BUILDING	building	4.64	0	3871
3399	WAREHOUSE	warehouse	4.69	0	35958
34	STAIRS	stairs	5	0	30256
340	LASSO	lasso	4.74	0	18245
3401	HENHOUSE	coop	4.46	1	6563
3404	TILE	tile	4.68	0	32391
3405	RULER	ruler	4.66	0	27378
3406	MERCHANDISE	goods	4.26	0	13682
3407	FILE (TOOL)	file	4.41	0	11903
341	SICKLE	sickle	4.88	0	28810
3413	IN THIS WAY	thus	1.36	0	32336
3415	BALDHEAD	baldhead	4.44	0	2207
3416	EVERY (EACH)	each	2.03	0	9893
342	HAY	hay	4.87	0	14536
3423	DRILL	drill	4.4	0	9679
3424	SHEATH	sheath	4.48	0	28542
3425	JOKE	joke	2.9	0	17737
3426	SURNAME	surname	2.79	0	31339
3427	DIRECTION	direction	2.79	0	8705
3429	COMPARE	compare	2.52	0	5779
343	VINE	vine	4.86	0	35703
344	TREE TRUNK	tree trunk	4.97	0	39724
3442	COTTON WOOL	cotton wool	4.92	1	37659
3446	PINK	pink	3.93	0	23712
345	SAP	sap	4.37	0	27613
3452	MUCH	much	1.69	0	20674
3458	SILENCE	silence	3.33	0	28879
3460	BEACH	beach	4.79	0	2454
3466	DANGEROUS	dangerous	2.13	0	7533
3468	KINDNESS	kindness	1.74	0	17967
3469	LEVEL	level	2.86	0	18525
3470	LIAR	liar	3.43	0	18546
3471	OBLIGATION (DUTY)	duty	2.19	0	9858
3475	SUFFICE	suffice	1.72	0	31080
352	UNTIE	untie	3.89	0	35125
353	STRIKE	strike	4.07	0	30751
3533	ONE MILLION	million	2.9	0	20048
3534	BEG	beg	2.96	0	2584
3535	BE DEFEATED	defeated	2.59	0	7860
354	POUND	pound	4.61	0	24291
3545	WATERY	watery	3.93	0	36085
355	CUT DOWN	cut down	3.44	0	37706
3551	FETCH	fetch	3.42	0	11813
3552	GREET	greet	2.96	0	13915
3553	HELLO	hello	2.8	0	14736
3554	GOODBYE	farewell	2.21	0	11576
356	SHEARS	scissors	4.85	0	27839
357	HANG UP	hang up	3.15	0	38248
359	POTTER	potter	4.12	3	24281
3599	BILLION	billion	3.79	0	2808
36	PUBIC HAIR	pubic hair	4.69	0	39010
3602	TRILLION	trillion	2.72	0	33016
3606	STURGEON	sturgeon	4.52	4	30859
3608	WARRIOR	warrior	4.17	0	35994
361	PEG	peg	4.93	0	23186
3610	MALLARD	mallard	4.27	4	19277
3614	PANT	pant	4.38	0	22805
3615	BLEED	bleed	4.4	0	3028
3616	FAINT (PASS OUT)	faint	3.74	0	11471
3617	STUMBLE	stumble	3.75	0	30832
362	STRING	string	4.76	0	30756
3620	SLEEPY	sleepy	2.77	0	29177
3621	DISABLED PERSON	cripple	3.78	0	7108
3624	LEPROSY	leprosy	4.1	0	18500
3625	HEADACHE	headache	3.9	0	14560
3626	KNOW	know	1.68	0	18060
3628	HONOR (SOMEBODY)	honor	1.68	0	15105
3629	HESITATE	hesitate	2.46	0	14834
363	DWELL (LIVE, RESIDE)	dwell	2.62	0	9866
3630	PLAN	plan	3.4	0	23809
3631	PRETEND	pretend	2.11	0	24615
3632	GENEROUS	generous	2.25	0	13301
3633	CURIOUS	curious	1.75	0	7365
3634	STUBBORN	stubborn	2.18	0	30810
3635	ADULT	adult	4.4	0	457
3637	WEAVER	weaver	4.29	0	36151
3638	ASSEMBLE (GET TOGETHER)	assemble	3.67	0	1702
3639	AVOID	avoid	2.41	0	2004
3640	GOSSIP	gossip	3	0	13713
3642	COMPLAIN	complain	2.6	0	5824
3643	AGREE	agree	2.31	0	665
3644	AGREEMENT	agreement	2.22	0	672
3645	PERSUADE	persuade	2.07	0	23411
3646	PROVERB	proverb	2.26	2	25007
3647	TICKLE (SOMEBODY)	tickle	3.85	0	32357
3648	SERVE (SOMEONE)	serve	3.78	0	28365
3649	PUNISH	punish	2.66	0	25192
365	SPLASH	splash	4.19	0	30012
3651	MUSH (FOOD)	mush	3.67	1	20807
3653	COOKING POT	saucepan	4.67	0	27663
3654	TAKE OUT	take out	3.44	0	39585
3659	POLISH (SOMETHING)	polish	4.23	0	24041
366	LIMP	limp	4.15	0	18681
3664	INHERIT	inherit	2.04	0	16737
3665	TRAVEL	travel	3.67	0	32905
3666	WANDER	wander	2.28	0	35940
3667	LOST	lost	2.67	1	18972
367	RIDE	ride	3.75	0	27031
3670	PLUNDER	plunder	3.11	0	23955
3673	MOURNING	mourning	2.17	0	20643
3674	ANTELOPE	antelope	5	0	1184
3675	ZEBRA	zebra	4.86	0	37016
3676	SHREW	shrew	4.07	2	28749
3677	MONGOOSE	mongoose	4.89	1	20432
3679	GROWL	growl	4.3	0	14050
3680	RUMINATE	ruminate	2.19	3	27384
3681	PARTRIDGE	partridge	4	2	22966
3683	CACKLE	cackle	3.63	1	4089
3684	PECK	peck	4.16	0	23139
3685	HISS	hiss	3.6	0	14944
3687	DESERT	desert	4.86	0	8301
3688	MARSH	marsh	4.85	1	19454
3689	BUBBLE	bubble	4.6	0	3822
369	OWE	owe	2.07	0	22640
3690	FULL MOON	full moon	5	0	38117
3691	NEW MOON	new moon	4.28	0	38731
