CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_RT_MEAN	ENGLISH_ZSCORE_MEAN	ENGLISH_ACCURACY_MEAN	LINE_IN_SOURCE
2022	ADMIT	admit	602.4737	-0.2603	1.0000	27304
2023	CROWD	crowd	555.0250	-0.5157	1.0000	32824
2025	PEA	peas	540.7949	-0.6287	1.0000	44240
2027	SOYA	soybean	759.8500	0.7837	0.5526	50254
203	MARRY	marry	536.4865	-0.6526	0.9737	41771
2030	DRAG	drag	539.7838	-0.5990	0.9750	34243
2034	FROST	frost	533.8947	-0.5819	1.0000	36735
2035	POND	pond	516.4474	-0.7430	1.0000	45131
2038	DRAGON	dragon	567.8421	-0.4703	0.9500	34249
2039	MAGPIE	magpie	632.8000	-0.0368	0.9474	41550
204	AGAIN	again	534.1795	-0.6445	0.9750	27377
2040	BUCKWHEAT	buckwheat	748.9167	0.6581	0.3158	30005
2041	HEMP	hemp	677.3750	0.2960	0.8000	38754
2042	WALNUT	walnut	585.3750	-0.2567	1.0000	54663
2043	PEACH	peach	552.2500	-0.5583	1.0000	44213
2045	COLUMN	column	548.9487	-0.4578	0.9750	31856
2046	APRON	apron	572.3947	-0.3738	1.0000	27736
2048	QUILT	quilt	599.2973	-0.1990	0.9500	46147
2049	CONGEE	porridge	573.7222	-0.3977	0.9737	45204
205	TROUGH	trough	720.9688	0.4457	0.8000	53620
2051	DUSTPAN	dustpan	621.3143	-0.0168	0.9000	34602
2052	BUCKET	bucket	578.2368	-0.4376	1.0000	29993
2057	DUNG (ANIMAL FAECES)	dung	603.3939	-0.1230	0.8250	34561
2058	STOOL	stool	558.4250	-0.4417	1.0000	51232
2060	STORY	story	557.0250	-0.4537	1.0000	51272
2062	INTEREST	interest	529.9250	-0.6166	1.0000	39684
2064	SCATTER (SEEDS)	scatter	571.6571	-0.3880	0.9474	47985
2067	STEAM (VERB)	braise	675.6500	0.4213	0.5250	29630
2069	SOAK (VERB)	soak	564.1081	-0.3713	0.9737	50025
207	SPARSE	sparse	639.0278	0.0241	0.9250	50319
2071	LAY (VERB)	lay	560.9429	-0.5272	0.9737	40666
2072	USE (VERB)	use	485.4615	-0.8544	0.9750	54163
2073	ROB (VERB)	rob	536.5526	-0.5261	0.9500	47273
2075	BROOD (VERB)	brood	642.7812	0.0581	0.8500	29922
2076	SPROUT (VERB)	sprout	581.4474	-0.3715	1.0000	50661
208	NASAL MUCUS (SNOT)	catarrh	720.3333	0.7337	0.2500	30687
209	RARE	rare	565.0263	-0.4361	1.0000	46400
2090	MY	mine	560.8158	-0.5792	1.0000	42224
2099	CHILD	children	530.5676	-0.6907	1.0000	31111
21	TASTE (SOMETHING)	taste	509.0000	-0.8170	1.0000	52295
210	LIFE	life	499.4500	-0.7985	1.0000	40930
2101	BE DEAD OR DIE	died	524.5789	-0.7276	1.0000	33708
2102	BURN	burn	552.2632	-0.4847	0.9500	30195
2112	OLD (AGED)	aged	552.4000	-0.4405	1.0000	27384
2113	OLD (USED)	used	533.5500	-0.6519	1.0000	54164
212	FIELD	field	529.3889	-0.7881	0.9474	35663
2124	SMELL	smell	488.6842	-0.8748	1.0000	49748
213	FIN	fin	616.0000	0.1220	0.7632	35741
2134	RAISE (BRING UP)	raise	530.6000	-0.6051	1.0000	46303
214	STRETCH	stretch	567.4615	-0.3884	0.9750	51382
2148	PICK	pick	548.6842	-0.6266	1.0000	44551
2149	CHOP (INTO PIECES)	chop	566.8000	-0.3485	1.0000	31205
215	LIE DOWN	lies	486.8649	-0.8974	0.9250	40928
2150	MATTER	matters	579.4103	-0.4527	1.0000	41867
2151	COARSE	coarse	611.6857	-0.2558	0.9474	31670
2154	PLOUGH (INSTRUMENT)	plough	557.1351	-0.5268	0.9737	44970
2155	CUT (WITH SCISSORS)	scissor	628.2105	-0.0468	0.9750	48048
2159	GROUND	ground	481.5128	-0.9071	1.0000	37940
216	MOVIE	movie	534.8000	-0.5925	1.0000	42663
2165	SLOWLY	slowly	511.3750	-0.6859	1.0000	49670
218	FINE (PENALTY)	fine	507.5000	-0.8390	1.0000	35754
2181	LIGHT (IN TASTE)	bland	611.6286	-0.1780	0.9474	28992
219	TOILET	loo	591.1892	-0.3407	0.9250	41263
2190	TASTE	flavour	506.8718	-0.7786	1.0000	35955
2192	REJOICE	rejoice	610.1892	-0.3023	0.9737	46742
2194	FRONT (PART)	front	520.6923	-0.7557	1.0000	36726
220	INTACT	intact	602.8205	-0.0955	0.9750	39676
2200	SNOUT	muzzle	625.4839	-0.0413	0.8500	42826
2203	RABID	rabid	630.2059	0.0871	0.8500	46205
2205	PEAK	peak	526.6579	-0.6956	1.0000	44221
2206	RABIES	rabies	685.3548	0.4062	0.8158	46206
221	FIRE	fire	539.5789	-0.6671	0.9500	35780
2214	AFFAIR	affair	551.1750	-0.4692	1.0000	27343
2219	LEAN (MEAT)	lean	575.6944	-0.4453	0.9737	40715
222	LAVISH	lavish	636.4737	-0.0835	1.0000	40650
2224	BEND (SOMETHING)	bend	587.0000	-0.4211	1.0000	28698
2227	SPAWN (VERB)	spawn	631.8824	-0.0585	0.9211	50337
2230	UNTAMED OR WILD	wild	533.8947	-0.6030	1.0000	55237
2232	KEEN OR SUBTLE	subtle	599.2105	-0.2824	1.0000	51598
2233	LOVELY	lovely	515.2051	-0.7140	1.0000	41372
2239	DENSE	dense	569.8108	-0.3855	0.9737	33526
224	MORTAR	mortar	625.3429	-0.0765	0.9474	42565
2241	WILD CAT	wildcat	630.5714	-0.0661	0.9211	55238
2242	BEETLE	beetle	581.5135	-0.3923	0.9737	28595
2243	REPAIR	mend	577.5294	-0.2653	0.9474	42004
2244	METAL	metal	510.1500	-0.7351	1.0000	42068
2245	BELCH	belch	705.6333	0.5058	0.7895	28650
2246	BELL	bell	512.7500	-0.7890	1.0000	28667
225	PESTLE	pestle	687.8333	0.3266	0.6316	44452
2252	PATH	path	536.9474	-0.6436	1.0000	44131
2253	DRIP (EMIT LIQUID)	leak	547.2564	-0.5287	1.0000	40708
2259	FLESH	flesh	519.2821	-0.6325	1.0000	35994
227	FISH	fish	502.7368	-0.8611	1.0000	35806
2270	SAGO	sago	723.2500	0.7042	0.2250	47682
2271	THINK	think	564.4474	-0.5737	1.0000	52640
2273	LEECH	leech	692.6000	0.2162	0.9211	40771
2277	WHOLE	total	526.0541	-0.7558	1.0000	53183
2278	PERHAPS	perhaps	554.6579	-0.4989	0.9750	44388
228	CARVE	carve	657.1471	-0.0368	0.8947	30631
2283	SEMEN	semen	670.2857	0.0782	0.9211	48461
2284	CLEARING	clearing	626.1579	-0.1617	1.0000	31443
2285	ECLIPSE	eclipse	580.9167	-0.2235	0.9737	34735
2290	PUDDLE	puddle	538.0769	-0.5890	1.0000	45797
2292	GLASSES	glasses	539.5000	-0.5370	1.0000	37354
2294	WRINKLE	wrinkle	572.4359	-0.4186	1.0000	55620
2295	SUNSET	sunset	571.4000	-0.4200	1.0000	51737
2296	SUNRISE	sunrise	574.8421	-0.4151	1.0000	51733
2297	DUSK	dusk	575.5143	-0.4275	0.9211	34586
2298	VIRGIN	virgin	516.8750	-0.6505	1.0000	54450
2299	STRAW	straw	528.8378	-0.7379	1.0000	51344
23	RYE	rye	675.4118	0.2579	0.4474	47627
230	SWEEP	sweep	540.7179	-0.5724	0.9750	51925
2301	ME	me	542.0541	-0.6534	1.0000	41911
2308	THIN	thin	539.8649	-0.6793	1.0000	52636
231	SHAVE	shave	551.6667	-0.4456	0.9750	48709
2310	US (OBLIQUE CASE OF WE)	us	566.3684	-0.4307	0.9500	54161
2313	BRONZE	bronze	543.5263	-0.4722	1.0000	29916
2316	FREE	free	495.4595	-0.8133	0.9737	36575
2318	CHESTNUT	chestnut	566.3514	-0.3794	0.9500	31067
2319	LID (COVER, CAP)	lid	556.1053	-0.4007	0.9500	40918
232	FLEA	flea	584.6667	-0.2176	0.9750	35968
2334	MELT	melt	514.1250	-0.7081	1.0000	41988
2335	CUNNING	cunning	635.4286	0.1228	0.9474	32947
2336	OF THIS KIND (SUCH)	so	543.0000	-0.6853	0.9737	50024
2339	NEED (SOMETHING)	need	540.5278	-0.5778	0.9250	42979
234	PADDLE	paddle	608.2105	-0.1799	1.0000	43832
2340	SUNNY	sunny	537.2632	-0.5837	1.0000	51731
2341	CLOUDY	cloudy	533.4211	-0.6268	1.0000	31601
2342	LANDSCAPE	landscape	568.4474	-0.4710	1.0000	40513
2343	STEEL	steel	541.7692	-0.5705	0.9750	51018
2348	CRAB	crab	518.1842	-0.6513	1.0000	32501
2349	SHRIMP	shrimp	551.4211	-0.3442	0.9750	49025
2350	EARTHWORM	earthworm	613.1944	-0.1583	0.9250	34695
2351	SILKWORM	silkworm	708.7419	0.4148	0.8158	49198
2354	CRICKET	cricket	530.2000	-0.5606	1.0000	32684
2355	GECKO	gecko	700.1304	0.3736	0.6842	37163
2362	BRAN	bran	796.1111	0.6167	0.7368	29639
2363	CHAFF (HUSK)	chaff	711.5652	0.4775	0.6000	30830
2364	PEANUT	groundnut	835.4167	1.2470	0.3421	37945
2365	RADISH	radish	701.2571	0.3133	0.8750	46235
2366	ONION	onion	491.9211	-0.8874	1.0000	43537
2368	GARLIC	garlic	577.3684	-0.4452	1.0000	37054
2371	BREADFRUIT	breadfruit	764.3000	0.5145	0.3250	29703
2374	DREAM	dream	519.3250	-0.6644	1.0000	34307
238	PRAWNS	prawn	568.7778	-0.3541	0.9474	45363
2386	TURKEY	turkey	527.1053	-0.7125	1.0000	53775
239	FLOWER	flowers	573.5789	-0.5065	1.0000	36122
2393	JOURNEY	journey	534.1667	-0.6814	1.0000	40004
2396	KNOCK	knock	524.8974	-0.6345	0.9750	40341
2397	LOBSTER	lobster	594.6053	-0.2670	1.0000	41159
2398	MANGO	mango	601.0000	-0.1886	0.9750	41664
24	PRAY	pray	531.8378	-0.6151	0.9737	45367
2400	THEIR	theirs	575.4286	-0.2647	0.9211	52577
2401	PICTURE	picture	510.1282	-0.6949	0.9750	44569
2402	ROBIN	robin	599.1053	-0.2573	0.9500	47281
2403	TOY	toy	507.9459	-0.7656	0.9737	53264
2406	HOME	home	566.3784	-0.5272	0.9737	39005
2407	BIRTHDAY	birthday	551.5946	-0.5283	0.9737	28896
2408	CAKE	cake	506.6486	-0.8796	1.0000	30384
2409	BROWN	brown	570.5250	-0.4729	1.0000	29946
241	TREE STUMP	stump	600.8056	-0.0313	0.9000	51512
2410	GOOD-LOOKING	pretty	563.9737	-0.5501	1.0000	45478
2411	HURT (SOMEBODY)	hurt	501.7250	-0.8074	1.0000	39331
2412	THANK (SOMBEODY)	thank	542.9737	-0.5713	1.0000	52554
2422	SOMEONE	others	541.3000	-0.6232	1.0000	43637
2423	CHANNEL	channel	536.3750	-0.6214	1.0000	30888
2424	MEMBER	member	544.4324	-0.4503	0.9500	41992
2425	PROBLEM	problem	531.0000	-0.5708	1.0000	45588
2426	CLIMATE	climate	510.4000	-0.7010	1.0000	31490
2427	FUTURE	future	487.5385	-0.7760	0.9750	36898
2429	LOGIC	logic	529.4865	-0.6438	0.9737	41219
243	FRESH	fresh	505.7568	-0.7869	0.9737	36631
2430	OFFICE	office	537.9487	-0.5989	1.0000	43466
2432	MARRIAGE	marriage	572.1500	-0.4252	1.0000	41765
2433	THEORY	theory	533.0000	-0.6519	1.0000	52594
2438	CAIMAN	caiman	1096.0000	2.4222	0.0263	30375
244	LEFT	left	554.2821	-0.5955	1.0000	40783
2449	FAT (OF MEAT AND FOOD)	fatty	550.1111	-0.3815	0.9500	35478
245	BROOM	broom	608.4211	-0.2651	1.0000	29931
2451	FOURTEEN	fourteen	530.5405	-0.6006	0.9737	36491
2452	PURPLE	purple	566.7436	-0.4815	0.9750	45934
2454	SIXTEEN	sixteen	584.5676	-0.4115	0.9737	49297
2457	PATH OR ROAD	way	512.7250	-0.7341	1.0000	54835
2458	PERSPIRE OR SWEAT	sweat	563.5278	-0.4062	0.9737	51909
2459	GRINDSTONE	grindstone	711.4000	0.3593	0.8158	37868
246	THRUST	thrust	563.7027	-0.4290	0.9737	52780
2462	WINNOWING	winnow	683.7000	0.9773	0.2500	55322
2465	DISGUST	disgust	537.0250	-0.6001	1.0000	33855
2466	WEIGHT	weight	514.6111	-0.7036	0.9500	54931
2467	GAME	game	567.1282	-0.3731	1.0000	36986
2468	BAG	bag	521.9722	-0.7456	0.9474	28146
2469	AGAINST	against	513.0000	-0.6656	0.9750	27378
2470	DEAR	dear	578.1579	-0.6725	1.0000	33306
2471	LADY	lady	506.3158	-0.8011	1.0000	40431
2473	HIS (GENITIVE OF HE)	his	568.1765	-0.2787	0.8947	38900
2474	HER (GENITIVE OF SHE)	her	576.9189	-0.5153	0.9737	38765
2477	YAK	yak	783.7368	0.6634	0.5263	55673
248	HAPPEN	happen	539.7027	-0.6315	0.9737	38368
2483	COLD (OF WEATHER)	cool	498.9211	-0.9026	1.0000	32201
2486	HIDE	hiding	616.0750	-0.1614	1.0000	38828
249	FOG	mist	627.7750	-0.0417	1.0000	42331
2493	BOIL	boil	593.6842	-0.2032	1.0000	29314
2495	ELEPHANT TUSK	tusks	616.6857	0.0331	0.8750	53811
2496	ADORNED	crested	646.0370	-0.0063	0.7368	32663
2497	RATTAN	rattan	730.2500	0.8592	0.1316	46436
2498	OPIUM	opium	639.6316	0.0501	1.0000	43575
2499	KAPOK TREE	kapok	600.0000	2.1938	0.0250	40106
25	DIRT	dirt	519.7179	-0.7375	0.9750	33806
2500	GINGER	ginger	595.6154	-0.2036	0.9750	37289
2501	RICE HUSK	husk	602.1579	-0.0820	0.9500	39344
2502	GONG	gong	657.9091	0.0803	0.8947	37555
2503	LAUNDER	launder	751.5000	0.4003	0.7105	40635
2504	DIFFERENT	different	547.5263	-0.6000	1.0000	33719
2505	BEDROOM	bedroom	577.0263	-0.4353	1.0000	28559
2506	LOOSE	slack	580.4444	-0.3419	0.9474	49437
2509	EXCHANGE	swap	576.0789	-0.2728	0.9500	51873
251	SHARPEN (SOMETHING)	sharpen	581.0270	-0.3406	1.0000	48694
2511	GIBBON	gibbon	659.5667	0.1208	0.7750	37255
2512	CHICK	chicks	580.1750	-0.2501	1.0000	31086
2514	SPOUSE	spouse	600.2308	-0.2885	0.9750	50599
2517	CROWDED	crowded	659.8571	-0.1811	0.9474	32825
2519	SEEING (VISUAL SENSE)	sight	545.4595	-0.5615	1.0000	49167
252	FRIGHTEN	frighten	605.0526	-0.3257	1.0000	36674
2521	FEELING (HAPTIC SENSE)	feeling	542.3684	-0.6949	1.0000	35542
2522	SCREAMING	scream	527.7105	-0.7164	1.0000	48171
2524	JOY	pleasure	534.5263	-0.6905	1.0000	44920
2526	POWER	power	519.0857	-0.7325	0.9211	45331
2530	SMART	smart	515.6053	-0.8646	1.0000	49730
2531	BROAD	broad	560.6389	-0.4221	0.9474	29871
2534	DEPTH	depth	524.9500	-0.6841	1.0000	33567
2537	LENGTH	length	554.1622	-0.7036	0.9737	40822
2539	PIT (POTHOLE)	pit	598.5556	-0.4885	0.9737	44741
2540	LIME (MATERIAL)	lime	599.9000	-0.4286	1.0000	40997
2543	RAVEN	raven	612.5385	-0.1461	0.9750	46454
2544	SHEPHERD	shepherd	591.7297	-0.2336	1.0000	48782
2545	HARROW (TOOL)	harrow	584.8571	-0.1644	0.9000	38440
2546	BORDER	border	572.9730	-0.4318	0.9737	29456
2547	CITY	city	523.3243	-0.6789	0.9737	31324
2548	BARREL	barrel	548.7368	-0.4866	1.0000	28347
2549	VEHICLE	vehicle	570.0263	-0.3755	1.0000	54282
255	SERVANT	servant	564.6750	-0.4130	1.0000	48529
2554	PRINCE (RULER)	prince	569.7838	-0.5670	0.9737	45544
256	FOOD	pizza	493.4872	-0.8876	1.0000	44775
2562	SEX (GENDER)	sex	489.4474	-0.8343	1.0000	48580
2564	PIGLET	piglet	618.8421	-0.0991	0.9750	44599
2565	CASTRATED BOAR	barrow	586.7188	-0.2011	0.8000	28354
2566	GELDING	gelding	776.8182	0.5441	0.2895	37174
2567	CAPON	capon	681.5000	0.3008	0.1579	30523
2568	BAKER	baker	568.4211	-0.3197	0.9500	28178
2569	BUTCHER	butcher	549.9487	-0.4727	0.9750	30266
257	WORSHIP	worship	570.8250	-0.3789	1.0000	55531
2570	BEEF	beef	544.8333	-0.6130	0.9737	28575
2571	TRY (TEST)	test	509.4359	-0.8205	0.9750	52523
2572	SENSE (PERCEIVE BY SENSES)	sense	532.3514	-0.7056	0.9737	48476
2573	FEELING (EMOTION)	feelings	516.6757	-0.6984	0.9737	35543
2577	YET	yet	512.0270	-0.8026	0.9750	55747
2578	PENCIL	pencil	509.5526	-0.7966	1.0000	44330
2579	TOOTHBRUSH	toothbrush	582.3250	-0.3927	1.0000	53106
258	CALM	calm	534.1842	-0.6172	0.9750	30412
2584	BENCH	bench	526.3333	-0.5804	1.0000	28694
2586	SEAHORSE	seahorse	618.4167	-0.1522	0.9474	48313
2587	DARTS	darts	546.0263	-0.5309	1.0000	33226
2591	RHINOCEROS	rhino	592.0789	-0.3402	0.9500	47066
2595	CACTUS	cactus	591.8205	-0.1569	0.9750	30343
2597	HARP	harp	558.0270	-0.5195	0.9737	38425
2604	NOOSE	noose	747.2963	0.3786	0.7105	43239
2606	COMPASS	compass	575.7000	-0.2793	1.0000	31923
2607	TRIPOD	tripod	624.6757	-0.0429	0.9737	53555
2617	BULB	bulb	565.3889	-0.4293	0.9474	30057
2619	CARD	card	620.0938	-0.1706	0.8684	30559
2620	CARRIAGE	carriage	578.7105	-0.4071	0.9500	30604
2621	CURTAIN	curtains	525.1316	-0.7148	1.0000	33014
2622	ENGINE	engine	604.5135	-0.2657	0.9737	34921
2623	FLAG	flag	515.1111	-0.7856	0.9474	35861
2624	FRAME	frame	544.2821	-0.6304	1.0000	36534
2625	MAP	map	528.8333	-0.7411	0.9474	41713
2626	NERVE	nerve	530.9459	-0.6797	0.9737	43011
2627	ORANGE (FRUIT)	orange	519.5263	-0.7388	0.9750	43590
2628	PLANT STEM	stalk	552.6486	-0.5395	0.9750	50853
2629	TRAY	tray	588.9722	-0.3513	0.9474	53420
263	HERDSMAN	herdsman	792.5789	0.8511	0.5263	38776
2630	WHIP	whip	572.0000	-0.3947	0.9500	55099
2631	WIRE	wire	498.2162	-0.7827	1.0000	55336
2638	FISHING	fishing	575.5000	-0.3138	0.9500	35814
2640	LARVA	larva	673.4444	0.3633	0.6750	40571
2643	INK	ink	543.9474	-0.5989	1.0000	39598
265	FOWL	fowl	616.5556	-0.0532	0.9000	36496
2656	MIDNIGHT	midnight	546.1081	-0.6413	0.9737	42120
2657	LADLE	ladle	765.4091	0.8276	0.5789	40427
2658	COAL	coal	530.6154	-0.5822	0.9750	31658
266	SCALE	scales	633.2308	-0.0994	0.9750	47920
2662	TOENAIL	toenail	621.4865	-0.0463	0.9250	53026
2664	SCAB	scab	601.8056	-0.3001	0.9474	47900
2665	WART	wart	601.8889	-0.1587	0.9250	54758
2666	SOLE (FOOT)	sole	577.6216	-0.3758	0.9737	50105
2669	POINT (WITH FINGER)	point	530.4474	-0.6731	1.0000	45063
267	NIT	nit	689.0000	0.4472	0.7250	43178
2670	ACROSS	across	528.0789	-0.6796	1.0000	27250
268	DRIBBLE	dribble	622.7949	-0.0641	0.9750	34342
2681	LUTE	sape	659.6471	0.1104	0.8974	19521
2685	CARP (FISH)	carp	662.5185	0.1944	0.7368	30595
269	COOKED	cooked	541.6053	-0.5280	1.0000	32193
27	AIR	air	492.8421	-0.8764	1.0000	27426
270	JUG	jug	586.5405	-0.3307	0.9250	40036
2704	FADE (LOOSE COLOR)	fade	547.4359	-0.4498	0.9750	35300
2705	INHALE	inhale	562.4103	-0.3531	0.9750	39590
2706	GNAW	gnaw	640.3871	0.0930	0.7750	37473
2708	TALK	talk	486.9211	-0.9121	1.0000	52160
2709	FLATTER	flatter	578.3429	-0.3406	0.9474	35945
271	SAUCER	saucer	607.1795	-0.1698	1.0000	47849
2715	DESPISE	despise	619.2500	-0.1791	0.9474	33613
2717	STEEP	steep	645.0588	-0.0991	0.9000	51024
272	TONGS	tongs	624.3448	-0.1114	0.8000	53079
273	DOUGH	dough	585.3684	-0.4078	1.0000	34166
274	KNEAD	knead	698.2759	0.3448	0.7632	40299
275	PEEL	peel	574.7222	-0.4057	0.9474	44276
2753	UNTIL	until	556.2162	-0.5356	0.9500	54075
2754	TOWARDS	to	514.4359	-0.7412	0.9750	52996
2755	BUSY	busy	522.6500	-0.6652	1.0000	30262
2756	IDLE	idle	545.6579	-0.4914	0.9500	39417
2758	CAREFUL	careful	570.1026	-0.3885	0.9750	30571
2760	MAKE A JOKE	joke	488.6750	-0.9388	1.0000	39968
2765	CHERRY	cherry	523.5556	-0.5640	1.0000	31058
2769	PORK	pork	510.3947	-0.7514	1.0000	45198
277	SPINDLE	spindle	628.8108	0.0687	0.9250	50451
2770	JACKET	jacket	532.3250	-0.6443	1.0000	39778
2771	SHAWL	shawl	653.4688	0.1505	0.8421	48719
2772	KITCHEN KNIFE	chopper	597.5676	-0.2484	0.9500	31207
278	AWL	awl	701.0000	1.1339	0.1316	28047
2783	SCALES (MEASURE INSTRUMENT)	scale	600.7895	-0.2973	1.0000	47917
279	THATCH	thatch	687.0645	0.3060	0.8421	52562
28	MOISTEN	moisten	615.1471	-0.1733	0.8947	42416
2805	BIRTH (ACCOUCHEMENT)	childbirth	635.0571	-0.0097	0.9474	31105
2808	BLACKEN	blacken	617.7429	-0.0584	0.8750	28948
281	POST	pole	540.0000	-0.6088	1.0000	45087
2810	BREASTBONE	breastbone	714.5556	0.7134	0.9250	29726
2816	ECHO	echo	551.4286	-0.5415	0.9474	34729
2818	FORD (CROSSING)	ford	650.1471	0.1352	0.8500	36327
2819	GRASSLAND	grassland	633.1429	0.0496	0.8750	37734
2821	JEALOUS	jealous	577.4474	-0.4331	1.0000	39839
2824	KNUCKLE	knuckle	569.7436	-0.3039	0.9750	40366
2826	LIE (FALSEHOOD)	untruth	595.2857	-0.1831	0.8158	54080
2828	MOTH	moth	579.4444	-0.4793	0.9474	42590
2829	MUSSELS	mussel	618.8966	-0.0189	0.8421	42799
2830	OYSTERS	oyster	559.6000	-0.3793	1.0000	43805
2831	PENGUIN	penguin	562.5676	-0.4371	1.0000	44338
2832	PYRE	pyre	708.0769	0.4140	0.3421	46004
2833	RUM	rum	615.5588	-0.2039	0.8947	47548
2836	STARLIGHT	starlight	604.5897	-0.1402	0.9750	50924
2837	SWAN	swan	566.3421	-0.3737	1.0000	51863
2838	TAME	tame	554.2051	-0.5384	0.9750	52185
284	HOE	hoe	653.3125	0.1637	0.8000	38961
2841	WOMBAT	wombat	631.0968	-0.0772	0.8158	55423
2845	SIZE (OF OBJECT)	size	519.5000	-0.7102	1.0000	49306
285	THRESH	thresh	574.5238	-0.2430	0.5250	52716
2856	CHANGE (SOMETHING)	alter	620.2368	-0.1857	1.0000	27560
2860	BOLT (MOVE IN HASTE)	rush	529.6500	-0.5831	1.0000	47593
2861	BUDGE (ONESELF)	budge	647.0312	-0.0364	0.8684	30014
2862	CONNECT	connect	518.6757	-0.6592	1.0000	32074
2863	DASH (OF VEHICLE)	dash	525.6750	-0.6406	1.0000	33227
2864	DECREASE	decrease	570.2564	-0.4108	1.0000	33391
2865	DIE (FROM ACCIDENT)	perish	595.1282	-0.3044	0.9750	44395
2869	BOTHER (HARASS)	bother	592.9444	-0.1085	0.9000	29497
2871	SWING (MOVEMENT)	swing	610.3421	-0.2644	1.0000	51992
2872	IMPROVE (SOMETHING)	improve	514.3077	-0.6232	0.9750	39489
2876	ROAR (OF SEA)	roar	601.3784	-0.2008	0.9500	47263
2877	RUSTLE (OF LEAVES)	rustle	608.8919	-0.2207	0.9737	47612
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	542.0513	-0.5496	0.9750	50210
288	FORGE	forge	586.0882	-0.2694	0.9211	36392
2880	HALT (STOP)	stop	479.4500	-0.9279	1.0000	51238
2881	URGE (SOMEONE)	urge	599.8108	-0.4055	0.9737	54152
2882	ADD	add	563.9474	-0.6543	1.0000	27268
2883	DISTURB	disturb	542.0789	-0.5972	1.0000	33941
2884	HANG	hang	547.6923	-0.5853	0.9750	38343
2885	HERD (SOMETHING)	herd	564.4444	-0.4190	0.9250	38772
2886	PRODUCE	produce	578.2162	-0.3900	0.9737	45606
2887	THAW (DEW)	thaw	625.4706	-0.0813	0.8500	52566
2888	TINKLE	tinkle	574.9714	-0.3198	0.9737	52935
289	MOLD	mold	623.7917	0.1657	0.6500	42428
2891	TIE UP (TETHER)	tether	739.0500	0.7645	0.5526	52533
2892	MAKE ANGRY (ANNOY)	annoy	525.2500	-0.5530	0.9474	27652
2893	NOTICE (SOMETHING)	notice	509.8684	-0.7811	0.9500	43290
2894	TUMBLE (FALL DOWN)	tumble	614.5946	-0.2420	0.9737	53724
2896	CAUSE TO (LET)	let	546.3000	-0.5812	1.0000	40863
2897	CHIME (ACTION)	chime	608.7632	-0.1486	0.9500	31125
2898	CONVEY (A MESSAGE)	convey	664.9429	-0.0601	0.9474	32174
2899	JOG (SOMETHING)	jog	562.9474	-0.4568	0.9500	39941
29	GELD	castrate	692.6000	0.2375	0.9211	30681
290	ADZE	adze	785.2500	1.6190	0.1053	27332
2900	PROTECT	protect	582.4615	-0.4998	0.9750	45703
2902	BRAWL (FIGHT)	brawl	584.0000	-0.2546	1.0000	29675
2903	CHAT (WITH SOMEBODY)	chat	513.4474	-0.8217	1.0000	30965
2904	RINSE	rinse	536.9250	-0.4889	1.0000	47183
2905	KNIT	knit	547.4737	-0.6012	1.0000	40329
2906	TRANSLATE	translate	565.1538	-0.3998	0.9750	53372
2907	ROT	decay	587.8500	-0.2572	1.0000	33354
2909	PREPARE	prepare	521.7250	-0.7005	1.0000	45430
2911	BACKWARD	backwards	555.6750	-0.4580	1.0000	28127
2912	FORWARD	forward	513.7692	-0.7093	0.9750	36449
2914	ONCE (IN THE PAST)	once	552.2973	-0.6508	1.0000	43532
2919	STILL (CONTINUING)	still	501.2000	-0.8352	1.0000	51119
292	RUG	carpet	551.4474	-0.4885	0.9750	30598
2921	THEN	then	540.2703	-0.6204	0.9737	52584
2923	THITHER (THERE TO)	thither	876.9000	1.4888	0.2895	52669
2925	HITHER (HERE TO)	hither	687.8966	0.4177	0.7895	38913
2926	HARDLY	hardly	572.7692	-0.3781	0.9750	38393
2927	FROM HERE	hence	549.5641	-0.4247	0.9750	38757
2929	BENEFIT	profit	533.8421	-0.5659	1.0000	45622
2930	BOSS	boss	525.6842	-0.6079	0.9750	29487
2931	BUSINESS	business	639.4118	0.1569	0.9737	30242
2932	COLD (CHILL)	chill	558.6000	-0.4286	1.0000	31115
2934	CUCKOO	cuckoo	629.4737	-0.1325	1.0000	32910
2935	CURRENT (STREAM)	current	515.0000	-0.7139	1.0000	32996
2937	FAIRY TALE	tale	593.4595	-0.3067	0.9737	52156
2938	FLAVOR	odour	555.2703	-0.5850	1.0000	43452
2939	FLOCK (OF ANIMALS)	flock	542.1579	-0.4605	0.9500	36056
2940	GATE	gate	560.9737	-0.6259	0.9750	37093
2943	BUNDLE	bundle	580.1622	-0.4136	0.9737	30123
2946	CRADLE	cradle	588.4865	-0.3785	0.9250	32523
2947	DAMAGE (INJURY)	damage	525.4359	-0.6986	1.0000	33140
2948	GAP (DISTANCE)	gap	588.6316	-0.3379	1.0000	37025
2949	LAIR	lair	603.1389	-0.1311	0.9250	40444
295	WHETSTONE	whetstone	653.5714	0.3375	0.2368	55071
2950	MEANING	meaning	555.4615	-0.4843	0.9750	41927
2951	POUCH	pouch	600.5429	-0.3366	0.9474	45303
2952	SLAB	slab	577.9143	-0.4692	0.9474	49435
2953	SLEEVE	sleeve	591.5385	-0.3093	1.0000	49542
