CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_FAMILIARITY_GPT_SCORE	ENGLISH_FAMILIARITY_GPT_MEAN	ENGLISH_FREQUENCY_MULTILEX	LINE_IN_SOURCE
1726	WET	wet	7	6.99592989519702	4.57750982772171	404156
1727	THRESHOLD	threshold	6	6.05223605482774	3.5913405415949	371176
1728	ROTTEN	rotten	6	6.20113256828967	4.2007688166308	311587
1730	CHEEK	cheek	7	6.75486178584224	3.96298449146904	62584
1732	SKY	sky	7	6.99982020273591	4.79481063514778	335142
1733	RAINBOW	rainbow	7	6.99998657479708	3.98195901863523	296667
1734	TWENTY ONE	21	7	6.97651706765571	4.30912592452149	43
1736	TWENTY FOUR	24	7	6.99397836148373	4.62296306302362	47
1737	OKRA	okra	5	4.61241238069497	2.80334574833451	256291
1738	TWENTY FIVE	25	7	6.99990187482951	4.61528933647192	48
1739	DECORATE	decorate	7	6.79817073184109	3.5581429496528	91921
174	PROUD	proud	7	6.97404065588194	4.89247574425598	290196
1740	PINE	pine	6	6.3205556973023	3.92856692666535	276814
1741	ABOVE	above	7	6.99829931253308	4.87003183691607	2291
1742	TRAVERSE	go through	7	6.73092050552978		150777
1743	JOIN	join	7	6.99330681305163	4.97500152886679	192755
1744	SPLEEN	spleen	5	5.04954149231639	3.36415429832613	344855
1745	HIP	hip	6	6.15798409382759	4.25291876911691	170031
1746	BLADDER	bladder	6	6.40721702808331	3.5686624648007	37425
1747	CUSTOM	custom	6	6.40681078122512	4.0144225991935	87127
1748	RIDGE	ridge	6	5.81767128655011	3.96437959219299	307508
1749	TAKE	take	7	6.99985976324579	6.20830180478572	361478
175	BLOW (OF WIND)	blow	6	6.43751488846232	4.93629663643248	38973
1750	CHOOSE	choose	7	6.99829923930888	4.85774377072237	65207
1751	BIRTHMARK	birthmark	6	6.07453967456211	3.13288350135641	36273
1752	LEAVE	leave	7	6.99752682629465	5.72489202199487	206846
1753	TOP	the top	7	6.73217820922735		368673
1754	BRACELET	bracelet	7	6.56214923786718	3.9214911858952	43925
1755	UNDRESS	undress	6	6.07543056231428	3.47893330813739	387968
1756	WIDOW	widow	6	6.40692660230168	4.16699966068608	407069
1757	TIRED	tired	7	6.99752699611937	4.95629302710381	373784
1758	OLDER SISTER	big sister	7	6.73035701338941		34792
1759	OLDER BROTHER	elder brother	6	6.21706503094868		112899
176	BLOW (WITH MOUTH)	blow away	6	6.01508317243706		38983
1760	YOUNGER BROTHER	little brother	7	6.86655466571996		212437
1761	YOUNGER SISTER	little sister	7	6.81684618925718		212507
1763	CLUB	club	7	6.97068430372021	5.04433550696917	69702
1764	OBSCURE	obscure	5	5.0579128751888	3.53331101451232	254199
1765	IN VAIN	in vain	6	5.97665046203154		181712
1766	FINISH	finish	7	6.99477961664563	5.03095532400751	129861
1767	SCRAPE	scrape	6	6.01715965513376	3.61076005101758	320429
1768	FOAM	foam	6	6.24496901190401	3.76399862481219	134406
1769	AXLE	axle	5	5.2421094047102	3.046614375461	22730
177	BETEL PEPPER VINE	betel	2	2.26877426895686	2.89863827536895	33677
1770	CARCASS	carcass	5	5.26095632782228	3.35245845267976	55686
1771	TASTELESS	tasteless	6	6.02408188038722	3.08582213795164	363764
1772	ELK	elk	6	5.85278983440238	3.34787482720994	113873
1773	GRAVE	grave	6	6.05658013945363	4.51846333138073	154658
1774	STINGY	stingy	6	5.88220946785734	3.32541650364802	350649
1775	TABLE	table	7	6.99999732674883	5.02652118458659	360706
1776	SHAME	shame	7	6.91489689348123	4.6072113681806	327224
1777	RESEMBLE	resemble	6	6.24302981785931	3.52542280846398	304829
1778	APPROACH	approach	7	6.96267142358019	4.48136291019065	15749
1779	DARE	dare	6	6.34617842689654	4.76335297831004	89314
178	RIPE	ripe	7	6.56212485570104	3.72616185451141	308409
1780	BILE	bile	5	5.19081400662531	3.04522906493424	35135
1781	THUMB	thumb	7	6.99994768574412	4.01989914861686	371677
1782	GUEST	guest	7	6.99029103686158	4.64495871548597	157860
1783	PAIN	pain	7	6.9980732247988	5.05192971506429	265032
1784	WANT	want	7	6.99998036140239	6.3621236645109	399772
1786	DRY UP	dry up	6	5.98483155147997		107587
1787	LOOM	loom	5	5.04208528220605	2.9837210814081	215076
1788	TELEVISION	television	7	6.99999839730067	4.56781633273931	365506
1789	AGE	age	7	6.99994121629612	5.09115163926962	6270
179	RIPEN	ripen	6	5.77716583770442	2.63007067457378	308415
1790	LICENSE PLATE	license plate	7	6.98409139505356		209592
1791	BUTTERFLY	butterfly	7	6.99883037068291	3.95950517865154	51059
1792	PERJURY	perjury	5	4.99974680574348	3.32371481584348	272535
1793	BAT	bat	7	6.81750647102979	4.33928893970004	28090
1794	FURROW	furrow	4	3.91771378019087	2.44731181867823	141722
1795	BANANA TREE	banana tree	6	6.26465171854034		25741
1796	SLAUGHTER	slaughter	6	5.98069011984923	3.85675267804909	335570
1797	HEDGEHOG	hedgehog	6	6.10614367300296	3.30505133902111	166330
1798	GUNPOWDER	gunpowder	6	6.2442282330752	3.44492305519245	158555
1799	HYENA	hyena	6	6.00818537308411	3.10598722815507	177005
18	EARLOBE	earlobe	6	6.16351095841688	2.44363133493986	109957
1800	DANDELION	dandelion	6	6.01785994928374	2.91329670727993	88962
1801	CHILD (DESCENDANT)	offspring	6	6.02188718612531	3.57004601003549	255550
1802	SCREW	screw	7	6.73076627136158	4.51847888661925	320689
1803	WOOD	wood	7	6.99985976784814	4.53035456663873	410210
1804	BOMB	the bomb	5	5.39125859126794		367884
1806	BEGIN	begin	7	6.99867479298616	4.83201978331932	31432
1807	AFTERNOON	afternoon	7	6.99985975855415	4.89835945957936	6100
1808	PUS	pus	6	6.25987480241285	3.05165637330645	292633
1809	PIMPLE	pimple	7	6.85193891541479	3.03208184964112	276635
181	ANTEATER	anteater	6	5.95110998975293	2.45458051524299	13642
1810	DANGER	danger	7	6.99982019773883	4.73939956971147	89042
1812	TRY	try	7	6.99973809758746	5.6293964536858	381999
1813	TASTY	tasty	7	6.95256751075992	3.97019056395857	363788
1814	ACCUSE	accuse	6	6.26884000958735	3.89479695290697	3267
1815	ACHE	ache	6	6.37712211218574	3.63079189447145	3380
1816	BESIDE	beside	7	6.93243639860235	4.26205378636749	33344
1817	WEST	west	7	6.98593522651502	4.92327095804266	403946
1819	LOOK	look	7	6.99999481559612	6.15117904382514	214905
182	SPOKE	spoke	6	6.43490712686628	4.71490926292858	345135
1820	BEAR	bear	7	6.97701814925071	4.8588178684579	29890
1821	BRUSH	brush	7	6.96267105710642	4.18714109966829	47883
1823	BORROW	borrow	7	6.96691334068224	4.41772147293756	42470
1824	DEXTEROUS	skilful	6	5.9010652604077	2.6680596944937	334645
1825	COPPER	copper	7	6.85194752477957	3.98917531777747	78723
1826	ANGRY	angry	7	6.99937363922544	4.86935975272478	12828
1828	ASK (REQUEST)	request	7	6.97702168329262	4.5865131607649	304583
1829	JUMP	jump	7	6.99849865731913	4.81193009159595	193897
183	BAKE	bake	7	6.88079185083141	4.01307995760069	24769
1830	CRANE	crane	6	5.97658187752736	4.06094403789013	82677
1831	MEET	meet	7	6.99781676999232	5.49640711422127	228256
1833	DINNER (SUPPER)	dinner	7	6.99999174605684	5.22451526137539	98690
1834	SHE	she	7	6.99996380922443	6.5514256495407	327853
1835	MARROW	marrow	5	5.37362801512146	3.54502736927511	224392
1836	VAGINA	vagina	7	6.99883000417761	3.88057177257852	392917
1837	VULVA	vulva	6	6.01113955459033	2.4990747340327	398333
1838	NAVEL	navel	5	5.49692850329224	3.07125863097978	244657
1839	CRY	cry	7	6.97404034140888	4.81713806899546	85499
184	MAST	mast	4	4.38439458551556	3.29083632623957	225172
1840	BUILD	build	7	6.99539004796332	4.86155156093085	48806
1841	SUSPECT	suspect	6	6.49980285078043	4.76791379023755	358267
1842	OBSTINATE	obstinate	5	4.5582307311179	3.05573854470594	254319
1843	THOUSAND	thousand	7	6.99990359222389	4.82833926742509	370699
1844	BOAT	boat	7	6.99896745473721	4.95133795862638	39931
1845	BALL	ball	7	6.9997691001902	5.00507782371808	25144
1846	RULE	to rule	6	6.12795559992862		374483
1847	SICK	sick	7	6.99807297254982	5.1258532469956	331294
1848	QUARREL	quarrel	6	5.7772361095807	3.74020317872453	294139
1849	ROW	row	6	6.31859311418965	4.49312977641282	312037
185	FIREPLACE	fireplace	7	6.92412760215638	3.65802420217662	130349
1850	COTTON	cotton	7	6.99142161223296	4.08888632668191	80568
1851	POCKET	pocket	7	6.99849855913474	4.56184679535861	280389
1852	OFTEN	often	7	6.99987634392462	5.03059670523442	255644
1853	DOVE	dove	6	6.17175001327808	3.75479882957069	104891
1854	SPARROW	sparrow	6	6.40723051233043	3.52018657042841	343025
1855	BIRCH	the birch	5	5.02836745417713		367871
1856	SOFT	soft	7	6.99477984675008	4.60779427986263	339969
1857	CROCODILE	crocodile	7	6.99408852508931	3.60480811629471	84311
1858	FISHERMAN	fisherman	7	6.92413942965543	3.67462346399609	130947
1859	THIRD	third	7	6.99592937368662	5.01401527267568	370033
186	SHIN	shin	6	5.52248070552422	4.13597189764407	328850
1860	BEAD	bead	6	6.01068661452424	3.36636783258746	29694
1861	ACTIVE	active	7	6.99142182526503	4.30423690937427	3973
1862	DONKEY	donkey	6	6.32038288357269	3.93944128700562	103430
1863	AMAZING	amazing	7	6.99592952962968	5.02260686913814	10694
1864	HUNGER	hunger	7	6.99682692081447	4.18820726233807	176102
1865	BUZZARD	buzzard	4	3.64196265230567	2.93049873738755	51362
1866	STUTTER	stutter	6	6.05816537004284	3.07082281109182	354272
1867	COIN	coin	7	6.99477949422477	4.09909673719142	71465
1868	VISIBLE	visible	7	6.97068636879533	3.96815174833439	396876
1869	BUY	buy	7	6.99995396155927	5.32344436324018	51286
187	LOIN	loins	5	4.92218972921712	3.01357771637369	214095
1870	ANCHOR	anchor	6	6.1822517949801	3.88607774421001	12120
1871	CAMEL	camel	7	6.6791470644602	3.75749855530901	53519
1872	DUIKER	duiker	2	1.85774013666435		108262
1873	ANTHILL	anthill	6	5.97019546803852	2.68640529454419	13741
1874	SAUSAGE	sausage	7	6.99867465938311	4.02307436565412	317758
1875	REGRET	sorry	7	6.99998036178903	5.67595795287102	341597
1876	REINDEER	caribou	5	4.83406222236215	2.92198288646502	56142
1877	EAST	east	7	6.99592996405189	4.8486396364599	110308
1879	DANCE	dance	7	6.99592989254649	5.10049582648878	88883
188	COMB OF BIRD	cockscomb	2	2.14730420013661	1.41498615349033	70704
1880	PASSIONATE	passionate	7	6.73099329707197	4.00346158707823	268512
1881	ENOUGH	enough	7	6.99991426859355	5.66635333917084	116495
1882	BEFORE	before	7	6.9998763327415	5.96245205667172	31303
1883	IN FRONT OF	in front of	7	6.97398051026872		181061
1884	HARD	hard	7	6.98901125881561	5.56695185462418	162446
1885	ARMADILLO	armadillo	5	5.08381157918372	2.87190402212171	17243
1886	ARMPIT	armpit	7	6.9706827406717	3.1400063154445	17414
1887	CHEAP	cheap	7	6.99951206732794	4.55795834591714	62336
1888	PAIR	pair	7	6.9398984681087	4.62020282440766	265210
1889	ARSON	arson	6	5.96434937115655	3.56963140906663	17943
189	HAIR (BODY)	body hair	7	6.9240926694411		40359
1890	BELIEVE	believe	7	6.99990358429957	5.67812277066764	31869
1891	PUMA	puma	6	6.0401633259418	3.01605798857423	291867
1892	TOUCH	touch	7	6.99408895661036	5.08876919400904	376926
1893	QUAIL	quail	5	4.5852297938315	3.22546306906187	293898
1894	ASHAMED	ashamed	6	6.46870537891561	4.37287629060249	18827
1895	CLOTHES	clothes	7	6.99994768070978	5.01543429373483	69436
1896	FINGERNAIL OR TOENAIL	nails	7	6.88077965448409	4.13390283950519	243225
1897	HELP	help	7	6.99999561249475	5.84801080209214	167067
1898	SPECTACLES	glasses	7	6.99944662761279	4.48882109966715	149375
1899	MAD	mad	7	6.75452187006314	5.00022121685611	218934
19	FISHING LINE	fishing line	6	6.37665458600333		131028
190	MOW	reap	5	5.16976151176614	3.3681305726306	299196
1901	SHOVEL	shovel	7	6.90464287626095	3.77040284088649	330433
1902	BETRAY	betray	7	6.65131213061722	4.08746185961433	33750
1903	SWELLING	swelling	6	6.08378284636759	3.62814154544108	359308
1904	DROWN	drown	6	6.11704891268456	4.04462738867615	107133
1905	EAGLE	eagle	7	6.99849853779625	4.15109278792247	109782
1906	SOUR	sour	7	6.77727350378902	3.93564829798848	342016
1907	MOLE	mole	6	6.00706212230468	3.95871565463892	236101
1908	ATTENTIVE	attentive	6	6.0749518939079	3.25412124653091	20894
1909	SHAKE	shake	6	6.24243217695119	4.55248412338101	327027
191	NUT	nut	7	6.77718234675265	4.14119453638244	253364
1910	STINGRAY	stingray	6	5.99115838599725	2.67135397943124	350645
1913	PRESS	press	7	6.92412757724614	4.88344761556785	286685
1914	DEBT	debt	7	6.96267044323589	4.49720013731832	91281
1915	FIR	fir	5	5.36944715892349	3.29735542916081	130029
1916	GILL	gill	5	5.10388982328457	3.41852501448127	147917
1917	TIE	tie	7	6.95256350217515	4.64117582165574	372355
1918	MANE	mane	5	5.33663434206746	3.25211526383331	222242
1919	TORCH	torch	6	6.31796344300828	3.88259425907396	376356
192	CORNER	corner	7	6.99829913978719	4.77131627545828	79474
1921	PLOUGH	ploughing	6	5.67768045904779	2.61787058913395	279823
1923	ROUGH	rough	7	6.97701949573618	4.54588983356611	311646
1924	VEIN	vein	6	6.24489295291538	3.6277788777942	394336
1925	ARTERY	artery	6	6.20170868827695	3.71945709683587	18043
1926	OINTMENT	ointment	6	5.99000089246915	3.26763246913671	256149
1927	BAMBOO	bamboo	6	6.37744704397013	3.63258972158102	25639
1928	CEASE	cease	6	5.99658464845004	3.84554492301309	59177
1929	STUDY	study	7	6.99987633211105	4.84275986751065	353971
193	SHALLOW	shallow	6	6.24472733936033	3.85013527735953	327172
1930	RAVINE	ravine	5	4.86848306320121	3.2190016079539	298385
1931	BEESWAX	beeswax	5	5.04573033761989	2.70095240271844	31223
1932	GUESS	guess	7	6.99539053829369	5.4830488295579	157839
1933	LOOSEN	loosen	6	6.05148047157549	3.68001849588279	215209
1934	BEGGAR	beggar	6	6.07339813149207	3.74188035323424	31387
1935	ANUS	anus	6	6.15377754800228	3.27477924846926	14663
1936	DEER	deer	7	6.93990716167911	4.04207257126469	92335
1937	THERE	there	7	6.99996380295703	6.60000492359899	369212
1938	FORTRESS	castle	7	6.93991061096428	4.57854053677823	57681
1939	SWEAR	swear	7	6.79810335203345	4.85636703840684	358904
194	FAMILY	family	7	6.99999892504156	5.66092931314403	124520
1940	GUARD	guard	7	6.79818046735221	4.81937664499336	157650
1941	SOLDIER	soldier	7	6.99477955421508	4.60043815899682	340469
1942	NEAR	near	7	6.98901158319497	5.07983744921254	244910
1943	CROWN (OF HEAD)	crown	7	6.56214160032167	4.42532466439196	85046
1944	GOD	the gods	6	5.82871304719847		368175
1945	IDOL	idol	6	6.26785565547915	4.05097226529116	178607
1946	INITIATION CEREMONY	initiation ceremony	5	4.91185509461296		184601
1947	BASTARD	bastard	6	6.17848382237467	4.73381755566203	28014
1948	SAW	saw	7	6.97701343179076	5.6179905912562	318029
1949	BEDBUG	bedbug	6	5.95837716876265	2.43617545256027	30671
195	MAT	mat	6	6.46835841709501	3.76708092647928	225355
1950	BEECH	beech	4	4.45242625803957	2.92320970785119	30935
1951	PASS	pass	7	6.95256522773291	5.05849266479863	268310
1952	TORTURE	torture	7	6.56197426504506	4.27976683197615	376660
1953	ABUSE	abuse	7	6.88079035633561	4.27223638938875	2703
1954	GENTLE	gentle	7	6.6791655283525	4.23216074065553	145753
1955	GRIEVE	mourn	6	5.93690810495648	3.59954854122812	239451
1956	SUNFLOWER	sunflower	7	6.96266936470912	3.19706769750241	356652
1957	GOITER	goiter	3	2.98997614389496	2.18983476832389	151496
1958	UNRIPE	unripe	6	5.89478110572183	2.20610238103834	390201
1959	RAW	raw	7	6.62227806083331	4.22929429916754	298405
196	DONATE	donate	7	6.67915385978358	3.86948454799829	103323
1961	NECKLACE	necklace	7	6.92413946164097	4.1755114406735	245183
1962	ROAST (SOMETHING)	roast	6	6.32063840669183	4.01749008265434	309130
1963	IMMEDIATELY	immediately	7	6.99908825998228	4.87984813425637	179793
1964	ALONE	alone	7	6.99477916721403	5.43011337944906	9947
1965	LOINCLOTH	loincloth	4	4.38596674571856	2.51816767594172	214087
1966	BUNCH	bunch	6	6.11565638939927	4.83173253651038	49470
1967	CALENDAR	calendar	7	6.99987632915142	4.02092752865649	52865
1968	SOYA SAUCE	soy sauce	7	6.8807614601838		342430
197	OTHER	other	7	6.99999053851205	5.97442701912604	261253
1970	CANOE	canoe	6	6.0125626049887	3.42992650328327	54450
1971	FAN (OBJECT)	fan	7	6.90463624860668	4.72873836450667	124657
1972	YOUNG GOAT (KID)	kid	7	6.98593545403753	5.3918611208503	197795
1973	DEMON	demon	6	6.13081744910816	4.39060592758656	94023
1974	CENTIPEDE	centipede	6	5.99999550877023	3.01999719455518	59853
1975	CHECK	check	7	6.99966427336136	5.38821689833218	62417
1976	MERRY	funny	7	6.99908899630107	5.09974585507107	141518
1977	DEW	dew	6	5.96881773763048	3.49218883355587	96667
1978	RECOVER	recover	7	6.77728905501839	4.18156798020951	300290
1979	CHISEL	chisel	5	5.49937080828107	3.05392898174667	64667
198	GENITALIA	genitalia	6	6.01802644009783	2.88681106840004	145638
1981	WIDOWER	widower	6	5.9865415434059	3.20610238103834	407076
1982	WHIRLPOOL	whirlpool	6	5.95114276687799	2.89798959043595	405506
1983	SNORE	snore	7	6.56210203995907	3.19706769750241	338691
1986	DISEASE	disease	7	6.99592956841469	4.56160742543045	99950
1987	CHOPSTICKS	chopsticks	7	6.81749797902408	3.23542646599005	65300
1989	CALF	calf	6	6.07126872083632	3.69311591739756	52890
199	FAMINE	famine	6	5.9885992353686	3.46893720020463	124630
1990	BECOME	become	7	6.99919536121001	5.35205246550776	30578
1991	INTESTINES	intestines	6	6.46872439027526	3.34277632756437	187136
1992	MORE	more	7	6.99985980931207	6.20581680241006	237940
1993	SELF	self	7	6.99849770479991	4.89214030806092	323433
1994	COLLARBONE	collarbone	6	6.08105051171295	2.90315214135327	71882
1995	DEFECT	defect	6	6.0847662975787	3.47154453932626	92489
1996	GET TIRED	tire	7	6.9240784026563	4.09938263190935	373768
1997	PRESERVE	preserve	6	6.11882771132639	3.94617466966459	286596
1998	COMMAND	command	7	6.86702420647705	4.66674600801913	73240
1999	OVERCOME	overcome	7	6.77728586143096	4.08476776869887	262838
2	DUST	dust	7	6.93991059899665	4.45154246683813	109060
20	SCYTHE	scythe	4	4.38353158492508	2.82614653156103	321329
200	SAME	same	7	6.99919539710047	5.71921711589238	316057
2000	CLOVE	cloves	6	5.93896521963878	2.98318787755733	69652
2001	PAINTING	draw	7	6.81754279866748	4.65993764474119	105860
2002	DITCH	ditch	6	5.99999242286898	3.99054135526103	101344
2003	FLOW	flow	7	6.88078514499099	4.31797742597295	133650
2005	MASK	mask	7	6.98593437047234	4.36308778110481	224910
2006	FILL	fill	7	6.98593463825005	4.69910913169525	129096
2007	BOLT (OF LIGHTNING)	bolt	6	6.20134569465922	3.87731607481858	41043
2008	RESCUE	rescue	7	6.97702220315947	4.51430572631137	304748
2009	DOG	dog	7	6.9999993347914	5.23499344812828	102521
201	FARM	farm	7	6.99408833408132	4.61251731432452	125146
2010	INVESTIGATE	investigate	7	6.81756632249319	4.23201034605559	187755
2011	COFFIN	coffin	6	6.11730177607405	4.04587609312103	71220
2012	COLLAR	collar	7	6.67912034457267	4.06405536157828	71873
2013	BAIT	bait	6	6.06438635400075	4.06094403789013	24726
2014	GO DOWN (DESCEND)	descend	6	6.03090441930291	3.5278652443252	95384
2016	JEALOUSY	jealousy	7	6.94659383031172	3.87485818406559	191154
2017	MIX	mix	7	6.9770204356865	4.50521213268123	235100
2018	GREEDY	greedy	7	6.65129946623879	3.92235129690581	155354
2019	HAMMOCK	hammock	6	5.97286061740625	3.11038822325647	161247
202	STRENGTH	strength	7	6.99919531240385	4.73691394069587	352894
2020	PLAINTIFF	plaintiff	6	5.52153745563756	3.42047865916982	278371
2021	GRASP	grasp	6	6.29410229522263	3.86439442034296	154439
2022	ADMIT	admit	7	6.98593536164086	4.7717245245488	4852
2023	CROWD	crowd	7	6.98593565939279	4.67019285141389	84996
2024	PLOT	plot	6	6.43742846261957	4.24569144260633	279767
2025	PEA	pea	7	6.56205328090942	3.59980658905621	269867
2027	SOYA	soybean	6	6.07394106660026	2.683223635758	342447
2028	SOYA BEAN	soya bean	6	6.05164167735498		342434
203	MARRY	marry	7	6.95256879936593	4.97001461156807	224407
2030	DRAG	drag	6	6.24169907522723	4.43260751799039	105490
2031	PUT OUT TO PASTURE	put out to pasture	5	4.63463824897474		293005
2033	DELIVER	deliver	7	6.93245032655859	4.54839440549958	93489
2034	FROST	frost	6	6.07515273118591	3.83185350569243	140126
2035	POND	pond	6	6.34857038010228	3.98970122542457	282052
2036	JANUARY	January	7	6.99984135091156		190708
2037	FEBRUARY	February	7	6.99993357629405		126448
2038	DRAGON	dragon	7	6.98593188224276	4.48470469208478	105570
2039	MAGPIE	magpie	5	5.49765817434553	2.87328055095051	219684
204	AGAIN	again	7	6.99998036095848	5.87881129986391	6183
2040	BUCKWHEAT	buckwheat	4	4.43185918101963	2.70804721948304	48428
2041	HEMP	hemp	6	5.91601921035721	3.07082281109182	167295
2042	WALNUT	walnut	6	6.05965736163296	3.39705170597578	399543
2043	PEACH	peach	7	6.96267022005607	3.81339967972544	269964
2044	PERSIMMON	persimmon	3	3.44268161315212	2.69269952764188	272910
2045	COLUMN	pillar	6	6.07495179268243	3.47978436559552	276450
2046	APRON	apron	6	6.2010413839216	3.53839228802556	15884
2048	QUILT	quilt	6	6.01089095079141	3.44895791470539	295017
2049	CONGEE	congee	3	2.96115144631773	2.76891986140146	76099
205	TROUGH	trough	5	4.8770573324718	3.23542646599005	381412
2051	DUSTPAN	dustpan	6	6.00884323256701	2.32053673902993	109154
2052	BUCKET	bucket	7	6.97702162305808	4.15430672259085	48287
2055	CLAY POT	clay pot	6	6.01508023464078		68072
2056	WOK	wok	5	5.17959666555624	2.99320847407491	409803
2057	DUNG (ANIMAL FAECES)	dung	6	5.54808216948781	3.45403956294315	108631
2058	STOOL	stool	6	6.17971354080146	3.62205718588314	351510
2059	FOLK SONG	folksong	5	5.05314932260445	1.50392723682711	134841
206	FIREFLY	firefly	6	6.02802295168774	3.09457921248584	130295
2060	STORY	story	7	6.99966424412516	5.40324910231686	351923
2062	INTEREST	interest	7	6.99807322362699	4.84911211843137	186339
2064	SCATTER (SEEDS)	scatter	6	6.02901818314821	3.4257100188821	318779
2067	STEAM (VERB)	braise	4	4.01265105685588	2.25725490348572	44312
2069	SOAK (VERB)	soak	6	6.14775824742361	3.63330677372284	339222
207	SPARSE	sparse	5	5.2092697423372	2.82229978823719	343038
2071	LAY (VERB)	lay	7	6.90460241200848	4.74929365292009	205894
2072	USE (VERB)	use	7	6.99994768483717	5.62188436504051	392256
2073	ROB (VERB)	rob	6	6.19738138425417	4.44532823221187	309163
2075	BROOD (VERB)	brood	4	4.36059324550744	3.17258920277599	47224
2076	SPROUT (VERB)	sprout	6	5.93343634971367	3.25354905345486	345999
2077	DILIGENT	diligent	6	6.04058806226886	3.15391078047226	98284
208	NASAL MUCUS (SNOT)	snot	6	6.11281538795053	3.53481168802312	338734
209	RARE	rare	7	6.65088950172611	4.47631866409258	297728
2090	MY	my	7	6.99997796511638	6.8258205735142	242457
2092	HIS OR HER	his/her	6	6.28272717948961		170265
2093	AFTERWARDS	afterwards	7	6.77710618910884	4.31018260261431	6152
2099	CHILD	child	7	6.99997795993754	5.34899999970737	63890
21	TASTE (SOMETHING)	taste	7	6.99477955682724	4.81468346874274	363745
210	LIFE	life	7	6.99999881389697	5.98182149078614	209923
2101	BE DEAD OR DIE	died	7	6.99752708549324	5.29090463094975	97653
2102	BURN	burn	7	6.97966649752699	4.74576875444717	50038
2112	OLD (AGED)	elder	6	5.88305313534463	4.08052450600431	112896
2113	OLD (USED)	used	7	6.99990370674272	5.62200081217323	392278
2119	BOW STRING	bowstring	4	4.09002251328568	1.78856681630292	43539
212	FIELD	the field	6	5.92419211637638		368113
2124	SMELL	smell	7	6.9996194167003	4.84495853375013	337390
213	FIN	fin	5	5.39451986365655	3.59929033998276	129359
2130	HEADGEAR	head covering	6	5.73500473677875		165083
2134	RAISE (BRING UP)	raise	7	6.96690970953037	4.78354348995261	296808
2137	MAGICIAN	magician	6	6.46870537891561	3.86453467368889	219406
214	STRETCH	stretch	7	6.90464615528392	4.27382400491892	352985
2142	RUN AWAY	run away	7	6.93987275557517		313333
2148	PICK	pick	7	6.98593518961592	5.25919212823936	275467
215	LIE DOWN	lie down	7	6.93987874875482		209780
2150	MATTER	the matter	7	6.20409583104027		368346
2151	COARSE	coarse	6	5.52911819971944	3.20546324261261	70214
2152	THERE IS OR THERE ARE	there is	7	6.99907985281214		369229
2154	PLOUGH (INSTRUMENT)	plow	6	6.13034373074346	3.31609757450019	279845
2155	CUT (WITH SCISSORS)	cut hair	7	6.67383812520778		87244
2159	GROUND	ground	7	6.9820128114732	5.00096444629183	156880
216	MOVIE	movie	7	6.99984132183018	5.13525072764748	239736
2162	STIR FRY	stir-fry	6	6.08378264023875		350773
2163	MARRY (AS WOMAN)	marry out	2	2.39581303753472		224416
2165	SLOWLY	slowly	7	6.9995120605663	4.55703414837005	336756
217	BETELNUT	betel nut	3	2.98938639777761		33679
218	FINE (PENALTY)	fine	7	6.99141976547222	5.40716598441088	129593
2181	LIGHT (IN TASTE)	bland	6	6.11789540432733	3.34347511207861	37622
2182	LEFT HAND	left hand	7	6.98900158983187		207264
2183	RIGHT HAND	right hand	7	6.97064626718379		307780
2184	CATCH A COLD	to catch a cold	7	6.97067231834548		374368
2189	DUGOUT	pirogue	2	2.07454399640959	1.7353213043497	277507
219	TOILET	toilet	7	6.99998933737469	4.49959492511978	374970
2190	TASTE	flavour	7	6.7539696529706	3.33382634146062	132455
2192	REJOICE	rejoice	5	5.4993650080601	3.48903755176835	302841
2194	FRONT (PART)	front	7	6.98901163510751	5.33994408168977	139948
2196	HORSETAIL	horsetail	3	3.06899230370432	1.71601614915431	173783
2197	BAD PERSON	bad person	7	6.88007103840304		24220
220	INTACT	intact	6	6.08407347728997	3.91871494919694	185925
2200	SNOUT	muzzle	5	5.37627789431905	3.23661876456158	242400
2203	RABID	rabid	5	4.9485743385736	3.27450653606977	295558
2204	LEDGE	ledge	6	5.8526490778537	3.42551738437821	207114
2205	PEAK	peak	7	6.56210202572428	3.98875413264866	270034
2206	RABIES	rabies	6	6.10566951314413	3.30275685153717	295561
2208	BE AT WAR	make war	5	4.87007273107713		220979
221	FIRE	fire	7	6.99999686877539	5.3210615010689	130043
2213	BODY PART	body part	7	6.85117489194582		40385
2214	AFFAIR	affair	6	6.16418965309421	4.49418384977496	5654
2216	BECOME NUMB	numb	6	6.2937094197693	3.68724981495014	253004
2218	EXPERIENCED	experienced	7	6.9875668903052	4.29864758864395	121789
2219	LEAN (MEAT)	lean	6	6.10424358140078	4.06837410434417	206548
222	LAVISH	lavish	6	5.9583871244463396	3.19477935094095	205623
2222	CONJURE	conjure	5	4.80475198266733	3.16352654926386	76330
2223	BE ANGRY	annoyed	7	6.90464583503239	3.81841866784185	13309
2224	BEND (SOMETHING)	bend	7	6.89330333023294	4.1563526609561	32464
2227	SPAWN (VERB)	spawn	5	5.08088268818767	3.27067047154153	343150
2230	UNTAMED OR WILD	wild	7	6.93244181497003	4.78608761558274	407331
2232	KEEN OR SUBTLE	subtle	7	6.65127457082621	3.92771904984512	355173
2233	LOVELY	lovely	7	6.97966552047618	4.88496874174611	216112
