CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ITALIAN	ITALIAN_SPECIFICITY_MEAN	ITALIAN_POS	LINE_IN_SOURCE
747	BICYCLE	bicycle	bicicletta	3.2582857142857145	s	110
76	YOUNG MAN	man	uomo	1.7725714285714285	s	999
760	KNOT	knot	nodo	2.970285714285714	s	620
767	CORPSE	corpse	cadavere	3.9417142857142857	s	131
769	ROOF	roof	tetto	2.6845714285714286	s	961
771	HAT	hat	cappello	2.6	s	152
775	TRUMPET	trumpet	tromba	3.4845714285714284	s	984
779	PART	part	parte	1.1714285714285713	s	676
781	FEAR (FRIGHT)	fear	paura	1.5988571428571428	s	683
783	VICTORY	victory	vittoria	2.515428571428572	s	1041
784	SNOW	snow	neve	2.9428571428571435	s	618
785	STRONG	strong	forte	1.6116129032258066	a	380
789	PEOPLE	people	gente	1.5988571428571428	s	401
79	WASTE	waste	scorie	2.970285714285714	s	844
794	PEN	pen	penna	2.657142857142857	s	692
796	NIPPLE	nipple	capezzolo	5.0	s	151
803	ANKLE	ankle	caviglia	4.343999999999999	s	173
818	WILLOW	willow	salice	4.542857142857144	s	816
82	ANGER	anger	collera	2.9428571428571435	s	197
837	BLUE	blue	blu	3.1935483870967745	a	113
843	SPIDER	spider	ragno	3.3154285714285714	s	769
846	TIGER	tiger	tigre	3.7725714285714287	s	962
849	SPRING (OF WATER)	spring	primavera	2.9428571428571435	s	740
852	PRIEST	priest	prete	3.1988571428571433	s	738
853	ALTAR	church	chiesa	2.515428571428572	s	183
854	KETTLE	kettle	bollitore	3.9417142857142857	s	116
857	STONE	rock	roccia	2.3142857142857136	s	809
858	STORM	storm	tempesta	2.515428571428572	s	943
859	STOVE	stove	stufa	3.685714285714286	s	923
860	CAUSE	lawsuit	causa	1.7154285714285713	s	171
862	SUGAR	sugar	zucchero	4.001142857142857	s	1050
865	FAME	fame	fama	2.3142857142857136	s	332
866	WIN	win	vincere	1.2950819672131146	v	1033
874	CANDY	candy	caramella	3.1714285714285717	s	157
878	HELL	hell	inferno	2.8011428571428567	s	475
883	TERMITE	termite	termite	4.428571428571429	s	949
889	FLAME	fire	fuoco	3.2582857142857145	s	394
892	TIME	time	tempo	1.5988571428571428	s	944
900	TRAIN	train	treno	3.541714285714286	s	979
905	BORING	bored	annoiato	2.9354838709677415	a	45
906	TREE	tree	albero	2.0857142857142854	s	32
909	GARBAGE	garbage	spazzatura	2.2868571428571425	s	892
91	INSOLENT	insolent	insolente	4.385806451612903	a	488
910	DEATH	death	morte	2.7142857142857144	s	594
928	EMBRACE	hug	abbraccio	3.5142857142857147	s	4
930	VILLAGE	village	villaggio	2.142857142857143	s	1031
935	WAR	war	guerra	2.3988571428571426	s	438
937	BIRD	bird	uccello	2.142857142857143	s	991
942	HONEY	honey	miele	3.7428571428571433	s	577
943	WATERFALL	waterfall	cascata	3.2285714285714286	s	166
951	WEAPONS	weapon	arma	1.7154285714285713	s	55
953	RAPE	rape	stupro	4.085714285714285	s	927
958	WILD ANIMAL	beast	bestia	1.4868571428571429	s	106
962	WOMAN	woman	donna	2.6	s	296
963	BOOK	book	libro	2.4285714285714293	s	528
965	WORLD	world	mondo	1.9714285714285715	s	588
974	TOBACCO	tobacco	tabacco	3.6011428571428565	s	934
981	ELBOW	elbow	gomito	4.428571428571429	s	424
992	CLIFF	cliff	precipizio	3.656	s	734
